source,target,source_idx,target_idx,in_string,in_wgcna,string_score,wgcna_tom,support
ATG5,THRAP3,1173,68,False,True,,0.42531833,wgcna_only
TMSB10,UBXN4,383,428,False,True,,0.42531163,wgcna_only
AC245297.3,RSBN1L,171,1308,False,True,,0.42530975,wgcna_only
ABCB7,WDR11,2912,1753,False,True,,0.4253094,wgcna_only
PARVB,PPIG,2861,458,False,True,,0.42530912,wgcna_only
CUL5,ZC3H7A,1862,2362,False,True,,0.42530897,wgcna_only
HMGN1,ZDHHC17,2816,1986,False,True,,0.42530835,wgcna_only
ATF2,SNX24,467,992,False,True,,0.4253071,wgcna_only
CORO1A,DYNC1H1,2385,2234,False,True,,0.42530584,wgcna_only
ABCB7,GLYR1,2912,2354,False,True,,0.4253041,wgcna_only
PCF11,TRAPPC10,1850,2822,False,True,,0.4252994,wgcna_only
SHLD1,TLK2,2732,2534,False,True,,0.42529738,wgcna_only
BRI3,FAM126B,1326,489,False,True,,0.42529392,wgcna_only
ARHGEF2,TGOLN2,193,385,False,True,,0.42528966,wgcna_only
HEATR5B,RC3H2,317,1601,False,True,,0.42528322,wgcna_only
PLCB2,STIM1,2257,1771,False,True,,0.42528316,wgcna_only
IFNAR1,PPP2CA,2805,1002,False,True,,0.4252828,wgcna_only
DIPK1A,PCGF5,133,1713,False,True,,0.42528188,wgcna_only
DIPK1A,RSRC2,133,2038,False,True,,0.42527908,wgcna_only
GSK3B,OSBPL9,650,93,False,True,,0.42526665,wgcna_only
ATF2,HNRNPA3,467,469,False,True,,0.42526138,wgcna_only
RNF138,SCLT1,2597,863,False,True,,0.42525268,wgcna_only
PRDX1,SPI1,84,1809,False,True,,0.42525256,wgcna_only
AATF,CHFR,2494,2046,False,True,,0.4252515,wgcna_only
AMBRA1,GOLPH3,1805,914,False,True,,0.42525113,wgcna_only
ZC3H7A,ZMYND8,2362,2773,False,True,,0.4252511,wgcna_only
EYA3,KCMF1,48,384,False,True,,0.42525062,wgcna_only
HMGN3,LAMP2,1154,2927,False,True,,0.42524937,wgcna_only
NEK1,TMEM245,890,1582,False,True,,0.42524737,wgcna_only
ERCC6L2,HNRNPA3,1571,469,False,True,,0.42524508,wgcna_only
CCNT2,VPS54,425,357,False,True,,0.42524424,wgcna_only
PIK3CB,ZC3H7A,685,2362,False,True,,0.4252437,wgcna_only
HNRNPR,RPS23,37,963,False,True,,0.42524248,wgcna_only
ATF2,TM7SF3,467,1925,False,True,,0.42524183,wgcna_only
SRRM1,STIM1,40,1771,False,True,,0.42524087,wgcna_only
DYNC1H1,IFNAR1,2234,2805,False,True,,0.42522925,wgcna_only
STRN3,ZRANB2,2142,114,False,True,,0.42522532,wgcna_only
ASXL2,REPS1,303,1209,False,True,,0.42522123,wgcna_only
PLCB2,SUPT20H,2257,2068,False,True,,0.42522055,wgcna_only
IQCB1,SPPL2A,654,2280,False,True,,0.42521927,wgcna_only
ATF7,HACE1,1955,1171,False,True,,0.4252091,wgcna_only
HNRNPR,PTMA,37,528,False,True,,0.42520547,wgcna_only
RNF138,SERINC5,2597,958,False,True,,0.4252051,wgcna_only
ATF7,SRSF4,1955,52,False,True,,0.42520097,wgcna_only
B4GALT1,NEK1,1538,890,False,True,,0.4252003,wgcna_only
FBXO28,USP8,264,2278,False,True,,0.42519715,wgcna_only
ARHGEF2,SCLT1,193,863,False,True,,0.425196,wgcna_only
KPNA6,MBTD1,57,2524,False,True,,0.42519578,wgcna_only
RNF138,TMEM106A,2597,2507,False,True,,0.42519268,wgcna_only
BRI3,CASD1,1326,1321,False,True,,0.42519245,wgcna_only
MARK2,SPEN,1821,19,False,True,,0.42519137,wgcna_only
HS2ST1,TNPO3,125,1360,False,True,,0.4251898,wgcna_only
HADHB,PIK3CB,305,685,False,True,,0.42518866,wgcna_only
GLYR1,NPEPPS,2354,2518,False,True,,0.42518535,wgcna_only
ATF2,SEC22A,467,663,False,True,,0.42518353,wgcna_only
KPNA4,MIGA1,707,119,False,True,,0.42518005,wgcna_only
ARHGAP5,RALGAPB,2146,2768,False,True,,0.42517763,wgcna_only
RPL6,YWHAZ,2026,1480,False,True,,0.4251623,wgcna_only
CLCN3,EIF4A2,891,738,False,True,,0.42515725,wgcna_only
CSDE1,HLA-DQB1,161,1106,False,True,,0.42515633,wgcna_only
KIF2A,TMEM106A,937,2507,False,True,,0.4251559,wgcna_only
PTMA,UQCC1,528,2761,False,True,,0.42515582,wgcna_only
RPS27,WASL,185,1357,False,True,,0.42514628,wgcna_only
B4GALT1,TRAPPC10,1538,2822,False,True,,0.42514548,wgcna_only
CLYBL,SPI1,2116,1809,False,True,,0.4251378,wgcna_only
MTA3,XPO4,326,2050,False,True,,0.42513698,wgcna_only
ATG5,SRSF4,1173,52,False,True,,0.425136,wgcna_only
NPLOC4,TPM3,2568,186,False,True,,0.42513326,wgcna_only
C1GALT1,USP47,1254,1780,False,True,,0.42513132,wgcna_only
FBXO28,ZC3H7A,264,2362,False,True,,0.4251307,wgcna_only
MBD2,RPL9,2616,791,False,True,,0.42512277,wgcna_only
RPL6,SPI1,2026,1809,False,True,,0.42512098,wgcna_only
RPL28,TGOLN2,2717,385,False,True,,0.42511746,wgcna_only
SRSF7,XPO4,321,2050,False,True,,0.42511362,wgcna_only
HSD17B4,VPS35L,990,2373,False,True,,0.42511225,wgcna_only
HLA-DQA1,SLAIN2,1105,798,False,True,,0.42510766,wgcna_only
DCP1A,DDX39B,611,1097,False,True,,0.4251047,wgcna_only
FBXO28,KIF2A,264,937,False,True,,0.42510164,wgcna_only
MCTP1,UBXN4,970,428,False,True,,0.4251006,wgcna_only
CASD1,VEZT,1321,1998,False,True,,0.42509955,wgcna_only
RPL11,UQCC1,38,2761,False,True,,0.42509934,wgcna_only
ARHGAP4,SUPT20H,2939,2068,False,True,,0.42509305,wgcna_only
IWS1,KPNA6,418,57,False,True,,0.42509085,wgcna_only
HADHB,S100A4,305,183,False,True,,0.42508662,wgcna_only
ITGB5,ZYG11B,665,96,False,True,,0.42508486,wgcna_only
ATF2,PTPN4,467,413,False,True,,0.42507777,wgcna_only
MOSMO,TTC37,2375,971,False,True,,0.42507634,wgcna_only
FNBP1,GPBP1L1,1615,85,False,True,,0.42507595,wgcna_only
MTA3,SUZ12,326,2483,False,True,,0.42507315,wgcna_only
MAPKAP1,MBD2,1610,2616,False,True,,0.4250677,wgcna_only
DYNC1H1,RPL6,2234,2026,False,True,,0.42506737,wgcna_only
DYNC1H1,SERGEF,2234,1789,False,True,,0.4250639,wgcna_only
MIGA1,RPS6KC1,119,253,False,True,,0.42506272,wgcna_only
SPG7,UQCC1,2430,2761,False,True,,0.4250549,wgcna_only
IPO9,RPL11,239,38,False,True,,0.4250453,wgcna_only
AP3S2,FBXO28,2339,264,False,True,,0.42503878,wgcna_only
KDM2B,PCGF5,2035,1713,False,True,,0.4250382,wgcna_only
CD47,TNPO3,645,1360,False,True,,0.42503813,wgcna_only
TRIM38,USP7,1089,2356,False,True,,0.42503464,wgcna_only
HDLBP,IFNAR1,539,2805,False,True,,0.4250344,wgcna_only
AGO3,H3F3B,67,2553,False,True,,0.4250309,wgcna_only
PIK3C2A,PPP2CA,1788,1002,False,True,,0.42502418,wgcna_only
STRN3,ZYG11B,2142,96,False,True,,0.42502296,wgcna_only
FAM126B,MYSM1,489,100,False,True,,0.42501694,wgcna_only
IPO9,TM9SF4,239,2752,False,True,,0.42501637,wgcna_only
SUZ12,WDPCP,2483,355,False,True,,0.4250159,wgcna_only
HNRNPR,RPS14,37,1027,False,True,,0.42501146,wgcna_only
PCGF5,RPL28,1713,2717,False,True,,0.42500052,wgcna_only
CAMK2G,PCGF5,1691,1713,False,True,,0.42499927,wgcna_only
TRAPPC10,ZRANB2,2822,114,False,True,,0.4249981,wgcna_only
GGNBP2,KPNA6,2493,57,False,True,,0.4249976,wgcna_only
FBXO34,TRIM33,2168,160,False,True,,0.4249973,wgcna_only
MSRA,SLAIN2,1399,798,False,True,,0.42499483,wgcna_only
PPP4R3A,RNF19A,2219,1478,False,True,,0.4249945,wgcna_only
AATF,CUL5,2494,1862,False,True,,0.4249908,wgcna_only
ANAPC10,RSRC2,872,2038,False,True,,0.4249895,wgcna_only
ARHGEF2,PPP4R3A,193,2219,False,True,,0.42498583,wgcna_only
ADD1,SCLT1,763,863,False,True,,0.4249843,wgcna_only
CUL5,HADHB,1862,305,False,True,,0.42498246,wgcna_only
ATAD2B,STAM,297,1644,False,True,,0.42497766,wgcna_only
EPHB2,ZDHHC17,35,1986,False,True,,0.4249763,wgcna_only
NCOA7,NEK1,1195,890,False,True,,0.42497367,wgcna_only
RC3H2,RPL26,1601,2453,False,True,,0.42497227,wgcna_only
KMT2A,KPNA6,1874,57,False,True,,0.42496842,wgcna_only
CANX,UBXN4,1053,428,False,True,,0.42496306,wgcna_only
GLG1,RPS9,2416,2713,False,True,,0.42496243,wgcna_only
GSAP,MARK2,1306,1821,False,True,,0.42496198,wgcna_only
MDN1,NPLOC4,1164,2568,False,True,,0.42495957,wgcna_only
RPS9,TGOLN2,2713,385,False,True,,0.4249587,wgcna_only
CLYBL,STIM1,2116,1771,False,True,,0.42495754,wgcna_only
SLC49A4,TLK2,662,2534,False,True,,0.4249567,wgcna_only
ANAPC10,STIM1,872,1771,False,True,,0.42495355,wgcna_only
LAMP2,USP47,2927,1780,False,True,,0.42495355,wgcna_only
KDM2B,PPP4R3A,2035,2219,False,True,,0.42494434,wgcna_only
ITGB5,TRIM33,665,160,False,True,,0.4249395,wgcna_only
GSK3B,XPO4,650,2050,False,True,,0.42493317,wgcna_only
KMT2A,RALGAPB,1874,2768,False,True,,0.42492932,wgcna_only
ERCC6L2,SLC49A4,1571,662,False,True,,0.42492864,wgcna_only
ATF2,EDEM3,467,227,False,True,,0.4249261,wgcna_only
BAZ1B,VPS54,1299,357,False,True,,0.42492345,wgcna_only
RPL35,RSBN1L,1607,1308,False,True,,0.42492267,wgcna_only
ANKRD36C,VPS54,391,357,False,True,,0.42492014,wgcna_only
KIF2A,TPM3,937,186,False,True,,0.42491937,wgcna_only
KIF2A,ZMYND8,937,2773,False,True,,0.42491785,wgcna_only
TRAPPC10,TTC7B,2822,2216,False,True,,0.42491782,wgcna_only
RPL28,SUPT20H,2717,2068,False,True,,0.42491668,wgcna_only
PABPN1,TLK2,2140,2534,False,True,,0.4249148,wgcna_only
OPHN1,TLK2,2905,2534,False,True,,0.4249126,wgcna_only
RNF19A,SRRM1,1478,40,False,True,,0.42491126,wgcna_only
PIAS2,VPS54,2609,357,False,True,,0.42491072,wgcna_only
ATF2,ENSA,467,176,False,True,,0.4249099,wgcna_only
EPHB2,NEK1,35,890,False,True,,0.4249098,wgcna_only
TULP4,VPS35L,1231,2373,False,True,,0.42490163,wgcna_only
CTNNBL1,FBXO28,2767,264,False,True,,0.42490146,wgcna_only
MIGA1,MON2,119,1968,False,True,,0.4248987,wgcna_only
AATF,ELP2,2494,2603,False,True,,0.42489845,wgcna_only
PTP4A2,UBXN4,55,428,False,True,,0.4248907,wgcna_only
DYNC1H1,SLTM,2234,2293,False,True,,0.4248902,wgcna_only
AMBRA1,ELOVL5,1805,1138,False,True,,0.42488953,wgcna_only
CANX,GLG1,1053,2416,False,True,,0.42488903,wgcna_only
RPL9,TNPO3,791,1360,False,True,,0.42488903,wgcna_only
STAT5B,USP7,2504,2356,False,True,,0.42488822,wgcna_only
BAZ1B,TLK2,1299,2534,False,True,,0.42488274,wgcna_only
FIP1L1,PPFIA1,802,1832,False,True,,0.42488226,wgcna_only
ARHGAP4,TGOLN2,2939,385,False,True,,0.42488068,wgcna_only
RALGAPB,RPS9,2768,2713,False,True,,0.42488012,wgcna_only
ARHGAP5,CSDE1,2146,161,False,True,,0.42487282,wgcna_only
HADHB,HLA-DQA1,305,1105,False,True,,0.42487276,wgcna_only
RPS6KA1,USP7,44,2356,False,True,,0.42486656,wgcna_only
ANAPC10,CABIN1,872,2836,False,True,,0.42486566,wgcna_only
ABCB7,CLTA,2912,1544,False,True,,0.42486498,wgcna_only
ABHD18,VPS54,862,357,False,True,,0.4248633,wgcna_only
OPHN1,ZDHHC17,2905,1986,False,True,,0.4248619,wgcna_only
AATF,TAF1,2494,2907,False,True,,0.42485988,wgcna_only
PIK3C2A,SPPL2A,1788,2280,False,True,,0.42485908,wgcna_only
ARHGEF2,NRDC,193,94,False,True,,0.42485905,wgcna_only
GLYR1,SRSF7,2354,321,False,True,,0.4248587,wgcna_only
MOB3A,USP8,2642,2278,False,True,,0.4248585,wgcna_only
TGOLN2,USP47,385,1780,False,True,,0.42485192,wgcna_only
CTNNBL1,RPL19,2767,2498,False,True,,0.42484984,wgcna_only
KCMF1,RHOQ,384,334,False,True,,0.4248494,wgcna_only
FAM126B,VPS39,489,2262,False,True,,0.42484492,wgcna_only
RALGAPB,RPL6,2768,2026,False,True,,0.42483607,wgcna_only
PIK3C2A,RNF138,1788,2597,False,True,,0.42483395,wgcna_only
GLYR1,LGALS9,2354,2471,False,True,,0.4248316,wgcna_only
ATF2,GON4L,467,192,False,True,,0.42483145,wgcna_only
PCGF5,PLCB2,1713,2257,False,True,,0.42482853,wgcna_only
CORO1A,GLG1,2385,2416,False,True,,0.42482635,wgcna_only
DNAJC10,HNRNPR,474,37,False,True,,0.4248249,wgcna_only
FIP1L1,PHACTR2,802,1214,False,True,,0.4248239,wgcna_only
MIGA1,RPL18,119,2705,False,True,,0.4248228,wgcna_only
SLTM,USP8,2293,2278,False,True,,0.42482176,wgcna_only
GPBP1L1,ZDHHC20,85,2051,False,True,,0.42482048,wgcna_only
ATR,UBXN4,692,428,False,True,,0.4248195,wgcna_only
LYRM4,SCYL2,1067,2004,False,True,,0.4248191,wgcna_only
IWS1,MIGA1,418,119,False,True,,0.42480615,wgcna_only
FBXO28,UQCC1,264,2761,False,True,,0.42480412,wgcna_only
CUL5,UBXN4,1862,428,False,True,,0.4248026,wgcna_only
RALGAPB,RPL28,2768,2717,False,True,,0.42480183,wgcna_only
CASD1,CLCN3,1321,891,False,True,,0.424796,wgcna_only
ARHGAP5,MBD2,2146,2616,False,True,,0.42478037,wgcna_only
PTP4A2,RALGAPB,55,2768,False,True,,0.4247786,wgcna_only
GLYR1,SEC22A,2354,663,False,True,,0.42477715,wgcna_only
RBM4,TTC37,1825,971,False,True,,0.42477307,wgcna_only
ABCB7,EIF4A2,2912,738,False,True,,0.42477238,wgcna_only
ATG5,MOSMO,1173,2375,False,True,,0.4247688,wgcna_only
RABGEF1,USP8,1295,2278,False,True,,0.42476732,wgcna_only
UPF2,USP47,1639,1780,False,True,,0.42476627,wgcna_only
ATAD2B,CHFR,297,2046,False,True,,0.42476514,wgcna_only
CDC42SE1,SEC62,179,709,False,True,,0.42476293,wgcna_only
MYSM1,TTC37,100,971,False,True,,0.4247621,wgcna_only
JUN,TRIP4,101,2304,False,True,,0.42475846,wgcna_only
AMD1,ATG5,1182,1173,False,True,,0.42475623,wgcna_only
HMGN3,KCMF1,1154,384,False,True,,0.42475256,wgcna_only
DCP1A,FGFR1OP2,611,1924,False,True,,0.42475235,wgcna_only
TPT1-AS1,TRAPPC10,2078,2822,False,True,,0.42474744,wgcna_only
RPL9,USP8,791,2278,False,True,,0.42474738,wgcna_only
SNX24,STRN3,992,2142,False,True,,0.42474735,wgcna_only
RPS9,RSRC2,2713,2038,False,True,,0.42474523,wgcna_only
PCGF5,TMSB10,1713,383,False,True,,0.42474276,wgcna_only
RPS27A,SUPT20H,345,2068,False,True,,0.42474172,wgcna_only
MSRA,TLK1,1399,460,False,True,,0.4247411,wgcna_only
CSDE1,GOLPH3,161,914,False,True,,0.42473847,wgcna_only
STIM1,TAF1,1771,2907,False,True,,0.42473817,wgcna_only
ASXL2,COTL1,303,2423,False,True,,0.4247368,wgcna_only
RAD23B,SRSF5,1581,2193,False,True,,0.42473558,wgcna_only
MARK2,PPM1B,1821,330,False,True,,0.4247344,wgcna_only
ARFGEF2,USP8,2775,2278,False,True,,0.42473415,wgcna_only
CTNNBL1,NDUFAF6,2767,1473,False,True,,0.42473018,wgcna_only
RAD23B,UBAP1,1581,1542,False,True,,0.42472866,wgcna_only
FOS,ZC3H7A,2201,2362,False,True,,0.42472732,wgcna_only
RSBN1L,SLC30A7,1308,141,False,True,,0.4247239,wgcna_only
ATG5,VEZT,1173,1998,False,True,,0.4247167,wgcna_only
CDR2,RSBN1L,2376,1308,False,True,,0.42471576,wgcna_only
CSNK1G3,MGRN1,993,2353,False,True,,0.42471355,wgcna_only
SERINC1,TNPO3,1192,1360,False,True,,0.42471242,wgcna_only
DHRS3,UQCC1,13,2761,False,True,,0.42471182,wgcna_only
CSDE1,METTL9,161,2374,False,True,,0.42470035,wgcna_only
AC245297.3,RALGAPB,171,2768,False,True,,0.42469865,wgcna_only
XPO4,ZRANB2,2050,114,False,True,,0.424689,wgcna_only
ARFGEF2,SPI1,2775,1809,False,True,,0.4246861,wgcna_only
KIF2A,ZNF451,937,1140,False,True,,0.42468518,wgcna_only
SERINC1,TLK1,1192,460,False,True,,0.42468363,wgcna_only
GSK3B,TTC37,650,971,False,True,,0.4246821,wgcna_only
RNF138,TPM3,2597,186,False,True,,0.42468137,wgcna_only
TLK1,TMEM106A,460,2507,False,True,,0.42467922,wgcna_only
MGRN1,SUZ12,2353,2483,False,True,,0.4246755,wgcna_only
CLYBL,PPP4R3A,2116,2219,False,True,,0.42467517,wgcna_only
SPCS3,SPPL2A,894,2280,False,True,,0.42467403,wgcna_only
CSNK2A1,TTC13,2718,269,False,True,,0.4246701,wgcna_only
PRKAR2A,YWHAZ,598,1480,False,True,,0.4246695,wgcna_only
CANX,SPPL2A,1053,2280,False,True,,0.4246619,wgcna_only
RPL9,SPPL2A,791,2280,False,True,,0.42465568,wgcna_only
ADD1,CNBP,763,673,False,True,,0.42465562,wgcna_only
CSNK1G3,STRN3,993,2142,False,True,,0.42465475,wgcna_only
DYNC1H1,GABPB1-AS1,2234,2277,False,True,,0.4246543,wgcna_only
MBD2,RPL28,2616,2717,False,True,,0.42465216,wgcna_only
ANAPC5,STAM,2034,1644,False,True,,0.42465168,wgcna_only
MAP3K1,PPP4R3A,933,2219,False,True,,0.4246473,wgcna_only
ADD1,NFE2L2,763,470,False,True,,0.42464423,wgcna_only
MARS,STIM1,1964,1771,False,True,,0.42464364,wgcna_only
VPS36,ZYG11B,2097,96,False,True,,0.42464247,wgcna_only
GLUD1,VPS54,1704,357,False,True,,0.42464036,wgcna_only
S100PBP,TRIM33,60,160,False,True,,0.42464015,wgcna_only
SCAI,UBXN4,1608,428,False,True,,0.42463264,wgcna_only
ASXL2,IFNAR1,303,2805,False,True,,0.42463058,wgcna_only
RPL17,USP7,2613,2356,False,True,,0.42462653,wgcna_only
ARHGEF2,USP47,193,1780,False,True,,0.42462465,wgcna_only
CTNNBL1,PTP4A2,2767,55,False,True,,0.42461807,wgcna_only
RPL17,ZC3H7A,2613,2362,False,True,,0.42461723,wgcna_only
PIAS2,TRIM33,2609,160,False,True,,0.4246128,wgcna_only
HLA-DRA,WASL,1103,1357,False,True,,0.42461076,wgcna_only
KPNA6,TASOR,57,616,False,True,,0.4246099,wgcna_only
TAPT1,XIAP,776,2929,False,True,,0.42460802,wgcna_only
COPB1,SERINC1,1784,1192,False,True,,0.42460558,wgcna_only
CSNK2A1,MYSM1,2718,100,False,True,,0.42460227,wgcna_only
ANAPC10,SUPT20H,872,2068,False,True,,0.42460203,wgcna_only
HNRNPR,TOP2B,37,562,False,True,,0.42460126,wgcna_only
GPBP1L1,HNRNPA3,85,469,False,True,,0.42458472,wgcna_only
IQCB1,WASL,654,1357,False,True,,0.42458472,wgcna_only
DNAJC10,KPNA6,474,57,False,True,,0.42458186,wgcna_only
COPB1,TIAL1,1784,1751,False,True,,0.42458087,wgcna_only
CSNK2A1,ITGB5,2718,665,False,True,,0.42457974,wgcna_only
CDC42SE1,RPS27A,179,345,False,True,,0.4245791,wgcna_only
ARHGEF2,DHRS3,193,13,False,True,,0.42457867,wgcna_only
ZRANB2,ZYG11B,114,96,False,True,,0.42457348,wgcna_only
GLUD1,TLK2,1704,2534,False,True,,0.42457148,wgcna_only
RAD23B,RBL2,1581,2398,False,True,,0.42457035,wgcna_only
COTL1,RNF138,2423,2597,False,True,,0.424568,wgcna_only
RPL11,RSRC2,38,2038,False,True,,0.42456564,wgcna_only
OCIAD1,TNKS2,800,1715,False,True,,0.42456248,wgcna_only
DCP1A,HNRNPA3,611,469,False,True,,0.42455992,wgcna_only
ANAPC10,TASP1,872,2737,False,True,,0.42455924,wgcna_only
ISG15,UQCC1,0,2761,False,True,,0.4245559,wgcna_only
DEK,FAM126B,1083,489,False,True,,0.42455548,wgcna_only
GRK5,SCYL2,1749,2004,False,True,,0.42455462,wgcna_only
TLK2,TRIM14,2534,1575,False,True,,0.42454997,wgcna_only
MARK2,PHF20L1,1821,1506,False,True,,0.42454898,wgcna_only
ISG15,RC3H2,0,1601,False,True,,0.42453834,wgcna_only
ERCC6L2,PPM1K,1571,832,False,True,,0.4245382,wgcna_only
UBXN4,YWHAE,428,2435,False,True,,0.42452413,wgcna_only
PLCB2,TGOLN2,2257,385,False,True,,0.42452288,wgcna_only
KLF6,STRN3,1631,2142,False,True,,0.42452252,wgcna_only
LGALS9,TRAPPC10,2471,2822,False,True,,0.42451978,wgcna_only
CHFR,DYNC1H1,2046,2234,False,True,,0.42451894,wgcna_only
COPB1,NRDC,1784,94,False,True,,0.42451853,wgcna_only
IPO9,R3HDM1,239,427,False,True,,0.42451614,wgcna_only
CSDE1,RPLP1,161,2315,False,True,,0.42451045,wgcna_only
TASOR,TNPO3,616,1360,False,True,,0.4245101,wgcna_only
GLG1,MBTD1,2416,2524,False,True,,0.42450583,wgcna_only
KPNA6,UBAP1,57,1542,False,True,,0.4245057,wgcna_only
TLK1,TPM3,460,186,False,True,,0.42450115,wgcna_only
KDM2B,USP47,2035,1780,False,True,,0.4244845,wgcna_only
RAD23B,SLC30A7,1581,141,False,True,,0.4244843,wgcna_only
PPIG,PPM1B,458,330,False,True,,0.42448342,wgcna_only
CTNNBL1,TM9SF4,2767,2752,False,True,,0.42448318,wgcna_only
EIF3H,TNPO3,1491,1360,False,True,,0.4244823,wgcna_only
KCMF1,UBR1,384,2268,False,True,,0.42446625,wgcna_only
ADD1,ARHGAP5,763,2146,False,True,,0.42446566,wgcna_only
EDEM3,VPS54,227,357,False,True,,0.4244646,wgcna_only
SPPL2A,TOP2B,2280,562,False,True,,0.42445824,wgcna_only
AATF,CORO1A,2494,2385,False,True,,0.42445302,wgcna_only
SLC38A10,TLK1,2567,460,False,True,,0.42445216,wgcna_only
ASXL2,SLC30A7,303,141,False,True,,0.42445087,wgcna_only
CSDE1,RPS6KA1,161,44,False,True,,0.42444104,wgcna_only
ABCB7,FAM126B,2912,489,False,True,,0.42444044,wgcna_only
COPB1,CPPED1,1784,2365,False,True,,0.42444032,wgcna_only
GPBP1L1,TMEM87A,85,2263,False,True,,0.4244388,wgcna_only
SLTM,WASL,2293,1357,False,True,,0.42443845,wgcna_only
ATF2,LINC01278,467,2901,False,True,,0.42443678,wgcna_only
AP3S2,TMSB10,2339,383,False,True,,0.42443606,wgcna_only
ATAD2B,TTLL5,297,2203,False,True,,0.42443055,wgcna_only
MBTD1,SCYL2,2524,2004,False,True,,0.424422,wgcna_only
CAMKMT,CSDE1,331,161,False,True,,0.42442128,wgcna_only
CD164,CNBP,1179,673,False,True,,0.42441764,wgcna_only
SERINC5,USP8,958,2278,False,True,,0.42441612,wgcna_only
HADHB,RPL11,305,38,False,True,,0.42441604,wgcna_only
RBL2,YWHAZ,2398,1480,False,True,,0.42441598,wgcna_only
ATF2,PURA,467,1011,False,True,,0.424415,wgcna_only
RNF138,RPL26,2597,2453,False,True,,0.42441198,wgcna_only
RPS15,XIAP,2641,2929,False,True,,0.42441076,wgcna_only
SHLD1,VPS35L,2732,2373,False,True,,0.42440778,wgcna_only
PARP4,TGOLN2,2054,385,False,True,,0.4244066,wgcna_only
TPM3,USP8,186,2278,False,True,,0.42440593,wgcna_only
RPL9,TGOLN2,791,385,False,True,,0.42440394,wgcna_only
ARHGEF2,GANC,193,2264,False,True,,0.4244026,wgcna_only
OSBPL9,PPP1R10,93,1093,False,True,,0.42440242,wgcna_only
EIF2AK2,SUZ12,318,2483,False,True,,0.42440027,wgcna_only
CD47,RNF138,645,2597,False,True,,0.42439538,wgcna_only
PCGF5,RAB8B,1713,2299,False,True,,0.42439243,wgcna_only
CABIN1,PRKAR2A,2836,598,False,True,,0.42439157,wgcna_only
NPLOC4,SCAI,2568,1608,False,True,,0.42439103,wgcna_only
FGFR1OP2,OSBPL9,1924,93,False,True,,0.42439085,wgcna_only
CD47,TLK1,645,460,False,True,,0.42439082,wgcna_only
KIF2A,SCLT1,937,863,False,True,,0.4243891,wgcna_only
PPP4R3A,TASP1,2219,2737,False,True,,0.42438516,wgcna_only
GANC,USP8,2264,2278,False,True,,0.42438325,wgcna_only
GSK3B,TRAPPC10,650,2822,False,True,,0.42438304,wgcna_only
RNF145,VPS54,1034,357,False,True,,0.4243812,wgcna_only
FIP1L1,SUFU,802,1735,False,True,,0.42438105,wgcna_only
SERINC5,UBXN4,958,428,False,True,,0.42438027,wgcna_only
MBD2,OAZ1,2616,2643,False,True,,0.42437884,wgcna_only
ABHD18,OSBPL9,862,93,False,True,,0.42437848,wgcna_only
AMBRA1,H3F3B,1805,2553,False,True,,0.42437848,wgcna_only
KCMF1,RPS18,384,1113,False,True,,0.4243777,wgcna_only
SLTM,ZC3H7A,2293,2362,False,True,,0.4243709,wgcna_only
CAMKMT,TLK1,331,460,False,True,,0.42437086,wgcna_only
HNRNPR,SREBF2,37,2858,False,True,,0.42436287,wgcna_only
TASP1,USP8,2737,2278,False,True,,0.42435685,wgcna_only
RBL2,RPL9,2398,791,False,True,,0.42435545,wgcna_only
HLA-A,ZC3H7A,1091,2362,False,True,,0.42435378,wgcna_only
TUBGCP3,XPO4,2128,2050,False,True,,0.42434585,wgcna_only
CSNK1G3,ZRANB2,993,114,False,True,,0.42434463,wgcna_only
DHRS3,IPO9,13,239,False,True,,0.42434317,wgcna_only
GPBP1L1,KHDRBS1,85,56,False,True,,0.42433968,wgcna_only
RAD23B,RPL28,1581,2717,False,True,,0.42433894,wgcna_only
IPO9,RHOQ,239,334,False,True,,0.42433843,wgcna_only
WASL,YAF2,1357,1936,False,True,,0.42433274,wgcna_only
EXT1,SUZ12,1492,2483,False,True,,0.42433083,wgcna_only
MIGA1,RPL21,119,2057,False,True,,0.42432922,wgcna_only
ATF2,KLF6,467,1631,False,True,,0.42432764,wgcna_only
RSRC2,TIAL1,2038,1751,False,True,,0.4243252,wgcna_only
KIF5B,OSBPL9,1657,93,False,True,,0.42432308,wgcna_only
PPP4R3A,SLTM,2219,2293,False,True,,0.42431837,wgcna_only
HNRNPK,IFNAR1,1557,2805,False,True,,0.42431766,wgcna_only
MIGA1,TASOR,119,616,False,True,,0.42431343,wgcna_only
GAK,RNF138,758,2597,False,True,,0.4243133,wgcna_only
H3F3B,RSBN1L,2553,1308,False,True,,0.42430168,wgcna_only
CAMKMT,IPO9,331,239,False,True,,0.42430148,wgcna_only
COPB1,ITGB2,1784,2826,False,True,,0.4243,wgcna_only
ATAD2B,EIF3E,297,1488,False,True,,0.42429772,wgcna_only
CLTA,MOSMO,1544,2375,False,True,,0.42428973,wgcna_only
RPS6KC1,USP7,253,2356,False,True,,0.4242891,wgcna_only
RPS18,YWHAZ,1113,1480,False,True,,0.42428133,wgcna_only
TTLL5,USP8,2203,2278,False,True,,0.42428112,wgcna_only
IQCB1,STIM1,654,1771,False,True,,0.42427978,wgcna_only
REPS1,USP47,1209,1780,False,True,,0.42427465,wgcna_only
