source,target,source_idx,target_idx,in_string,in_wgcna,string_score,wgcna_tom,support
AKAP10,RBM5,2466,604,False,True,,0.35605487,wgcna_only
RPS15,S100A4,2641,183,False,True,,0.3560534,wgcna_only
CBFA2T2,PARP4,2755,2054,False,True,,0.35605326,wgcna_only
MYSM1,SYNRG,100,2496,False,True,,0.35605302,wgcna_only
FUS,YWHAE,2386,2435,False,True,,0.35605165,wgcna_only
PTEN,RSRC2,1706,2038,False,True,,0.35605153,wgcna_only
ARID4A,ZMYND8,2175,2773,False,True,,0.3560514,wgcna_only
DLG1,GDI2,752,1633,False,True,,0.3560509,wgcna_only
PPP4R1,RPL19,2582,2498,False,True,,0.3560504,wgcna_only
RPRD1A,SMG1,2602,2370,False,True,,0.35605037,wgcna_only
DERA,PABPN1,1914,2140,False,True,,0.35604846,wgcna_only
AFF4,PPP2R2D,1001,1762,False,True,,0.35604507,wgcna_only
BRAF,SF3B1,1376,484,False,True,,0.35604477,wgcna_only
DPYSL2,TGOLN2,1423,385,False,True,,0.35604373,wgcna_only
ACAP2,ZC3HAV1,747,1371,False,True,,0.3560429,wgcna_only
FAM172A,PRDM2,969,14,False,True,,0.35604283,wgcna_only
SHOC2,SREBF2,1740,2858,False,True,,0.35604268,wgcna_only
KIAA2026,WDR44,1523,2923,False,True,,0.3560388,wgcna_only
EXOC4,STAU2,1368,1463,False,True,,0.3560385,wgcna_only
CLCN3,ETV5,891,737,False,True,,0.35603625,wgcna_only
ATG16L2,HDLBP,1835,539,False,True,,0.3560362,wgcna_only
RAB28,SHLD1,773,2732,False,True,,0.35603613,wgcna_only
RSRC2,SLX4IP,2038,2735,False,True,,0.35603547,wgcna_only
KIF5B,SHLD1,1657,2732,False,True,,0.3560345,wgcna_only
EIF4A2,NUCKS1,738,245,False,True,,0.35603422,wgcna_only
EDEM3,ZNF91,227,2677,False,True,,0.35603362,wgcna_only
EDEM3,IFI44,227,122,False,True,,0.35603344,wgcna_only
CORO1C,ZDHHC17,2016,1986,False,True,,0.35603276,wgcna_only
FLOT1,ZDHHC17,1094,1986,False,True,,0.35603228,wgcna_only
RBM4,SLC23A2,1825,2729,False,True,,0.3560322,wgcna_only
SNX6,TULP4,2148,1231,False,True,,0.3560319,wgcna_only
LSM14A,UMAD1,2680,1256,False,True,,0.3560306,wgcna_only
KMT2A,RPL28,1874,2717,False,True,,0.3560305,wgcna_only
RNF217,ZNF451,1194,1140,False,True,,0.3560305,wgcna_only
RPRD2,SHOC2,175,1740,False,True,,0.3560299,wgcna_only
TMEM87A,TRIM14,2263,1575,False,True,,0.35602975,wgcna_only
DIDO1,SMYD3,2787,285,False,True,,0.35602847,wgcna_only
DAAM1,GLYR1,2176,2354,False,True,,0.35602766,wgcna_only
CUL5,YAF2,1862,1936,False,True,,0.35602725,wgcna_only
OCIAD1,RPS6KA1,800,44,False,True,,0.35602644,wgcna_only
FUS,ZC3H7A,2386,2362,False,True,,0.3560261,wgcna_only
CSNK1G3,TENT4B,993,2393,False,True,,0.35602573,wgcna_only
INTS10,WAPL,1411,1702,False,True,,0.35602495,wgcna_only
AGPAT3,EIF4A1,2821,2451,False,True,,0.3560243,wgcna_only
LCORL,YWHAE,779,2435,False,True,,0.35602352,wgcna_only
RPS2,TM9SF2,2350,2115,False,True,,0.35602307,wgcna_only
SNX18,SUZ12,928,2483,False,True,,0.35602298,wgcna_only
PPP2R5E,UBA2,2183,2683,False,True,,0.35602197,wgcna_only
GCA,HDLBP,455,539,False,True,,0.35602158,wgcna_only
CCNI,UBR5,818,1482,False,True,,0.35602123,wgcna_only
LCOR,PPFIA1,1727,1832,False,True,,0.35602108,wgcna_only
KIF5B,PPIP5K2,1657,978,False,True,,0.3560202,wgcna_only
NUBPL,SNX1,2145,2302,False,True,,0.35601965,wgcna_only
AC245297.3,SPEN,171,19,False,True,,0.35601878,wgcna_only
FIG4,MOSMO,1180,2375,False,True,,0.3560185,wgcna_only
C1GALT1,CST3,1254,2744,False,True,,0.35601828,wgcna_only
CAMKMT,GAK,331,758,False,True,,0.3560182,wgcna_only
FTO,MX1,2399,2818,False,True,,0.35601798,wgcna_only
HDAC8,TRRAP,2909,1327,False,True,,0.3560173,wgcna_only
BTBD1,PPM1K,2333,832,False,True,,0.35601676,wgcna_only
ATP6V1H,GLCCI1,1446,1257,False,True,,0.356016,wgcna_only
BRAF,CHD8,1376,2137,False,True,,0.35601386,wgcna_only
DNAJC10,RAB2A,474,1454,False,True,,0.35601348,wgcna_only
KIF13B,RAB6A,1428,1837,False,True,,0.3560115,wgcna_only
CAMK2G,ELOVL5,1691,1138,False,True,,0.3560081,wgcna_only
NT5C2,ZNF91,1738,2677,False,True,,0.3560077,wgcna_only
HNRNPA3,LPGAT1,469,251,False,True,,0.3560062,wgcna_only
PPP6R3,TRPM7,1831,2279,False,True,,0.35600597,wgcna_only
AC104123.1,TULP4,973,1231,False,True,,0.35600492,wgcna_only
BTBD1,SLC49A4,2333,662,False,True,,0.35600486,wgcna_only
PPP4R1,RPL3,2582,2854,False,True,,0.35600477,wgcna_only
ERI3,PHKB,81,2390,False,True,,0.35600418,wgcna_only
CUL3,USP48,515,30,False,True,,0.356004,wgcna_only
AGO3,SCFD2,67,801,False,True,,0.35600376,wgcna_only
ERC1,RBBP4,1891,59,False,True,,0.3560022,wgcna_only
LINC01278,TBL1X,2901,2875,False,True,,0.356002,wgcna_only
DCAF5,GNG2,2191,2165,False,True,,0.35600165,wgcna_only
ANKHD1,CMTM7,1012,570,False,True,,0.35600093,wgcna_only
RFX7,WDR37,2288,1630,False,True,,0.35600078,wgcna_only
INTS6,NPEPPS,2095,2518,False,True,,0.35600066,wgcna_only
TMEM131,WIPF1,393,466,False,True,,0.3560006,wgcna_only
HLA-DQB1,IWS1,1106,418,False,True,,0.35600048,wgcna_only
EPG5,PPP2R5E,2607,2183,False,True,,0.3559992,wgcna_only
CNTRL,KIAA2026,1597,1523,False,True,,0.35599864,wgcna_only
RPL9,TMEM106A,791,2507,False,True,,0.35599652,wgcna_only
BRWD3,TUBGCP3,2915,2128,False,True,,0.3559962,wgcna_only
HNRNPK,KDM3B,1557,1007,False,True,,0.35599613,wgcna_only
HIPK3,ME2,1796,2614,False,True,,0.3559954,wgcna_only
UBE2G1,ZNF800,2444,1358,False,True,,0.3559949,wgcna_only
ARHGEF11,ATG5,194,1173,False,True,,0.35599473,wgcna_only
DOCK7,UBN2,105,1372,False,True,,0.3559947,wgcna_only
SLC7A6,ZMYM4,2408,64,False,True,,0.35599437,wgcna_only
DCAF5,VWA8,2191,2072,False,True,,0.35599357,wgcna_only
FASTKD1,SLC23A2,457,2729,False,True,,0.35599238,wgcna_only
CRLF3,GPBP1L1,2480,85,False,True,,0.35599235,wgcna_only
KHDRBS1,NRP2,56,497,False,True,,0.35599226,wgcna_only
CDH12,HIBADH,912,1271,False,True,,0.3559922,wgcna_only
BRAF,PIGN,1376,2623,False,True,,0.35599214,wgcna_only
DDB2,WDR11,1808,1753,False,True,,0.35599214,wgcna_only
LGALS9,OAS1,2471,2027,False,True,,0.35599208,wgcna_only
PHKB,ZC3H13,2390,2079,False,True,,0.35599178,wgcna_only
FAM172A,GLB1,969,572,False,True,,0.35599175,wgcna_only
HADHB,LCOR,305,1727,False,True,,0.35599142,wgcna_only
RFFL,VPS35L,2487,2373,False,True,,0.35598835,wgcna_only
CNBP,RPL10,673,2941,False,True,,0.35598823,wgcna_only
OCIAD1,TRIM38,800,1089,False,True,,0.3559878,wgcna_only
MBTD1,RPS18,2524,1113,False,True,,0.35598683,wgcna_only
SPRED2,WAPL,365,1702,False,True,,0.3559868,wgcna_only
ARID2,STRN,1940,316,False,True,,0.35598657,wgcna_only
AC245297.3,GANC,171,2264,False,True,,0.35598448,wgcna_only
ATXN7L1,WAPL,1341,1702,False,True,,0.35598218,wgcna_only
DIDO1,MAP3K4,2787,1237,False,True,,0.35598218,wgcna_only
SMG1,TCF20,2370,2859,False,True,,0.35598117,wgcna_only
PARVB,RAB2A,2861,1454,False,True,,0.35598058,wgcna_only
DIDO1,GAPVD1,2787,1609,False,True,,0.35598013,wgcna_only
FGFR1OP2,RPL13A,1924,2708,False,True,,0.35598007,wgcna_only
CDK5RAP2,RAP1GAP2,1595,2441,False,True,,0.35597897,wgcna_only
MDN1,UBR5,1164,1482,False,True,,0.3559779,wgcna_only
C1GALT1,CD300A,1254,2549,False,True,,0.35597786,wgcna_only
KIAA0319L,WDR33,65,419,False,True,,0.35597724,wgcna_only
C1GALT1,PDE7A,1254,1458,False,True,,0.35597715,wgcna_only
ALMS1,ANKHD1,376,1012,False,True,,0.35597676,wgcna_only
CASD1,HGSNAT,1321,1439,False,True,,0.35597456,wgcna_only
RC3H1,TM9SF3,211,1725,False,True,,0.35597336,wgcna_only
PPP2R5E,UBR2,2183,1130,False,True,,0.3559726,wgcna_only
ATG10,PIAS2,962,2609,False,True,,0.35597098,wgcna_only
BCL2,FIP1L1,2627,802,False,True,,0.35597077,wgcna_only
PLB1,ZRANB2,307,114,False,True,,0.35597,wgcna_only
MIA2,ZDHHC17,2154,1986,False,True,,0.35596886,wgcna_only
PPP4R3B,TMEM117,347,1938,False,True,,0.35596806,wgcna_only
NIPSNAP2,SMG1,1292,2370,False,True,,0.35596418,wgcna_only
HNRNPM,THUMPD3-AS1,2653,546,False,True,,0.3559639,wgcna_only
EIF4B,ZBTB44,1953,1886,False,True,,0.35596293,wgcna_only
SEPTIN2,SRRM1,540,40,False,True,,0.35596243,wgcna_only
COP1,RAD23B,213,1581,False,True,,0.35596144,wgcna_only
CCNI,HNRNPK,818,1557,False,True,,0.35596013,wgcna_only
RNF24,TMEM87A,2727,2263,False,True,,0.3559588,wgcna_only
ANAPC5,GNG2,2034,2165,False,True,,0.35595775,wgcna_only
HECTD1,TRAPPC11,2143,896,False,True,,0.35595697,wgcna_only
ASCC1,VPS39,1684,2262,False,True,,0.3559568,wgcna_only
CDK12,YTHDF3,2500,1457,False,True,,0.35595608,wgcna_only
CYBB,EXOC1,2890,806,False,True,,0.3559559,wgcna_only
SPCS3,TOP2B,894,562,False,True,,0.35595572,wgcna_only
DLG1,PSEN1,752,2197,False,True,,0.35595375,wgcna_only
AKAP11,POGZ,2073,181,False,True,,0.35595337,wgcna_only
HK1,SLC30A7,1680,141,False,True,,0.35595286,wgcna_only
KLF12,MBD2,2101,2616,False,True,,0.35595247,wgcna_only
STAT5B,UST,2504,1219,False,True,,0.35595223,wgcna_only
CWF19L2,POLK,1860,949,False,True,,0.355952,wgcna_only
CARMIL1,TUBGCP3,1088,2128,False,True,,0.35595053,wgcna_only
BTAF1,MAPKAP1,1716,1610,False,True,,0.35595,wgcna_only
RPS6KC1,YAF2,253,1936,False,True,,0.35594946,wgcna_only
RPTOR,TNFRSF1A,2566,1897,False,True,,0.35594907,wgcna_only
ATF7IP2,SMG1,2357,2370,False,True,,0.35594803,wgcna_only
CEP85L,YWHAZ,1189,1480,False,True,,0.35594797,wgcna_only
KLF12,NPLOC4,2101,2568,False,True,,0.35594758,wgcna_only
LNPEP,MCTP1,975,970,False,True,,0.35594532,wgcna_only
HGSNAT,STRN3,1439,2142,False,True,,0.35594362,wgcna_only
ULK4,WAPL,584,1702,False,True,,0.35594234,wgcna_only
USP8,VAPA,2278,2584,False,True,,0.35594147,wgcna_only
RC3H1,YWHAB,211,2771,False,True,,0.35594127,wgcna_only
OSBPL8,RAB3GAP2,1985,256,False,True,,0.3559408,wgcna_only
EXOC4,PPP4R2,1368,632,False,True,,0.35594034,wgcna_only
IL10RB,ROCK2,2804,293,False,True,,0.3559399,wgcna_only
EIF4A2,KHDRBS1,738,56,False,True,,0.35593972,wgcna_only
MPHOSPH8,PPP4R3B,2047,347,False,True,,0.35593873,wgcna_only
DLG1,SFT2D2,752,207,False,True,,0.35593796,wgcna_only
CDYL,PAFAH1B1,1066,2440,False,True,,0.35593718,wgcna_only
HDAC8,METTL15,2909,1792,False,True,,0.35593712,wgcna_only
ARHGEF2,KIAA0232,193,768,False,True,,0.35593665,wgcna_only
DLG1,NAP1L1,752,1984,False,True,,0.35593617,wgcna_only
ANKIB1,RAB8B,1315,2299,False,True,,0.35593554,wgcna_only
BRI3,POLA1,1326,2886,False,True,,0.35593542,wgcna_only
LINC00342,SNX13,390,1261,False,True,,0.35593402,wgcna_only
ABHD2,KIAA0355,2338,2681,False,True,,0.35593358,wgcna_only
MCM9,MGRN1,1190,2353,False,True,,0.35593218,wgcna_only
ATXN7L1,TMEM131,1341,393,False,True,,0.35593197,wgcna_only
EXOC6,PPP4R1,1718,2582,False,True,,0.35593173,wgcna_only
HNRNPA3,RBM4,469,1825,False,True,,0.3559309,wgcna_only
GLS,USP7,480,2356,False,True,,0.35593024,wgcna_only
RHEB,ZNF700,1382,2661,False,True,,0.35592845,wgcna_only
MGRN1,PPM1L,2353,708,False,True,,0.35592762,wgcna_only
EVI5,FIP1L1,131,802,False,True,,0.3559265,wgcna_only
HIBADH,HMGA1P4,1271,1614,False,True,,0.35592595,wgcna_only
POLK,SFSWAP,949,2044,False,True,,0.35592455,wgcna_only
ARSB,NEK1,956,890,False,True,,0.3559242,wgcna_only
PHKB,SOS2,2390,2161,False,True,,0.35592267,wgcna_only
IGF1R,SUZ12,2344,2483,False,True,,0.3559223,wgcna_only
NPEPPS,SUGP2,2518,2673,False,True,,0.35592175,wgcna_only
AGPAT3,MIR181A1HG,2821,237,False,True,,0.35592142,wgcna_only
PECAM1,PPP4R3B,2540,347,False,True,,0.35592097,wgcna_only
ENSA,TIGAR,176,1895,False,True,,0.3559185,wgcna_only
CTNNBL1,FXR1,2767,724,False,True,,0.3559161,wgcna_only
SEL1L,ZC3H7A,2211,2362,False,True,,0.35591593,wgcna_only
RPS6KA1,SPEN,44,19,False,True,,0.35591513,wgcna_only
BRWD3,DEK,2915,1083,False,True,,0.3559132,wgcna_only
CDK8,DIDO1,2055,2787,False,True,,0.35591263,wgcna_only
FOS,SRRM1,2201,40,False,True,,0.35591197,wgcna_only
P2RX4,VEZT,2033,1998,False,True,,0.35591164,wgcna_only
LINC01473,SFSWAP,476,2044,False,True,,0.3559116,wgcna_only
ATF7,CCNL1,1955,703,False,True,,0.3559109,wgcna_only
PDIA3,RPS6KC1,2269,253,False,True,,0.3559109,wgcna_only
ISG15,RPLP2,0,1763,False,True,,0.35591072,wgcna_only
AKAP11,IBTK,2073,1156,False,True,,0.3559101,wgcna_only
OXSR1,TMEM161B-AS1,579,967,False,True,,0.35590988,wgcna_only
CDK5RAP2,RCOR3,1595,250,False,True,,0.35590863,wgcna_only
AOPEP,SECISBP2L,1570,2275,False,True,,0.35590726,wgcna_only
EIF3H,SPCS3,1491,894,False,True,,0.35590672,wgcna_only
MAP2K4,SUCO,2457,210,False,True,,0.35590637,wgcna_only
ITFG1,POLK,2389,949,False,True,,0.35590583,wgcna_only
UQCC1,ZHX2,2761,1497,False,True,,0.3559049,wgcna_only
LINC01278,NAP1L4,2901,1769,False,True,,0.3559037,wgcna_only
FBXO34,REL,2168,350,False,True,,0.35590336,wgcna_only
ARHGAP4,ZMYND8,2939,2773,False,True,,0.35590324,wgcna_only
PPP4R1,SPEN,2582,19,False,True,,0.3559026,wgcna_only
PPM1L,SRSF4,708,52,False,True,,0.35590136,wgcna_only
AOPEP,C1GALT1,1570,1254,False,True,,0.35590038,wgcna_only
CLIP2,PCGF5,1302,1713,False,True,,0.35589972,wgcna_only
CHM,UBL3,2917,2059,False,True,,0.35589936,wgcna_only
PHKB,ZNF106,2390,2265,False,True,,0.3558992,wgcna_only
RPL10,XIAP,2941,2929,False,True,,0.3558983,wgcna_only
CCNI,TTLL5,818,2203,False,True,,0.35589767,wgcna_only
CAMKMT,PSTPIP2,331,2608,False,True,,0.35589686,wgcna_only
CDK12,MTDH,2500,1475,False,True,,0.3558965,wgcna_only
LAT2,MAPKAP1,1301,1610,False,True,,0.3558954,wgcna_only
DIDO1,YME1L1,2787,1651,False,True,,0.3558944,wgcna_only
IGF1R,LSM14A,2344,2680,False,True,,0.3558942,wgcna_only
ARFGEF2,LCOR,2775,1727,False,True,,0.35589373,wgcna_only
PABPN1,STX8,2140,2455,False,True,,0.35589373,wgcna_only
FOXN2,TRAK1,338,585,False,True,,0.35589343,wgcna_only
DOP1A,FOXN2,1158,338,False,True,,0.355893,wgcna_only
ERC1,TBK1,1891,1970,False,True,,0.35589287,wgcna_only
FLOT1,SUZ12,1094,2483,False,True,,0.35589254,wgcna_only
STOM,VPS39,1600,2262,False,True,,0.35589188,wgcna_only
CLYBL,SLC20A2,2116,1437,False,True,,0.3558914,wgcna_only
HLA-DQB1,PTP4A2,1106,55,False,True,,0.3558911,wgcna_only
ALPK1,ANKHD1,854,1012,False,True,,0.35589,wgcna_only
CDC42SE1,TPCN1,179,2028,False,True,,0.35588998,wgcna_only
PTP4A2,VWA8,55,2072,False,True,,0.35588953,wgcna_only
TAF3,WDR33,1637,419,False,True,,0.35588694,wgcna_only
DCAF5,RPL9,2191,791,False,True,,0.35588518,wgcna_only
OTULINL,TMEM245,907,1582,False,True,,0.35588494,wgcna_only
DOP1B,PAFAH1B1,2809,2440,False,True,,0.35588482,wgcna_only
EMSY,ZMYM4,1842,64,False,True,,0.35588464,wgcna_only
PTPN9,TMEM164,2324,2920,False,True,,0.35588297,wgcna_only
FBXW11,FUBP3,1039,1617,False,True,,0.35588196,wgcna_only
DPP8,ESR1,2306,1223,False,True,,0.35588074,wgcna_only
FMNL1,UBE2G1,2510,2444,False,True,,0.35587963,wgcna_only
PPP4R1,SLC20A2,2582,1437,False,True,,0.3558793,wgcna_only
DDB2,RBBP6,1808,2379,False,True,,0.3558792,wgcna_only
ST3GAL6,YWHAZ,639,1480,False,True,,0.35587907,wgcna_only
LAT2,PTAR1,1301,1551,False,True,,0.355879,wgcna_only
TTC37,UBE4B,971,8,False,True,,0.35587722,wgcna_only
PIGN,SMG1,2623,2370,False,True,,0.3558768,wgcna_only
RC3H1,STX18,211,766,False,True,,0.35587543,wgcna_only
FAR1,SMC5,1783,1552,False,True,,0.35587516,wgcna_only
HELZ,MAPRE2,2545,2600,False,True,,0.35587454,wgcna_only
ADNP,VPS54,2780,357,False,True,,0.3558724,wgcna_only
ANKHD1,KRIT1,1012,1314,False,True,,0.35587165,wgcna_only
FBXO34,PPM1K,2168,832,False,True,,0.3558708,wgcna_only
SFSWAP,TRRAP,2044,1327,False,True,,0.35587066,wgcna_only
HNRNPK,VWA8,1557,2072,False,True,,0.3558691,wgcna_only
SLAIN2,UBE2E1,798,559,False,True,,0.35586655,wgcna_only
ZCCHC7,ZXDC,1546,668,False,True,,0.35586596,wgcna_only
AC079781.5,PPP2R5E,1325,2183,False,True,,0.35586578,wgcna_only
LINC01004,TLK2,1338,2534,False,True,,0.35586417,wgcna_only
CAMTA1,WAPL,3,1702,False,True,,0.35586306,wgcna_only
MAP3K1,RPL11,933,38,False,True,,0.35586196,wgcna_only
GIGYF2,SPEN,530,19,False,True,,0.35586175,wgcna_only
MBD2,WNK1,2616,1890,False,True,,0.35585755,wgcna_only
FIP1L1,ZNF207,802,2485,False,True,,0.35585657,wgcna_only
CAMK2G,LYST,1691,275,False,True,,0.35585633,wgcna_only
CDYL,SFSWAP,1066,2044,False,True,,0.3558563,wgcna_only
CCNT2,CDC14A,425,140,False,True,,0.35585615,wgcna_only
PHKB,SLC10A7,2390,873,False,True,,0.35585552,wgcna_only
NT5C2,UBN2,1738,1372,False,True,,0.3558531,wgcna_only
BRI3,PABPN1,1326,2140,False,True,,0.35585156,wgcna_only
GABPB1-AS1,PITPNB,2277,2839,False,True,,0.35585105,wgcna_only
CMTM6,FNBP1,571,1615,False,True,,0.3558502,wgcna_only
RC3H1,UBE2H,211,1363,False,True,,0.35584942,wgcna_only
CAMSAP2,HLA-DRA,238,1103,False,True,,0.35584852,wgcna_only
ANAPC10,GCA,872,455,False,True,,0.35584834,wgcna_only
ATP11B,RFX7,725,2288,False,True,,0.35584798,wgcna_only
GIGYF2,UPF2,530,1639,False,True,,0.35584795,wgcna_only
LGALS9,PPM1L,2471,708,False,True,,0.35584792,wgcna_only
PPP2R3C,ROCK2,2150,293,False,True,,0.3558476,wgcna_only
ATF2,RASSF3,467,1971,False,True,,0.35584733,wgcna_only
FBXW8,RHEB,2029,1382,False,True,,0.35584718,wgcna_only
AP3S2,SEL1L,2339,2211,False,True,,0.35584635,wgcna_only
AQR,FAM172A,2252,969,False,True,,0.35584614,wgcna_only
CAMTA1,RC3H1,3,211,False,True,,0.3558455,wgcna_only
DERA,MX1,1914,2818,False,True,,0.35584506,wgcna_only
LINC01004,NEK1,1338,890,False,True,,0.35584155,wgcna_only
MIGA1,TRIO,119,906,False,True,,0.35584155,wgcna_only
SPI1,VAPA,1809,2584,False,True,,0.35584152,wgcna_only
KCMF1,PMS1,384,478,False,True,,0.35584015,wgcna_only
SFSWAP,ZNF236,2044,2632,False,True,,0.35583994,wgcna_only
PABPC1,STAM,1479,1644,False,True,,0.3558399,wgcna_only
CHFR,GIGYF2,2046,530,False,True,,0.35583982,wgcna_only
DIDO1,VPS45,2787,173,False,True,,0.35583934,wgcna_only
KDM2B,SREBF2,2035,2858,False,True,,0.35583904,wgcna_only
CANX,SPEN,1053,19,False,True,,0.35583845,wgcna_only
CSNK1G3,LIMD1,993,590,False,True,,0.35583776,wgcna_only
MARS,STT3B,1964,569,False,True,,0.3558376,wgcna_only
DIDO1,RIF1,2787,439,False,True,,0.3558374,wgcna_only
RNF138,UBE2R2,2597,1540,False,True,,0.35583517,wgcna_only
HELZ,REEP3,2545,1675,False,True,,0.35583466,wgcna_only
GIGYF2,MSRA,530,1399,False,True,,0.3558343,wgcna_only
LIPA,TTC13,1708,269,False,True,,0.3558343,wgcna_only
MAT2A,TM9SF2,386,2115,False,True,,0.355833,wgcna_only
PPP2R2A,TRPC4AP,1421,2759,False,True,,0.35583255,wgcna_only
CSNK1G3,LITAF,993,2360,False,True,,0.35583222,wgcna_only
TMEM260,WDR33,2171,419,False,True,,0.35583097,wgcna_only
ARIH1,RANBP2,2320,403,False,True,,0.3558309,wgcna_only
SP140L,TMOD2,524,2284,False,True,,0.35583073,wgcna_only
FAM222B,TPCN1,2473,2028,False,True,,0.35583067,wgcna_only
GPI,SNX1,2682,2302,False,True,,0.35583,wgcna_only
EPC2,EXT1,438,1492,False,True,,0.35582796,wgcna_only
ARHGEF2,SNHG25,193,2539,False,True,,0.3558278,wgcna_only
EIF3H,EYA3,1491,48,False,True,,0.3558273,wgcna_only
STIM2,WDR11,783,1753,False,True,,0.35582593,wgcna_only
DNAJC7,GSE1,2503,2425,False,True,,0.35582456,wgcna_only
LATS1,PHKB,1221,2390,False,True,,0.3558238,wgcna_only
LPGAT1,RAB28,251,773,False,True,,0.35582367,wgcna_only
OAZ1,STAT5B,2643,2504,False,True,,0.35582355,wgcna_only
PAK2,SERGEF,750,1789,False,True,,0.35582274,wgcna_only
SFSWAP,VPS45,2044,173,False,True,,0.35582253,wgcna_only
POGZ,RNF138,181,2597,False,True,,0.35582176,wgcna_only
LARP1,WTAP,1031,1235,False,True,,0.35582134,wgcna_only
RPS15,SERGEF,2641,1789,False,True,,0.35582098,wgcna_only
AOPEP,PPFIA1,1570,1832,False,True,,0.3558208,wgcna_only
FGFR1OP2,TRAF3IP2-AS1,1924,1185,False,True,,0.3558206,wgcna_only
DCAF7,SFSWAP,2536,2044,False,True,,0.35582057,wgcna_only
DEK,TIGAR,1083,1895,False,True,,0.35582015,wgcna_only
EIF1B-AS1,NCOA6,582,2758,False,True,,0.35581937,wgcna_only
C1GALT1,HS2ST1,1254,125,False,True,,0.35581914,wgcna_only
RPS14,TTLL5,1027,2203,False,True,,0.35581702,wgcna_only
IBTK,YWHAZ,1156,1480,False,True,,0.3558164,wgcna_only
CTSH,TAF1,2331,2907,False,True,,0.35581636,wgcna_only
CAMKMT,LYPLAL1,331,255,False,True,,0.35581604,wgcna_only
DIDO1,KPNA1,2787,658,False,True,,0.35581353,wgcna_only
INO80,ZCCHC7,2259,1546,False,True,,0.35581273,wgcna_only
CASD1,LPXN,1321,1815,False,True,,0.35581192,wgcna_only
KDM2B,SERINC1,2035,1192,False,True,,0.35581017,wgcna_only
MINDY2,MSRA,2291,1399,False,True,,0.3558098,wgcna_only
DOCK7,TMEM161B-AS1,105,967,False,True,,0.35580978,wgcna_only
USP22,ZNF700,2468,2661,False,True,,0.3558078,wgcna_only
GCA,TPM3,455,186,False,True,,0.3558052,wgcna_only
ATR,LYRM4,692,1067,False,True,,0.3558019,wgcna_only
KDM2B,UPF2,2035,1639,False,True,,0.35579905,wgcna_only
PRDX1,RPS2,84,2350,False,True,,0.35579586,wgcna_only
BRAF,ZNF562,1376,2656,False,True,,0.35579416,wgcna_only
GCA,HIPK3,455,1796,False,True,,0.3557934,wgcna_only
TNKS2,ZNF207,1715,2485,False,True,,0.35579243,wgcna_only
RPS25,SERINC5,1876,958,False,True,,0.35579222,wgcna_only
CFDP1,EXOC4,2418,1368,False,True,,0.3557914,wgcna_only
DPP6,SP140L,1386,524,False,True,,0.35579026,wgcna_only
ATP9B,TMEM131,2634,393,False,True,,0.3557899,wgcna_only
CAMKMT,RPL3,331,2854,False,True,,0.35578898,wgcna_only
SUZ12,ZNF33A,2483,1664,False,True,,0.35578892,wgcna_only
LAT2,MARS,1301,1964,False,True,,0.3557885,wgcna_only
LARP4,MYSM1,1948,100,False,True,,0.3557853,wgcna_only
KPNA6,PTPRM,57,2579,False,True,,0.35578403,wgcna_only
SLC38A2,SPI1,1942,1809,False,True,,0.3557839,wgcna_only
KDM3B,TXNDC11,1007,2361,False,True,,0.35578325,wgcna_only
BRD4,KPNA4,2665,707,False,True,,0.35578284,wgcna_only
ASXL2,ST3GAL6,303,639,False,True,,0.35578272,wgcna_only
BRAF,SFT2D2,1376,207,False,True,,0.35578245,wgcna_only
AC104123.1,SEC22A,973,663,False,True,,0.35578215,wgcna_only
PPM1L,S100PBP,708,60,False,True,,0.35578215,wgcna_only
LCORL,STK38L,779,1926,False,True,,0.355781,wgcna_only
KIAA2026,XPO7,1523,1414,False,True,,0.35577884,wgcna_only
DEK,LRRFIP2,1083,576,False,True,,0.3557779,wgcna_only
BRD4,IFNAR1,2665,2805,False,True,,0.35577717,wgcna_only
IWS1,SEL1L,418,2211,False,True,,0.35577667,wgcna_only
JUN,PACS2,101,2242,False,True,,0.35577634,wgcna_only
EXOC4,PHF14,1368,1258,False,True,,0.35577613,wgcna_only
OSBPL8,RHEB,1985,1382,False,True,,0.3557759,wgcna_only
ITFG1,RNF38,2389,1545,False,True,,0.35577363,wgcna_only
TBC1D9,TMEM245,868,1582,False,True,,0.3557735,wgcna_only
PRIM2,PTAR1,1141,1551,False,True,,0.35577223,wgcna_only
NRP2,PABPN1,497,2140,False,True,,0.35577163,wgcna_only
AGPAT3,RPS27A,2821,345,False,True,,0.35577145,wgcna_only
DLG1,ZBTB8OS,752,58,False,True,,0.35577077,wgcna_only
PPP2R5E,STRADA,2183,2538,False,True,,0.35577008,wgcna_only
AKAP10,THOC2,2466,2928,False,True,,0.35576868,wgcna_only
NEMF,SCLT1,2160,863,False,True,,0.35576826,wgcna_only
ABCB7,CBLB,2912,643,False,True,,0.35576695,wgcna_only
GPNMB,LSM14A,1266,2680,False,True,,0.35576525,wgcna_only
LMBRD1,SLC30A7,1145,141,False,True,,0.35576522,wgcna_only
EPC2,TMEM87A,438,2263,False,True,,0.35576326,wgcna_only
AKAP11,BTAF1,2073,1716,False,True,,0.35576314,wgcna_only
EWSR1,FBXW11,2841,1039,False,True,,0.355762,wgcna_only
BRI3,STOM,1326,1600,False,True,,0.35576144,wgcna_only
KLHDC10,SFSWAP,1364,2044,False,True,,0.35576022,wgcna_only
