stage53_run,input_inventory_written,programming_input_inventory_written,cell_level_input_inventory_written,composition_input_inventory_written,heterogeneity_feature_inventory_written_or_gap,composition_feature_inventory_written_or_gap,branch_matrices_written_or_gap,auxiliary_branch_registry_written,label_free_pretraining_run_or_gap,embeddings_written_or_gap,frozen_probe_results_written_or_gap,target_level_results_written_or_gap,branch_comparison_written_or_gap,decomposition_written_or_gap,hidden_microglia_state_scores_written_or_gap,rare_state_summary_written_or_gap,candidate_module_state_association_written_or_gap,negative_controls_written_or_gap,leakage_audit_written,claim_boundary_audit_written,manual_acquisition_gaps_written,pi_decision_table_written,reports_written,docs_updated,donor_held_out_evaluation_used_or_gap,stage53_run_pass,no_pathology_targets_used_in_pretraining,no_diagnosis_used_in_pretraining,no_cognitive_labels_used_in_pretraining,no_braak_cerad_thal_adnc_used_as_features,no_luminex_abeta_tau_used_as_features,no_target_derived_gene_selection,no_target_derived_cell_state_selection,no_target_guided_branch_selection,no_target_guided_architecture_selection,donor_held_out_evaluation_used,stage27c_locked_benchmark_preserved,stage41c_not_rebranded_as_locked,stage45_not_rebranded_as_improvement,stage51_graph_null_result_preserved,no_string_topology_improvement_claim,no_causal_claim,no_therapeutic_claim,no_validated_ablation_claim,no_new_microglia_type_discovery_claim,raw_data_not_committed,leakage_audit_pass,safety_audit_pass
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
