model_variant,latent_dim,seed,target,pooled_oof_spearman,n_donors
negative_control_programming_plus_state_label_shuffled_modules,8,107,6e10/A_beta,0.30900070871722185,84
negative_control_programming_plus_state_label_shuffled_modules,8,107,AT8,0.4409031082312444,84
negative_control_programming_plus_state_label_shuffled_modules,8,107,GFAP,0.25046066619418855,84
negative_control_programming_plus_state_label_shuffled_modules,8,107,Iba1,0.10912220309810673,84
negative_control_programming_plus_state_label_shuffled_modules,8,107,NeuN,0.5058621038776956,84
negative_control_programming_plus_state_label_shuffled_modules,8,211,6e10/A_beta,0.18872127164118657,84
negative_control_programming_plus_state_label_shuffled_modules,8,211,AT8,0.5411764705882353,84
negative_control_programming_plus_state_label_shuffled_modules,8,211,GFAP,0.1978131011440721,84
negative_control_programming_plus_state_label_shuffled_modules,8,211,Iba1,0.052789308494482136,84
negative_control_programming_plus_state_label_shuffled_modules,8,211,NeuN,0.5138199858256555,84
negative_control_programming_plus_state_label_shuffled_modules,8,307,6e10/A_beta,0.20641895312341804,84
negative_control_programming_plus_state_label_shuffled_modules,8,307,AT8,0.47937632884479087,84
negative_control_programming_plus_state_label_shuffled_modules,8,307,GFAP,0.21808241368836692,84
negative_control_programming_plus_state_label_shuffled_modules,8,307,Iba1,0.07401032702237521,84
negative_control_programming_plus_state_label_shuffled_modules,8,307,NeuN,0.5457325098714185,84
negative_control_programming_plus_state_label_shuffled_modules,16,107,6e10/A_beta,0.27480004049812695,84
negative_control_programming_plus_state_label_shuffled_modules,16,107,AT8,0.3982383314771692,84
negative_control_programming_plus_state_label_shuffled_modules,16,107,GFAP,0.20186291384023491,84
negative_control_programming_plus_state_label_shuffled_modules,16,107,Iba1,0.047058823529411764,84
negative_control_programming_plus_state_label_shuffled_modules,16,107,NeuN,0.5041814316087881,84
negative_control_programming_plus_state_label_shuffled_modules,16,211,6e10/A_beta,0.14071074212817658,84
negative_control_programming_plus_state_label_shuffled_modules,16,211,AT8,0.3899767135769971,84
negative_control_programming_plus_state_label_shuffled_modules,16,211,GFAP,0.1729472511896325,84
negative_control_programming_plus_state_label_shuffled_modules,16,211,Iba1,0.055907664270527485,84
negative_control_programming_plus_state_label_shuffled_modules,16,211,NeuN,0.4945833755188823,84
negative_control_programming_plus_state_label_shuffled_modules,16,307,6e10/A_beta,0.14336336944416322,84
negative_control_programming_plus_state_label_shuffled_modules,16,307,AT8,0.43501063075832747,84
negative_control_programming_plus_state_label_shuffled_modules,16,307,GFAP,0.1654145995747697,84
negative_control_programming_plus_state_label_shuffled_modules,16,307,Iba1,0.04446694340386758,84
negative_control_programming_plus_state_label_shuffled_modules,16,307,NeuN,0.46501974283689385,84
negative_control_programming_plus_state_label_shuffled_modules,32,107,6e10/A_beta,0.37592386352131213,84
negative_control_programming_plus_state_label_shuffled_modules,32,107,AT8,0.4552799433026223,84
negative_control_programming_plus_state_label_shuffled_modules,32,107,GFAP,0.11529816745975499,84
negative_control_programming_plus_state_label_shuffled_modules,32,107,Iba1,0.07010225777057812,84
negative_control_programming_plus_state_label_shuffled_modules,32,107,NeuN,0.4949883567884985,84
negative_control_programming_plus_state_label_shuffled_modules,32,211,6e10/A_beta,0.17045661638149237,84
negative_control_programming_plus_state_label_shuffled_modules,32,211,AT8,0.4452161587526577,84
negative_control_programming_plus_state_label_shuffled_modules,32,211,GFAP,0.1394553001923661,84
negative_control_programming_plus_state_label_shuffled_modules,32,211,Iba1,0.08599777260301712,84
negative_control_programming_plus_state_label_shuffled_modules,32,211,NeuN,0.4611319226485775,84
negative_control_programming_plus_state_label_shuffled_modules,32,307,6e10/A_beta,0.2523235800344234,84
negative_control_programming_plus_state_label_shuffled_modules,32,307,AT8,0.4855522932064392,84
negative_control_programming_plus_state_label_shuffled_modules,32,307,GFAP,0.06981877088184672,84
negative_control_programming_plus_state_label_shuffled_modules,32,307,Iba1,0.010732003644831426,84
negative_control_programming_plus_state_label_shuffled_modules,32,307,NeuN,0.4257973068745571,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,8,107,6e10/A_beta,0.005386250885896528,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,8,107,AT8,0.20202490634808143,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,8,107,GFAP,0.07820188316290372,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,8,107,Iba1,0.14731193682292196,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,8,107,NeuN,0.4235699098916675,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,8,211,6e10/A_beta,-0.07488103675205023,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,8,211,AT8,0.2865849954439607,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,8,211,GFAP,0.06854307988255544,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,8,211,Iba1,0.13099119165738585,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,8,211,NeuN,0.45313354257365596,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,8,307,6e10/A_beta,0.01235192872329655,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,8,307,AT8,0.2872937126657892,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,8,307,GFAP,0.0897438493469677,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,8,307,Iba1,0.11965171610813,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,8,307,NeuN,0.36768249468462083,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,16,107,6e10/A_beta,0.1674395059228511,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,16,107,AT8,0.4097397995342716,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,16,107,GFAP,0.09895717323073808,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,16,107,Iba1,0.14038675711248355,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,16,107,NeuN,0.4708312240558874,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,16,211,6e10/A_beta,-0.05768958185683912,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,16,211,AT8,0.4527893084944822,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,16,211,GFAP,0.008403361344537815,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,16,211,Iba1,0.030900070871722186,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,16,211,NeuN,0.4470183254024501,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,16,307,6e10/A_beta,0.042502784246228616,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,16,307,AT8,0.4654044750430293,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,16,307,GFAP,0.1197732104890149,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,16,307,Iba1,0.07670345246532348,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,16,307,NeuN,0.4377037562012758,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,32,107,6e10/A_beta,0.17602510883871622,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,32,107,AT8,0.4082008707097297,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,32,107,GFAP,0.12607066923154805,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,32,107,Iba1,0.07121595626202289,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,32,107,NeuN,0.46512098815429787,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,32,211,6e10/A_beta,-0.055219196112179805,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,32,211,AT8,0.43310721879113095,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,32,211,GFAP,0.06587020350308799,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,32,211,Iba1,0.0716614356586008,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,32,211,NeuN,0.46263035334615776,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,32,307,6e10/A_beta,0.16179001721170397,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,32,307,AT8,0.4530525463197328,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,32,307,GFAP,0.10644932671863927,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,32,307,Iba1,0.029948364888123923,84
negative_control_programming_plus_state_label_shuffled_pseudobulk,32,307,NeuN,0.43422091728257567,84
programming_only_pca_jepa,8,107,6e10/A_beta,0.299402652627316,84
programming_only_pca_jepa,8,107,AT8,0.4488407411157234,84
programming_only_pca_jepa,8,107,GFAP,0.2621848739495798,84
programming_only_pca_jepa,8,107,Iba1,0.06724713981978335,84
programming_only_pca_jepa,8,107,NeuN,0.5135364989369242,84
programming_only_pca_jepa,8,211,6e10/A_beta,0.1527589348992609,84
programming_only_pca_jepa,8,211,AT8,0.525645438898451,84
programming_only_pca_jepa,8,211,GFAP,0.19354054874962032,84
programming_only_pca_jepa,8,211,Iba1,0.035537106408828595,84
programming_only_pca_jepa,8,211,NeuN,0.5144072086665992,84
programming_only_pca_jepa,8,307,6e10/A_beta,0.19566670041510578,84
programming_only_pca_jepa,8,307,AT8,0.4700820087070973,84
programming_only_pca_jepa,8,307,GFAP,0.22883466639667918,84
programming_only_pca_jepa,8,307,Iba1,0.04687658195808444,84
programming_only_pca_jepa,8,307,NeuN,0.5435253619520097,84
programming_only_pca_jepa,16,107,6e10/A_beta,0.26659916978839726,84
programming_only_pca_jepa,16,107,AT8,0.44728156322770074,84
programming_only_pca_jepa,16,107,GFAP,0.2548142148425635,84
programming_only_pca_jepa,16,107,Iba1,0.05653538523843272,84
programming_only_pca_jepa,16,107,NeuN,0.48911612837906243,84
programming_only_pca_jepa,16,211,6e10/A_beta,0.14038675711248355,84
programming_only_pca_jepa,16,211,AT8,0.429725625189835,84
programming_only_pca_jepa,16,211,GFAP,0.17339273058621038,84
programming_only_pca_jepa,16,211,Iba1,0.04329249772198036,84
programming_only_pca_jepa,16,211,NeuN,0.49351017515439916,84
programming_only_pca_jepa,16,307,6e10/A_beta,0.17632884479092842,84
programming_only_pca_jepa,16,307,AT8,0.43582059329756007,84
programming_only_pca_jepa,16,307,GFAP,0.19339880530525463,84
programming_only_pca_jepa,16,307,Iba1,0.012270932469373292,84
programming_only_pca_jepa,16,307,NeuN,0.48441834565151365,84
programming_only_pca_jepa,32,107,6e10/A_beta,0.42533157841449837,84
programming_only_pca_jepa,32,107,AT8,0.4562923964766629,84
programming_only_pca_jepa,32,107,GFAP,0.1771793054571226,84
programming_only_pca_jepa,32,107,Iba1,0.054996456413890865,84
programming_only_pca_jepa,32,107,NeuN,0.47311936822921935,84
programming_only_pca_jepa,32,211,6e10/A_beta,0.20400931456920118,84
programming_only_pca_jepa,32,211,AT8,0.45363976916067633,84
programming_only_pca_jepa,32,211,GFAP,0.18386149640579125,84
programming_only_pca_jepa,32,211,Iba1,0.08474233066720664,84
programming_only_pca_jepa,32,211,NeuN,0.4736458438797206,84
programming_only_pca_jepa,32,307,6e10/A_beta,0.2821706996051433,84
programming_only_pca_jepa,32,307,AT8,0.4557254226992002,84
programming_only_pca_jepa,32,307,GFAP,0.093631669535284,84
programming_only_pca_jepa,32,307,Iba1,0.014862812594917486,84
programming_only_pca_jepa,32,307,NeuN,0.46325807431406296,84
programming_plus_state_module_plus_state_pseudobulk,8,107,6e10/A_beta,0.14067024400121497,84
programming_plus_state_module_plus_state_pseudobulk,8,107,AT8,0.21549053356282274,84
programming_plus_state_module_plus_state_pseudobulk,8,107,GFAP,0.03812898653437278,84
programming_plus_state_module_plus_state_pseudobulk,8,107,Iba1,0.20218689885592794,84
programming_plus_state_module_plus_state_pseudobulk,8,107,NeuN,0.4428065201984408,84
programming_plus_state_module_plus_state_pseudobulk,8,211,6e10/A_beta,0.0020654044750430295,84
programming_plus_state_module_plus_state_pseudobulk,8,211,AT8,0.29792447099321656,84
programming_plus_state_module_plus_state_pseudobulk,8,211,GFAP,0.0664574263440316,84
programming_plus_state_module_plus_state_pseudobulk,8,211,Iba1,0.14237116533360333,84
programming_plus_state_module_plus_state_pseudobulk,8,211,NeuN,0.47026425027842467,84
programming_plus_state_module_plus_state_pseudobulk,8,307,6e10/A_beta,0.08320340184266478,84
programming_plus_state_module_plus_state_pseudobulk,8,307,AT8,0.29905841854814214,84
programming_plus_state_module_plus_state_pseudobulk,8,307,GFAP,0.07882960413080896,84
programming_plus_state_module_plus_state_pseudobulk,8,307,Iba1,0.10511288852890555,84
programming_plus_state_module_plus_state_pseudobulk,8,307,NeuN,0.3885592791333401,84
programming_plus_state_module_plus_state_pseudobulk,16,107,6e10/A_beta,0.20038473220613548,84
programming_plus_state_module_plus_state_pseudobulk,16,107,AT8,0.411217981168371,84
programming_plus_state_module_plus_state_pseudobulk,16,107,GFAP,0.07131720157942696,84
programming_plus_state_module_plus_state_pseudobulk,16,107,Iba1,0.12592892578718234,84
programming_plus_state_module_plus_state_pseudobulk,16,107,NeuN,0.49652728561304044,84
programming_plus_state_module_plus_state_pseudobulk,16,211,6e10/A_beta,0.010104282676926191,84
programming_plus_state_module_plus_state_pseudobulk,16,211,AT8,0.4546522223347171,84
programming_plus_state_module_plus_state_pseudobulk,16,211,GFAP,0.0036245823630657085,84
programming_plus_state_module_plus_state_pseudobulk,16,211,Iba1,0.06416928217069962,84
programming_plus_state_module_plus_state_pseudobulk,16,211,NeuN,0.4643312746785461,84
programming_plus_state_module_plus_state_pseudobulk,16,307,6e10/A_beta,0.13070770476865445,84
programming_plus_state_module_plus_state_pseudobulk,16,307,AT8,0.456940366508049,84
programming_plus_state_module_plus_state_pseudobulk,16,307,GFAP,0.10029361142047181,84
programming_plus_state_module_plus_state_pseudobulk,16,307,Iba1,0.03470689480611522,84
programming_plus_state_module_plus_state_pseudobulk,16,307,NeuN,0.4317100334109547,84
programming_plus_state_module_plus_state_pseudobulk,32,107,6e10/A_beta,0.30717829300394855,84
programming_plus_state_module_plus_state_pseudobulk,32,107,AT8,0.43138604839526173,84
programming_plus_state_module_plus_state_pseudobulk,32,107,GFAP,0.16085856029158654,84
programming_plus_state_module_plus_state_pseudobulk,32,107,Iba1,0.07714893186190139,84
programming_plus_state_module_plus_state_pseudobulk,32,107,NeuN,0.48709122203098115,84
programming_plus_state_module_plus_state_pseudobulk,32,211,6e10/A_beta,0.1008808342614154,84
programming_plus_state_module_plus_state_pseudobulk,32,211,AT8,0.4363470689480612,84
programming_plus_state_module_plus_state_pseudobulk,32,211,GFAP,0.08253518274779792,84
programming_plus_state_module_plus_state_pseudobulk,32,211,Iba1,0.07512402551382,84
programming_plus_state_module_plus_state_pseudobulk,32,211,NeuN,0.45829705376126356,84
programming_plus_state_module_plus_state_pseudobulk,32,307,6e10/A_beta,0.29549458337551887,84
programming_plus_state_module_plus_state_pseudobulk,32,307,AT8,0.438108737470892,84
programming_plus_state_module_plus_state_pseudobulk,32,307,GFAP,0.10444466943403867,84
programming_plus_state_module_plus_state_pseudobulk,32,307,Iba1,0.011886200263237827,84
programming_plus_state_module_plus_state_pseudobulk,32,307,NeuN,0.4208160372582768,84
programming_plus_state_module_programming,8,107,6e10/A_beta,0.31143059633491954,84
programming_plus_state_module_programming,8,107,AT8,0.44306975802369136,84
programming_plus_state_module_programming,8,107,GFAP,0.25090614559076646,84
programming_plus_state_module_programming,8,107,Iba1,0.11450845398400324,84
programming_plus_state_module_programming,8,107,NeuN,0.5102359015895516,84
programming_plus_state_module_programming,8,211,6e10/A_beta,0.1748304140933482,84
programming_plus_state_module_programming,8,211,AT8,0.5295940062772097,84
programming_plus_state_module_programming,8,211,GFAP,0.1854206742938139,84
programming_plus_state_module_programming,8,211,Iba1,0.056251898349701325,84
programming_plus_state_module_programming,8,211,NeuN,0.5111066113192265,84
programming_plus_state_module_programming,8,307,6e10/A_beta,0.21407309911916578,84
programming_plus_state_module_programming,8,307,AT8,0.4893591171408323,84
programming_plus_state_module_programming,8,307,GFAP,0.20870709729675005,84
programming_plus_state_module_programming,8,307,Iba1,0.0742735648476258,84
programming_plus_state_module_programming,8,307,NeuN,0.5419256859370255,84
programming_plus_state_module_programming,16,107,6e10/A_beta,0.286989976713577,84
programming_plus_state_module_programming,16,107,AT8,0.41520704667409136,84
programming_plus_state_module_programming,16,107,GFAP,0.21666497924470995,84
programming_plus_state_module_programming,16,107,Iba1,0.07676419965576592,84
programming_plus_state_module_programming,16,107,NeuN,0.5041814316087881,84
programming_plus_state_module_programming,16,211,6e10/A_beta,0.12850055684924575,84
programming_plus_state_module_programming,16,211,AT8,0.4294218892376228,84
programming_plus_state_module_programming,16,211,GFAP,0.17549863318821507,84
programming_plus_state_module_programming,16,211,Iba1,0.0622861192669839,84
programming_plus_state_module_programming,16,211,NeuN,0.4950086058519793,84
programming_plus_state_module_programming,16,307,6e10/A_beta,0.1703148729371267,84
programming_plus_state_module_programming,16,307,AT8,0.4577503290472815,84
programming_plus_state_module_programming,16,307,GFAP,0.18452971550065808,84
programming_plus_state_module_programming,16,307,Iba1,0.08059127265363977,84
programming_plus_state_module_programming,16,307,NeuN,0.4552799433026223,84
programming_plus_state_module_programming,32,107,6e10/A_beta,0.4270729978738484,84
programming_plus_state_module_programming,32,107,AT8,0.45153386655867167,84
programming_plus_state_module_programming,32,107,GFAP,0.15796294421383014,84
