model_variant,latent_dim,seed,target,pooled_oof_spearman,n_donors
programming_plus_state_module_programming,32,107,Iba1,0.0685025817555938,84
programming_plus_state_module_programming,32,107,NeuN,0.514326212412676,84
programming_plus_state_module_programming,32,211,6e10/A_beta,0.1859471499443151,84
programming_plus_state_module_programming,32,211,AT8,0.4686240761364787,84
programming_plus_state_module_programming,32,211,GFAP,0.1392730586210388,84
programming_plus_state_module_programming,32,211,Iba1,0.08725321453882759,84
programming_plus_state_module_programming,32,211,NeuN,0.46732813607370666,84
programming_plus_state_module_programming,32,307,6e10/A_beta,0.2808545104788904,84
programming_plus_state_module_programming,32,307,AT8,0.44349498835678847,84
programming_plus_state_module_programming,32,307,GFAP,0.10776551584489216,84
programming_plus_state_module_programming,32,307,Iba1,0.007755391313151767,84
programming_plus_state_module_programming,32,307,NeuN,0.42946238736458436,84
programming_plus_state_pseudobulk_programming,8,107,6e10/A_beta,0.10327022375215147,84
programming_plus_state_pseudobulk_programming,8,107,AT8,0.18240356383517262,84
programming_plus_state_pseudobulk_programming,8,107,GFAP,0.026890756302521007,84
programming_plus_state_pseudobulk_programming,8,107,Iba1,0.1855624177381796,84
programming_plus_state_pseudobulk_programming,8,107,NeuN,0.4409436063582059,84
programming_plus_state_pseudobulk_programming,8,211,6e10/A_beta,-0.02018831629037157,84
programming_plus_state_pseudobulk_programming,8,211,AT8,0.2666396679153589,84
programming_plus_state_pseudobulk_programming,8,211,GFAP,0.06153690391819379,84
programming_plus_state_pseudobulk_programming,8,211,Iba1,0.14263440315885392,84
programming_plus_state_pseudobulk_programming,8,211,NeuN,0.4682190948668625,84
programming_plus_state_pseudobulk_programming,8,307,6e10/A_beta,0.053376531335425734,84
programming_plus_state_pseudobulk_programming,8,307,AT8,0.26526273159866354,84
programming_plus_state_pseudobulk_programming,8,307,GFAP,0.06508049002733624,84
programming_plus_state_pseudobulk_programming,8,307,Iba1,0.1076642705274881,84
programming_plus_state_pseudobulk_programming,8,307,NeuN,0.39026020046572846,84
programming_plus_state_pseudobulk_programming,16,107,6e10/A_beta,0.19155614052850056,84
programming_plus_state_pseudobulk_programming,16,107,AT8,0.39991900374607675,84
programming_plus_state_pseudobulk_programming,16,107,GFAP,0.06757112483547636,84
programming_plus_state_pseudobulk_programming,16,107,Iba1,0.11853801761668524,84
programming_plus_state_pseudobulk_programming,16,107,NeuN,0.4952920927407108,84
programming_plus_state_pseudobulk_programming,16,211,6e10/A_beta,-0.012291181532854106,84
programming_plus_state_pseudobulk_programming,16,211,AT8,0.4594714994431508,84
programming_plus_state_pseudobulk_programming,16,211,GFAP,0.00040498126961628026,84
programming_plus_state_pseudobulk_programming,16,211,Iba1,0.06435152374202693,84
programming_plus_state_pseudobulk_programming,16,211,NeuN,0.45793257061860887,84
programming_plus_state_pseudobulk_programming,16,307,6e10/A_beta,0.11043839222435961,84
programming_plus_state_pseudobulk_programming,16,307,AT8,0.4474030576085857,84
programming_plus_state_pseudobulk_programming,16,307,GFAP,0.10345246532347879,84
programming_plus_state_pseudobulk_programming,16,307,Iba1,0.030839323681279743,84
programming_plus_state_pseudobulk_programming,16,307,NeuN,0.43472714386959604,84
programming_plus_state_pseudobulk_programming,32,107,6e10/A_beta,0.2949681077250177,84
programming_plus_state_pseudobulk_programming,32,107,AT8,0.4236306570821099,84
programming_plus_state_pseudobulk_programming,32,107,GFAP,0.15496608281866964,84
programming_plus_state_pseudobulk_programming,32,107,Iba1,0.08462083628632176,84
programming_plus_state_pseudobulk_programming,32,107,NeuN,0.4885896527285614,84
programming_plus_state_pseudobulk_programming,32,211,6e10/A_beta,0.10209577807026426,84
programming_plus_state_pseudobulk_programming,32,211,AT8,0.4445074415308292,84
programming_plus_state_pseudobulk_programming,32,211,GFAP,0.06797610610509265,84
programming_plus_state_pseudobulk_programming,32,211,Iba1,0.07668320340184266,84
programming_plus_state_pseudobulk_programming,32,211,NeuN,0.4540042523033309,84
programming_plus_state_pseudobulk_programming,32,307,6e10/A_beta,0.29020957780702644,84
programming_plus_state_pseudobulk_programming,32,307,AT8,0.44811177483041414,84
programming_plus_state_pseudobulk_programming,32,307,GFAP,0.09774222942188925,84
programming_plus_state_pseudobulk_programming,32,307,Iba1,0.013242887516452365,84
programming_plus_state_pseudobulk_programming,32,307,NeuN,0.40994229016907974,84
state_abundance_and_module_programming,8,107,6e10/A_beta,0.3594613749114104,84
state_abundance_and_module_programming,8,107,AT8,0.4330667206641693,84
state_abundance_and_module_programming,8,107,GFAP,0.14561101549053357,84
state_abundance_and_module_programming,8,107,Iba1,0.3290877796901894,84
state_abundance_and_module_programming,8,107,NeuN,0.11341500455603928,84
state_abundance_and_module_programming,8,211,6e10/A_beta,0.16685228308190747,84
state_abundance_and_module_programming,8,211,AT8,0.4395666700415106,84
state_abundance_and_module_programming,8,211,GFAP,0.06155715298167459,84
state_abundance_and_module_programming,8,211,Iba1,0.19372279032094766,84
state_abundance_and_module_programming,8,211,NeuN,0.09826870507239041,84
state_abundance_and_module_programming,8,307,6e10/A_beta,0.2929432013769363,84
state_abundance_and_module_programming,8,307,AT8,0.4851878100637846,84
state_abundance_and_module_programming,8,307,GFAP,0.15095676824946846,84
state_abundance_and_module_programming,8,307,Iba1,0.2924977219803584,84
state_abundance_and_module_programming,8,307,NeuN,0.16294421383011037,84
state_abundance_and_module_programming,16,107,6e10/A_beta,0.16930241976308597,84
state_abundance_and_module_programming,16,107,AT8,0.42500759339880534,84
state_abundance_and_module_programming,16,107,GFAP,0.142188923762276,84
state_abundance_and_module_programming,16,107,Iba1,0.13155816543484863,84
state_abundance_and_module_programming,16,107,NeuN,0.2509263946542472,84
state_abundance_and_module_programming,16,211,6e10/A_beta,0.10703654955958289,84
state_abundance_and_module_programming,16,211,AT8,0.41921636124329253,84
state_abundance_and_module_programming,16,211,GFAP,0.16217474941783944,84
state_abundance_and_module_programming,16,211,Iba1,0.15016705477371672,84
state_abundance_and_module_programming,16,211,NeuN,0.20976004859775235,84
state_abundance_and_module_programming,16,307,6e10/A_beta,0.11236205325503697,84
state_abundance_and_module_programming,16,307,AT8,0.46676116229624376,84
state_abundance_and_module_programming,16,307,GFAP,0.237238027741217,84
state_abundance_and_module_programming,16,307,Iba1,0.0875771995545206,84
state_abundance_and_module_programming,16,307,NeuN,0.30794775741621955,84
state_abundance_and_module_programming,32,107,6e10/A_beta,0.25278930849448217,84
state_abundance_and_module_programming,32,107,AT8,0.4290169079680065,84
state_abundance_and_module_programming,32,107,GFAP,0.08512706287334211,84
state_abundance_and_module_programming,32,107,Iba1,0.01745469272046168,84
state_abundance_and_module_programming,32,107,NeuN,0.32718436772299286,84
state_abundance_and_module_programming,32,211,6e10/A_beta,0.059977726030171104,84
state_abundance_and_module_programming,32,211,AT8,0.3724005264756505,84
state_abundance_and_module_programming,32,211,GFAP,-0.012270932469373292,84
state_abundance_and_module_programming,32,211,Iba1,0.02930039485673788,84
state_abundance_and_module_programming,32,211,NeuN,0.17883972866254935,84
state_abundance_and_module_programming,32,307,6e10/A_beta,0.17402045155411563,84
state_abundance_and_module_programming,32,307,AT8,0.39309506935304245,84
state_abundance_and_module_programming,32,307,GFAP,0.05264756505011644,84
state_abundance_and_module_programming,32,307,Iba1,-0.039161688771894305,84
state_abundance_and_module_programming,32,307,NeuN,0.3025210084033613,84
state_pseudobulk_programming,8,107,6e10/A_beta,0.0408828591677635,84
state_pseudobulk_programming,8,107,AT8,0.11744456818872127,84
state_pseudobulk_programming,8,107,GFAP,0.020168067226890758,84
state_pseudobulk_programming,8,107,Iba1,0.1718335526981877,84
state_pseudobulk_programming,8,107,NeuN,0.4050217677432419,84
state_pseudobulk_programming,8,211,6e10/A_beta,-0.10165029867368636,84
state_pseudobulk_programming,8,211,AT8,0.18760757314974183,84
state_pseudobulk_programming,8,211,GFAP,0.016017009213323885,84
state_pseudobulk_programming,8,211,Iba1,0.13374506429077657,84
state_pseudobulk_programming,8,211,NeuN,0.436691303027235,84
state_pseudobulk_programming,8,307,6e10/A_beta,0.067935607978131,84
state_pseudobulk_programming,8,307,AT8,0.22672876379467452,84
state_pseudobulk_programming,8,307,GFAP,0.029604130808950087,84
state_pseudobulk_programming,8,307,Iba1,0.12769059431001317,84
state_pseudobulk_programming,8,307,NeuN,0.37211703958691916,84
state_pseudobulk_programming,16,107,6e10/A_beta,0.2036043332995849,84
state_pseudobulk_programming,16,107,AT8,0.34368735445985626,84
state_pseudobulk_programming,16,107,GFAP,0.07307887010225776,84
state_pseudobulk_programming,16,107,Iba1,0.1370051635111876,84
state_pseudobulk_programming,16,107,NeuN,0.49454287739192065,84
state_pseudobulk_programming,16,211,6e10/A_beta,0.021119773210489013,84
state_pseudobulk_programming,16,211,AT8,0.40283486888731396,84
state_pseudobulk_programming,16,211,GFAP,0.01024602612129189,84
state_pseudobulk_programming,16,211,Iba1,0.09326718639262935,84
state_pseudobulk_programming,16,211,NeuN,0.4748202895616078,84
state_pseudobulk_programming,16,307,6e10/A_beta,0.1293105193884783,84
state_pseudobulk_programming,16,307,AT8,0.42583780500151863,84
state_pseudobulk_programming,16,307,GFAP,0.06303533461577403,84
state_pseudobulk_programming,16,307,Iba1,0.03098106712564544,84
state_pseudobulk_programming,16,307,NeuN,0.42458236306570823,84
state_pseudobulk_programming,32,107,6e10/A_beta,0.2576693327933583,84
state_pseudobulk_programming,32,107,AT8,0.35842867267388884,84
state_pseudobulk_programming,32,107,GFAP,0.1333805811481219,84
state_pseudobulk_programming,32,107,Iba1,0.09399615267793864,84
state_pseudobulk_programming,32,107,NeuN,0.4928014579325707,84
state_pseudobulk_programming,32,211,6e10/A_beta,0.06248860990179205,84
state_pseudobulk_programming,32,211,AT8,0.42018831629037157,84
state_pseudobulk_programming,32,211,GFAP,0.05530019236610306,84
state_pseudobulk_programming,32,211,Iba1,0.07982180824136884,84
state_pseudobulk_programming,32,211,NeuN,0.46629543383618516,84
state_pseudobulk_programming,32,307,6e10/A_beta,0.2380277412169687,84
state_pseudobulk_programming,32,307,AT8,0.4667814113597246,84
state_pseudobulk_programming,32,307,GFAP,0.09658803280348284,84
state_pseudobulk_programming,32,307,Iba1,0.02079578819479599,84
state_pseudobulk_programming,32,307,NeuN,0.42215247544801054,84
