stage32c_matrix,n_external_cells,n_external_genes,encoder_method,component_grid_run,transform_grid_run,zscore_transform_note,external_labels_used_for_supervision,sea_ad_used_during_external_pretraining,clean_holdout_used,stage32c_ready,stage33b_loaded,matrix_path_exists,stage32c_dataset_id,stage32c_gene_overlap_fraction,stage32c_n_obs,stage32c_n_vars
data/external_pretraining/stage32c/stage32c_human_external_pretraining_matrix.h5ad,100000,2863,truncated_svd_frozen_external_encoder,16;32;64;128,log1p_clipped_nonnegative;raw_count_size_factor_log1p;zscore_gene_after_log1p,sparse_safe_log1p_std_scaled_without_dense_centering,False,False,False,True,True,True,b165f033-9dec-468a-9248-802fc6902a74,0.968211024687183,100000,2863
