run_id,checkpoint_epoch,rehearsal_weight,disease_covariance_weight,composite_score,at8_ridge,neun_ridge,at8_euclidean_knn,neun_euclidean_knn,at8_cosine_knn,neun_cosine_knn,gfap_cosine_knn,iba1_cosine_knn,effective_dims,top_sv_ratio,sea_anchor_cosine,cellxgene_anchor_cosine,anchor_penalty
sweep_05_tight_anchor,005,0.1,0.001,1.3888513984809439,0.3389288245418649,0.4379872430900071,-0.0104080186291384,0.2815632277007188,0.016968715196922144,0.2603827072997874,0.20587222840943606,0.10219702338766833,4.414602279663086,0.4787116348743438,0.986983997130394,0.9847297824382782,0.0
sweep_04_loose_anchor,005,0.01,0.001,1.3696142393893118,0.2847423306672066,0.3665080490027336,0.009901792042118,0.2649387465829705,0.14787891060038474,0.28103675205021766,0.1476764199655766,-0.003624582363065708,4.6360392570495605,0.4690768718719482,0.966551886987686,0.9638949962854384,0.0
sweep_04_loose_anchor,010,0.01,0.001,1.3681040553651598,0.3010428267692619,0.3482028956160777,0.0588842766022071,0.310397894097398,0.12487597448618001,0.22551381998582565,0.039283183152779184,0.05313354257365597,4.106229782104492,0.4724834263324737,0.9721013627052308,0.9624618386507034,0.0
sweep_02_goldilocks,005,0.05,0.001,1.2805313520079937,0.3356687253214538,0.3516654854712969,-0.0423610408018629,0.2223347170193378,0.2189531234180419,0.18631163308696974,0.2498531942897641,0.05090614559076643,4.495710372924805,0.4779599010944366,0.982280020570755,0.9798634761333466,0.0
sweep_03_mod_cov,010,0.05,0.005,1.1288694856825103,0.1840234889136377,0.3172825756808747,-0.0333502075529006,0.2591475144274577,0.043717728055077454,0.2914650197428369,0.1407512402551382,0.07192467348385137,4.562005519866943,0.4440516233444214,0.9758872297763824,0.9688986662387848,0.0
sweep_03_mod_cov,005,0.05,0.005,1.1137052383565391,0.1437885997772603,0.2662549357092234,-0.0342411663460564,0.2962842968512706,0.16205325503695453,0.2027336235699099,0.13327933583071783,0.12416725726435153,4.836142539978027,0.4487782418727875,0.9790546363115312,0.9763067804336548,0.0
sweep_02_goldilocks,010,0.05,0.001,1.0481437891115237,0.2341601700921332,0.2473625594816239,-0.0364483142654652,0.2676318720259188,0.15559380378657486,0.15792244608686848,0.17632884479092842,-0.04159157638959198,4.134621620178223,0.4695655703544616,0.9797731905460356,0.9725517009973526,0.0
sweep_05_tight_anchor,010,0.1,0.001,1.0281802006988396,0.2349093854409233,0.233208464108535,0.0045965374101447,0.2437784752455199,0.17493165941075225,0.10090108332489622,0.13084944821302014,0.06811784954945833,4.102283000946045,0.4729146659374237,0.9835847175836564,0.9766491613149644,0.0
sweep_01_base_elastic,005,0.05,0.0,0.9963222287583957,0.2006682190948668,0.3913536498936924,-0.094056899868381,0.2903715703148729,0.08492457223853397,0.38203908069251796,-0.07259289257871823,-0.15684924572238534,3.301365852355957,0.7112654447555542,0.9880806166410446,0.9821846199035644,0.0
sweep_01_base_elastic,010,0.05,0.0,0.8987607274247869,0.2826971752556444,0.3876683203401843,-0.0859775235395362,0.3125847929533259,0.10719854206742938,0.2982484560089096,0.19574769666902905,-0.005244507441530829,2.0965800285339355,0.8211870789527893,0.986688429427147,0.9805934613466264,0.0
