analysis_label,model_variant,latent_dim,seed,fold_id,target,n_donors,y_mean,y_median,y_sd,y_min,y_max
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,5,Iba1,16,3.49981724275,3.2875192835,2.2688414972238484,0.889626131,8.936774274
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,5,NeuN,16,2.550985030125,2.299002979,1.553553979001985,0.321992175,6.498970505
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,1,6e10/A_beta,16,2.4928327965,1.992689683,2.3450631166428324,0.001272704,6.975808464
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,1,AT8,16,0.67851525075,0.433475442,0.6599949896695525,0.023134551,1.978833129
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,1,GFAP,16,6.02547054675,5.3118431925,3.6957172283807362,1.676257874,13.30485711
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,1,Iba1,16,3.199624140125,2.7020218385000003,1.6840427840963568,0.889626131,6.097387985
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,1,NeuN,16,3.167736168125,2.766158058,2.4589889327958336,0.177981557,7.0412262
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,2,6e10/A_beta,16,2.0382549549374995,0.5834805855,3.918103412843294,0.000203861,15.29570291
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,2,AT8,16,0.9661837088125,0.22158985199999998,1.524545667413874,0.017713481,5.382839956
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,2,GFAP,16,5.1300397283125,4.14616969,3.376855747916807,0.975268257,11.55416389
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,2,Iba1,16,3.948012401,3.2663266035,2.123664358451946,1.195535503,8.657872802
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,2,NeuN,16,3.142698721875,2.5809187695,2.1748133407483494,0.089542907,8.798228889
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,3,6e10/A_beta,16,2.0087136489375004,1.3957189965,2.5909555886189684,0.0,10.3937098
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,3,AT8,16,1.2346806755,0.5675393895,1.475948046071407,0.006603551,4.062182723
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,3,GFAP,16,6.0924078470625,5.005455892500001,4.858471543984366,0.794675483,16.8535109
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,3,Iba1,16,3.354336128875,3.2874453715,1.8045149546694204,0.696723748,7.091355926
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,3,NeuN,16,2.923789657875,3.5525860160000002,1.8149157242561647,0.071346871,5.713642011
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,4,6e10/A_beta,16,2.75786198825,2.4421575485,2.737538858400753,0.000806054,9.060768751
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,4,AT8,16,1.76142847525,1.171907596,1.9902996075254316,0.009936062,6.924529518
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,4,GFAP,16,6.087787441750001,5.261056302,4.19829917639104,1.297575839,16.31359485
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,4,Iba1,16,4.678579990687499,3.951870299,3.17965873547936,1.167843406,10.14681443
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,4,NeuN,16,2.41548399675,2.2736000615,1.382745121814625,0.001337497,4.852197655
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,5,6e10/A_beta,16,2.29612289225,1.444682347,2.8432515668365363,0.000168494,10.75596125
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,5,AT8,16,0.46402451600000005,0.1203488375,0.7514435813797332,0.007572086,2.992553952
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,5,GFAP,16,6.55159093525,3.2238306695,7.153458421537531,0.612357615,26.47735253
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,5,Iba1,16,3.6387367529374997,3.7429719785,1.7155139088912872,1.00351526,7.445298151
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,701,5,NeuN,16,2.52945755325,2.38375995,1.3386353503681645,0.04433574,4.355163503
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,1,6e10/A_beta,16,1.4423531296875,0.956902855,1.7714438439927245,0.000168494,6.760132171
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,1,AT8,16,0.7393124076875,0.3525874915,0.952405640363309,0.007572086,3.455456081
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,1,GFAP,16,5.911377277125,2.4564382735,6.515482292508466,1.297575839,26.47735253
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,1,Iba1,16,2.6901203515625,2.3007572675,1.5884691905227146,0.696723748,6.49415367
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,1,NeuN,16,1.7406902335,1.3079202475,1.4629903469895411,0.04433574,4.550019022
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,2,6e10/A_beta,16,4.4208309754375,3.0817469565,4.1613651945686625,0.003928574,15.29570291
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,2,AT8,16,1.2081938890625001,0.9557121740000001,1.112180499850159,0.033161347,4.062182723
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,2,GFAP,16,7.2792997775625,6.5652079085,5.159210871720333,0.975268257,18.10955287
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,2,Iba1,16,4.188897426375,3.4240755065,2.3169048157365504,0.889626131,8.936774274
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,2,NeuN,16,2.762592599875,2.3975734015,2.018638808474472,0.120715201,8.798228889
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,3,6e10/A_beta,16,2.924971709625,1.9428435985,3.0424263446191153,0.000806054,10.75596125
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,3,AT8,16,1.281399711875,0.5523063505,1.7165262600399418,0.007338071,5.382839956
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,3,GFAP,16,5.3924089646875,4.1506478824999995,3.5700343831788186,1.680023713,12.81945045
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,3,Iba1,16,4.112266722625,3.8899084525000003,1.4090192014436316,2.286564722,7.445298151
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,3,NeuN,16,3.3009154093125,3.6392739775000003,1.1786661160168832,0.688790683,4.913425721
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,4,6e10/A_beta,16,2.0702490885625,1.559931498,2.0063815976418984,0.000191268,8.195152303
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,4,AT8,16,1.601046610875,0.5823288205,2.0219696773240554,0.0080518,6.924529518
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,4,GFAP,16,7.0217111530625,6.171771502,4.559512299666158,1.545604977,16.31359485
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,4,Iba1,16,4.100524019,2.990957212,3.138224849140268,1.00351526,10.14681443
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,4,NeuN,16,2.4631040803125,1.7498483244999998,2.174939130553856,0.001337497,6.97957834
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,5,6e10/A_beta,16,0.7353813775625,0.122780114,1.079598532117992,0.0,3.242628319
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,5,AT8,16,0.2748800068125,0.105998273,0.48067024565657174,0.006603551,1.934429141
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,5,GFAP,16,4.2824993266875,4.1933846925,3.0988173435573025,0.612357615,11.55416389
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,5,Iba1,16,3.7274808940625,3.3599362965,1.9287155161691503,1.167843406,7.091355926
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,809,5,NeuN,16,3.911863774875,3.908774192,1.7479328420209206,0.222454051,7.0412262
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,1,6e10/A_beta,16,2.6986395950625,1.988710489,2.9865289584525563,0.000532484,10.3937098
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,1,AT8,16,1.63207237025,1.6750828835,1.5499773309953992,0.022147665,4.509271665
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,1,GFAP,16,7.157661912,5.7502412320000005,4.3696278939783495,1.680023713,16.8535109
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,1,Iba1,16,4.0880939640000005,3.8733241205,2.578555932961347,1.179175425,10.14681443
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,1,NeuN,16,3.3013962258125,3.384685108,2.5187501274103923,0.001337497,8.798228889
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,2,6e10/A_beta,16,1.276148327125,0.427973956,1.7628353642740875,0.0,6.546090886
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,2,AT8,16,1.1813091923749999,0.10744906500000001,2.149342370720552,0.006603551,6.924529518
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,2,GFAP,16,5.780498374062501,3.164756496,6.781945428507178,0.981970599,26.47735253
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,2,Iba1,16,3.3760613826875003,2.895099891,1.822334597305957,1.195535503,6.884660471
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,2,NeuN,16,2.2248231881875,1.8447646565,1.459376464989891,0.04433574,4.624630672
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,3,6e10/A_beta,16,2.642007684625,1.0398321314999999,4.272772507230993,0.000764286,15.29570291
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,3,AT8,16,0.5502369463125,0.17318604799999998,0.6734872536393144,0.019594538,1.91768683
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,3,GFAP,16,5.6101032250625,3.9585461200000003,3.722286141018556,1.297575839,11.55416389
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,3,Iba1,16,4.39711200675,3.7936332895,2.4695723750237364,1.140085506,8.936774274
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,3,NeuN,16,2.603301887125,2.2078916079999997,1.550926090270784,0.177981557,6.072337602
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,4,6e10/A_beta,16,2.6726268218750002,1.5310620959999999,2.998697879759649,0.000806054,10.75596125
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,4,AT8,16,0.579365649375,0.251125217,0.7978216282374085,0.007338071,2.992553952
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,4,GFAP,16,4.9907982561874995,3.3904659345,3.410686874218014,0.975268257,12.81945045
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,4,Iba1,16,3.649625141625,3.8115000235,1.7993454382213026,0.696723748,7.445298151
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,4,NeuN,16,2.6838012255,2.327288432,1.847601566406687,0.071346871,7.0412262
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,5,6e10/A_beta,16,2.3043638521875,2.4707936005000004,1.6530887153502476,0.000168494,6.495166629
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,5,AT8,16,1.161848468,0.663782957,1.2463573474763459,0.007572086,3.857216337
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,5,GFAP,16,6.3482347318125,5.752725656,5.017799234224062,0.612357615,18.10955287
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,5,Iba1,16,3.3083969185625,2.7740829535,2.208508862587815,0.889626131,9.513231434
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,911,5,NeuN,16,3.36584357125,3.4264764475,1.7276600796203103,0.321992175,6.97957834
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,1,6e10/A_beta,16,1.8816631976875,1.291271104,2.690331925441796,0.000168494,10.75596125
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,1,AT8,16,1.0477383610625,0.17318604799999998,1.8314919852223746,0.007572086,6.924529518
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,1,GFAP,16,4.518801495187501,2.885443252,4.04481764427408,1.369721491,16.31359485
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,1,Iba1,16,3.1327564951874995,3.407908997,1.510315219539011,0.696723748,6.44983744
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,1,NeuN,16,2.4089857741875003,2.2327617825,1.492457406517115,0.04433574,4.57951719
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,2,6e10/A_beta,16,2.8352244627500003,2.3957320965,2.8896046612908908,0.0,9.060768751
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,2,AT8,16,1.2611651316875,0.807264229,1.5027977340540557,0.006603551,5.382839956
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,2,GFAP,16,5.479715484125,4.3917556145,4.428003161957738,0.981970599,18.10955287
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,2,Iba1,16,4.210661577,3.6737152755,2.326612032861437,1.10601287,8.936774274
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,2,NeuN,16,2.6693330706875,2.3664183815,1.5740508150400276,0.089542907,6.498970505
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,3,6e10/A_beta,16,2.1367384468750004,0.8804169485000001,3.073124849518366,0.000191268,10.3937098
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,3,AT8,16,1.2726983938125,0.464570508,1.5209261800409757,0.007338071,4.062182723
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,3,GFAP,16,7.618439218625,6.0655015705,6.291508710015751,0.794675483,26.47735253
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,3,Iba1,16,3.8150635340625,3.2874453715,2.4837928357446852,1.195535503,10.14681443
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,3,NeuN,16,3.1226581104375004,3.6392739775000003,1.797661863968728,0.001337497,5.713642011
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,4,6e10/A_beta,16,2.4014916935625,1.3034317135,3.8634663678095924,0.000806054,15.29570291
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,4,AT8,16,0.6002236243125001,0.1972268835,0.706243999300448,0.009936062,2.011315673
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,4,GFAP,16,6.2865682791249995,4.6664923435,4.505130043643863,0.612357615,16.8535109
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,4,Iba1,16,4.296659598374999,4.235163683,2.363978470226582,0.889626131,8.930063233
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,4,NeuN,16,2.7007091071875,2.368544526,2.386280826738432,0.120715201,8.798228889
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,5,6e10/A_beta,16,2.33866848,2.063230685,1.7542978413113195,0.001530732,6.975808464
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,5,AT8,16,0.9230071154375001,0.27654017249999996,1.3428340324095496,0.019594538,4.509271665
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,5,GFAP,16,5.9837720220624995,5.04824643,4.154023632834422,0.975268257,13.36740458
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,5,Iba1,16,3.3641482089999997,2.9362021385,2.1339366413080727,1.140085506,9.513231434
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,1009,5,NeuN,16,3.277480035375,2.7109460025,2.0295060017030853,0.342434319,6.97957834
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,1,6e10/A_beta,16,1.9526034770625,1.413254401,2.6363278845356035,0.0,10.3937098
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,1,AT8,16,1.4283623915625001,0.42742521,2.0293061895966695,0.006603551,6.924529518
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,1,GFAP,16,6.132596291812501,4.696705235,4.799085436073532,0.975268257,16.31359485
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,1,Iba1,16,3.5978887369375006,3.3819386535,1.355844964906448,1.195535503,6.44983744
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,1,NeuN,16,3.0620500700625,2.73323716,2.0199518289323333,0.04433574,8.798228889
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,2,6e10/A_beta,16,2.17829229,1.4024480855,2.946501928552843,0.001294962,10.75596125
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,2,AT8,16,0.980266011,0.1002130365,1.3853029494816198,0.011590787,3.857216337
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,2,GFAP,16,5.2690318193125,5.4292765325,3.288870432733209,1.297575839,13.36740458
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,2,Iba1,16,4.327550488062499,4.030245475,2.427867932913863,1.10601287,9.513231434
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,2,NeuN,16,2.543539515,2.5111875965,1.5541322879009634,0.222454051,6.072337602
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,3,6e10/A_beta,16,1.5967178061875003,1.765285423,1.2305088153649455,0.000764286,3.242628319
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,3,AT8,16,0.9229070588124999,0.8051002705000001,0.7549545754216411,0.007338071,2.011315673
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,3,GFAP,16,5.614524670874999,3.892117475,4.574390620710861,0.794675483,16.8535109
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,3,Iba1,16,2.833748331875,2.293037237,1.875256690977531,0.696723748,6.49415367
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,3,NeuN,16,2.015088411375,1.820477023,1.7257502848100146,0.071346871,5.241588748
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,4,6e10/A_beta,16,3.307816951,1.604317139,4.069899065516495,0.001108222,15.29570291
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,4,AT8,16,1.0752322379375001,0.5933293575,1.4282679752857783,0.0080518,5.382839956
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,4,GFAP,16,6.091201718375,5.4216997970000005,4.666838781470208,0.612357615,18.10955287
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,4,Iba1,16,4.0722425185625,3.0527581825,2.7452590720051377,0.889626131,10.14681443
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,4,NeuN,16,3.5430403559375,3.573031975,2.137166945406819,0.001337497,7.0412262
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,5,6e10/A_beta,16,2.5583557566249997,1.7271898285,2.8340669855172433,0.000191268,9.060768751
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,5,AT8,16,0.698064927,0.0698553675,1.2674600196118937,0.011863017,4.509271665
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,5,GFAP,16,6.77994199875,5.13460883,6.376245524542356,1.545604977,26.47735253
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,5,Iba1,16,3.9878593381875005,3.547850433,2.210732136501095,1.222678946,8.936774274
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,107,5,NeuN,16,3.0154477455,2.8473984985,1.6780080038766176,0.632040347,6.498970505
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,1,6e10/A_beta,16,2.0154015286874998,1.479913408,2.2602174783288183,0.000191268,9.060768751
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,1,AT8,16,1.1200301579375,0.383231436,1.7468138846184054,0.015822854,6.924529518
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,1,GFAP,16,5.49164047225,4.511768996000001,4.09261679086449,0.975268257,16.31359485
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,1,Iba1,16,4.1900960030625,3.5220554815,2.231603927278472,1.222678946,8.936774274
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,1,NeuN,16,2.8724927828125,1.9735142445,2.2258469260304383,0.089542907,8.798228889
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,2,6e10/A_beta,16,1.3713151730625,0.43603695900000006,1.8296395347572267,0.000532484,6.546090886
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,2,AT8,16,0.495101768125,0.0856333705,0.8084921632934862,0.007338071,2.837355384
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,2,GFAP,16,6.96194687775,5.3175231935,6.786832378682455,1.297575839,26.47735253
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,2,Iba1,16,3.546702214,2.5462813325,2.4878658603918224,1.167843406,8.930063233
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,2,NeuN,16,3.1431539171875,2.7410624835,1.9583729722283905,0.688790683,7.0412262
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,3,6e10/A_beta,16,2.87293226375,1.620957416,3.63452826987364,0.000168494,10.75596125
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,3,AT8,16,1.414060216625,0.8586915765,1.5363204477948467,0.007572086,4.062182723
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,3,GFAP,16,6.263210366125,5.431538289500001,4.893371014175982,0.612357615,16.8535109
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,3,Iba1,16,3.514164692125,3.230153525,2.0910297940644655,1.10601287,10.14681443
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,3,NeuN,16,2.8946474990625,2.4540449195000003,1.9436478580653347,0.001337497,6.97957834
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,4,6e10/A_beta,16,2.0103599309374998,1.575447737,1.922994231279901,0.0,6.760132171
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,4,AT8,16,1.062681109625,0.52310826,1.6090833298015979,0.006603551,5.382839956
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,4,GFAP,16,6.0015672288125,4.572184198,4.0248558244628425,0.794675483,12.81945045
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,4,Iba1,16,3.808492851375,3.910602046,1.5620470656182341,1.00351526,5.947291923
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,4,NeuN,16,2.8776738148125,2.7609206,1.5623695666227404,0.177981557,5.241588748
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,5,6e10/A_beta,16,3.3237773844375,1.9968420595,3.9548895012082554,0.000203861,15.29570291
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,5,AT8,16,1.012959374,0.5906798645,1.19594821588907,0.009936062,3.455456081
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,5,GFAP,16,5.1689315541875,3.3904659345,3.685823204317939,1.369721491,13.36740458
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,5,Iba1,16,3.7598336530624996,2.990957212,2.612397165408022,0.696723748,9.513231434
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,211,5,NeuN,16,2.391198084,2.148998752,1.7210710958539117,0.04433574,4.852197655
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,1,6e10/A_beta,16,1.7321126496875001,1.3034317135,2.1430143033564963,0.000168494,6.760132171
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,1,AT8,16,0.5958560893125,0.1778850845,0.9785399585396499,0.007572086,3.857216337
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,1,GFAP,16,7.266972888,4.772678427500001,6.78696081777744,1.676257874,26.47735253
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,1,Iba1,16,3.2659077565625,2.7020218385000003,1.6974058290719465,1.10601287,7.445298151
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,1,NeuN,16,2.5480030219375003,2.0571797755,1.8651390249616375,0.177981557,6.498970505
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,2,6e10/A_beta,16,2.0339799591250003,2.038575685,2.203317504671468,0.000532484,8.195152303
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,2,AT8,16,1.1522134581249999,0.28617056949999997,1.4687863979653624,0.017713481,4.509271665
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,2,GFAP,16,5.9896620298125,4.837235661999999,4.182223057084312,1.84526138,16.8535109
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,2,Iba1,16,4.1592481175625,3.951870299,2.309008696999876,1.167843406,10.14681443
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,2,NeuN,16,2.619239100625,2.8173083314999996,1.5435796294215351,0.001337497,4.57951719
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,3,6e10/A_beta,16,1.8053744899375,0.709831557,2.1626519718644457,0.001108222,6.546090886
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,3,AT8,16,0.8989332145,0.383231436,1.388772560816301,0.007338071,5.382839956
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,3,GFAP,16,4.573356366312501,4.350155753999999,2.8569538082059753,0.612357615,8.688608943
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,3,Iba1,16,3.9570362838750004,3.821251722,1.7427951964246033,0.889626131,6.884660471
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,3,NeuN,16,2.7467982534375,2.70208214,1.9591038388006534,0.04433574,6.072337602
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,4,6e10/A_beta,16,2.2215093107499997,1.444682347,2.8544793173616902,0.000191268,10.3937098
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,4,AT8,16,1.12965213225,0.087513339,1.954401812103558,0.011590787,6.924529518
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,4,GFAP,16,5.27903772625,3.7380481000000003,4.975537722817079,0.794675483,16.31359485
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,4,Iba1,16,3.030300935875,2.675994139,1.8270446553985036,0.696723748,6.44983744
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,307,4,NeuN,16,3.1366057573749995,2.5700260564999997,1.975233569721884,0.071346871,8.798228889
