model_variant,latent_dim,seed,mean_pooled_oof_spearman,delta_vs_stage27c_locked,delta_vs_stage53_best_all_branches,negative_control_type,passed_negative_control
negative_control_programming_plus_donor_shuffled_state_programming,8,107,0.31447200566973776,-0.012230434342411722,-0.004434544902298276,donor_shuffled_state_programming,True
