gene,scope,AT8_delta,A_beta_6e10_delta,GFAP_delta,Iba1_delta,NeuN_delta,manifold_safety_status,prediction_safety_status,perturbation_success,failure_reason,mean_latent_shift,median_latent_shift,mean_nearest_real_cell_distance,p95_nearest_real_cell_distance,baseline_nn_p95_threshold,manifold_violation_fraction,tau_lowering_score,amyloid_lowering_score,neuron_preservation_score,gliosis_penalty,therapeutic_like_score,dual_pathology_lowering_score,broad_shift_score,tau_lowering_score_percentile,amyloid_lowering_score_percentile,neuron_preservation_score_percentile,gliosis_penalty_percentile,therapeutic_like_score_percentile,dual_pathology_lowering_score_percentile,broad_shift_score_percentile
LY86,graph_connected,0.0133578889071941,-0.0187357831746339,0.0050030024722218,-0.0012945941416546,0.0034301481209695,not_computed,not_separately_audited,True,,0.0001720809377729,0.0001490844006184,,,,,-0.0133578889071941,0.0187357831746339,0.0034301481209695,0.0050030024722218,-0.0149307432584464,0.005377894267439801,0.00836428336333478,16.928251121076233,82.21225710014947,55.34379671150972,41.89088191330344,45.10463378176382,61.846038863976084,22.757847533632287
RPL18,graph_connected,-0.007378214970231,0.0184018854051828,0.0057638655416667,0.0181231331080198,0.0014969297917559,not_computed,not_separately_audited,True,,0.0001966041163541,0.0001654088555369,,,,,0.007378214970231,-0.0184018854051828,0.0014969297917559,0.023886998649686502,-0.015011853887699602,-0.0110236704349518,0.01023280576337124,79.33482810164425,20.440956651718984,48.729446935724965,72.75784753363229,45.06726457399103,39.125560538116595,36.02391629297459
EXOC5,graph_connected,0.0091138677671551,0.0196132641285657,0.0116621749475598,0.0033895848318934,0.0090905306860804,not_computed,not_separately_audited,True,,0.0001351956307189,9.929237421602012e-05,,,,,-0.0091138677671551,-0.0196132641285657,0.0090905306860804,0.015051759779453201,-0.0150750968605279,-0.0287271318957208,0.01057388447225088,25.710014947683106,19.13303437967115,75.0747384155456,60.05231689088192,45.029895366218234,19.394618834080717,38.37817638266069
PTAFR,graph_connected,0.0021153346169739,-0.0152319893240928,0.011405031196773,-0.0204440467059612,-0.0015644652303308,not_computed,not_separately_audited,True,,0.0001532126188976,0.0001214466901728,,,,,-0.0021153346169739,0.0152319893240928,-0.0015644652303308,0.011405031196773,-0.0150848310440777,0.0131166547071189,0.01015217341482634,48.393124065769804,77.27952167414051,35.42600896860987,53.51270553064275,44.992526158445436,71.44992526158445,35.1270553064275
PRDM2,graph_connected,0.027901442721486,0.0395963490009307,-0.015671033412218,-0.002094461582601,0.0127671491354703,not_computed,not_separately_audited,True,,0.0002432044420856,0.0002616444835439,,,,,-0.027901442721486,-0.0395963490009307,0.0127671491354703,0.0,-0.015134293586015701,-0.06749779172241671,0.019606087170541204,3.4005979073243644,5.4559043348281016,83.33333333333334,14.835575485799701,44.955156950672645,3.1390134529147984,79.6337817638266
PACS2,graph_connected,0.0083693359047174,-0.0025641033425927,0.0072198798879981,-0.0028028662782162,0.0004524782707449,not_computed,not_separately_audited,True,,0.0001618749083718,0.0001419463660567,,,,,-0.0083693359047174,0.0025641033425927,0.0004524782707449,0.0072198798879981,-0.0151367375219706,-0.0058052325621247,0.004281732736853861,27.765321375186847,58.25859491778774,43.796711509716,45.70254110612855,44.91778774289985,46.337817638266074,3.961136023916293
ZNF532,graph_connected,0.012762552127242,0.0203334782272577,0.0095939235761761,-0.0002654884592629,0.0072181052528321,not_computed,not_separately_audited,True,,0.0001829516113502,0.0001404045178787,,,,,-0.012762552127242,-0.0203334782272577,0.0072181052528321,0.0095939235761761,-0.015138370450586,-0.0330960303544997,0.01003470952855416,18.385650224215247,18.124065769805682,69.24514200298954,50.63527653213752,44.880418535127056,15.76980568011958,34.15545590433483
DDB2,graph_connected,0.0018992222612723,-0.0087595283985137,-0.0129997329786419,-0.0020157862454652,-0.0132598392665386,not_computed,not_separately_audited,True,,0.0001608525490155,0.0001172107004094,,,,,-0.0018992222612723,0.0087595283985137,-0.0132598392665386,0.0,-0.015159061527810899,0.006860306137241401,0.007786821830086341,48.99103139013453,68.83408071748879,8.482810164424514,14.835575485799701,44.843049327354265,63.82660687593423,19.20777279521674
PUM2,graph_connected,-0.000892108073458,-0.0074381465092301,0.0095621440559625,7.513399759773165e-05,-0.0064472709782421,not_computed,not_separately_audited,True,,0.0001323833275819,0.0001153873818111,,,,,0.000892108073458,0.0074381465092301,-0.0064472709782421,0.009637278053560232,-0.015192440958344332,0.0083302545826881,0.0048829607228980864,59.4170403587444,66.74140508221225,20.291479820627803,50.85949177877429,44.80568011958147,65.91928251121077,5.306427503736921
RNF111,graph_connected,-0.0101051405072212,-0.0002677721786312,0.0163861103355884,-0.015401192009449,-0.0089272446930408,not_computed,not_separately_audited,True,,0.0001799250603653,0.0002112411457346,,,,,0.0101051405072212,0.0002677721786312,-0.0089272446930408,0.0163861103355884,-0.015208214521408,0.010372912685852399,0.01021749194478612,84.60388639760838,54.035874439461885,14.91031390134529,62.705530642750375,44.76831091180867,68.46038863976084,35.874439461883405
ARNT,graph_connected,-0.0084167933091521,-0.041594099253416,0.029661625623703,-0.0112218130379915,0.0060344426892697,not_computed,not_separately_audited,True,,0.000233611674048,0.0001865929807536,,,,,0.0084167933091521,0.041594099253416,0.0060344426892697,0.029661625623703,-0.0152103896252812,0.0500108925625681,0.019385754782706457,81.31539611360239,95.51569506726457,64.76083707025411,78.51270553064275,44.73094170403588,93.87144992526159,78.84902840059792
RBMS1,graph_connected,0.0040638856589794,-0.0315846018493175,0.0152217000722885,-0.0064067533239722,0.0040296372026205,not_computed,not_separately_audited,True,,0.0001636965607758,0.0002030831383308,,,,,-0.0040638856589794,0.0315846018493175,0.0040296372026205,0.0152217000722885,-0.015255948528647399,0.0275207161903381,0.01226131562143562,41.4050822122571,92.00298953662183,57.473841554559044,60.38863976083707,44.69357249626308,84.19282511210763,48.57997010463378
SMC5,graph_connected,-0.0019094012677669,0.0284889172762632,0.0111592160537838,0.0059498185291886,-6.068154834792949e-05,not_computed,not_separately_audited,True,,0.0003673074243124,0.0003461130545474,,,,,0.0019094012677669,-0.0284889172762632,-6.068154834792949e-05,0.0171090345829724,-0.01526031486355343,-0.0265795160084963,0.009513606935070086,63.22869955156951,10.201793721973095,41.74140508221226,63.751868460388636,44.65620328849028,21.225710014947683,30.866965620328852
R3HDM1,graph_connected,0.0047657983377575,0.0061102812178432,-0.0340227261185646,0.026280777528882,0.015747332945466,not_computed,not_separately_audited,True,,0.0002287675015395,0.0002445914142299,,,,,-0.0047657983377575,-0.0061102812178432,0.015747332945466,0.026280777528882,-0.0152992429211735,-0.0108760795556007,0.017385383229702657,39.34977578475337,40.88191330343797,88.19133034379672,75.14947683109118,44.61883408071749,39.42451420029896,72.86995515695067
LITAF,graph_connected,0.0102540245279669,0.0072693810798227,0.0079959025606513,-0.0179660432040691,0.0029094847850501,not_computed,not_separately_audited,True,,0.0001323943433817,9.953502012649552e-05,,,,,-0.0102540245279669,-0.0072693810798227,0.0029094847850501,0.0079959025606513,-0.0153404423035681,-0.0175234056077896,0.00927896723151202,22.90732436472347,38.789237668161434,53.736920777279515,47.6457399103139,44.58146487294469,31.31539611360239,29.14798206278027
AKAP10,graph_connected,-0.0001102839960367,-0.0073394398204982,-0.0056703947484493,-0.0083440383896231,-0.0154739562422037,not_computed,not_separately_audited,True,,0.0001576578215463,0.0001660142588661,,,,,0.0001102839960367,0.0073394398204982,-0.0154739562422037,0.0,-0.015363672246167,0.007449723816534901,0.0073876226393622,56.68908819133034,66.4424514200299,6.203288490284006,14.835575485799701,44.5440956651719,64.57399103139014,16.442451420029897
STAU2,graph_connected,-0.0034169247373938,0.0057509308680891,0.0178632978349924,-0.0060401991941034,-0.0009356455993838,not_computed,not_separately_audited,True,,0.00018903563614,0.0002285803348058,,,,,0.0034169247373938,-0.0057509308680891,-0.0009356455993838,0.0178632978349924,-0.015382018696982398,-0.0023340061306953,0.0068013996467924985,68.27354260089686,41.62929745889387,37.89237668161435,65.02242152466367,44.506726457399104,51.12107623318386,13.11659192825112
UBL3,graph_connected,0.0132229328155517,0.0304748136550188,0.0081698065623641,-0.0106139183044433,0.0059804529882967,not_computed,not_separately_audited,True,,0.0001427441602572,0.0001609774772077,,,,,-0.0132229328155517,-0.0304748136550188,0.0059804529882967,0.0081698065623641,-0.0154122863896191,-0.0436977464705705,0.01369238486513492,17.227204783258596,9.043348281016444,64.53662182361734,48.28101644245142,44.469357249626306,9.678624813153961,56.875934230194325
IFI16,graph_connected,0.0080593451857566,0.0268491115421056,-0.0057345242239534,-0.0034308084286749,-0.00738943554461,not_computed,not_separately_audited,True,,0.0001706167531665,0.0001458121259929,,,,,-0.0080593451857566,-0.0268491115421056,-0.00738943554461,0.0,-0.0154487807303666,-0.0349084567278622,0.0102926449850201,28.699551569506728,11.17339312406577,18.385650224215247,14.835575485799701,44.431988041853515,14.050822122571002,36.360239162929744
SP3,graph_connected,-0.0018149648094549,-0.008144412189722,0.0115513345226645,-0.0215182267129421,-0.005714766215533,not_computed,not_separately_audited,True,,0.0001968342548934,0.0002068828907795,,,,,0.0018149648094549,0.008144412189722,-0.005714766215533,0.0115513345226645,-0.0154511359287426,0.0099593769991769,0.0097487408900633,62.78026905829597,68.23617339312406,22.720478325859492,53.84902840059791,44.39461883408072,67.9372197309417,32.0254110612855
MAP2K4,graph_connected,0.0031003816984593,-0.0134253622964024,0.0190275628119707,-0.0034681183751672,0.0066464710980653,not_computed,not_separately_audited,True,,0.0001761307648848,0.0001641188573557,,,,,-0.0031003816984593,0.0134253622964024,0.0066464710980653,0.0190275628119707,-0.0154814734123647,0.0103249805979431,0.009133579256012981,45.029895366218234,74.85052316890882,67.45142002989537,66.4050822122571,44.35724962630792,68.34828101644244,27.989536621823618
U2SURP,graph_connected,0.0134652219712734,0.0135507769882678,0.0013206246076151,-0.0027179021853953,-0.0007129639852792,not_computed,not_separately_audited,True,,0.0001632128987694,0.0001435682643204,,,,,-0.0134652219712734,-0.0135507769882678,-0.0007129639852792,0.0013206246076151,-0.0154988105641677,-0.0270159989595412,0.00635349794756616,16.666666666666664,28.176382660687594,38.86397608370702,33.37070254110613,44.31988041853513,20.777279521674142,11.248131539611359
TRAPPC11,graph_connected,0.0099528627470135,-0.0064715747721493,0.0050503965467214,0.0119798295199871,0.0114667266607284,not_computed,not_separately_audited,True,,0.0001927444245666,0.0001447777613066,,,,,-0.0099528627470135,0.0064715747721493,0.0114667266607284,0.0170302260667085,-0.015516362152993598,-0.0034812879748641994,0.008984278049319939,23.50523168908819,64.8355754857997,81.09118086696562,63.67713004484305,44.28251121076233,49.73841554559043,27.130044843049326
JUN,graph_connected,-0.0119980107992887,-0.0235285889357328,-0.0229574665427207,0.0378436557948589,0.0102510247379541,not_computed,not_separately_audited,True,,0.0001779553567757,0.0001028404367389,,,,,0.0119980107992887,0.0235285889357328,0.0102510247379541,0.0378436557948589,-0.015594620257616099,0.0355265997350215,0.021315749362111037,87.81763826606877,86.54708520179372,78.32585949177877,84.90284005979073,44.24514200298953,88.37817638266068,83.66965620328848
CWC27,graph_connected,0.0031922492198646,-0.0113323191180825,-0.0355263799428939,-0.0133567508310079,-0.0124060716480016,not_computed,not_separately_audited,True,,0.0002171688101952,0.0001742662279866,,,,,-0.0031922492198646,0.0113323191180825,-0.0124060716480016,0.0,-0.0155983208678662,0.008140069898217901,0.0151627541519701,44.76831091180867,72.42152466367713,9.342301943198803,14.835575485799701,44.20777279521674,65.6203288490284,64.34977578475336
RSRC2,graph_connected,0.0028714302461594,0.0081142177805304,-0.0012030681828036,-0.0149937262758612,-0.0127328019589185,not_computed,not_separately_audited,True,,0.0002199999871663,0.0001675365201663,,,,,-0.0028714302461594,-0.0081142177805304,-0.0127328019589185,0.0,-0.0156042322050779,-0.0109856480266898,0.00798304888885462,45.85201793721973,37.294469357249625,9.043348281016444,14.835575485799701,44.17040358744394,39.200298953662184,20.440956651718984
UNK,graph_connected,0.0173265617340803,0.0008501993142999,-0.0030616240110248,-0.0163612626492977,0.0017093661008402,not_computed,not_separately_audited,True,,0.0001728603674564,0.0001316847046837,,,,,-0.0173265617340803,-0.0008501993142999,0.0017093661008402,0.0,-0.015617195633240101,-0.018176761048380202,0.007861802761908582,10.799701046337818,51.270553064275035,49.43946188340807,14.835575485799701,44.13303437967115,30.455904334828098,19.730941704035875
PPP4R2,graph_connected,-0.0214527789503335,-0.0347066447138786,-0.0753284767270088,0.0376231782138347,0.0005519028636626,not_computed,not_separately_audited,True,,0.0003664556134026,0.0003144630172755,,,,,0.0214527789503335,0.0347066447138786,0.0005519028636626,0.0376231782138347,-0.015618496399838599,0.0561594236642121,0.03393259629374364,95.44095665171899,93.34828101644244,44.28251121076233,84.75336322869956,44.09566517189836,95.2914798206278,95.59043348281017
CFDP1,graph_connected,0.0064266161061823,-0.0236023943871259,0.0055304807610809,-0.0139679973945021,-0.0036754861939698,not_computed,not_separately_audited,True,,0.0001651904458412,0.0001348175574094,,,,,-0.0064266161061823,0.0236023943871259,-0.0036754861939698,0.0055304807610809,-0.015632583061233,0.017175778280943597,0.0106405949685722,33.70702541106129,86.62182361733932,28.699551569506728,42.71300448430493,44.05829596412556,76.19581464872944,38.90134529147982
FARP2,graph_connected,0.0038081393577158,0.007240975741297,-0.0001738499995553,-0.0061606569215655,-0.0118253407999873,not_computed,not_separately_audited,True,,0.0001466263784095,0.000107219806523,,,,,-0.0038081393577158,-0.007240975741297,-0.0118253407999873,0.0,-0.0156334801577031,-0.0110491150990128,0.00584179256402418,42.30194319880419,38.826606875934225,10.164424514200299,14.835575485799701,44.020926756352765,38.97608370702541,8.707025411061284
SPPL2A,graph_connected,-0.0102018881589174,0.0157461147755384,0.0061039524152874,0.0339176207780838,0.0141493808478116,not_computed,not_separately_audited,True,,0.0002796913613565,0.0002264153736177,,,,,0.0102018881589174,-0.0157461147755384,0.0141493808478116,0.0400215731933712,-0.015670304186642198,-0.005544226616621,0.01602379139512772,84.75336322869956,25.0,86.02391629297459,86.21076233183857,43.983557548579974,46.78624813153961,68.12406576980567
MFF,graph_connected,0.0028486761730164,0.0095677245408296,0.0105674751102924,-0.0052659618668258,-0.0022603273391723,not_computed,not_separately_audited,True,,0.0001615053479326,0.0001273411471629,,,,,-0.0028486761730164,-0.0095677245408296,-0.0022603273391723,0.0105674751102924,-0.015676478622481102,-0.012416400713845999,0.006102033006027299,46.00149476831091,34.902840059790734,32.922272047832585,51.98056801195815,43.946188340807176,36.99551569506727,9.940209267563528
LPAR6,graph_connected,0.0130542265251278,0.0267729330807924,-0.0008822826785035,-0.0001685739844106,-0.00263362377882,not_computed,not_separately_audited,True,,0.0001549627049826,0.000124739279272,,,,,-0.0130542265251278,-0.0267729330807924,-0.00263362377882,0.0,-0.0156878503039478,-0.0398271596059202,0.008702328009530861,17.675635276532137,11.285500747384155,31.726457399103143,14.835575485799701,43.908819133034385,11.397608370702542,25.0
CHPT1,graph_connected,0.0013201377587392,-0.0042346352711319,0.0113576371222734,-0.0166440829634666,-0.003022709628567,not_computed,not_separately_audited,True,,0.0001892650034278,0.0001511335867689,,,,,-0.0013201377587392,0.0042346352711319,-0.003022709628567,0.0113576371222734,-0.0157004845095796,0.0029144975123927006,0.00731584054883562,51.04633781763827,61.06128550074739,30.418535127055307,53.36322869955157,43.87144992526159,58.70702541106129,15.657698056801195
CNPY3,graph_connected,0.0021655766759067,0.0030037004034966,-0.0055123046040534,0.0032818838953971,-0.0103586874902248,not_computed,not_separately_audited,True,,0.0001455477176932,0.0001099076180253,,,,,-0.0021655766759067,-0.0030037004034966,-0.0103586874902248,0.0032818838953971,-0.0158061480615286,-0.0051692770794033,0.00486443061381572,48.243647234678626,47.12257100149477,12.294469357249627,37.81763826606876,43.83408071748879,47.27204783258595,5.2690582959641254
HLA-DQA1,graph_connected,0.0062194145284593,0.0143951550126075,0.0144643811509013,-0.0075911898165941,0.0048659583553671,not_computed,not_separately_audited,True,,7.978505891514942e-05,4.8233079724013805e-05,,,,,-0.0062194145284593,-0.0143951550126075,0.0048659583553671,0.0144643811509013,-0.0158178373239935,-0.0206145695410668,0.009507219772785862,34.417040358744394,27.05530642750374,60.61285500747384,58.931240657698055,43.796711509716,27.541106128550076,30.792227204783256
CLU,graph_connected,-0.0094682779163122,-0.0021948707289993,-0.0154181066900491,0.0125462114810943,-0.0127812614664435,not_computed,not_separately_audited,True,,0.0001549028092995,0.0001032796062645,,,,,0.0094682779163122,0.0021948707289993,-0.0127812614664435,0.0125462114810943,-0.015859195031225598,0.0116631486453115,0.01048174565657968,83.74439461883408,57.585949177877424,9.005979073243648,55.60538116591929,43.7593423019432,69.99252615844544,37.74289985052317
TAB2,graph_connected,0.0070876451209187,0.043130375444889,-0.0033292931038886,0.0137219559401273,0.004935645032674,not_computed,not_separately_audited,True,,0.0001565147686051,0.0001094362596631,,,,,-0.0070876451209187,-0.043130375444889,0.004935645032674,0.0137219559401273,-0.015873956028372,-0.0502180205658077,0.014440982928499522,31.2406576980568,4.22272047832586,60.98654708520179,57.8101644245142,43.7219730941704,7.137518684603886,60.837070254110614
PPP1R10,graph_connected,0.0013193655759096,0.0089762462303042,0.0106662716716527,-0.0209068283438682,-0.0039084814488887,not_computed,not_separately_audited,True,,0.0002038080565398,0.0001534202892798,,,,,-0.0013193655759096,-0.0089762462303042,-0.0039084814488887,0.0106662716716527,-0.015894118696451,-0.0102956118062138,0.00915543865412468,51.083707025411066,35.46337817638266,27.690582959641258,52.167414050822124,43.68460388639761,40.17189835575486,28.213751868460392
CD46,graph_connected,-0.0003459004801698,0.0019414653070271,-0.000954657443799,0.0046304250136017,-0.011672206223011,not_computed,not_separately_audited,True,,0.0001632327475817,0.0001253249065484,,,,,0.0003459004801698,-0.0019414653070271,-0.011672206223011,0.0046304250136017,-0.0159567307564429,-0.0015955648268573,0.00390893089352172,57.62331838565022,49.10313901345291,10.351270553064275,40.91928251121077,43.64723467862481,52.167414050822124,3.1390134529147984
TCF4,graph_connected,0.0047611729241907,0.0067628822289407,0.0213311985135078,2.931610833911691e-05,0.0100741535425186,not_computed,not_separately_audited,True,,0.0001309174258494,9.679968934506178e-05,,,,,-0.0047611729241907,-0.0067628822289407,0.0100741535425186,0.02136051462184692,-0.016047534003519017,-0.0115240551531314,0.008591744663499384,39.42451420029896,39.8729446935725,77.72795216741405,69.88041853512705,43.609865470852014,38.45291479820628,24.2152466367713
EIF3A,graph_connected,0.0044991262257099,-0.000961951969657,0.0058599188923835,0.0129430117085576,0.0072356518357992,not_computed,not_separately_audited,True,,0.0002270170225529,0.0001886114187072,,,,,-0.0044991262257099,0.000961951969657,0.0072356518357992,0.0188029306009411,-0.016066404990851803,-0.0035371742560529004,0.0062999321264214396,40.17189835575486,55.26905829596412,69.43198804185351,66.10612855007474,43.57249626307922,49.70104633781764,10.837070254110612
MGAT5,graph_connected,0.005468513816595,0.0205648615956306,0.0198162700980901,-0.0152579974383115,0.0092122219502925,not_computed,not_separately_audited,True,,0.0001202444982482,9.42303886404261e-05,,,,,-0.005468513816595,-0.0205648615956306,0.0092122219502925,0.0198162700980901,-0.0160725619643926,-0.026033375412225602,0.014063972979783939,36.846038863976084,17.713004484304935,75.37369207772795,67.56352765321375,43.535127055306425,21.823617339312406,58.70702541106129
VTI1A,graph_connected,-0.0026534728240221,0.0241890922188758,-0.0085794227197766,0.0121966851875185,-0.0065341251902282,not_computed,not_separately_audited,True,,0.0001459171180613,0.0001138691077358,,,,,0.0026534728240221,-0.0241890922188758,-0.0065341251902282,0.0121966851875185,-0.016077337553724598,-0.021535619394853697,0.01083055962808424,65.69506726457399,13.52765321375187,19.91778774289985,55.231689088191324,43.49775784753363,26.121076233183853,40.17189835575486
IQCB1,graph_connected,-0.0057856733910739,-0.0152553226798772,-0.0091424444690346,0.0074050277471542,-0.0144884334877133,not_computed,not_separately_audited,True,,0.000281911692582,0.0002416315692244,,,,,0.0057856733910739,0.0152553226798772,-0.0144884334877133,0.0074050277471542,-0.016107787843793603,0.0210409960709511,0.010415380354970642,74.85052316890882,77.31689088191331,7.137518684603886,46.1136023916293,43.460388639760836,79.82062780269058,37.18236173393124
ATP6V0A1,graph_connected,0.0006066205678507,0.0207655243575572,0.0052760853432118,0.0063863778486847,-0.0038584335707128,not_computed,not_separately_audited,True,,0.0001867674582172,0.0001850993867265,,,,,-0.0006066205678507,-0.0207655243575572,-0.0038584335707128,0.0116624631918965,-0.01612751733046,-0.0213721449254079,0.007378608337603438,53.88639760837071,17.48878923766816,27.989536621823618,54.035874439461885,43.42301943198804,26.345291479820627,16.218236173393123
NUMA1,graph_connected,0.0126189058646559,0.0058967089280486,0.0032424256205558,-0.0053892177529633,-0.0002681110636331,not_computed,not_separately_audited,True,,0.0001319915027124,0.0001105150586226,,,,,-0.0126189058646559,-0.0058967089280486,-0.0002681110636331,0.0032424256205558,-0.0161294425488448,-0.0185156147927045,0.0054830738459713405,18.497757847533634,41.21823617339312,40.84454409566517,37.705530642750375,43.38565022421525,30.04484304932735,7.399103139013453
DDX46,graph_connected,-0.0026193321682512,-0.0140946945175528,0.0083554191514849,-0.0015876025427132,-0.0104047404602169,not_computed,not_separately_audited,True,,0.0001682185829849,0.0001359234447591,,,,,0.0026193321682512,0.0140946945175528,-0.0104047404602169,0.0083554191514849,-0.0161408274434506,0.016714026685804,0.007412357768043801,65.54559043348281,75.7473841554559,12.182361733931241,48.804185351270554,43.34828101644245,75.67264573991032,16.666666666666664
ZC3H13,graph_connected,0.0091646676883101,-0.0154905105009675,0.0129398116841912,-0.0122559107840061,0.0059472052380442,not_computed,not_separately_audited,True,,0.0001385730865877,0.0001125588823924,,,,,-0.0091646676883101,0.0154905105009675,0.0059472052380442,0.0129398116841912,-0.016157274134457097,0.006325842812657401,0.01115962117910382,25.56053811659193,77.69058295964125,64.42451420029896,56.35276532137519,43.31091180866966,63.04185351270553,41.591928251121075
FLOT2,graph_connected,0.0029512462206184,-0.0123179787769913,0.0243565663695335,-0.0100977765396237,0.0110492166131734,not_computed,not_separately_audited,True,,0.0002087143657263,0.0001551133027533,,,,,-0.0029512462206184,0.0123179787769913,0.0110492166131734,0.0243565663695335,-0.0162585959769785,0.0093667325563729,0.012154556903988058,45.51569506726457,73.69207772795217,80.23168908819133,73.28101644245142,43.27354260089686,66.96562032884903,47.94469357249626
PACSIN2,graph_connected,0.020265070721507,-0.0081393588334321,-0.0248064398765563,-0.0266729742288589,0.0040019815787673,not_computed,not_separately_audited,True,,0.0002090392226818,0.0002103881997754,,,,,-0.020265070721507,0.0081393588334321,0.0040019815787673,0.0,-0.0162630891427397,-0.0121257118880749,0.01677716504782432,7.997010463378176,68.16143497757847,57.399103139013455,14.835575485799701,43.23617339312407,37.25710014947683,70.92675635276532
HLA-DMA,graph_connected,-0.0045946440659463,0.007595173548907,-0.0074121016077697,0.0163276176899671,-0.0045367535203695,not_computed,not_separately_audited,True,,0.0001639595866436,0.0001228936744155,,,,,0.0045946440659463,-0.007595173548907,-0.0045367535203695,0.0163276176899671,-0.0162697271443903,-0.0030005294829607,0.00809325808659192,71.8609865470852,38.303437967115094,25.523168908819134,62.593423019431995,43.19880418535127,50.37369207772795,21.076233183856502
CHIC2,graph_connected,0.0013896059244871,0.0012690150178968,0.010133009403944,0.0040171509608626,-0.0007544983527623,not_computed,not_separately_audited,True,,0.0001322370080742,0.0001033128064591,,,,,-0.0013896059244871,-0.0012690150178968,-0.0007544983527623,0.0141501603648066,-0.016294264642056,-0.0026586209423839,0.00351265593199056,50.71001494768311,50.56053811659192,38.67713004484305,58.40807174887892,43.16143497757848,50.7473841554559,2.3542600896860986
ARHGAP35,graph_connected,0.0051997238770127,0.0215405225753784,-0.0207881424576044,-0.0118093006312847,-0.0110975075513124,not_computed,not_separately_audited,True,,0.0001511104492237,0.0001784962369129,,,,,-0.0051997238770127,-0.0215405225753784,-0.0110975075513124,0.0,-0.0162972314283251,-0.0267402464523911,0.014087039418518521,37.92974588938714,16.031390134529147,11.32286995515695,14.835575485799701,43.12406576980568,21.00149476831091,58.893871449925264
N4BP2L2,graph_connected,0.0137774553149938,0.0040498543530702,-0.0328376330435276,-0.0167691856622695,-0.002522109542042,not_computed,not_separately_audited,True,,0.0001043520242092,7.050389103824273e-05,,,,,-0.0137774553149938,-0.0040498543530702,-0.002522109542042,0.0,-0.0162995648570358,-0.017827309668064,0.013991247583180622,15.994020926756352,45.21674140508221,32.21225710014948,14.835575485799701,43.086696562032884,30.94170403587444,58.29596412556054
FMN1,graph_connected,0.017226617783308,0.0094634257256984,-0.0122702606022357,-0.004362940788269,0.0008400651859119,not_computed,not_separately_audited,True,,0.0001379665918648,9.570070687914269e-05,,,,,-0.017226617783308,-0.0094634257256984,0.0008400651859119,0.0,-0.0163865525973961,-0.026690043509006403,0.0088326620170846,10.911808669656203,35.08968609865471,45.55306427503737,14.835575485799701,43.04932735426009,21.076233183856502,25.784753363228702
SLC4A10,graph_connected,0.0052935038693249,0.0160559862852096,-1.0037690117314924e-05,0.0127803292125463,0.0016770322108641,not_computed,not_separately_audited,True,,0.0001550482993479,0.0001147974689956,,,,,-0.0052935038693249,-0.0160559862852096,0.0016770322108641,0.0127803292125463,-0.0163968008710071,-0.021349490154534502,0.007163377853612443,37.5186846038864,24.2152466367713,49.36472346786248,55.86696562032885,43.011958146487295,26.38266068759342,14.76083707025411
LRRC8D,graph_connected,0.0079080779105424,0.0251290965825319,-0.0186729542911052,-0.004344081506133,-0.0084891803562641,not_computed,not_separately_audited,True,,0.0001844824146246,0.0002223713818239,,,,,-0.0079080779105424,-0.0251290965825319,-0.0084891803562641,0.0,-0.0163972582668065,-0.0330371744930743,0.01290867812931532,28.961136023916296,12.705530642750373,15.994020926756352,14.835575485799701,42.9745889387145,15.844544095665173,52.3916292974589
EPB41L3,graph_connected,0.0091493623331189,0.0473342649638652,0.0010750400833785,-0.0016612751642242,-0.0061871535144746,not_computed,not_separately_audited,True,,0.0001868573890533,0.0001647085300646,,,,,-0.0091493623331189,-0.0473342649638652,-0.0061871535144746,0.0010750400833785,-0.016411555930972002,-0.0564836272969841,0.013081419211812278,25.635276532137517,3.288490284005979,21.150971599402094,32.69805680119581,42.937219730941706,5.23168908819133,53.58744394618834
RUFY3,graph_connected,-0.0003527041117195,-0.0135147348046302,0.0011555746896192,0.0065986332483589,-0.0090162781998515,not_computed,not_separately_audited,True,,0.0002167407074011,0.0002571836230345,,,,,0.0003527041117195,0.0135147348046302,-0.0090162781998515,0.0077542079379781,-0.0164177820261101,0.0138674389163497,0.0061275850108358605,57.66068759342302,74.9626307922272,14.872944693572496,47.08520179372198,42.89985052316891,72.34678624813155,10.052316890881913
SERPING1,graph_connected,0.0001803268241928,-0.0049916692078113,0.0223786700516939,-0.0032441965304315,0.0061105983331799,not_computed,not_separately_audited,True,,6.462694727815688e-05,3.610653948271647e-05,,,,,-0.0001803268241928,0.0049916692078113,0.0061105983331799,0.0223786700516939,-0.0164483985427068,0.0048113423836185,0.00738109218946188,55.4185351270553,62.36920777279522,65.13452914798206,71.1136023916293,42.86248131539611,61.06128550074739,16.292974588938712
UVRAG,graph_connected,0.0036467716563493,-0.0139619233086705,0.0249991714954376,-0.0010675058001652,0.0121086295694112,not_computed,not_separately_audited,True,,0.0001864513324107,0.0001378344168188,,,,,-0.0036467716563493,0.0139619233086705,0.0121086295694112,0.0249991714954376,-0.0165373135823757,0.0103151516523212,0.011156800366006761,43.086696562032884,75.56053811659193,82.28699551569507,73.72944693572497,42.82511210762332,68.31091180866966,41.554559043348284
