stage68_run,stage64_cell_scores_found,stage67_inputs_found,mtg_h5ad_found,dlpfc_h5ad_found,input_join_audit_written,candidate_cell_export_index_written,expression_contrast_written,state_enrichment_written,legacy_overlay_joinability_written,reports_written,docs_updated,n_selected_candidate_rows,n_internal_contrast_cell_rows,n_expression_contrast_rows,n_state_enrichment_rows,n_joinable_datasets,stage68_run_is_cell_extraction_and_expression_contrast_only,full_h5ad_scores_recomputed_from_frozen_stage64_definitions,stage64_capped_export_used_only_as_anchor_not_low_reference,no_new_model_run,no_benchmark_claim,no_external_validation_claim,no_causal_claim,no_therapeutic_claim,no_validated_biomarker_claim,no_new_microglia_subtype_claim,raw_expression_matrix_not_written,raw_h5ad_not_committed,cell_labels_are_hypothesis_generating,safety_audit_pass,stage68_run_pass
True,True,True,True,True,True,True,True,True,True,True,True,10000,45368,104,14,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
