model,target,module,perturbation,intervention,Donor ID,prediction_model_scale_baseline,prediction_raw_scale_baseline,prediction_model_scale_perturbed,prediction_raw_scale_perturbed,delta_model_scale,delta_raw_scale
upgrade_fine_08,percent 6e10 positive area_Grey matter,complement,complement,global_mean,H19.33.004,0.8774959,1.40487,0.86782825,1.3817327,-0.009667635,-0.023137331
upgrade_fine_08,percent 6e10 positive area_Grey matter,complement,complement,global_mean,H20.33.001,1.0181794,1.7681506,1.0131648,1.7543039,-0.005014658,-0.013846636
upgrade_fine_08,percent 6e10 positive area_Grey matter,complement,complement,global_mean,H20.33.002,0.97693366,1.6562986,0.9662692,1.6281211,-0.010664463,-0.0281775
upgrade_fine_08,percent 6e10 positive area_Grey matter,complement,complement,global_mean,H20.33.004,0.8322525,1.2984903,0.831206,1.2960863,-0.0010464787,-0.0024039745
upgrade_fine_08,percent 6e10 positive area_Grey matter,complement,complement,global_mean,H20.33.005,1.0341921,1.8128328,1.027356,1.7936697,-0.0068360567,-0.019163132
upgrade_fine_08,percent 6e10 positive area_Grey matter,complement,complement,global_mean,H20.33.008,0.99944293,1.716768,0.9960593,1.707591,-0.0033836365,-0.0091769695
upgrade_fine_08,percent 6e10 positive area_Grey matter,complement,complement,global_mean,H20.33.011,0.9577515,1.6058307,0.9467269,1.5772603,-0.011024594,-0.028570414
upgrade_fine_08,percent 6e10 positive area_Grey matter,complement,complement,global_mean,H20.33.012,1.0900371,1.9743845,1.0805305,1.9462421,-0.009506583,-0.028142452
upgrade_fine_08,percent 6e10 positive area_Grey matter,complement,complement,global_mean,H20.33.013,0.876659,1.4028583,0.8663633,1.3782461,-0.010295689,-0.024612188
upgrade_fine_08,percent 6e10 positive area_Grey matter,complement,complement,global_mean,H20.33.014,0.8819685,1.4156501,0.86618334,1.3778181,-0.015785158,-0.03783202
upgrade_fine_08,percent 6e10 positive area_Grey matter,complement,complement,global_mean,H20.33.015,0.92275876,1.5162225,0.91732997,1.5025995,-0.005428791,-0.013622999
upgrade_fine_08,percent 6e10 positive area_Grey matter,complement,complement,global_mean,H20.33.016,0.77168894,1.1634171,0.7658857,1.1508987,-0.0058032274,-0.012518406
