model,source_z_0,source_z_1,source_z_2,source_z_3,source_z_4,source_z_5,source_z_6,source_z_7,source_z_8,source_z_9,source_z_10,source_z_11,source_z_12,source_z_13,source_z_14,source_z_15,source_z_16,source_z_17,source_z_18,source_z_19,source_z_20,source_z_21,source_z_22,source_z_23,source_z_24,source_z_25,source_z_26,source_z_27,source_z_28,source_z_29,source_z_30,source_z_31,source_z_32,source_z_33,source_z_34,source_z_35,source_z_36,source_z_37,source_z_38,source_z_39,source_z_40,source_z_41,source_z_42,source_z_43,source_z_44,source_z_45,source_z_46,source_z_47,source_z_48,source_z_49,source_z_50,source_z_51,source_z_52,source_z_53,source_z_54,source_z_55,source_z_56,source_z_57,source_z_58,source_z_59,source_z_60,source_z_61,source_z_62,source_z_63,source_z_64,source_z_65,source_z_66,source_z_67,source_z_68,source_z_69,source_z_70,source_z_71,source_z_72,source_z_73,source_z_74,source_z_75,source_z_76,source_z_77,source_z_78,source_z_79,source_z_80,source_z_81,source_z_82,source_z_83,source_z_84,source_z_85,source_z_86,source_z_87,source_z_88,source_z_89,source_z_90,source_z_91,source_z_92,source_z_93,source_z_94,source_z_95,source_z_96,source_z_97,source_z_98,source_z_99,source_z_100,source_z_101,source_z_102,source_z_103,source_z_104,source_z_105,source_z_106,source_z_107,source_z_108,source_z_109,source_z_110,source_z_111,source_z_112,source_z_113,source_z_114,source_z_115,source_z_116,source_z_117,source_z_118,source_z_119,source_z_120,source_z_121,source_z_122,source_z_123,source_z_124,source_z_125,source_z_126,source_z_127
fine_bridge_06,-0.08104891,0.11280503,0.1522921,0.10661101,0.08884015,0.53218895,0.072247565,0.011440511,-0.036250915,0.22131458,0.09345581,0.15860587,0.2016239,-0.04824223,0.23143815,0.12456301,-0.06789449,0.16673301,-0.20559017,0.29719806,0.030120121,-0.17485791,-0.18813375,-0.11251939,-0.06966675,0.10950594,-0.06801959,-0.25911176,-0.119750425,-0.18575823,0.11684282,-0.0036535165,0.05229555,0.10043583,0.10913891,0.23131825,-0.27664948,-0.36179918,0.14975949,0.15316635,-0.06542477,-0.10794197,-0.16323623,-0.018945679,-0.29825732,0.32871845,0.21699674,-0.15153994,-0.023989415,0.21852441,-0.06593944,0.08335332,-0.22014047,0.17422274,0.20697324,0.16378504,-0.3309752,0.12628073,-0.20118876,0.6248261,0.42875418,0.3893514,-0.045094613,-0.01688053,0.15695255,-0.35025197,-0.100293815,0.19337107,-0.14710395,-0.1659164,-0.11297711,-0.024463095,-0.081068546,-0.19371301,0.23149027,-0.2705786,-0.2446073,-0.20059246,0.0743448,-0.07567622,0.25530657,-0.11970559,0.018524257,0.14366508,-0.13680273,0.029483328,0.08319527,-0.0065111998,0.33449206,-0.14284116,-0.067995444,-0.47499627,0.12633155,0.38519713,-0.062259424,-0.323659,0.015631499,0.28077692,0.008747387,-0.3589674,0.06098158,0.100645624,-0.35423547,-0.07237071,0.4728609,-0.18264444,0.062383063,-0.20564318,0.08030297,0.036515396,-0.17447352,0.15157013,-0.090597995,-0.09592042,0.048193697,0.011337836,-0.022567283,0.17072076,0.13185263,0.12574226,-0.14212537,0.10113013,0.30022094,0.28364635,0.48403487,0.092497736,0.04960309,-0.21486923
fine_bridge_06,0.042594023,0.036881443,-0.15848315,-0.13434301,-0.004846668,-0.33319676,-0.028579904,0.025793703,-0.010474258,-0.12835509,-0.05969365,-0.14138284,-0.08591189,0.050199218,-0.06518523,-0.011472185,0.014400345,-0.16292343,0.10248975,-0.16763504,-0.01456521,0.100654095,0.17426328,0.0774983,-0.0066865915,-0.13488401,0.061886325,0.08873406,0.12651043,0.081502385,-0.14090855,-0.006009197,-0.084982835,-0.042444844,-0.011796703,-0.12293566,0.21383922,0.24780165,-0.07058847,-0.064585455,-0.06350627,0.07024895,0.020137656,-0.027431365,0.20653722,-0.25277275,-0.14880395,0.06752494,0.020662244,0.019202042,0.0667749,-0.108215965,0.06697507,-0.23051108,-0.07147429,-0.15565553,0.16641845,-0.029839665,0.151932,-0.6416348,-0.25635475,-0.20317759,-0.025549706,-0.012163944,-0.06367705,0.13019376,0.040700965,-0.1777148,-0.00088956923,0.13356933,0.09423222,0.023642257,-0.00099743,0.15082565,-0.16155185,0.09933217,0.14421836,0.1980078,-0.0119207045,-0.037772555,-0.1792418,-0.0023023207,0.0050308867,-0.08108945,0.031555425,-0.15986902,0.028956596,0.010144806,-0.20881465,0.13548176,-0.0658453,0.3323729,-0.08775828,-0.37158167,-0.008111757,0.1539765,0.07640742,-0.089485504,-0.0061099306,0.17585,-0.062759385,-0.11331197,0.18912709,0.13230075,-0.28346893,0.20181745,0.022476183,0.11151048,-0.0064861905,0.039604034,0.13546224,-0.0560774,0.048669327,0.06087596,-0.0051774695,0.040148143,-0.033154275,-0.10393462,-0.0843115,-0.002226563,0.16003183,0.014329826,-0.22324768,-0.110529125,-0.29484415,-0.0736674,-0.10493507,0.14881587
fine_bridge_06,0.09775468,-0.20117785,0.2525663,0.12673964,-0.071501136,0.115340345,0.075794846,0.08226433,0.0696797,-0.004664102,0.11802258,0.122907765,-0.024257338,-0.12699421,-0.030618776,-0.09199661,0.12509575,0.021083584,0.14769483,-0.09976922,-0.015995665,-0.060167838,0.05257956,-0.0093315635,0.08615685,-0.020685125,0.049996234,0.07274027,-0.10691772,-0.008646044,0.107503,0.10618829,0.14773586,0.058663588,0.06233404,-0.14834534,-0.09819707,0.043279875,0.081765234,0.019538527,-0.02208064,-0.090961345,-0.012129048,-0.07521087,-0.046683148,-0.052524976,-0.012920691,0.16504575,0.12072267,0.045993537,0.02870356,-0.048198305,-0.097271994,0.12535268,0.06003465,0.09324672,-0.16635758,0.017401764,0.06275126,0.33406854,0.07208255,0.034721155,-0.012561438,0.018514479,-0.0646483,-0.012063164,-0.075193115,-0.0062610116,0.11461034,-0.08443002,-0.11484963,-0.07759511,-0.010747256,0.07365259,0.038646158,0.19100589,0.18452893,-0.029040465,0.073716745,0.20962244,-0.15212859,0.078864545,-0.05381255,0.091473415,0.28021464,0.17588761,-0.06416182,-0.076549985,0.010876302,-0.018257033,0.2388457,-0.12106907,0.118228056,0.13333604,0.039182253,0.020031143,-0.28953597,0.035312053,0.14874321,0.1804788,-0.04068392,0.09354677,-0.031590287,-0.0990232,-0.08467022,-0.083125904,0.03261764,0.050967794,-0.025899172,-0.040364936,0.082693405,0.003970832,-0.006805322,-0.07469981,0.018453594,0.027971834,0.17233157,0.06734996,0.0031470763,-0.09042171,-0.036907863,-0.018854016,0.024953444,-0.15637526,-0.14615187,0.014112196,-0.077443704,-0.086000584
fine_bridge_06,0.04201319,-0.09648737,0.16189136,0.10769122,-0.062261038,0.008720786,-0.096075416,0.125975,0.13385274,-0.11690496,0.030231472,0.06733203,-0.091012806,-0.045042604,-0.038764283,-0.03762195,0.11462763,0.006532842,0.1318609,-0.08988335,0.0013893807,-0.014363141,0.014308341,0.01921265,0.09124975,-0.08653113,0.030761248,0.013497491,-0.08037469,0.14593765,0.11311618,0.08655125,0.06760591,0.038086515,0.042515397,-0.10010852,0.06569017,0.16892308,-0.0066317953,0.042044826,0.039594095,-0.030580878,-0.009189871,-0.11129889,-0.045865007,-0.038376663,-0.060430013,0.061753213,0.07990321,0.018155964,0.008829906,0.03403037,0.08590943,0.23266964,-0.047887042,0.041953668,-0.11539368,0.0005380452,0.056922045,0.29794842,0.001962934,-0.10291398,0.0056082825,0.11871391,-0.03976273,0.03604467,0.00677633,-0.07526372,0.14762579,-0.089336336,-0.081781976,-0.03589321,0.064711556,0.12562597,-0.095831454,0.21794014,0.12686922,0.030019188,0.0030774951,0.17842993,-0.11372409,0.042060513,0.0842999,0.123089366,0.23774153,0.1063464,-0.013625598,-0.08059861,-0.0728148,-0.089477465,0.16929962,0.028352754,0.1660471,0.062554516,0.13680919,0.15005717,-0.19394533,0.021335345,0.107310124,0.21508114,0.026987165,-0.025533358,0.17514455,-0.0797234,-0.19614351,-0.080672935,0.011780887,0.14989045,-0.0878537,0.015833668,0.010713208,-0.09806242,0.040229343,-0.026210032,-0.058107648,-0.015430411,0.16333678,-0.003206463,0.008382859,-0.04791333,0.10879973,-0.10895577,0.016027303,-0.079687655,-0.25487307,-0.030489478,-0.053110957,-0.021898162
fine_bridge_06,0.0062836306,-0.11975465,0.13682781,0.024208935,-0.09622932,0.047967788,0.048408505,0.02220612,-0.008799273,-0.08375948,0.077602096,0.106866874,-0.0070931,-0.0048593455,-0.0045178384,-0.09934591,0.014549586,-0.03871039,0.008014077,-0.036332067,-0.012535019,-0.032120965,0.058660198,0.007918465,0.093420036,-0.0039482233,0.02635419,-0.0019210705,-0.043342434,0.0097837,0.011398595,0.0828556,0.12659343,-0.039842732,0.0140657285,-0.017217632,-0.055937488,0.017329132,0.05668867,0.054921824,0.10070074,0.0018390459,-0.013523071,-0.09566429,-0.051094655,0.055079382,-0.015979864,0.048541185,0.04705849,0.051394977,0.01336168,-0.028843395,0.14389363,0.17649384,0.039218683,0.032414738,-0.09496546,-0.023410184,0.034368157,0.30098793,-0.014063291,-0.030492922,0.03525821,0.083034106,-0.06843959,0.13664018,0.023862137,-0.082204394,0.15418494,-0.0140358675,-0.15281856,-0.06577019,-0.057956524,0.07126159,0.03452259,0.16109905,0.038510904,0.008858837,0.059061836,0.15921997,-0.12797652,-0.0044194236,-0.066120446,0.059377186,0.15602523,0.1223959,0.020647598,-0.018862767,-0.0543207,-0.026464293,0.044552818,-0.034911163,0.055810057,0.102673054,0.06718294,0.07185717,-0.1445357,0.041713815,0.102567255,0.14308502,0.022897324,0.10406061,0.06631319,-0.06737814,-0.09012887,-0.06562999,-0.0039944756,0.030439189,-0.0804227,-0.06918346,0.03307658,0.006058153,-0.08088006,-0.082093015,0.054869197,0.071892045,0.12859799,0.11294401,-0.029836087,-0.07118384,0.051623557,-0.026905924,-0.002795747,-0.05442758,-0.10185567,-0.02086893,-0.0943845,-0.099785656
fine_bridge_06,-0.051742405,0.091784984,0.29087478,0.04858235,-0.03938987,0.5059218,0.05871755,0.17330888,0.017157268,0.14205413,0.08589898,0.31613815,0.16503496,0.013969061,0.06985875,0.13065693,0.010285346,0.14613342,-0.12202971,0.34013626,-0.036609,-0.33330128,-0.1620492,-0.1433568,-0.048046622,0.09367279,-0.06637465,-0.18941787,-0.21817693,-0.08147018,0.3217508,-0.010366781,0.2147424,0.22829805,0.21023475,0.11755399,-0.12992246,-0.3148789,0.19357592,0.15255842,0.016692942,-0.12971972,-0.24872223,-0.06599152,-0.33901423,0.34112182,0.2340261,-0.04513801,-0.1395292,0.2757396,-0.1498139,0.14011633,-0.09681411,0.38211524,0.22035731,0.31158295,-0.3385628,0.10100878,-0.29406783,0.85133445,0.4681803,0.31683078,-0.1218276,-0.0676716,-0.0030621206,-0.13162112,-0.010560114,0.21955992,-0.0142406225,-0.2792066,-0.22988017,0.05187481,-0.0049350974,-0.12797941,0.25051102,-0.16178651,-0.24310295,-0.1630061,0.013582538,0.16207528,0.09572873,-0.14446108,-0.039523877,0.23735085,-0.033786964,0.26914117,0.07666485,-0.012623005,0.27103677,-0.29196724,-0.051200792,-0.38846985,0.18858832,0.33411574,0.016693342,-0.12763013,-0.113252655,0.34568048,0.018112985,-0.2156582,0.06462424,0.19367467,-0.30733955,-0.07919311,0.28773952,-0.29096615,0.08269546,-0.21538205,0.022032674,-0.02655532,-0.21086608,0.09291698,-0.018198919,-0.111234106,0.07982976,0.03784556,0.04935598,0.1536799,0.22519617,0.016839527,-0.114529565,0.062987395,0.31131494,0.33059198,0.34608462,0.042968486,0.08105382,-0.28022945
fine_bridge_06,0.007285277,0.07305096,0.13717696,0.007969791,0.05036241,0.4196214,0.04991841,-0.019779768,0.034244563,0.22249122,0.023118993,0.13952258,0.078693524,-0.009797265,0.14606817,0.0719498,-0.07021465,0.15003107,-0.1643151,0.28687862,0.025434682,-0.20505509,-0.18194987,-0.11016241,0.013393871,0.13516493,0.04635034,-0.17913707,-0.045207314,-0.14315882,0.1811498,-0.022662405,0.033097096,0.1480359,0.057378214,0.102967925,-0.18740985,-0.3527186,0.045558557,0.09895889,0.006175447,-0.10262687,-0.17421767,-0.01856957,-0.34238842,0.23241359,0.1965971,-0.069995075,-0.06855478,0.258344,-0.029017698,0.05161676,-0.19615425,0.16115025,0.22948769,0.18654941,-0.14610568,0.008048163,-0.3068261,0.5035245,0.3626298,0.3836373,-0.10143911,-0.0511345,0.11151938,-0.19223034,0.040682938,0.25148368,-0.18142313,-0.090214916,-0.13635331,0.06736305,-0.09783245,-0.19550738,0.16901597,-0.1558715,-0.18190536,-0.14775024,-0.039431673,-0.034040466,0.123593286,-0.10333857,0.119171746,0.039638598,-0.1808624,0.1758729,0.119677655,-0.022407692,0.23571958,-0.13677372,-0.13363084,-0.3693664,0.14550553,0.37244084,-0.03502616,-0.19763602,-0.062072605,0.2409225,-0.074860126,-0.23579897,0.049726233,0.10587299,-0.28807178,-0.103436574,0.35939354,-0.046437252,-0.0011675343,-0.15553649,0.07419237,0.010591154,-0.18253551,0.06714804,-0.12698692,-0.10917228,0.06650786,0.0079428,0.081193686,0.13483919,0.16673195,0.040954094,-0.05502791,0.17044698,0.24956124,0.2862138,0.43548316,0.067785606,0.07790549,-0.22758913
fine_bridge_06,0.03315992,-0.07454951,0.14511251,0.16929038,-0.0088184485,0.053213675,-0.17524362,0.17318003,0.08632249,-0.13455296,0.07579461,-0.023901898,-0.05944954,-0.10971828,0.027229592,0.061681382,0.12939705,-0.076540306,0.14948751,-0.10297264,-0.02340451,-0.07255083,0.06001347,-0.051391557,0.09891488,-0.062193453,0.04565701,0.039411876,-0.013751918,0.07599039,0.09053781,0.058545887,0.024214877,0.116652876,0.055451162,-0.18300639,0.17545807,0.07759329,0.09176633,0.11407245,-0.037324633,0.0057677603,-0.017743427,-0.09853885,0.0149773415,-0.10056661,-0.09531078,0.13488936,-0.020503506,0.13938087,-0.06139675,-0.11643458,0.04111277,0.0830972,-0.03433363,0.081623696,-0.096610956,0.035258424,0.03075802,0.071972445,-0.00864093,-0.07978395,-0.09511931,0.021786502,-0.09008888,0.07726765,0.049224332,-0.12543982,0.20907563,-0.13434143,0.02296542,0.081634305,0.015742987,0.21517123,-0.019757248,0.30733624,0.18103099,0.10630037,-0.10408508,0.15471862,-0.17085962,-0.049741004,0.05062675,0.0049299556,0.24527034,0.114806,-0.03387384,-0.042768735,-0.07383286,-0.117002115,0.13364229,0.16913114,0.062408738,-0.046502184,0.057727724,0.14715087,-0.16820826,0.040703308,0.16534975,0.16332786,-0.0661582,-0.012623203,0.13000615,-0.029888924,-0.18999885,0.009694547,0.043772466,0.15657732,-0.04218492,-0.050104935,-0.0045064115,-0.10325534,0.12841569,-0.018186884,0.044847857,0.03566347,0.23243703,0.024802323,0.07062586,-0.012302053,0.09552374,-0.06454648,-0.014885817,-0.025211146,-0.29555574,-0.106197186,-0.036388658,-0.02255291
fine_bridge_06,-0.044692732,0.1545637,0.10743406,0.07658822,0.107920595,0.5425394,0.08919444,0.030489929,-0.041644007,0.21490721,0.07845011,0.19329385,0.12592962,0.103742845,0.16273238,0.25988865,-0.103479035,0.23684059,-0.13156192,0.4502978,0.07745338,-0.20030224,-0.22294852,-0.027505489,-0.13333634,0.15375054,-0.17376974,-0.26817107,-0.073353216,-0.10769896,0.23070349,-0.09546073,0.08914127,0.11492926,0.12151833,0.17877117,-0.1976669,-0.36316848,0.10866852,0.088791154,-0.08336438,-0.17360152,-0.22106604,-0.010364794,-0.25099105,0.35253313,0.19274077,-0.13805552,-0.110093735,0.21236554,-0.17564555,0.17966087,-0.16637903,0.295115,0.17154294,0.2714177,-0.25115916,0.1056675,-0.28842914,0.64178574,0.49637717,0.3666384,-0.05215938,0.025552139,0.19175354,-0.28197694,0.023309324,0.31964976,-0.22118694,-0.14602606,-0.20434108,0.038284816,0.044828404,-0.21324156,0.1956855,-0.28325316,-0.2752245,-0.17810094,-0.03995978,-0.060219068,0.31232077,-0.16109402,-0.004485458,0.16639099,-0.2219374,0.047804885,0.10957315,0.037054066,0.33312815,-0.21800864,-0.104964666,-0.45516664,0.16249563,0.3663441,-0.06270958,-0.21475154,0.03564801,0.2661891,-0.10442671,-0.3831041,0.047524553,0.15613328,-0.32340902,0.02870363,0.43345222,-0.16014206,0.015347984,-0.23880148,0.07641152,-0.04968215,-0.35559806,0.10002266,-0.06902405,-0.022490894,0.022392178,0.028467422,-0.029606465,0.11445967,0.24446082,0.13071701,-0.17404804,0.05103174,0.3468115,0.35513264,0.512523,0.10504791,0.07100027,-0.14714605
fine_bridge_06,0.063981205,-0.037583925,-0.011748707,-0.025530245,-0.111396,-0.2968489,-0.04890157,0.026985006,0.047916085,-0.12505014,0.04715789,-0.06577918,-0.06293239,-0.07391244,-0.14387815,-0.022726344,0.103788175,-0.23030147,0.097222164,-0.19525251,-0.010073787,0.15283741,0.17977144,0.06668095,0.04449992,-0.17224792,0.008141949,0.10070185,-0.01251548,0.109513074,-0.074578844,-0.014800854,0.059905536,-0.060142532,-0.032491233,-0.23424667,0.09913462,0.21225509,-0.09136067,0.0039399182,0.012471702,0.09733127,0.05731429,-0.052918404,0.18445489,-0.16876455,-0.20332171,0.1251993,0.049446996,-0.0038103685,0.051688638,-0.07598432,0.16983742,0.0518794,-0.097081244,-0.015707305,0.041881178,0.050981548,0.13987502,-0.2786944,-0.2137361,-0.20369981,0.012675805,-0.0327798,-0.13258164,0.22951417,0.07488912,-0.20902617,0.24118243,0.030776927,0.021209314,-0.0124283405,0.06940137,0.16754621,-0.20044899,0.27167994,0.23112255,0.16048528,-0.051979717,0.07264552,-0.26679745,0.108487986,-0.09752029,-0.061859608,0.22119333,0.039167855,0.0017309431,-0.063939326,-0.25693867,0.12824784,0.03092804,0.21054636,-0.044482972,-0.12895454,0.064915285,0.2652958,-0.061764754,-0.1644341,0.07298258,0.2694032,-0.06954601,-0.021190483,0.21262164,-0.000119523014,-0.33077902,0.012123865,0.03483084,0.20122404,-0.075681716,-0.016312368,0.16780604,-0.061632,0.055462286,0.019282604,-0.011122962,-0.06145362,0.07885764,-0.067161724,-0.05599053,-0.075061485,0.09506278,-0.12258147,-0.22595282,-0.18939044,-0.35303935,-0.07954889,-0.12515184,-0.0017089228
