target,n_donors,cosine_knn_spearman
percent AT8 positive area_Grey matter,84,0.2200870709729675
percent NeuN positive area_Grey matter,84,0.1484256353143667
percent 6e10 positive area_Grey matter,84,0.00903108231244305
percent GFAP positive area_Grey matter,84,0.31641186595119974
percent Iba1 positive area_Grey matter,84,0.04505416624481118
