dataset,cell_index,donor_id,state_label,dominant_module,disease_program_score,dam_lipid_trem2_apoe,lysosomal_endolysosomal,complement_phagocytosis,antigen_presentation,interferon_inflammatory,oxidative_stress_gene_preserved
DLPFC,17488,H21.33.044,Micro-PVM_2,antigen_presentation,1.3240084468588431,1.0596823692321777,1.3088749647140503,1.130460262298584,1.5433673858642578,0.299935907125473,0.299935907125473
DLPFC,8046,H20.33.016,Micro-PVM_2,lysosomal_endolysosomal,1.3232991589987544,0.8443589806556702,1.3592047691345215,1.061974287033081,1.115816354751587,0.0,0.6268222332000732
DLPFC,41729,H21.33.001,Micro-PVM_2,lysosomal_endolysosomal,1.3232953516776758,0.5751138925552368,1.4131766557693481,1.1375389099121094,1.3312350511550903,0.2999149560928345,0.6751481294631958
DLPFC,19988,H21.33.005,Micro-PVM_2,antigen_presentation,1.3231953732413115,1.117095947265625,0.6961684226989746,1.2411617040634155,1.9550834894180298,0.2050817757844925,0.410163551568985
DLPFC,22479,H21.33.044,Micro-PVM_2,complement_phagocytosis,1.3231069920381233,0.7250927686691284,1.1184394359588623,1.6344311237335205,1.472421646118164,0.0,0.4416312277317047
DLPFC,537,H21.33.047,Micro-PVM_2,complement_phagocytosis,1.3230471592530653,1.020087718963623,0.992691159248352,1.6355254650115967,1.6045325994491577,0.6362994313240051,0.24607785046100616
DLPFC,19732,H20.33.004,Micro-PVM_2,antigen_presentation,1.3229966562314182,0.5723369717597961,0.9039792418479919,1.8759973049163818,2.944949150085449,0.45003998279571533,0.0
DLPFC,9804,H21.33.044,Micro-PVM_2,antigen_presentation,1.3226570996952605,0.6342272758483887,1.34144926071167,0.8892485499382019,1.5991909503936768,0.10222546756267548,0.6923391222953796
DLPFC,14530,H21.33.012,Micro-PVM_2,antigen_presentation,1.3221038524019864,0.4105055332183838,1.0976322889328003,1.0610686540603638,2.4533469676971436,0.0,0.591919481754303
DLPFC,11394,H21.33.045,Micro-PVM_2,antigen_presentation,1.3215024929244572,0.8975610733032227,1.5122265815734863,1.43462073802948,1.6214913129806519,0.29797959327697754,0.11723349988460541
DLPFC,21863,H20.33.026,Micro-PVM_2,antigen_presentation,1.3214097499851412,0.7568343281745911,1.0572878122329712,1.509779453277588,2.3107619285583496,0.3846685290336609,0.19233426451683044
DLPFC,36221,H20.33.016,Micro-PVM_2,antigen_presentation,1.321292309350663,0.872676432132721,0.830119252204895,1.143277645111084,1.6457527875900269,0.5694022178649902,0.6765373349189758
DLPFC,32624,H21.33.038,Micro-PVM_2,antigen_presentation,1.3207987905841616,0.8114939332008362,1.2008854150772095,0.9994627237319946,2.0093226432800293,0.11202624440193176,0.43112605810165405
DLPFC,4523,H21.33.045,Micro-PVM_2,lysosomal_endolysosomal,1.320761063382833,0.4727104902267456,1.708478569984436,1.399259090423584,0.7284252047538757,0.4181988835334778,0.6750491261482239
DLPFC,8973,H20.33.012,Micro-PVM_2,lysosomal_endolysosomal,1.3206751107175179,0.9486403465270996,1.5393695831298828,1.5051332712173462,0.6592387557029724,0.6749143600463867,0.39662066102027893
DLPFC,18283,H21.33.021,Micro-PVM_2,lysosomal_endolysosomal,1.3202234702941387,1.226914405822754,1.67733895778656,1.4842737913131714,0.9642711877822876,0.30537763237953186,0.0
DLPFC,25157,H21.33.034,Micro-PVM_1_1-SEAAD,antigen_presentation,1.319754623938516,0.42678573727607727,1.5045828819274902,1.4848047494888306,1.5456488132476807,0.7700270414352417,0.47453826665878296
DLPFC,29904,H21.33.036,Micro-PVM_2,antigen_presentation,1.319614557540372,1.1619162559509277,1.1366868019104004,0.8951185941696167,2.05413818359375,0.0,0.2415681630373001
DLPFC,23097,H20.33.017,Micro-PVM_2,antigen_presentation,1.3195697003205749,0.8009530305862427,1.2689765691757202,1.6341472864151,1.8000096082687378,0.16600154340267181,0.16600154340267181
DLPFC,33101,H20.33.041,Micro-PVM_2,complement_phagocytosis,1.3194716388058794,0.8496133685112,1.210396409034729,1.4190398454666138,1.4121291637420654,0.20947673916816711,0.41895347833633423
DLPFC,19358,H21.33.041,Micro-PVM_2,antigen_presentation,1.319368785772684,0.8748079538345337,1.0993914604187012,1.3724894523620605,1.4199663400650024,0.1796579211950302,0.48623573780059814
DLPFC,39652,H20.33.018,Micro-PVM_3-SEAAD,lysosomal_endolysosomal,1.3193535832364218,0.6508727073669434,1.5964770317077637,1.0077855587005615,1.41019868850708,0.24414779245853424,0.5384384989738464
DLPFC,39494,H21.33.044,Micro-PVM_2,antigen_presentation,1.3192715839946687,0.6323955059051514,1.3279811143875122,1.400119423866272,2.2535758018493652,0.35259920358657837,0.19661004841327667
DLPFC,32184,H20.33.031,Micro-PVM_2,antigen_presentation,1.319091260840386,0.5842775106430054,1.1080236434936523,1.1127647161483765,2.23221755027771,0.33387291431427,0.5127056241035461
DLPFC,26463,H19.33.004,Micro-PVM_2,antigen_presentation,1.3190757397297954,0.5199501514434814,1.0438597202301025,1.1460869312286377,1.3292312622070312,0.2487022429704666,0.9288428425788879
DLPFC,25843,H20.33.008,Micro-PVM_3-SEAAD,antigen_presentation,1.3188024295499534,0.9162352681159973,1.0662734508514404,0.6679033637046814,2.467231512069702,0.2725819945335388,0.41847407817840576
DLPFC,5682,H20.33.011,Micro-PVM_2,antigen_presentation,1.3183670141778145,1.0900686979293823,0.7333789467811584,1.4624725580215454,2.1607954502105713,0.1449819654226303,0.21543945372104645
DLPFC,16263,H21.33.045,Micro-PVM_2,antigen_presentation,1.3183513301062892,0.7695642113685608,1.0419613122940063,0.6761330366134644,1.4934470653533936,0.35644546151161194,0.9110409021377563
DLPFC,7357,H20.33.016,Micro-PVM_2,antigen_presentation,1.3180052643367222,0.7022846341133118,1.2449473142623901,1.2449473142623901,1.3462066650390625,0.3869900703430176,0.6169784069061279
DLPFC,17604,H21.33.044,Micro-PVM_2,antigen_presentation,1.3178724302685734,0.9498960971832275,1.4143050909042358,0.9295097589492798,1.4640998840332031,0.43547195196151733,0.4409914016723633
DLPFC,10070,H20.33.036,Micro-PVM_2,antigen_presentation,1.3176166670489493,0.7979844212532043,1.5750983953475952,1.036636471748352,1.7734102010726929,0.14324256777763367,0.28648513555526733
DLPFC,25534,H21.33.023,Micro-PVM_2,complement_phagocytosis,1.3171659535399105,0.8994390964508057,1.2575864791870117,1.7408108711242676,0.777556300163269,0.3596765100955963,0.4368208646774292
DLPFC,1458,H21.33.004,Micro-PVM_2,antigen_presentation,1.3171274212145152,0.44867053627967834,1.198790192604065,1.9861724376678467,2.568344831466675,0.39655372500419617,0.0
DLPFC,18340,H21.33.021,Micro-PVM_2,antigen_presentation,1.3170988654781883,0.9783004522323608,1.4144747257232666,1.1429715156555176,1.5659570693969727,0.2751880884170532,0.2751880884170532
DLPFC,40469,H21.33.006,Micro-PVM_2,antigen_presentation,1.3168361449961146,0.4903761148452759,1.331311583518982,1.087679386138916,1.5299830436706543,0.3878313899040222,0.72838294506073
DLPFC,13614,H20.33.026,Micro-PVM_2,complement_phagocytosis,1.3168338874403251,1.1130330562591553,1.3785102367401123,1.543940782546997,1.133681297302246,0.33067232370376587,0.16533616185188293
DLPFC,22494,H21.33.013,Micro-PVM_2,complement_phagocytosis,1.3163543692579505,0.5683103203773499,0.8757809400558472,1.8169617652893066,1.6616106033325195,0.6268884539604187,0.5338829755783081
DLPFC,9616,H21.33.021,Micro-PVM_2,antigen_presentation,1.3162347568528137,0.6205966472625732,1.6796419620513916,1.351211428642273,1.6979855298995972,0.4582914412021637,0.22914572060108185
DLPFC,35397,H20.33.036,Micro-PVM_2,complement_phagocytosis,1.3162314738543626,0.6586828231811523,1.3738574981689453,1.8666969537734985,1.6520371437072754,0.2965972125530243,0.14829860627651215
DLPFC,33899,H20.33.031,Micro-PVM_2,antigen_presentation,1.3155723654770417,0.8386479616165161,1.024998664855957,1.4285367727279663,2.3085989952087402,0.18519732356071472,0.18519732356071472
DLPFC,14847,H21.33.013,Micro-PVM_2,lysosomal_endolysosomal,1.3154440675244037,0.5201600790023804,1.8188060522079468,0.8985043168067932,1.0072872638702393,0.14182209968566895,0.7067855000495911
DLPFC,23313,H21.33.013,Micro-PVM_2,complement_phagocytosis,1.3153610277666854,0.8469994068145752,0.850283682346344,1.4006223678588867,1.3899152278900146,0.0,0.6491590142250061
DLPFC,25191,H21.33.047,Micro-PVM_2,complement_phagocytosis,1.3153187962364865,1.03921639919281,0.7563616633415222,1.3312145471572876,1.2896126508712769,0.46896183490753174,0.6347659826278687
DLPFC,21229,H21.33.027,Micro-PVM_2,complement_phagocytosis,1.314799921627502,1.1136643886566162,1.3561902046203613,1.578568458557129,0.9295536279678345,0.0,0.23733016848564148
DLPFC,36302,H21.33.002,Micro-PVM_2_1-SEAAD,complement_phagocytosis,1.314444290487661,0.9042816162109375,0.9795235395431519,1.682639718055725,1.3741482496261597,0.42040005326271057,0.3961188495159149
DLPFC,8421,H20.33.015,Micro-PVM_2,complement_phagocytosis,1.3139402714603516,0.8856068849563599,1.0394916534423828,1.1555076837539673,1.0796254873275757,0.25749489665031433,0.7451152801513672
DLPFC,6322,H20.33.040,Micro-PVM_2,antigen_presentation,1.3138959414788638,0.9005427956581116,0.5334991812705994,0.9753127694129944,1.9252601861953735,0.2667495906352997,0.8002487421035767
DLPFC,15870,H21.33.027,Micro-PVM_2,complement_phagocytosis,1.31387909133654,1.0171077251434326,1.3835363388061523,1.401418685913086,1.3688995838165283,0.2814028859138489,0.21019390225410461
DLPFC,27041,H20.33.019,Micro-PVM_2,antigen_presentation,1.3138731696015877,0.7741293907165527,0.8875259160995483,1.3901463747024536,1.5968362092971802,0.0,0.6052926182746887
DLPFC,35680,H21.33.047,Micro-PVM_2,antigen_presentation,1.3138456924870918,0.49230411648750305,0.8422534465789795,1.8556228876113892,2.006895065307617,0.5597793459892273,0.45636582374572754
DLPFC,34058,H21.33.012,Micro-PVM_2,antigen_presentation,1.3136215090014314,0.3894575238227844,1.2691484689712524,1.3938905000686646,1.9374616146087646,0.3776160776615143,0.5306817889213562
DLPFC,18203,H21.33.047,Micro-PVM_2,complement_phagocytosis,1.3132590337545291,0.25370869040489197,1.1162059307098389,1.7738277912139893,1.4921435117721558,0.7258082628250122,0.7070841193199158
DLPFC,14382,H21.33.040,Micro-PVM_2,lysosomal_endolysosomal,1.3131766093405326,0.9163041114807129,1.4489991664886475,1.2565767765045166,1.2294702529907227,0.4701259732246399,0.3698168098926544
DLPFC,28035,H20.33.026,Micro-PVM_2,complement_phagocytosis,1.3131730407262074,0.788203775882721,1.2308239936828613,1.7272640466690063,1.0810693502426147,0.0,0.42149895429611206
DLPFC,707,H21.33.008,Micro-PVM_2,lysosomal_endolysosomal,1.3131573730446537,0.7860193252563477,1.5000567436218262,0.937578022480011,1.3336036205291748,0.3137940764427185,0.5526953935623169
DLPFC,23810,H20.33.039,Micro-PVM_2,antigen_presentation,1.3130955947390655,0.8374730348587036,0.961149275302887,1.2326130867004395,1.4398186206817627,0.0,0.6508480310440063
DLPFC,35385,H21.33.012,Micro-PVM_2,antigen_presentation,1.3130809068681046,0.7394366264343262,1.3443119525909424,1.2655786275863647,1.777353286743164,0.17462249100208282,0.34924498200416565
DLPFC,34952,H21.33.025,Micro-PVM_1_1-SEAAD,lysosomal_endolysosomal,1.312371870068672,0.3590906858444214,1.8797106742858887,0.8776078224182129,0.8798490762710571,0.4369441270828247,0.8460338115692139
DLPFC,1957,H21.33.038,Micro-PVM_2,antigen_presentation,1.3118026114006487,0.7149842977523804,0.8371719717979431,1.5587259531021118,2.105224609375,0.46274346113204956,0.3994867205619812
DLPFC,29644,H21.33.012,Micro-PVM_2,antigen_presentation,1.3117529981177243,0.5724548101425171,1.2582229375839233,1.5444748401641846,1.7312802076339722,0.32982003688812256,0.40433627367019653
DLPFC,9432,H21.33.044,Micro-PVM_2,antigen_presentation,1.3117511771535277,0.4752129018306732,1.1685917377471924,1.225909948348999,2.390690326690674,0.3757461905479431,0.43351757526397705
DLPFC,36100,H21.33.047,Micro-PVM_2,antigen_presentation,1.3117442610259626,0.8411471843719482,0.708278238773346,1.8376617431640625,1.9768636226654053,0.0,0.2950245440006256
DLPFC,34983,H21.33.021,Micro-PVM_1_1-SEAAD,lysosomal_endolysosomal,1.3107089827302463,0.5339349508285522,1.8552639484405518,1.0778558254241943,1.0093271732330322,0.5131030082702637,0.5809569358825684
DLPFC,17104,H21.33.014,Micro-PVM_3-SEAAD,lysosomal_endolysosomal,1.3103106090805776,0.8795841932296753,1.5964199304580688,0.5118604898452759,1.2991063594818115,0.4296697676181793,0.6445046663284302
DLPFC,8284,H21.33.046,Micro-PVM_2,complement_phagocytosis,1.3102298027227506,0.47636955976486206,1.0711519718170166,2.1032798290252686,1.866586446762085,0.19690324366092682,0.25997671484947205
DLPFC,38624,H21.33.028,Micro-PVM_2,complement_phagocytosis,1.3101785330198186,0.6322854161262512,1.195878505706787,1.5490760803222656,1.3825263977050781,0.09728192538022995,0.5268957614898682
DLPFC,3353,H21.33.012,Micro-PVM_2,antigen_presentation,1.310073371299644,0.6577385067939758,1.5534875392913818,1.0092872381210327,2.1919643878936768,0.4970170855522156,0.2485085427761078
DLPFC,25025,H20.33.016,Micro-PVM_2,antigen_presentation,1.3097692862102783,0.633258581161499,0.8803318738937378,1.496964693069458,2.453139543533325,0.13099732995033264,0.32916268706321716
DLPFC,35798,H20.33.028,Micro-PVM_3-SEAAD,lysosomal_endolysosomal,1.309754790463645,0.6139386892318726,1.698324203491211,0.8411152362823486,1.196696162223816,0.2777020037174225,0.6584172248840332
DLPFC,16891,H20.33.045,Micro-PVM_2,antigen_presentation,1.309226503368865,0.6260130405426025,1.319967269897461,1.2878261804580688,1.4119210243225098,0.4046933650970459,0.57326340675354
DLPFC,14210,H20.33.017,Micro-PVM_3-SEAAD,lysosomal_endolysosomal,1.3091616554617929,0.8867260813713074,1.8447041511535645,1.0869277715682983,0.5020759105682373,0.3256416916847229,0.5133239030838013
DLPFC,12744,H20.33.004,Micro-PVM_2,antigen_presentation,1.3091143177064652,0.6136327981948853,0.9240249395370483,1.3461451530456543,2.367039442062378,0.17390282452106476,0.42394351959228516
DLPFC,37090,H21.33.040,Micro-PVM_2,antigen_presentation,1.3089621836572287,0.9248299598693848,0.8388667702674866,1.6207011938095093,1.739351749420166,0.30037006735801697,0.34929558634757996
DLPFC,34968,H20.33.045,Micro-PVM_3-SEAAD,antigen_presentation,1.3087434882584748,0.5443516373634338,1.3503767251968384,1.1826854944229126,1.5058982372283936,0.2444198578596115,0.6308344006538391
DLPFC,14055,H20.33.004,Micro-PVM_2,complement_phagocytosis,1.3085291472932892,0.6525161266326904,1.0532991886138916,1.7457014322280884,1.7420952320098877,0.0,0.36091935634613037
DLPFC,16061,H21.33.002,Micro-PVM_2,antigen_presentation,1.308362025113158,0.9413942098617554,0.6676143407821655,1.5934417247772217,1.8958470821380615,0.2756376564502716,0.3919767141342163
DLPFC,23256,H20.33.040,Micro-PVM_2,antigen_presentation,1.30668017423416,0.5482474565505981,1.288556694984436,1.3400980234146118,1.3987138271331787,0.2902814447879791,0.6265685558319092
DLPFC,9767,H21.33.005,Micro-PVM_2,antigen_presentation,1.306614583804656,0.8477000594139099,0.710885763168335,0.8112032413482666,1.2609798908233643,0.18497711420059204,1.0610495805740356
DLPFC,16203,H21.33.027,Micro-PVM_2,antigen_presentation,1.3060317668338466,1.0905754566192627,1.0343061685562134,1.190217137336731,1.764073133468628,0.3077751100063324,0.3077751100063324
DLPFC,12409,H20.33.029,Micro-PVM_2,antigen_presentation,1.305955326030632,0.21640294790267944,1.0201677083969116,1.611756682395935,2.1267037391662598,0.26736411452293396,0.6204851865768433
DLPFC,42116,H21.33.044,Micro-PVM_2,antigen_presentation,1.3055952151081947,0.5919587016105652,1.3706903457641602,0.7793089747428894,1.6473487615585327,0.3230445981025696,0.723490834236145
DLPFC,34616,H20.33.036,Micro-PVM_2,complement_phagocytosis,1.30550530868866,0.677275538444519,1.312782883644104,1.4693046808242798,1.0042718648910522,0.0,0.6027947068214417
DLPFC,5495,H21.33.046,Micro-PVM_2,antigen_presentation,1.3047995685529012,0.5725474953651428,1.1210060119628906,1.507295846939087,1.804457426071167,0.3854871988296509,0.46895644068717957
DLPFC,33751,H21.33.019,Micro-PVM_2,lysosomal_endolysosomal,1.3042240155751923,0.6696940064430237,1.247603416442871,1.0334440469741821,1.1489964723587036,0.0,0.8042383790016174
DLPFC,40022,H21.33.002,Micro-PVM_2_1-SEAAD,antigen_presentation,1.3040120129414166,0.9880782961845398,0.4676108658313751,1.2996898889541626,2.085942506790161,0.183966264128685,0.543219804763794
DLPFC,29911,H21.33.020,Micro-PVM_2,antigen_presentation,1.3038869596515967,0.9546946883201599,1.4328975677490234,1.192354440689087,1.8014694452285767,0.09611253440380096,0.15305332839488983
DLPFC,7947,H20.33.020,Micro-PVM_2,complement_phagocytosis,1.3038330413311683,0.8130435347557068,1.3063679933547974,1.543426513671875,1.2492144107818604,0.0,0.37356773018836975
DLPFC,41390,H21.33.012,Micro-PVM_2,antigen_presentation,1.3036134218855628,0.4779001474380493,1.3497769832611084,0.7210407257080078,1.8415248394012451,0.21302594244480133,0.7727934718132019
DLPFC,29203,H21.33.047,Micro-PVM_2,complement_phagocytosis,1.3034715294425911,0.49326157569885254,0.9619205594062805,1.5386390686035156,1.5203745365142822,0.4920271635055542,0.715114951133728
DLPFC,21859,H21.33.013,Micro-PVM_2,complement_phagocytosis,1.3031773281430301,0.8861788511276245,1.0255324840545654,1.3295981884002686,1.272028923034668,0.4767428934574127,0.5823394060134888
DLPFC,21095,H20.33.040,Micro-PVM_2,antigen_presentation,1.303039985899638,0.5238473415374756,1.649503469467163,1.448574185371399,1.914569616317749,0.0,0.17416635155677795
DLPFC,24332,H21.33.044,Micro-PVM_2,antigen_presentation,1.302780348355891,0.6463167667388916,1.617709994316101,1.3002711534500122,1.874616026878357,0.12438098341226578,0.18984739482402802
DLPFC,1622,H21.33.046,Micro-PVM_2,antigen_presentation,1.3023711914683653,0.7705737948417664,1.4179033041000366,1.3662916421890259,1.9118475914001465,0.33938226103782654,0.16969113051891327
DLPFC,5218,H21.33.044,Micro-PVM_2,antigen_presentation,1.302202028535525,0.6881881952285767,0.9391469359397888,1.4720146656036377,2.3861138820648193,0.3321073055267334,0.2830192446708679
DLPFC,27633,H20.33.020,Micro-PVM_2,complement_phagocytosis,1.3020967176132259,0.8016175627708435,1.0773299932479858,1.5557019710540771,1.482608675956726,0.36598074436187744,0.42148616909980774
DLPFC,6488,H20.33.016,Micro-PVM_2,complement_phagocytosis,1.3017659088583935,0.6146811842918396,1.322511076927185,1.8349446058273315,1.4433683156967163,0.0,0.2918144464492798
DLPFC,39712,H20.33.031,Micro-PVM_2,lysosomal_endolysosomal,1.3016590847080944,0.46932753920555115,1.757509708404541,1.5875976085662842,1.4372515678405762,0.5055856704711914,0.263609379529953
DLPFC,6216,H20.33.040,Micro-PVM_2,antigen_presentation,1.301542447908569,0.5373220443725586,0.8346352577209473,1.81032395362854,2.0657761096954346,0.0,0.41389772295951843
DLPFC,19777,H21.33.005,Micro-PVM_2,lysosomal_endolysosomal,1.3013188972517842,0.5415005683898926,1.4684040546417236,1.1765570640563965,1.266188144683838,0.5081554651260376,0.6494473218917847
DLPFC,40403,H21.33.014,Micro-PVM_1_1-SEAAD,oxidative_stress_gene_preserved,1.3013064743068372,0.8901202082633972,1.0260311365127563,0.8122256398200989,0.5543139576911926,0.5409488081932068,1.106097936630249
DLPFC,13218,H20.33.035,Micro-PVM_2,antigen_presentation,1.3012322427032652,0.7062487602233887,1.3764687776565552,1.267412781715393,1.9367209672927856,0.0,0.28001436591148376
DLPFC,28248,H21.33.040,Micro-PVM_2,lysosomal_endolysosomal,1.3004781073655163,1.04913330078125,1.5030471086502075,1.1144349575042725,0.9955480694770813,0.1281912475824356,0.384573757648468
DLPFC,10271,H20.33.033,Micro-PVM_2,antigen_presentation,1.3003904116000773,0.7459113001823425,1.3169286251068115,1.025791883468628,1.5145665407180786,0.4858064651489258,0.5655831694602966
DLPFC,21083,H21.33.023,Micro-PVM_2,antigen_presentation,1.3003359927009108,0.6176922917366028,0.9812056422233582,1.2146967649459839,2.512763261795044,0.15652678906917572,0.3859449625015259
DLPFC,3148,H21.33.046,Micro-PVM_2,antigen_presentation,1.3002891194131252,0.8334236145019531,1.107267141342163,1.517065405845642,2.136781692504883,0.43819212913513184,0.14606404304504395
DLPFC,5176,H21.33.008,Micro-PVM_2,antigen_presentation,1.2997350878970249,0.6613057255744934,0.9324086904525757,1.5289169549942017,2.1581172943115234,0.0,0.36393606662750244
DLPFC,32662,H20.33.004,Micro-PVM_2,antigen_presentation,1.2994925566486082,0.6387171745300293,1.2718851566314697,1.3934587240219116,2.794628858566284,0.362425833940506,0.0
DLPFC,30029,H19.33.004,Micro-PVM_2,lysosomal_endolysosomal,1.2992574902187524,0.5299044847488403,1.435068964958191,1.1210660934448242,0.628608763217926,0.6056051850318909,0.9475234746932983
DLPFC,22069,H21.33.046,Micro-PVM_2,lysosomal_endolysosomal,1.2991530440661831,0.7121534943580627,1.4712883234024048,1.1866543292999268,1.1669009923934937,0.2967754602432251,0.5516136288642883
DLPFC,29913,H21.33.030,Micro-PVM_2,antigen_presentation,1.2986177551543219,0.7985411286354065,0.823830246925354,1.5006062984466553,1.6237945556640625,0.0,0.5443456172943115
DLPFC,4834,H20.33.026,Micro-PVM_2,antigen_presentation,1.2983047700657042,0.8887979984283447,1.1485029458999634,1.135075330734253,1.5574278831481934,0.13948172330856323,0.4876560866832733
DLPFC,18909,H20.33.045,Micro-PVM_2,antigen_presentation,1.2982260196504867,0.8946835398674011,1.1224271059036255,1.279508113861084,1.5179963111877441,0.3831429183483124,0.4430631697177887
DLPFC,328,H20.33.033,Micro-PVM_2,lysosomal_endolysosomal,1.297955747897357,0.48883485794067383,1.4552810192108154,1.3064078092575073,1.2542357444763184,0.0,0.6337601542472839
DLPFC,30728,H20.33.020,Micro-PVM_2,antigen_presentation,1.2977042063238764,0.5568599700927734,1.4149037599563599,1.4516980648040771,2.0029239654541016,0.0,0.2486191987991333
DLPFC,9053,H21.33.007,Micro-PVM_2,dam_lipid_trem2_apoe,1.2970709713971997,1.381975531578064,1.1302897930145264,1.292917251586914,0.7330016493797302,0.0,0.36920928955078125
DLPFC,38763,H21.33.045,Micro-PVM_2,antigen_presentation,1.296921074230768,0.7904481887817383,1.233676552772522,1.2281450033187866,2.0052006244659424,0.49464893341064453,0.2910660207271576
DLPFC,28080,H21.33.021,Micro-PVM_2,antigen_presentation,1.2967765935287923,0.640200138092041,1.1457873582839966,1.6521962881088257,1.8894939422607422,0.2634758949279785,0.29157567024230957
DLPFC,17582,H20.33.005,Micro-PVM_2,antigen_presentation,1.2966266017265162,0.3791252374649048,1.108561635017395,1.1398065090179443,2.0301296710968018,0.1410326063632965,0.7051630020141602
DLPFC,32786,H21.33.012,Micro-PVM_1_1-SEAAD,antigen_presentation,1.2965032594323567,0.15630578994750977,1.4265562295913696,1.135445475578308,1.5262014865875244,0.5560876727104187,0.8762106895446777
DLPFC,16333,H20.33.040,Micro-PVM_2,dam_lipid_trem2_apoe,1.296494024110027,1.6478686332702637,1.2769253253936768,0.9665110111236572,0.0,0.0,0.5244485139846802
DLPFC,19141,H20.33.020,Micro-PVM_2,antigen_presentation,1.2957980943849765,0.33816149830818176,0.9192533493041992,1.1273937225341797,1.759567379951477,0.2692232131958008,0.9576805830001831
DLPFC,23630,H21.33.004,Micro-PVM_2,antigen_presentation,1.2956525584185692,0.8641687631607056,0.953726053237915,1.3944332599639893,1.7890681028366089,0.26422274112701416,0.40345025062561035
DLPFC,4231,H21.33.036,Micro-PVM_2,antigen_presentation,1.2955271051713944,0.6252952814102173,1.326204538345337,1.3909140825271606,2.7282421588897705,0.23157979547977448,0.0
DLPFC,33601,H20.33.004,Micro-PVM_2,antigen_presentation,1.2953065403322583,0.35909104347229004,0.981648862361908,1.8024284839630127,2.5535664558410645,0.26875072717666626,0.26875072717666626
DLPFC,16674,H20.33.027,Micro-PVM_2,antigen_presentation,1.2952568368176949,0.6921308636665344,0.9417610168457031,1.4153443574905396,1.5741515159606934,0.2187669575214386,0.6102972030639648
DLPFC,3964,H21.33.013,Micro-PVM_2,antigen_presentation,1.2952548438541747,0.8739883899688721,0.8855974674224854,1.0343146324157715,1.3465852737426758,0.41361314058303833,0.7827285528182983
DLPFC,26659,H21.33.026,Micro-PVM_2,lysosomal_endolysosomal,1.2951627643951371,0.6236919164657593,1.6071993112564087,0.5268916487693787,0.581049919128418,0.6499044895172119,1.0801945924758911
DLPFC,3456,H21.33.042,Micro-PVM_2,complement_phagocytosis,1.2949303243652113,0.8686659932136536,1.1055604219436646,1.3640789985656738,1.1913137435913086,0.4683458209037781,0.5527802109718323
DLPFC,13418,H20.33.018,Micro-PVM_2,lysosomal_endolysosomal,1.2940459763463794,0.7692866325378418,1.461142659187317,1.214179277420044,1.0081663131713867,0.49300727248191833,0.5570970773696899
DLPFC,38693,H21.33.026,Micro-PVM_2,antigen_presentation,1.2939975603594818,0.4754953384399414,1.2616393566131592,1.3165836334228516,1.7931740283966064,0.0,0.5434232950210571
DLPFC,200,H21.33.032,Micro-PVM_2,lysosomal_endolysosomal,1.2938668182225797,0.7122290730476379,1.6196491718292236,1.2565820217132568,1.1598951816558838,0.2857070565223694,0.42567119002342224
DLPFC,30101,H20.33.035,Micro-PVM_2,complement_phagocytosis,1.2938608807431218,0.6350377798080444,1.2375202178955078,1.267904281616211,1.1490974426269531,0.23664142191410065,0.7099242806434631
DLPFC,42417,H20.33.026,Micro-PVM_2,complement_phagocytosis,1.2938577933007687,0.6085303425788879,1.4366685152053833,1.4638952016830444,1.1677031517028809,0.5780212879180908,0.5074251890182495
DLPFC,19699,H21.33.035,Micro-PVM_2,antigen_presentation,1.2936009449842252,0.7777177095413208,1.0326273441314697,1.375220537185669,1.500543236732483,0.3647022247314453,0.5385009050369263
DLPFC,38128,H18.30.002,Micro-PVM_2,antigen_presentation,1.2934972481110898,0.7266054749488831,1.0604252815246582,1.0807260274887085,1.3521251678466797,0.4593740701675415,0.7611443400382996
DLPFC,3201,H21.33.045,Micro-PVM_2,antigen_presentation,1.293461892010772,0.9330133199691772,1.2269378900527954,1.2357723712921143,1.2464406490325928,0.7509679794311523,0.47262686491012573
DLPFC,25173,H21.33.020,Micro-PVM_2,complement_phagocytosis,1.2931543272637978,0.8839640617370605,1.2938700914382935,1.4131011962890625,1.0961031913757324,0.368263840675354,0.43949222564697266
DLPFC,37584,H20.33.040,Micro-PVM_2,complement_phagocytosis,1.2931029458016827,1.0984710454940796,1.3294590711593628,1.4038665294647217,1.1055183410644531,0.0,0.2595598101615906
DLPFC,31884,H20.33.029,Micro-PVM_2,antigen_presentation,1.2929104903762194,0.579967737197876,1.2106026411056519,0.9874570369720459,1.7765698432922363,0.0,0.6628202199935913
DLPFC,30497,H20.33.033,Micro-PVM_2,antigen_presentation,1.2928943824228512,0.7479380965232849,1.001692533493042,1.5852396488189697,1.9099944829940796,0.0,0.3183385133743286
DLPFC,20724,H20.33.031,Micro-PVM_2,lysosomal_endolysosomal,1.292633584032091,0.827484667301178,1.5523191690444946,0.9554530382156372,1.3627532720565796,0.3212409019470215,0.4487231969833374
DLPFC,8485,H20.33.027,Micro-PVM_2,antigen_presentation,1.2925580401477599,0.6142186522483826,1.018089771270752,1.3857518434524536,1.6085184812545776,0.27610716223716736,0.6210917830467224
DLPFC,17220,H21.33.004,Micro-PVM_2,antigen_presentation,1.2917173277576572,0.49334385991096497,1.3144729137420654,1.5610324144363403,1.7297013998031616,0.0,0.4006129503250122
