graph,n_genes,n_edges,n_connected_genes,connected_fraction,n_isolated_genes,n_components,largest_component_size,median_degree,max_degree,top_hub_genes
consensus_union,2957,114029,2676,0.9049712546499831,281,286,2666,26.0,692,BRAF:692; WAPL:657; DLG1:656; SMG1:644; ANKHD1:639; PAFAH1B1:639; RC3H1:623; PHKB:617; PPP2R5E:591; TMEM131:550; ERC1:534; HELZ:532; SFSWAP:486; XIAP:486; HDAC8:481
consensus_both,2957,536,376,0.1271559012512682,2581,2645,156,0.0,32,RPS9:32; RPS18:28; RPL19:27; RPL9:24; RPS27A:22; RPL28:22; EIF3E:20; RPL3:19; RPL6:17; RPS23:16; ISG15:15; EIF3A:14; RPS14:12; RPS27:11; HNRNPK:11
string_only,2957,14029,2303,0.7788298951640176,654,676,2253,4.0,143,CTNNB1:143; RPS27A:129; EP300:129; ACTB:123; CDC42:117; UBC:116; HSP90AA1:110; STAT3:110; STAT1:107; RHOA:107; TNF:104; IL6:98; BCL2:92; NFKB1:91; GRB2:91
wgcna_only,2957,99464,1821,0.6158268515387216,1136,1139,762,13.0,651,BRAF:651; WAPL:651; ANKHD1:638; DLG1:634; SMG1:630; PAFAH1B1:629; RC3H1:617; PHKB:614; PPP2R5E:577; TMEM131:549; HELZ:527; ERC1:524; SFSWAP:486; AGO3:466; EXOC4:465
