dataset,feature,metric,target,spearman,n_donors
MTG,antigen_presentation,top_5pct_mean,NeuN,0.07068948061152171,84
MTG,antigen_presentation,top_1pct_mean,AT8,0.006216462488609902,84
MTG,antigen_presentation,top_1pct_mean,6e10/A_beta,0.06420978029766122,84
MTG,antigen_presentation,top_1pct_mean,GFAP,0.1473929330768452,84
MTG,antigen_presentation,top_1pct_mean,Iba1,0.03160878809355067,84
MTG,antigen_presentation,top_1pct_mean,NeuN,0.06825959299382404,84
MTG,complement_phagocytosis,mean,AT8,0.2228814417333198,84
MTG,complement_phagocytosis,mean,6e10/A_beta,0.2842361040801863,84
MTG,complement_phagocytosis,mean,GFAP,0.2876581958084439,84
MTG,complement_phagocytosis,mean,Iba1,0.17766528298066217,84
MTG,complement_phagocytosis,mean,NeuN,0.009112078566366305,84
MTG,complement_phagocytosis,variance,AT8,0.2038675711248355,84
MTG,complement_phagocytosis,variance,6e10/A_beta,0.2599979750936519,84
MTG,complement_phagocytosis,variance,GFAP,0.4346461476156727,84
MTG,complement_phagocytosis,variance,Iba1,0.13878708109749924,84
MTG,complement_phagocytosis,variance,NeuN,-0.19252809557557962,84
MTG,complement_phagocytosis,q90,AT8,0.18511693834160173,84
MTG,complement_phagocytosis,q90,6e10/A_beta,0.257487091222031,84
MTG,complement_phagocytosis,q90,GFAP,0.38730383719752964,84
MTG,complement_phagocytosis,q90,Iba1,0.2046572846005872,84
MTG,complement_phagocytosis,q90,NeuN,-0.06319732712362054,84
MTG,complement_phagocytosis,q95,AT8,0.18041915561405286,84
MTG,complement_phagocytosis,q95,6e10/A_beta,0.29638554216867474,84
MTG,complement_phagocytosis,q95,GFAP,0.3563025210084033,84
MTG,complement_phagocytosis,q95,Iba1,0.13680267287637948,84
MTG,complement_phagocytosis,q95,NeuN,-0.09600080996253924,84
MTG,complement_phagocytosis,q99,AT8,0.13797711855826666,84
MTG,complement_phagocytosis,q99,6e10/A_beta,0.27718942998886303,84
MTG,complement_phagocytosis,q99,GFAP,0.27087172218284905,84
MTG,complement_phagocytosis,q99,Iba1,0.11171408322365091,84
MTG,complement_phagocytosis,q99,NeuN,-0.12046167864736257,84
MTG,complement_phagocytosis,fraction_high_global_q95,AT8,0.20164119490586863,84
MTG,complement_phagocytosis,fraction_high_global_q95,6e10/A_beta,0.29294468434456733,84
MTG,complement_phagocytosis,fraction_high_global_q95,GFAP,0.34351697639893636,84
MTG,complement_phagocytosis,fraction_high_global_q95,Iba1,0.1340899771707835,84
MTG,complement_phagocytosis,fraction_high_global_q95,NeuN,-0.1068750980832672,84
MTG,complement_phagocytosis,top_10pct_mean,AT8,0.19653741014478082,84
MTG,complement_phagocytosis,top_10pct_mean,6e10/A_beta,0.3025412574668422,84
MTG,complement_phagocytosis,top_10pct_mean,GFAP,0.3588134048800243,84
MTG,complement_phagocytosis,top_10pct_mean,Iba1,0.1442340791738382,84
MTG,complement_phagocytosis,top_10pct_mean,NeuN,-0.09990887921433635,84
MTG,complement_phagocytosis,top_5pct_mean,AT8,0.19724612736660932,84
MTG,complement_phagocytosis,top_5pct_mean,6e10/A_beta,0.30887921433633697,84
MTG,complement_phagocytosis,top_5pct_mean,GFAP,0.327062873342108,84
MTG,complement_phagocytosis,top_5pct_mean,Iba1,0.12530120481927712,84
MTG,complement_phagocytosis,top_5pct_mean,NeuN,-0.13040396881644223,84
MTG,complement_phagocytosis,top_1pct_mean,AT8,0.20862610104282678,84
MTG,complement_phagocytosis,top_1pct_mean,6e10/A_beta,0.2732408626101043,84
MTG,complement_phagocytosis,top_1pct_mean,GFAP,0.18979447200566973,84
MTG,complement_phagocytosis,top_1pct_mean,Iba1,0.06700415105801356,84
MTG,complement_phagocytosis,top_1pct_mean,NeuN,-0.14990381694846613,84
MTG,dam_lipid_trem2_apoe,mean,AT8,0.4441429583881745,84
MTG,dam_lipid_trem2_apoe,mean,6e10/A_beta,0.3862103877695657,84
MTG,dam_lipid_trem2_apoe,mean,GFAP,0.29130302723499035,84
MTG,dam_lipid_trem2_apoe,mean,Iba1,0.22863217576187103,84
MTG,dam_lipid_trem2_apoe,mean,NeuN,-0.10272349903816949,84
MTG,dam_lipid_trem2_apoe,variance,AT8,0.4219702338766832,84
MTG,dam_lipid_trem2_apoe,variance,6e10/A_beta,0.35328541054976204,84
MTG,dam_lipid_trem2_apoe,variance,GFAP,0.343606358205933,84
MTG,dam_lipid_trem2_apoe,variance,Iba1,0.1329148526880632,84
MTG,dam_lipid_trem2_apoe,variance,NeuN,-0.2212412675913739,84
MTG,dam_lipid_trem2_apoe,q90,AT8,0.45343727852586824,84
MTG,dam_lipid_trem2_apoe,q90,6e10/A_beta,0.3878505619115116,84
MTG,dam_lipid_trem2_apoe,q90,GFAP,0.34445681887212715,84
MTG,dam_lipid_trem2_apoe,q90,Iba1,0.1832540245013668,84
MTG,dam_lipid_trem2_apoe,q90,NeuN,-0.13716715601903415,84
MTG,dam_lipid_trem2_apoe,q95,AT8,0.44790928419560594,84
MTG,dam_lipid_trem2_apoe,q95,6e10/A_beta,0.3884377847524552,84
MTG,dam_lipid_trem2_apoe,q95,GFAP,0.3673585096689278,84
MTG,dam_lipid_trem2_apoe,q95,Iba1,0.17566062569606158,84
MTG,dam_lipid_trem2_apoe,q95,NeuN,-0.16397691606763187,84
MTG,dam_lipid_trem2_apoe,q99,AT8,0.41725220208565356,84
MTG,dam_lipid_trem2_apoe,q99,6e10/A_beta,0.3788397286625494,84
MTG,dam_lipid_trem2_apoe,q99,GFAP,0.2834058924774729,84
MTG,dam_lipid_trem2_apoe,q99,Iba1,0.1894704869899767,84
MTG,dam_lipid_trem2_apoe,q99,NeuN,-0.16899868381087377,84
MTG,dam_lipid_trem2_apoe,fraction_high_global_q95,AT8,0.45308196996167466,84
MTG,dam_lipid_trem2_apoe,fraction_high_global_q95,6e10/A_beta,0.3945002430745629,84
MTG,dam_lipid_trem2_apoe,fraction_high_global_q95,GFAP,0.3362425077637366,84
MTG,dam_lipid_trem2_apoe,fraction_high_global_q95,Iba1,0.15723716186602918,84
MTG,dam_lipid_trem2_apoe,fraction_high_global_q95,NeuN,-0.18860359634516363,84
MTG,dam_lipid_trem2_apoe,top_10pct_mean,AT8,0.4612129189025008,84
MTG,dam_lipid_trem2_apoe,top_10pct_mean,6e10/A_beta,0.40242988761769766,84
MTG,dam_lipid_trem2_apoe,top_10pct_mean,GFAP,0.3521312139313557,84
MTG,dam_lipid_trem2_apoe,top_10pct_mean,Iba1,0.18390199453275288,84
MTG,dam_lipid_trem2_apoe,top_10pct_mean,NeuN,-0.17256251898349703,84
MTG,dam_lipid_trem2_apoe,top_5pct_mean,AT8,0.458681785967399,84
MTG,dam_lipid_trem2_apoe,top_5pct_mean,6e10/A_beta,0.4016401741419459,84
MTG,dam_lipid_trem2_apoe,top_5pct_mean,GFAP,0.3375923863521312,84
MTG,dam_lipid_trem2_apoe,top_5pct_mean,Iba1,0.19566670041510578,84
MTG,dam_lipid_trem2_apoe,top_5pct_mean,NeuN,-0.20078971347575175,84
MTG,dam_lipid_trem2_apoe,top_1pct_mean,AT8,0.40514326212412677,84
MTG,dam_lipid_trem2_apoe,top_1pct_mean,6e10/A_beta,0.35271843677229936,84
MTG,dam_lipid_trem2_apoe,top_1pct_mean,GFAP,0.25692011744456816,84
MTG,dam_lipid_trem2_apoe,top_1pct_mean,Iba1,0.17964969120178192,84
MTG,dam_lipid_trem2_apoe,top_1pct_mean,NeuN,-0.17701731294927608,84
MTG,disease_program_score,mean,AT8,0.3787587324086262,84
MTG,disease_program_score,mean,6e10/A_beta,0.35516857345347774,84
MTG,disease_program_score,mean,GFAP,0.35150349296345046,84
MTG,disease_program_score,mean,Iba1,0.24999493773412979,84
MTG,disease_program_score,mean,NeuN,-0.18102662751847728,84
MTG,disease_program_score,variance,AT8,0.3197124632985725,84
MTG,disease_program_score,variance,6e10/A_beta,0.3179507947757416,84
MTG,disease_program_score,variance,GFAP,0.37187405082514935,84
MTG,disease_program_score,variance,Iba1,0.1732307380783639,84
MTG,disease_program_score,variance,NeuN,-0.4713576997063887,84
MTG,disease_program_score,q90,AT8,0.42936114204718034,84
MTG,disease_program_score,q90,6e10/A_beta,0.40054672471398195,84
MTG,disease_program_score,q90,GFAP,0.39293307684519596,84
MTG,disease_program_score,q90,Iba1,0.26090918295028853,84
MTG,disease_program_score,q90,NeuN,-0.30280449529209275,84
MTG,disease_program_score,q95,AT8,0.4014376835071378,84
MTG,disease_program_score,q95,6e10/A_beta,0.3879720562923965,84
MTG,disease_program_score,q95,GFAP,0.36523235800344234,84
MTG,disease_program_score,q95,Iba1,0.2408828591677635,84
MTG,disease_program_score,q95,NeuN,-0.33755188822516957,84
MTG,disease_program_score,q99,AT8,0.32329654753467657,84
MTG,disease_program_score,q99,6e10/A_beta,0.33615470284499344,84
MTG,disease_program_score,q99,GFAP,0.3479396577908272,84
MTG,disease_program_score,q99,Iba1,0.21002328642300297,84
MTG,disease_program_score,q99,NeuN,-0.3336438189733725,84
MTG,disease_program_score,fraction_high_global_q95,AT8,0.39983798506353,84
MTG,disease_program_score,fraction_high_global_q95,6e10/A_beta,0.3734487793125978,84
MTG,disease_program_score,fraction_high_global_q95,GFAP,0.38063847082570673,84
MTG,disease_program_score,fraction_high_global_q95,Iba1,0.23139667713528492,84
MTG,disease_program_score,fraction_high_global_q95,NeuN,-0.34039645100444627,84
MTG,disease_program_score,top_10pct_mean,AT8,0.38392224359623367,84
MTG,disease_program_score,top_10pct_mean,6e10/A_beta,0.37825250582160574,84
MTG,disease_program_score,top_10pct_mean,GFAP,0.37045661638149235,84
MTG,disease_program_score,top_10pct_mean,Iba1,0.22539232560494082,84
MTG,disease_program_score,top_10pct_mean,NeuN,-0.34986331882150457,84
MTG,disease_program_score,top_5pct_mean,AT8,0.3521717120583173,84
MTG,disease_program_score,top_5pct_mean,6e10/A_beta,0.3493368431710034,84
MTG,disease_program_score,top_5pct_mean,GFAP,0.35160473828085453,84
MTG,disease_program_score,top_5pct_mean,Iba1,0.20415105801356687,84
MTG,disease_program_score,top_5pct_mean,NeuN,-0.35699098916675104,84
MTG,disease_program_score,top_1pct_mean,AT8,0.2925989672977625,84
MTG,disease_program_score,top_1pct_mean,6e10/A_beta,0.31301002328642297,84
MTG,disease_program_score,top_1pct_mean,GFAP,0.289926090918295,84
MTG,disease_program_score,top_1pct_mean,Iba1,0.1620937531639162,84
MTG,disease_program_score,top_1pct_mean,NeuN,-0.4044952920927407,84
MTG,interferon_inflammatory,mean,AT8,0.38104687658195807,84
MTG,interferon_inflammatory,mean,6e10/A_beta,0.23389693226688268,84
MTG,interferon_inflammatory,mean,GFAP,0.24758529917991293,84
MTG,interferon_inflammatory,mean,Iba1,0.16899868381087377,84
MTG,interferon_inflammatory,mean,NeuN,-0.06937329148526881,84
MTG,interferon_inflammatory,variance,AT8,0.30727953832135263,84
MTG,interferon_inflammatory,variance,6e10/A_beta,0.19467449630454595,84
MTG,interferon_inflammatory,variance,GFAP,0.2605244507441531,84
MTG,interferon_inflammatory,variance,Iba1,0.08097600485977524,84
MTG,interferon_inflammatory,variance,NeuN,-0.15235395362964466,84
MTG,interferon_inflammatory,q90,AT8,0.4077958894401134,84
MTG,interferon_inflammatory,q90,6e10/A_beta,0.3086362255745672,84
MTG,interferon_inflammatory,q90,GFAP,0.31408322365090613,84
MTG,interferon_inflammatory,q90,Iba1,0.17491141034727145,84
MTG,interferon_inflammatory,q90,NeuN,-0.11134960008099626,84
MTG,interferon_inflammatory,q95,AT8,0.42176774324187505,84
MTG,interferon_inflammatory,q95,6e10/A_beta,0.27824238128986534,84
MTG,interferon_inflammatory,q95,GFAP,0.3011238230231852,84
MTG,interferon_inflammatory,q95,Iba1,0.12333704566163815,84
MTG,interferon_inflammatory,q95,NeuN,-0.15119975701123822,84
MTG,interferon_inflammatory,q99,AT8,0.30369545408524856,84
MTG,interferon_inflammatory,q99,6e10/A_beta,0.17053761263541561,84
MTG,interferon_inflammatory,q99,GFAP,0.21913536498936922,84
MTG,interferon_inflammatory,q99,Iba1,0.05228308190746179,84
MTG,interferon_inflammatory,q99,NeuN,-0.0622861192669839,84
MTG,interferon_inflammatory,fraction_high_global_q95,AT8,0.4409031082312444,84
MTG,interferon_inflammatory,fraction_high_global_q95,6e10/A_beta,0.3141237217778678,84
MTG,interferon_inflammatory,fraction_high_global_q95,GFAP,0.2760352333704566,84
MTG,interferon_inflammatory,fraction_high_global_q95,Iba1,0.12072491647261314,84
MTG,interferon_inflammatory,fraction_high_global_q95,NeuN,-0.12453174040700618,84
MTG,interferon_inflammatory,top_10pct_mean,AT8,0.39631467044649193,84
MTG,interferon_inflammatory,top_10pct_mean,6e10/A_beta,0.2561709020957781,84
MTG,interferon_inflammatory,top_10pct_mean,GFAP,0.2831629037157032,84
MTG,interferon_inflammatory,top_10pct_mean,Iba1,0.10345246532347879,84
MTG,interferon_inflammatory,top_10pct_mean,NeuN,-0.10679356079781312,84
MTG,interferon_inflammatory,top_5pct_mean,AT8,0.3750126556646755,84
MTG,interferon_inflammatory,top_5pct_mean,6e10/A_beta,0.21919611217981166,84
MTG,interferon_inflammatory,top_5pct_mean,GFAP,0.25728460058722286,84
MTG,interferon_inflammatory,top_5pct_mean,Iba1,0.06414903310721878,84
MTG,interferon_inflammatory,top_5pct_mean,NeuN,-0.10270324997468867,84
MTG,interferon_inflammatory,top_1pct_mean,AT8,0.2627315986635618,84
MTG,interferon_inflammatory,top_1pct_mean,6e10/A_beta,0.11408322365090615,84
MTG,interferon_inflammatory,top_1pct_mean,GFAP,0.15583679254834465,84
MTG,interferon_inflammatory,top_1pct_mean,Iba1,0.01018527893084945,84
MTG,interferon_inflammatory,top_1pct_mean,NeuN,-0.08127974081198745,84
MTG,lysosomal_endolysosomal,mean,AT8,0.3357092234484155,84
MTG,lysosomal_endolysosomal,mean,6e10/A_beta,0.3355269818770882,84
MTG,lysosomal_endolysosomal,mean,GFAP,0.30859572744760555,84
MTG,lysosomal_endolysosomal,mean,Iba1,0.33149741824440626,84
MTG,lysosomal_endolysosomal,mean,NeuN,-0.3464614761567278,84
MTG,lysosomal_endolysosomal,variance,AT8,0.3641186595119976,84
MTG,lysosomal_endolysosomal,variance,6e10/A_beta,0.36274172319530223,84
MTG,lysosomal_endolysosomal,variance,GFAP,0.2943403867571125,84
MTG,lysosomal_endolysosomal,variance,Iba1,0.08796193176065607,84
MTG,lysosomal_endolysosomal,variance,NeuN,-0.4892173736964666,84
MTG,lysosomal_endolysosomal,q90,AT8,0.41200769464412274,84
MTG,lysosomal_endolysosomal,q90,6e10/A_beta,0.4366305558367926,84
MTG,lysosomal_endolysosomal,q90,GFAP,0.3657385845904627,84
MTG,lysosomal_endolysosomal,q90,Iba1,0.28093550673281364,84
MTG,lysosomal_endolysosomal,q90,NeuN,-0.42407613647868786,84
MTG,lysosomal_endolysosomal,q95,AT8,0.40992204110559893,84
MTG,lysosomal_endolysosomal,q95,6e10/A_beta,0.42490634808140126,84
MTG,lysosomal_endolysosomal,q95,GFAP,0.4174951908474233,84
MTG,lysosomal_endolysosomal,q95,Iba1,0.2798218082413688,84
MTG,lysosomal_endolysosomal,q95,NeuN,-0.3906044345449023,84
MTG,lysosomal_endolysosomal,q99,AT8,0.37890047585299175,84
MTG,lysosomal_endolysosomal,q99,6e10/A_beta,0.3820593297559988,84
MTG,lysosomal_endolysosomal,q99,GFAP,0.37150956768249466,84
MTG,lysosomal_endolysosomal,q99,Iba1,0.22988761769768148,84
MTG,lysosomal_endolysosomal,q99,NeuN,-0.40398906550572034,84
MTG,lysosomal_endolysosomal,fraction_high_global_q95,AT8,0.41908686386516475,84
MTG,lysosomal_endolysosomal,fraction_high_global_q95,6e10/A_beta,0.42490849908663864,84
MTG,lysosomal_endolysosomal,fraction_high_global_q95,GFAP,0.39195298144159935,84
MTG,lysosomal_endolysosomal,fraction_high_global_q95,Iba1,0.27761606569185165,84
MTG,lysosomal_endolysosomal,fraction_high_global_q95,NeuN,-0.3961648079670483,84
MTG,lysosomal_endolysosomal,top_10pct_mean,AT8,0.4082413688366913,84
MTG,lysosomal_endolysosomal,top_10pct_mean,6e10/A_beta,0.4293206439202187,84
MTG,lysosomal_endolysosomal,top_10pct_mean,GFAP,0.39965576592082624,84
MTG,lysosomal_endolysosomal,top_10pct_mean,Iba1,0.2766629543383618,84
MTG,lysosomal_endolysosomal,top_10pct_mean,NeuN,-0.4278424622861193,84
MTG,lysosomal_endolysosomal,top_5pct_mean,AT8,0.39370254125746684,84
MTG,lysosomal_endolysosomal,top_5pct_mean,6e10/A_beta,0.4121291890250076,84
MTG,lysosomal_endolysosomal,top_5pct_mean,GFAP,0.39799534271539944,84
MTG,lysosomal_endolysosomal,top_5pct_mean,Iba1,0.2521413384630961,84
MTG,lysosomal_endolysosomal,top_5pct_mean,NeuN,-0.4138706084843576,84
MTG,lysosomal_endolysosomal,top_1pct_mean,AT8,0.3359117140832236,84
MTG,lysosomal_endolysosomal,top_1pct_mean,6e10/A_beta,0.36312645540143773,84
MTG,lysosomal_endolysosomal,top_1pct_mean,GFAP,0.36472613141642196,84
MTG,lysosomal_endolysosomal,top_1pct_mean,Iba1,0.2574263440315886,84
MTG,lysosomal_endolysosomal,top_1pct_mean,NeuN,-0.4056292396476663,84
MTG,oxidative_stress_gene_preserved,mean,AT8,0.40884884074111577,84
MTG,oxidative_stress_gene_preserved,mean,6e10/A_beta,0.3276905943100132,84
MTG,oxidative_stress_gene_preserved,mean,GFAP,0.25278930849448217,84
MTG,oxidative_stress_gene_preserved,mean,Iba1,0.29668927812088697,84
MTG,oxidative_stress_gene_preserved,mean,NeuN,-0.4464108534980257,84
MTG,oxidative_stress_gene_preserved,variance,AT8,0.12017819175863116,84
MTG,oxidative_stress_gene_preserved,variance,6e10/A_beta,0.10928419560595322,84
MTG,oxidative_stress_gene_preserved,variance,GFAP,0.2503999190037461,84
MTG,oxidative_stress_gene_preserved,variance,Iba1,0.03126455401437683,84
MTG,oxidative_stress_gene_preserved,variance,NeuN,-0.15573554723094057,84
MTG,oxidative_stress_gene_preserved,q90,AT8,0.3770983092031993,84
MTG,oxidative_stress_gene_preserved,q90,6e10/A_beta,0.2937531639161689,84
MTG,oxidative_stress_gene_preserved,q90,GFAP,0.2525665687961932,84
MTG,oxidative_stress_gene_preserved,q90,Iba1,0.1966589045256657,84
MTG,oxidative_stress_gene_preserved,q90,NeuN,-0.4575883365394351,84
MTG,oxidative_stress_gene_preserved,q95,AT8,0.33765313354257365,84
MTG,oxidative_stress_gene_preserved,q95,6e10/A_beta,0.28834666396679154,84
MTG,oxidative_stress_gene_preserved,q95,GFAP,0.2516351118760758,84
MTG,oxidative_stress_gene_preserved,q95,Iba1,0.1933380581148122,84
MTG,oxidative_stress_gene_preserved,q95,NeuN,-0.28549154601599674,84
MTG,oxidative_stress_gene_preserved,q99,AT8,0.11234180419155614,84
MTG,oxidative_stress_gene_preserved,q99,6e10/A_beta,0.0696365293105194,84
MTG,oxidative_stress_gene_preserved,q99,GFAP,0.3064493267186393,84
MTG,oxidative_stress_gene_preserved,q99,Iba1,0.056474638047990286,84
MTG,oxidative_stress_gene_preserved,q99,NeuN,-0.19617292700212616,84
MTG,oxidative_stress_gene_preserved,fraction_high_global_q95,AT8,0.3648513197647743,84
MTG,oxidative_stress_gene_preserved,fraction_high_global_q95,6e10/A_beta,0.32538549546565426,84
MTG,oxidative_stress_gene_preserved,fraction_high_global_q95,GFAP,0.26198503580400984,84
MTG,oxidative_stress_gene_preserved,fraction_high_global_q95,Iba1,0.21353866092681917,84
MTG,oxidative_stress_gene_preserved,fraction_high_global_q95,NeuN,-0.2768581235144787,84
MTG,oxidative_stress_gene_preserved,top_10pct_mean,AT8,0.3161891262529108,84
MTG,oxidative_stress_gene_preserved,top_10pct_mean,6e10/A_beta,0.25400425230333096,84
MTG,oxidative_stress_gene_preserved,top_10pct_mean,GFAP,0.24946846208362863,84
MTG,oxidative_stress_gene_preserved,top_10pct_mean,Iba1,0.15348790118457023,84
MTG,oxidative_stress_gene_preserved,top_10pct_mean,NeuN,-0.312584792953326,84
MTG,oxidative_stress_gene_preserved,top_5pct_mean,AT8,0.24286726738888328,84
MTG,oxidative_stress_gene_preserved,top_5pct_mean,6e10/A_beta,0.1937430393844285,84
MTG,oxidative_stress_gene_preserved,top_5pct_mean,GFAP,0.2803685329553508,84
MTG,oxidative_stress_gene_preserved,top_5pct_mean,Iba1,0.13111268603827073,84
MTG,oxidative_stress_gene_preserved,top_5pct_mean,NeuN,-0.21678647362559478,84
MTG,oxidative_stress_gene_preserved,top_1pct_mean,AT8,0.0397489116128379,84
MTG,oxidative_stress_gene_preserved,top_1pct_mean,6e10/A_beta,0.027234990381694846,84
MTG,oxidative_stress_gene_preserved,top_1pct_mean,GFAP,0.2649184975194897,84
MTG,oxidative_stress_gene_preserved,top_1pct_mean,Iba1,0.051432621241267594,84
MTG,oxidative_stress_gene_preserved,top_1pct_mean,NeuN,-0.18477270426242787,84
