representation,target,n_donors,pathology_tertile_silhouette,knn_spearman,knn_r2,knn_mae
expression_pca_128,percent AT8 positive area_Grey matter,84,-0.0075143879272307436,0.2186493874658297,-0.010721592182692197,1.015285611152649
expression_pca_128,percent NeuN positive area_Grey matter,84,-0.0038462773301914856,0.329776247848537,0.10248577115072321,1.4595980644226074
expression_pca_128,percent 6e10 positive area_Grey matter,84,-0.005722843325589324,0.0989774222942189,-0.35730082960195686,2.65954852104187
expression_pca_128,percent GFAP positive area_Grey matter,84,-0.01658127751122649,-0.01210893996152678,-0.12774425074560303,3.4605205059051514
expression_pca_128,percent Iba1 positive area_Grey matter,84,-0.011620061142071007,-0.04355573554723094,-0.17148778744290927,1.7882497310638428
jepa_latent_128,percent AT8 positive area_Grey matter,84,-0.06422865675135898,-0.033350207552900676,-0.1831118452290228,1.1681897640228271
jepa_latent_128,percent NeuN positive area_Grey matter,84,-0.045536112279228276,0.2591475144274577,-0.015436029944268626,1.5583837032318115
jepa_latent_128,percent 6e10 positive area_Grey matter,84,-0.059986728099624465,0.20528500556849247,-0.06621292349859509,1.9441673755645752
jepa_latent_128,percent GFAP positive area_Grey matter,84,-0.0661872119989263,-0.17365596841146097,-0.2610601061738913,4.040143966674805
jepa_latent_128,percent Iba1 positive area_Grey matter,84,-0.05853725553287102,0.047362559481623975,-0.17871341783795924,1.7241853475570679
