representation,target,n_donors,pathology_tertile_silhouette,knn_spearman,knn_r2,knn_mae
expression_pca_128,percent AT8 positive area_Grey matter,84,-0.007514398680291318,0.2186493874658297,-0.010721592182692197,1.015285611152649
expression_pca_128,percent NeuN positive area_Grey matter,84,-0.0038462956169062583,0.329776247848537,0.10248577115072321,1.4595980644226074
expression_pca_128,percent 6e10 positive area_Grey matter,84,-0.005722813091844884,0.0989774222942189,-0.3573007382883968,2.65954852104187
expression_pca_128,percent GFAP positive area_Grey matter,84,-0.016581280503410324,-0.01210893996152678,-0.12774431815845344,3.4605205059051514
expression_pca_128,percent Iba1 positive area_Grey matter,84,-0.011620073654461003,-0.04355573554723094,-0.17148770649616263,1.7882499694824219
jepa_latent_128,percent AT8 positive area_Grey matter,84,-0.0641518662649102,0.03251999595018731,-0.11987020315224983,1.1529650688171387
jepa_latent_128,percent NeuN positive area_Grey matter,84,-0.045071920538102404,0.27494178394249263,0.011574805082349204,1.491615653038025
jepa_latent_128,percent 6e10 positive area_Grey matter,84,-0.06057327853376047,0.20733016098005466,-0.07501975112306547,1.953190803527832
jepa_latent_128,percent GFAP positive area_Grey matter,84,-0.06640626834186306,-0.19617292700212616,-0.339941095999472,4.133023738861084
jepa_latent_128,percent Iba1 positive area_Grey matter,84,-0.059450791349550884,-0.112139313556748,-0.26659616744676407,1.8142433166503906
