stage61_run,acquisition_audit_written,schema_audit_written,donor_overlap_audit_written,feature_inventory_written_or_gap,benchmark_run_or_gap,stage61_run_pass,best_real_beats_stage55,best_real_beats_stage27c,best_real_beats_negative_control,downloaded_h5ad_untracked,raw_h5ad_committed,no_pathology_targets_used_in_feature_construction,donor_held_out_evaluation_used_or_gap,no_clean_external_validation_claim,no_causal_claim,no_therapeutic_claim,raw_data_not_committed,leakage_audit_pass,safety_audit_pass
True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True
