model_variant,latent_dim,seed,target,pooled_oof_spearman,n_donors
negative_control_nested_target_gated_programming_vs_shuffled_state_module,8,107,6e10/A_beta,0.3102359015895515,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,8,107,AT8,0.44598562316492857,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,8,107,GFAP,0.2439202186898856,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,8,107,Iba1,0.09646653842259795,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,8,107,NeuN,0.5135364989369242,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,8,211,6e10/A_beta,0.17246127366609296,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,8,211,AT8,0.5228510681380987,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,8,211,GFAP,0.20392831831527794,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,8,211,Iba1,0.05090614559076643,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,8,211,NeuN,0.5119570719854206,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,8,307,6e10/A_beta,0.19560595322466337,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,8,307,AT8,0.47668320340184267,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,8,307,GFAP,0.22547332185886404,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,8,307,Iba1,0.06678141135972461,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,8,307,NeuN,0.5407107421281766,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,16,107,6e10/A_beta,0.27718942998886303,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,16,107,AT8,0.42502784246228614,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,16,107,GFAP,0.22842968512706288,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,16,107,Iba1,0.042442037055786176,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,16,107,NeuN,0.49099929128277814,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,16,211,6e10/A_beta,0.14644122709324695,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,16,211,AT8,0.4291586514123722,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,16,211,GFAP,0.17339273058621038,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,16,211,Iba1,0.025392325604940775,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,16,211,NeuN,0.4844588437784752,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,16,307,6e10/A_beta,0.18114812189936216,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,16,307,AT8,0.4336336944416321,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,16,307,GFAP,0.2063582059329756,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,16,307,Iba1,0.023731902399514025,84
negative_control_nested_target_gated_programming_vs_shuffled_state_module,16,307,NeuN,0.45396375417636936,84
nested_target_gated_programming_vs_state_module,8,107,6e10/A_beta,0.3131315176673079,84
nested_target_gated_programming_vs_state_module,8,107,AT8,0.45204009314569205,84
nested_target_gated_programming_vs_state_module,8,107,GFAP,0.23816948466133442,84
nested_target_gated_programming_vs_state_module,8,107,Iba1,0.09470486989976715,84
nested_target_gated_programming_vs_state_module,8,107,NeuN,0.5144882049205224,84
nested_target_gated_programming_vs_state_module,8,211,6e10/A_beta,0.17021362761972259,84
nested_target_gated_programming_vs_state_module,8,211,AT8,0.5295940062772097,84
nested_target_gated_programming_vs_state_module,8,211,GFAP,0.1933785562417738,84
nested_target_gated_programming_vs_state_module,8,211,Iba1,0.05639364179406703,84
nested_target_gated_programming_vs_state_module,8,211,NeuN,0.5174243191252405,84
nested_target_gated_programming_vs_state_module,8,307,6e10/A_beta,0.19825858054065001,84
nested_target_gated_programming_vs_state_module,8,307,AT8,0.48296041308089505,84
nested_target_gated_programming_vs_state_module,8,307,GFAP,0.22346866457426343,84
nested_target_gated_programming_vs_state_module,8,307,Iba1,0.06911005366001823,84
nested_target_gated_programming_vs_state_module,8,307,NeuN,0.5406499949377342,84
nested_target_gated_programming_vs_state_module,16,107,6e10/A_beta,0.27676419965576593,84
nested_target_gated_programming_vs_state_module,16,107,AT8,0.41520704667409136,84
nested_target_gated_programming_vs_state_module,16,107,GFAP,0.22705274881036755,84
nested_target_gated_programming_vs_state_module,16,107,Iba1,0.0650197428368938,84
nested_target_gated_programming_vs_state_module,16,107,NeuN,0.4892376227599473,84
nested_target_gated_programming_vs_state_module,16,211,6e10/A_beta,0.1480814012351929,84
nested_target_gated_programming_vs_state_module,16,211,AT8,0.43081907461779895,84
nested_target_gated_programming_vs_state_module,16,211,GFAP,0.15996760149843073,84
nested_target_gated_programming_vs_state_module,16,211,Iba1,0.04612736660929431,84
nested_target_gated_programming_vs_state_module,16,211,NeuN,0.481542978637238,84
nested_target_gated_programming_vs_state_module,16,307,6e10/A_beta,0.16494887111471096,84
nested_target_gated_programming_vs_state_module,16,307,AT8,0.4440822111977321,84
nested_target_gated_programming_vs_state_module,16,307,GFAP,0.20429280145793258,84
nested_target_gated_programming_vs_state_module,16,307,Iba1,0.03782525058216058,84
nested_target_gated_programming_vs_state_module,16,307,NeuN,0.4554621848739496,84
