target_gene,counterfactual_mode,knockdown_fraction,target_in_jepa_input,n_matched_expression_genes,n_deg_rows,n_deg_overlap_jepa,n_significant_deg_overlap_jepa,cosine_similarity,spearman_r,observed_shift_norm,predicted_shift_norm
CSF1R,input_erasure,0.1,True,2904,8610,2371,17,-0.5148698313254918,-0.4883205914667643,0.4341701567173004,0.0066451383754611015
INPP5D,input_erasure,0.1,False,2904,8831,2397,0,,,0.18775130808353424,0.0
TGFBR2,input_erasure,0.1,True,2904,8836,2404,91,-0.26885463921093183,-0.2699139351767076,0.45365193486213684,0.004953804891556501
CDK8,input_erasure,0.1,True,2904,8723,2379,19,-0.5096315939404379,-0.4252884087163523,0.17598991096019745,0.0009912402601912618
CDK12,input_erasure,0.1,True,2904,8939,2424,265,0.3498520838578638,0.31106940120856985,1.3445461988449097,0.01187941525131464
MED1,input_erasure,0.1,False,2904,8798,2404,150,,,1.0482701063156128,0.0
NDUFA8,input_erasure,0.1,False,2904,8873,2404,12,,,0.7864317297935486,0.0
NDUFS5,input_erasure,0.1,False,2904,8826,2406,21,,,1.2610492706298828,0.0
