representation,target,n_donors,pathology_tertile_silhouette,knn_spearman,knn_r2,knn_mae
expression_pca_128,percent AT8 positive area_Grey matter,84,-0.007514384482287732,0.2186493874658297,-0.010721592182692197,1.015285611152649
expression_pca_128,percent NeuN positive area_Grey matter,84,-0.003846284497713309,0.329776247848537,0.10248577115072321,1.4595980644226074
expression_pca_128,percent 6e10 positive area_Grey matter,84,-0.0057228172556585835,0.0989774222942189,-0.35730082960195686,2.65954852104187
expression_pca_128,percent GFAP positive area_Grey matter,84,-0.01658129430078617,-0.01210893996152678,-0.12774425074560303,3.4605205059051514
expression_pca_128,percent Iba1 positive area_Grey matter,84,-0.011620053621313573,-0.04355573554723094,-0.17148770649616263,1.7882499694824219
jepa_latent_128,percent AT8 positive area_Grey matter,84,-0.022602980210867013,0.23527386858357802,0.062435240156859195,1.0926694869995117
jepa_latent_128,percent NeuN positive area_Grey matter,84,-0.0015825107670264559,0.3228308190746178,0.07350776277502424,1.466092824935913
jepa_latent_128,percent 6e10 positive area_Grey matter,84,-0.032523804313431603,0.1703958691910499,-0.1311156800358242,2.3145041465759277
jepa_latent_128,percent GFAP positive area_Grey matter,84,-0.019505823160318705,0.20773514224967096,-0.04152907984762266,3.5775063037872314
jepa_latent_128,percent Iba1 positive area_Grey matter,84,-0.03340914679008687,-0.018527893084944822,-0.18211261457101346,1.8311587572097778
