checkpoint_slice,method,n_rows,mean_query_cosine_error,mean_query_cosine_similarity,mean_global_cell_cosine_error,mean_effective_targeted_n,delta_query_error_vs_uniform
u0200,PREFIX3,96,0.605669416487217,0.39433058351278305,0.09258505515754219,1.4375,-2.2922952970239052e-06
u0200,RIDGE8,96,0.6056692140797774,0.39433078467845917,0.09259758268793421,8.0,-2.4947027366106767e-06
u0200,TOP8,96,0.6056636913369099,0.3943363083526492,0.0925830087314049,8.0,-8.017445604080464e-06
u0200,UNIFORM,96,0.605671708782514,0.3943282912174861,0.09258631678918994,0.0,0.0
u0000_first_target,RIDGE8,12,1.0754756132761638,-0.07547561017175512,5.088249842325846e-05,8.0,2.2808710734123494e-05
u0000_first_target,UNIFORM,12,1.0754528045654297,-0.07545281946659084,4.7122438748677574e-05,0.0,0.0
