source_local_path,proposed_repo_path,expected_sha256,source_sha256_immediate,destination_sha256,match,chronology_class,classification,staged_blob_sha256,staged_blob_match
docs/causal_discovery.md,docs/causal_discovery.md,31e2377c3e8177713dbb376a0ca9cd7186e1d9c7a80a4b31d45d5073f8ddfd0a,31e2377c3e8177713dbb376a0ca9cd7186e1d9c7a80a4b31d45d5073f8ddfd0a,31e2377c3e8177713dbb376a0ca9cd7186e1d9c7a80a4b31d45d5073f8ddfd0a,True,CURRENT_BYTES__SYNCED_AFTER_REVIEW,CURRENT_CONTRACT,31e2377c3e8177713dbb376a0ca9cd7186e1d9c7a80a4b31d45d5073f8ddfd0a,True
docs/architecture.md,docs/architecture.md,a419c6cd5b8f67693231ec8337f885d0c37581a65dd8eb181cf0491a62f3995a,a419c6cd5b8f67693231ec8337f885d0c37581a65dd8eb181cf0491a62f3995a,a419c6cd5b8f67693231ec8337f885d0c37581a65dd8eb181cf0491a62f3995a,True,CURRENT_BYTES__SYNCED_AFTER_REVIEW,CURRENT_CONTRACT,a419c6cd5b8f67693231ec8337f885d0c37581a65dd8eb181cf0491a62f3995a,True
docs/cleanup_manifest.md,docs/history/docs/cleanup_manifest.md,1b6a152b8da331ec794a8cdd5999f2fb442031c6e7527f3df15ad5e889044cd8,1b6a152b8da331ec794a8cdd5999f2fb442031c6e7527f3df15ad5e889044cd8,1b6a152b8da331ec794a8cdd5999f2fb442031c6e7527f3df15ad5e889044cd8,True,CURRENT_BYTES__SYNCED_AFTER_REVIEW,HISTORICAL_AUTHORITY,1b6a152b8da331ec794a8cdd5999f2fb442031c6e7527f3df15ad5e889044cd8,True
docs/DATASET_REGISTRY.md,docs/DATASET_REGISTRY.md,51d687225ddd180b6509ec6f021fad4426901b4153b54ef7ba2bf7bdadda8d53,51d687225ddd180b6509ec6f021fad4426901b4153b54ef7ba2bf7bdadda8d53,51d687225ddd180b6509ec6f021fad4426901b4153b54ef7ba2bf7bdadda8d53,True,CURRENT_BYTES__SYNCED_AFTER_REVIEW,CURRENT_CONTRACT,51d687225ddd180b6509ec6f021fad4426901b4153b54ef7ba2bf7bdadda8d53,True
docs/current_status.md,docs/current_status.md,b342abbec506f06c071f8f1270f4890fe8a5035edd3f823a11028b8d3fdf8598,b342abbec506f06c071f8f1270f4890fe8a5035edd3f823a11028b8d3fdf8598,b342abbec506f06c071f8f1270f4890fe8a5035edd3f823a11028b8d3fdf8598,True,CURRENT_BYTES__SYNCED_AFTER_REVIEW,CURRENT_CONTRACT,b342abbec506f06c071f8f1270f4890fe8a5035edd3f823a11028b8d3fdf8598,True
docs/dataset_guide.md,docs/dataset_guide.md,d5f30edc5d822130c60dd1fd69fb733490056cf89e63b8d20023fb233dd8ec7a,d5f30edc5d822130c60dd1fd69fb733490056cf89e63b8d20023fb233dd8ec7a,d5f30edc5d822130c60dd1fd69fb733490056cf89e63b8d20023fb233dd8ec7a,True,CURRENT_BYTES__SYNCED_AFTER_REVIEW,CURRENT_CONTRACT,d5f30edc5d822130c60dd1fd69fb733490056cf89e63b8d20023fb233dd8ec7a,True
docs/external_validation_next_steps.md,docs/external_validation_next_steps.md,0d97ffaf5530a71ea4807a07b039dc6801524921cfb997414fa0645403e9ee7d,0d97ffaf5530a71ea4807a07b039dc6801524921cfb997414fa0645403e9ee7d,0d97ffaf5530a71ea4807a07b039dc6801524921cfb997414fa0645403e9ee7d,True,CURRENT_BYTES__SYNCED_AFTER_REVIEW,CURRENT_CONTRACT,0d97ffaf5530a71ea4807a07b039dc6801524921cfb997414fa0645403e9ee7d,True
docs/external_cohort_reconnaissance.md,docs/external_cohort_reconnaissance.md,48564f71607f7b7de1b6d0254d9dd7ce33419879e59421a59f75c2847c8b7b4a,48564f71607f7b7de1b6d0254d9dd7ce33419879e59421a59f75c2847c8b7b4a,48564f71607f7b7de1b6d0254d9dd7ce33419879e59421a59f75c2847c8b7b4a,True,CURRENT_BYTES__SYNCED_AFTER_REVIEW,CURRENT_CONTRACT,48564f71607f7b7de1b6d0254d9dd7ce33419879e59421a59f75c2847c8b7b4a,True
docs/github_about.md,docs/github_about.md,d331cd9b38ecc92f78ddb4900d597d6468944a32636afba529991a93afa44865,d331cd9b38ecc92f78ddb4900d597d6468944a32636afba529991a93afa44865,d331cd9b38ecc92f78ddb4900d597d6468944a32636afba529991a93afa44865,True,CURRENT_BYTES__SYNCED_AFTER_REVIEW,CURRENT_CONTRACT,d331cd9b38ecc92f78ddb4900d597d6468944a32636afba529991a93afa44865,True
docs/external_perturbation_benchmarks.md,docs/external_perturbation_benchmarks.md,183011782e8a25d8ef5ae5a443cdfc99ef26ce9cff70a40c69c926a2f54ee9ef,183011782e8a25d8ef5ae5a443cdfc99ef26ce9cff70a40c69c926a2f54ee9ef,183011782e8a25d8ef5ae5a443cdfc99ef26ce9cff70a40c69c926a2f54ee9ef,True,CURRENT_BYTES__SYNCED_AFTER_REVIEW,CURRENT_CONTRACT,183011782e8a25d8ef5ae5a443cdfc99ef26ce9cff70a40c69c926a2f54ee9ef,True
