relative_path,bytes,sha256
F1_HC3_BASIS_SCALING_INVARIANCE.json,3808,910f5986e7867b39c24a12f412507982d86d6aea29dbcae36e25258a2f9464ed
F1_HC3_INCREMENTAL_AUTHORITY_AMENDMENT.md,620,d370425f30738d0abb464637d5637469abaf1f50a51a1ad902371e76a298cd98
F1_HC3_INCREMENTAL_EXTERNAL_REVIEW_HANDOFF.md,978,27c46cc98468fc64be6cb200a0bbad4738440f8f2c08eb3528cf5e034023c1a9
F1_HC3_INCREMENTAL_FRONTIER.csv,1894,d349898d3feda05b80bf9054fe3e19d47ecdf36b30ae9efac5c2e2c75d414414
F1_HC3_INCREMENTAL_INDEPENDENT_VALIDATION.json,1109,a7817510eb1f84f34da9f0a03df6a10ad344443188672d86cf0fa73e32448a06
F1_HC3_INCREMENTAL_MULTIAGENT.md,1865,ca379cf82593d0dc63b90ac2f766ebc2e7d7568b3d1b699430b084dcdb55fb92
F1_HC3_INCREMENTAL_RANK_AUTHORITY_CANDIDATE.json,1858,1232edd3055872fe2b1bfaa99d39894246f665976765d5514d9096c4a547fb82
F1_HC3_INCREMENTAL_SOURCE_MANIFEST.csv,1199,68e2a5ff1f7bc4a81acfc369d7eb5b8e16a315549f74bb310f750778d28e728e
F1_HC3_INCREMENTAL_TERMINAL.json,4161,aa535e85d410e9d69e0b7e7a97fd334bd4ffb2e7b2f0327af06a2d956cc653c5
F1_HC3_LOO_STABILITY.json,19670,80d5a2e688c68a8851ddef699541ada4eed42a59929c1d725ae7678a52aee893
F1_HC3_MANDATORY_BASE.json,5333,b6d634f0a51c5434ffeb1cf57fe36f021f2ea09273ca3154ff41f3b21e279f1c
F1_HC3_NPH_COMPONENT2_FINAL_DIAGNOSTIC.json,205,04dba030bedf896bd100444d57c128cfc51c1aa1fa6a49afdbd63644e62cb30d
F1_HC3_PREFIX_INCREMENT_TRACE.csv,4796,c1f082ef2f51305dfd64e9fc99835f2a0bc37ccc14cf5de7d3f7efad063695c3
F1_HC3_RAW_AUGMENTED_RANK.json,8625,ab40885e57ae84028af05c6343ad4aa5e3e64dd27a8fbf20ff4e12e4b30f2267
F1_HC3_RESIDUAL_SVD_ORDERING.json,40969,8bc1c010bbc38b7e85e98e48123a04b030cdcecae9406a8fb90ffd538e840fc1
F1_HC3_SCALE_SENSITIVITY.json,5417,82371e89c367b4a074f5c8c35d5acd040b884a29616982c6b8c6e887a81de106
source_snapshot/derive_contextual_target_f1_hc3_incremental_rank_v2.py,13574,4b8690b415218b357f02251023c164ea6ab435455a38f8fafbe616036ab58571
source_snapshot/finalize_contextual_target_f1_hc3_incremental_rank_v2.py,5536,184283b702c750b882f360a33bd9aa495125c54d6c68cc30c9e2f9efc0161fea
source_snapshot/validate_contextual_target_f1_hc3_incremental_rank_v2.py,5976,4adfe014e524c0a4fa8ebe754d3ed237c1594f5443af591809d664a30a452640
