study,sample,guide_id,target_id,target_class,n_cells,total_counts
GSE311359,S7,MAF_sig_e3_g2,MAF_sig_e3,other,8,26628
GSE311359,S7,MAF_sig_e3_g3,MAF_sig_e3,other,14,76671
GSE311359,S7,MAF_sig_e3_g4,MAF_sig_e3,other,16,66792
GSE311359,S7,MAF_sig_e3_g5,MAF_sig_e3,other,17,64625
GSE311359,S7,MAF_sig_e4_g1,MAF_sig_e4,other,5,18190
GSE311359,S7,MAF_sig_e4_g2,MAF_sig_e4,other,10,35745
GSE311359,S7,MAF_sig_e4_g3,MAF_sig_e4,other,17,64977
GSE311359,S7,MAF_sig_e4_g4,MAF_sig_e4,other,14,47143
GSE311359,S7,MAF_sig_e4_g5,MAF_sig_e4,other,2,8295
GSE311359,S7,MAF_sig_e4_g6,MAF_sig_e4,other,5,16788
GSE311359,S7,MAF_sig_e4_g7,MAF_sig_e4,other,3,10541
GSE311359,S7,MAF_sig_e4_g8,MAF_sig_e4,other,11,39251
GSE311359,S7,MAF_sig_e4_g9,MAF_sig_e4,other,12,42650
GSE311359,S7,MARCHF1_sig_e1_g1,MARCHF1_sig_e1,other,11,52695
GSE311359,S7,MARCHF1_sig_e1_g2,MARCHF1_sig_e1,other,11,57273
GSE311359,S7,MARCHF1_sig_e1_g3,MARCHF1_sig_e1,other,7,24012
GSE311359,S7,MARCHF1_sig_e1_g4,MARCHF1_sig_e1,other,14,63075
GSE311359,S7,MARCHF1_sig_e1_g5,MARCHF1_sig_e1,other,2,5738
GSE311359,S7,MARCHF1_sig_e2_g1,MARCHF1_sig_e2,other,1,3084
GSE311359,S7,MARCHF1_sig_e2_g2,MARCHF1_sig_e2,other,19,54908
GSE311359,S7,MARCHF1_sig_e2_g3,MARCHF1_sig_e2,other,32,157208
GSE311359,S7,MARCHF1_sig_e2_g4,MARCHF1_sig_e2,other,18,73817
GSE311359,S7,MARCHF1_sig_e2_g5,MARCHF1_sig_e2,other,14,59446
GSE311359,S7,MARCHF1_sig_e2_g6,MARCHF1_sig_e2,other,11,54008
GSE311359,S7,MARCHF1_sig_e2_g7,MARCHF1_sig_e2,other,12,65914
GSE311359,S7,MARCHF1_sig_e2_g8,MARCHF1_sig_e2,other,26,113314
GSE311359,S7,MARCHF1_sig_e2_g9,MARCHF1_sig_e2,other,13,52399
GSE311359,S7,MARCHF1_sig_e2_g10,MARCHF1_sig_e2,other,14,45486
GSE311359,S7,MARCHF1_sig_e2_g11,MARCHF1_sig_e2,other,12,41012
GSE311359,S7,MARCHF1_sig_e2_g12,MARCHF1_sig_e2,other,8,33179
GSE311359,S7,IRF5_sig_e1_g1,IRF5_sig_e1,other,20,77854
GSE311359,S7,IRF5_sig_e1_g2,IRF5_sig_e1,other,22,100523
GSE311359,S7,IRF5_sig_e1_g3,IRF5_sig_e1,other,16,61014
GSE311359,S7,IRF5_sig_e1_g4,IRF5_sig_e1,other,3,10471
GSE311359,S7,IRF5_sig_e1_g5,IRF5_sig_e1,other,8,36200
GSE311359,S7,IRF5_sig_e1_g6,IRF5_sig_e1,other,8,29229
GSE311359,S7,IRF5_sig_e1_g7,IRF5_sig_e1,other,21,78919
GSE311359,S7,IRF5_sig_e1_g8,IRF5_sig_e1,other,4,12455
GSE311359,S7,IRF5_sig_e1_g9,IRF5_sig_e1,other,4,15691
GSE311359,S7,IRF5_sig_e1_g10,IRF5_sig_e1,other,7,24511
GSE311359,S7,SLC25A19_sig_e1_g1,SLC25A19_sig_e1,other,17,61893
GSE311359,S7,SLC25A19_sig_e1_g2,SLC25A19_sig_e1,other,8,31150
GSE311359,S7,SLC25A19_sig_e1_g3,SLC25A19_sig_e1,other,13,44085
GSE311359,S7,SLC25A19_sig_e1_g5,SLC25A19_sig_e1,other,11,40541
GSE311359,S7,SLC25A19_sig_e2_g1,SLC25A19_sig_e2,other,5,18574
GSE311359,S7,SLC25A19_sig_e2_g2,SLC25A19_sig_e2,other,7,26465
GSE311359,S7,SLC25A19_sig_e2_g3,SLC25A19_sig_e2,other,3,10776
GSE311359,S7,SLC25A19_sig_e2_g4,SLC25A19_sig_e2,other,5,18306
GSE311359,S7,SLC25A19_sig_e2_g5,SLC25A19_sig_e2,other,20,80331
GSE311359,S7,SLC25A19_sig_e3_g1,SLC25A19_sig_e3,other,16,60900
GSE311359,S7,SLC25A19_sig_e3_g2,SLC25A19_sig_e3,other,4,19740
GSE311359,S7,SLC25A19_sig_e3_g3,SLC25A19_sig_e3,other,15,50741
GSE311359,S7,SLC25A19_sig_e3_g4,SLC25A19_sig_e3,other,16,62199
GSE311359,S7,SLC25A19_sig_e3_g5,SLC25A19_sig_e3,other,4,23216
GSE311359,S7,SLC25A19_sig_e4_g1,SLC25A19_sig_e4,other,17,61578
GSE311359,S7,SLC25A19_sig_e4_g2,SLC25A19_sig_e4,other,12,40550
GSE311359,S7,SLC25A19_sig_e4_g3,SLC25A19_sig_e4,other,10,43134
GSE311359,S7,SLC25A19_sig_e4_g4,SLC25A19_sig_e4,other,17,69074
GSE311359,S7,SLC25A19_sig_e4_g5,SLC25A19_sig_e4,other,1,7415
GSE311359,S7,SLC25A19_sig_e4_g6,SLC25A19_sig_e4,other,26,133581
GSE311359,S7,SLC25A19_sig_e4_g7,SLC25A19_sig_e4,other,4,12770
GSE311359,S7,SLC25A19_sig_e4_g8,SLC25A19_sig_e4,other,15,56166
GSE311359,S7,SLC25A19_sig_e4_g9,SLC25A19_sig_e4,other,8,27121
GSE311359,S7,SLC25A19_sig_e4_g10,SLC25A19_sig_e4,other,12,46579
GSE311359,S7,SLC25A19_sig_e4_g11,SLC25A19_sig_e4,other,11,42350
GSE311359,S7,SLC25A19_sig_e4_g12,SLC25A19_sig_e4,other,10,35997
GSE311359,S7,SLC25A19_sig_e4_g13,SLC25A19_sig_e4,other,10,37181
GSE311359,S7,SLC25A19_sig_e4_g14,SLC25A19_sig_e4,other,19,80056
GSE311359,S7,SLC25A19_sig_e4_g15,SLC25A19_sig_e4,other,3,10403
GSE311359,S7,SLC25A19_sig_e4_g16,SLC25A19_sig_e4,other,10,49030
GSE311359,S7,SLC25A19_sig_e4_g17,SLC25A19_sig_e4,other,7,27254
GSE311359,S7,SLC25A19_sig_e4_g18,SLC25A19_sig_e4,other,7,25759
GSE311359,S7,SLC25A19_sig_e4_g19,SLC25A19_sig_e4,other,5,14326
GSE311359,S7,SLC25A19_sig_e4_g20,SLC25A19_sig_e4,other,13,48111
GSE311359,S7,SLC25A19_sig_e5_g1,SLC25A19_sig_e5,other,9,39388
GSE311359,S7,SLC25A19_sig_e5_g2,SLC25A19_sig_e5,other,24,108866
GSE311359,S7,SLC25A19_sig_e5_g3,SLC25A19_sig_e5,other,9,38915
GSE311359,S7,SLC25A19_sig_e5_g4,SLC25A19_sig_e5,other,9,35478
GSE311359,S7,SLC25A19_sig_e5_g5,SLC25A19_sig_e5,other,1,3248
GSE311359,S7,SLC25A19_sig_e6_g1,SLC25A19_sig_e6,other,8,21343
GSE311359,S7,SLC25A19_sig_e6_g2,SLC25A19_sig_e6,other,9,32793
GSE311359,S7,SLC25A19_sig_e6_g3,SLC25A19_sig_e6,other,20,106084
GSE311359,S7,SLC25A19_sig_e6_g5,SLC25A19_sig_e6,other,12,42160
GSE311359,S7,SLC25A19_sig_e7_g1,SLC25A19_sig_e7,other,21,76595
GSE311359,S7,SLC25A19_sig_e7_g2,SLC25A19_sig_e7,other,1,3437
GSE311359,S7,SLC25A19_sig_e7_g3,SLC25A19_sig_e7,other,5,16809
GSE311359,S7,SLC25A19_sig_e7_g4,SLC25A19_sig_e7,other,3,13531
GSE311359,S7,IFNGR1_sig_e1_g1,IFNGR1_sig_e1,other,10,35312
GSE311359,S7,IFNGR1_sig_e1_g2,IFNGR1_sig_e1,other,4,11464
GSE311359,S7,IFNGR1_sig_e1_g3,IFNGR1_sig_e1,other,15,66553
GSE311359,S7,IFNGR1_sig_e1_g4,IFNGR1_sig_e1,other,11,41734
GSE311359,S7,IFNGR1_sig_e1_g5,IFNGR1_sig_e1,other,9,33118
GSE311359,S7,IFNGR1_sig_e2_g1,IFNGR1_sig_e2,other,3,15145
GSE311359,S7,IFNGR1_sig_e2_g2,IFNGR1_sig_e2,other,14,70289
GSE311359,S7,IFNGR1_sig_e2_g3,IFNGR1_sig_e2,other,12,54557
GSE311359,S7,IFNGR1_sig_e2_g4,IFNGR1_sig_e2,other,16,60127
GSE311359,S7,IFNGR1_sig_e3_g1,IFNGR1_sig_e3,other,11,33418
GSE311359,S7,IFNGR1_sig_e3_g2,IFNGR1_sig_e3,other,7,30430
GSE311359,S7,IFNGR1_sig_e3_g3,IFNGR1_sig_e3,other,10,32433
GSE311359,S7,IFNGR1_sig_e3_g4,IFNGR1_sig_e3,other,6,28678
GSE311359,S7,IFNGR1_sig_e3_g5,IFNGR1_sig_e3,other,6,18444
GSE311359,S7,IFNGR1_sig_e3_g7,IFNGR1_sig_e3,other,8,38271
GSE311359,S7,IFNGR1_sig_e4_g1,IFNGR1_sig_e4,other,5,16896
GSE311359,S7,IFNGR1_sig_e4_g2,IFNGR1_sig_e4,other,8,35214
GSE311359,S7,IFNGR1_sig_e4_g3,IFNGR1_sig_e4,other,12,50912
GSE311359,S7,IFNGR1_sig_e4_g4,IFNGR1_sig_e4,other,10,36732
GSE311359,S7,IFNGR1_sig_e4_g5,IFNGR1_sig_e4,other,5,20369
GSE311359,S7,IFNGR1_sig_e4_g6,IFNGR1_sig_e4,other,14,58159
GSE311359,S7,IFNGR1_sig_e4_g7,IFNGR1_sig_e4,other,3,7752
GSE311359,S7,IFNGR1_sig_e4_g8,IFNGR1_sig_e4,other,4,13511
GSE311359,S7,IFNGR1_sig_e4_g9,IFNGR1_sig_e4,other,2,5829
GSE311359,S7,IFNGR1_sig_e5_g1,IFNGR1_sig_e5,other,6,23715
GSE311359,S7,IFNGR1_sig_e5_g2,IFNGR1_sig_e5,other,7,26498
GSE311359,S7,IFNGR1_sig_e5_g3,IFNGR1_sig_e5,other,15,60496
GSE311359,S7,IFNGR1_sig_e6_g1,IFNGR1_sig_e6,other,10,46027
GSE311359,S7,IFNGR1_sig_e6_g2,IFNGR1_sig_e6,other,16,82538
GSE311359,S7,IFNGR1_sig_e6_g3,IFNGR1_sig_e6,other,5,16807
GSE311359,S7,IFNGR1_sig_e6_g4,IFNGR1_sig_e6,other,5,19105
GSE311359,S7,IFNGR1_sig_e6_g5,IFNGR1_sig_e6,other,11,42806
GSE311359,S7,IFNGR1_sig_e7_g1,IFNGR1_sig_e7,other,10,41782
GSE311359,S7,IFNGR1_sig_e7_g2,IFNGR1_sig_e7,other,9,26987
GSE311359,S7,IFNGR1_sig_e7_g3,IFNGR1_sig_e7,other,5,23247
GSE311359,S7,C3_sig_e1_g1,C3_sig_e1,other,8,29542
GSE311359,S7,C3_sig_e1_g2,C3_sig_e1,other,19,68936
GSE311359,S7,C3_sig_e1_g4,C3_sig_e1,other,4,15653
GSE311359,S7,C3_sig_e1_g5,C3_sig_e1,other,8,31245
GSE311359,S7,C3_sig_e2_g1,C3_sig_e2,other,7,23850
GSE311359,S7,C3_sig_e2_g2,C3_sig_e2,other,8,22497
GSE311359,S7,C3_sig_e2_g3,C3_sig_e2,other,7,22128
GSE311359,S7,C3_sig_e2_g4,C3_sig_e2,other,11,41700
GSE311359,S7,C3_sig_e2_g5,C3_sig_e2,other,14,50905
GSE311359,S7,C3_sig_e2_g6,C3_sig_e2,other,20,78967
GSE311359,S7,C3_sig_e2_g7,C3_sig_e2,other,12,46350
GSE311359,S7,C3_sig_e2_g8,C3_sig_e2,other,2,10338
GSE311359,S7,C3_sig_e2_g10,C3_sig_e2,other,4,22285
GSE311359,S7,C3_sig_e2_g11,C3_sig_e2,other,4,13148
GSE311359,S7,C3_sig_e2_g12,C3_sig_e2,other,4,17869
GSE311359,S7,CD86_sig_e1_g1,CD86_sig_e1,other,8,30205
GSE311359,S7,CD86_sig_e1_g2,CD86_sig_e1,other,5,15536
GSE311359,S7,CD86_sig_e1_g3,CD86_sig_e1,other,4,16169
GSE311359,S7,CD86_sig_e1_g5,CD86_sig_e1,other,24,113704
GSE311359,S7,CD86_sig_e1_g6,CD86_sig_e1,other,7,26706
GSE311359,S7,CD86_sig_e1_g7,CD86_sig_e1,other,28,113465
GSE311359,S7,CD86_sig_e1_g8,CD86_sig_e1,other,9,38699
GSE311359,S7,CD86_sig_e1_g9,CD86_sig_e1,other,7,29922
GSE311359,S7,CD86_sig_e1_g10,CD86_sig_e1,other,20,88075
GSE311359,S7,CD86_sig_e2_g1,CD86_sig_e2,other,17,65375
GSE311359,S7,CD86_sig_e2_g2,CD86_sig_e2,other,9,26464
GSE311359,S7,CD86_sig_e2_g3,CD86_sig_e2,other,9,42945
GSE311359,S7,non-targeting_00000,non-targeting_00000,non_targeting_control,8,30458
GSE311359,S7,non-targeting_00002,non-targeting_00002,non_targeting_control,13,48413
GSE311359,S7,non-targeting_00003,non-targeting_00003,non_targeting_control,16,68584
GSE311359,S7,non-targeting_00004,non-targeting_00004,non_targeting_control,4,17583
GSE311359,S7,non-targeting_00005,non-targeting_00005,non_targeting_control,19,99141
GSE311359,S7,non-targeting_00007,non-targeting_00007,non_targeting_control,18,64728
GSE311359,S7,non-targeting_00008,non-targeting_00008,non_targeting_control,16,61578
GSE311359,S7,non-targeting_00009,non-targeting_00009,non_targeting_control,5,18125
GSE311359,S7,non-targeting_00010,non-targeting_00010,non_targeting_control,3,7726
GSE311359,S7,non-targeting_00012,non-targeting_00012,non_targeting_control,11,41398
GSE311359,S7,non-targeting_00013,non-targeting_00013,non_targeting_control,12,46310
GSE311359,S7,non-targeting_00014,non-targeting_00014,non_targeting_control,6,29011
GSE311359,S7,non-targeting_00016,non-targeting_00016,non_targeting_control,4,17443
GSE311359,S7,ELMO1_tss_g4,ELMO1_tss,tss_cis_element,14,49770
GSE311359,S7,BIN1_tss_g1,BIN1_tss,tss_cis_element,5,18189
GSE311359,S7,BIN1_tss_g2,BIN1_tss,tss_cis_element,6,26592
GSE311359,S7,BIN1,BIN1,other,28,0
GSE311359,S7,BIN1,BIN1,other,28,0
GSE311359,S7,BIN1,BIN1,other,28,112984
