path,bytes,sha256
D:\Jepa project\outputs\full104_v014_20260826\03_phase2_state_derivation_v1\_staging_shared_level0\TEACHER_DIMENSION_CALIBRATION_SHARED.csv,23714,5f147d4562249de9187a478fae3adbc0839d6f20731bbb3c8063821330cdce34
D:\Jepa project\outputs\full104_v014_20260826\03_phase2_state_derivation_v1\_staging_shared_level0\SHARED_DONOR_HELDOUT_PREDICTABILITY.csv,595569,c39125459eb853c5ef84b009c045949f5efd7941f22161a3484e51a873469eda
D:\Jepa project\outputs\full104_v014_20260826\03_phase2_state_derivation_v1\_staging_shared_level0\SHARED_SOURCE_SENSITIVITY.csv,71083,c3bda3b558e03b934b828f1ef9115c5599a478aac4c0d172573c4a64d8d7c442
D:\Jepa project\outputs\full104_v014_20260826\03_phase2_state_derivation_v1\_staging_shared_level0\SHARED_PHYSICAL_SUPPORT_SENSITIVITY.csv,16745,99369d71d5cb7a9613b9771cc0c8fa3f8051891f3474415ddf1fd5bea978a94e
D:\Jepa project\outputs\full104_v014_20260826\03_phase2_state_derivation_v1\_staging_shared_level0\SHARED_DIMENSION_SELECTION_PROVISIONAL.json,796,d7d558455831920bc237f602a863635e2df51e52ebf0015aba9155585fde284f
D:\Jepa project\outputs\full104_v014_20260826\03_phase2_state_derivation_v1\_staging_shared_level0\SHARED_NUMERICAL_AUDIT.json,711,3abb644b760b5c81de32a76f210eb5bea06e08aca39864a84748dd970e552741
D:\Jepa project\outputs\full104_v014_20260826\03_phase2_state_derivation_v1\_staging_shared_level0\SHARED_SUFFICIENT_STATISTICS_MANIFEST.csv,1361,5d4bf3b9eaae76cd3285f639bbd11e59d52b04d861ff29e260cb2abeb533e8db
D:\Jepa project\outputs\full104_v014_20260826\03_phase2_state_derivation_v1\_staging_shared_level0\SHARED_OVERCOMPLETE_BASIS_A.npz,627950,26cf293ca68d818085d7dbb7f9b5565892be5756912faad7c1ad803b76670c6b
D:\Jepa project\outputs\full104_v014_20260826\03_phase2_state_derivation_v1\_staging_shared_level0\SHARED_OVERCOMPLETE_BASIS_B.npz,628058,4fd39c72c33871d0b34255950603ce43ddc6cb18967cdaa647c2ab6e40d13503
D:\Jepa project\outputs\full104_v014_20260826\03_phase2_state_derivation_v1\_staging_shared_level0\SHARED_BOOTSTRAP_A.npz,1388959,826b54928599ea189e3082091a0deb8adbe588a906ac50be1d3798cb5717e428
D:\Jepa project\outputs\full104_v014_20260826\03_phase2_state_derivation_v1\_staging_shared_level0\SHARED_BOOTSTRAP_B.npz,1389266,7444debe6a6a5649bb3718e388011632d7a0ba995cc03a2dae54b4387e9d130c
D:\Jepa project\scripts\v4\derive_full104_phase2_shared_state.py,31369,5cc4de06bdceec84d01e05b42508b3a175e3a6d7d84deea90e48297dc17a0dab
