"guide_donor","guide_identity","donor","Gene_Targeted","crispr","n_cells","total_counts"
"CSF3R_CRISPRi_sgRNA_1||D2","CSF3R_CRISPRi_sgRNA_1","D2","CSF3R","Perturbed",1,23194
"CSF3R_CRISPRi_sgRNA_2||D1","CSF3R_CRISPRi_sgRNA_2","D1","CSF3R","Perturbed",14,125173
"CSF3R_CRISPRi_sgRNA_2||D2","CSF3R_CRISPRi_sgRNA_2","D2","CSF3R","Perturbed",6,37092
"CSF3R_CRISPRi_sgRNA_3||D1","CSF3R_CRISPRi_sgRNA_3","D1","CSF3R","Perturbed",3,18603
"CSF3R_CRISPRi_sgRNA_3||D2","CSF3R_CRISPRi_sgRNA_3","D2","CSF3R","Perturbed",1,7625
"CSF3R_CRISPRi_sgRNA_4||D1","CSF3R_CRISPRi_sgRNA_4","D1","CSF3R","Perturbed",8,60265
"CSF3R_CRISPRi_sgRNA_4||D2","CSF3R_CRISPRi_sgRNA_4","D2","CSF3R","Perturbed",6,48934
"CSF3R_CRISPRi_sgRNA_5||D1","CSF3R_CRISPRi_sgRNA_5","D1","CSF3R","Perturbed",22,220119
"CSF3R_CRISPRi_sgRNA_5||D2","CSF3R_CRISPRi_sgRNA_5","D2","CSF3R","Perturbed",20,145909
"CTLA4_CRISPRi_sgRNA_1||D1","CTLA4_CRISPRi_sgRNA_1","D1","CTLA4","Perturbed",8,52583
"CTLA4_CRISPRi_sgRNA_1||D2","CTLA4_CRISPRi_sgRNA_1","D2","CTLA4","Perturbed",3,23107
"CTLA4_CRISPRi_sgRNA_2||D1","CTLA4_CRISPRi_sgRNA_2","D1","CTLA4","Perturbed",8,69105
"CTLA4_CRISPRi_sgRNA_2||D2","CTLA4_CRISPRi_sgRNA_2","D2","CTLA4","Perturbed",9,81756
"CTLA4_CRISPRi_sgRNA_3||D1","CTLA4_CRISPRi_sgRNA_3","D1","CTLA4","Perturbed",4,24474
"CTLA4_CRISPRi_sgRNA_4||D1","CTLA4_CRISPRi_sgRNA_4","D1","CTLA4","Perturbed",3,23708
"CTLA4_CRISPRi_sgRNA_5||D1","CTLA4_CRISPRi_sgRNA_5","D1","CTLA4","Perturbed",8,76937
"CTLA4_CRISPRi_sgRNA_5||D2","CTLA4_CRISPRi_sgRNA_5","D2","CTLA4","Perturbed",4,29180
"CTSB_CRISPRi_sgRNA_1||D1","CTSB_CRISPRi_sgRNA_1","D1","CTSB","Perturbed",21,147998
"CTSB_CRISPRi_sgRNA_1||D2","CTSB_CRISPRi_sgRNA_1","D2","CTSB","Perturbed",20,201405
"CTSB_CRISPRi_sgRNA_2||D1","CTSB_CRISPRi_sgRNA_2","D1","CTSB","Perturbed",10,101059
"CTSB_CRISPRi_sgRNA_2||D2","CTSB_CRISPRi_sgRNA_2","D2","CTSB","Perturbed",1,7789
"CTSB_CRISPRi_sgRNA_3||D1","CTSB_CRISPRi_sgRNA_3","D1","CTSB","Perturbed",11,76266
"CTSB_CRISPRi_sgRNA_3||D2","CTSB_CRISPRi_sgRNA_3","D2","CTSB","Perturbed",5,26947
"CTSB_CRISPRi_sgRNA_4||D1","CTSB_CRISPRi_sgRNA_4","D1","CTSB","Perturbed",22,245122
"CTSB_CRISPRi_sgRNA_4||D2","CTSB_CRISPRi_sgRNA_4","D2","CTSB","Perturbed",12,91544
"CTSB_CRISPRi_sgRNA_5||D1","CTSB_CRISPRi_sgRNA_5","D1","CTSB","Perturbed",8,75838
"CTSB_CRISPRi_sgRNA_5||D2","CTSB_CRISPRi_sgRNA_5","D2","CTSB","Perturbed",9,70970
"CTSH_CRISPRi_sgRNA_1||D1","CTSH_CRISPRi_sgRNA_1","D1","CTSH","Perturbed",43,414313
"CTSH_CRISPRi_sgRNA_1||D2","CTSH_CRISPRi_sgRNA_1","D2","CTSH","Perturbed",22,179000
"CTSH_CRISPRi_sgRNA_2||D1","CTSH_CRISPRi_sgRNA_2","D1","CTSH","Perturbed",20,172113
"CTSH_CRISPRi_sgRNA_2||D2","CTSH_CRISPRi_sgRNA_2","D2","CTSH","Perturbed",16,119448
"CTSH_CRISPRi_sgRNA_3||D1","CTSH_CRISPRi_sgRNA_3","D1","CTSH","Perturbed",1,6667
"CTSH_CRISPRi_sgRNA_4||D1","CTSH_CRISPRi_sgRNA_4","D1","CTSH","Perturbed",10,126124
"CTSH_CRISPRi_sgRNA_4||D2","CTSH_CRISPRi_sgRNA_4","D2","CTSH","Perturbed",8,65318
"CTSH_CRISPRi_sgRNA_5||D1","CTSH_CRISPRi_sgRNA_5","D1","CTSH","Perturbed",66,557351
"CTSH_CRISPRi_sgRNA_5||D2","CTSH_CRISPRi_sgRNA_5","D2","CTSH","Perturbed",29,259056
"CXCR3_CRISPRi_sgRNA_1||D1","CXCR3_CRISPRi_sgRNA_1","D1","CXCR3","Perturbed",6,34234
"CXCR3_CRISPRi_sgRNA_1||D2","CXCR3_CRISPRi_sgRNA_1","D2","CXCR3","Perturbed",10,76873
"CXCR3_CRISPRi_sgRNA_2||D1","CXCR3_CRISPRi_sgRNA_2","D1","CXCR3","Perturbed",38,336392
"CXCR3_CRISPRi_sgRNA_2||D2","CXCR3_CRISPRi_sgRNA_2","D2","CXCR3","Perturbed",13,95619
"CXCR3_CRISPRi_sgRNA_3||D1","CXCR3_CRISPRi_sgRNA_3","D1","CXCR3","Perturbed",12,110058
"CXCR3_CRISPRi_sgRNA_3||D2","CXCR3_CRISPRi_sgRNA_3","D2","CXCR3","Perturbed",1,7457
"CXCR3_CRISPRi_sgRNA_4||D1","CXCR3_CRISPRi_sgRNA_4","D1","CXCR3","Perturbed",11,106048
"CXCR3_CRISPRi_sgRNA_4||D2","CXCR3_CRISPRi_sgRNA_4","D2","CXCR3","Perturbed",8,69374
"CXCR4_CRISPRi_sgRNA_1||D1","CXCR4_CRISPRi_sgRNA_1","D1","CXCR4","Perturbed",7,80362
"CXCR4_CRISPRi_sgRNA_1||D2","CXCR4_CRISPRi_sgRNA_1","D2","CXCR4","Perturbed",7,59295
"CXCR4_CRISPRi_sgRNA_2||D1","CXCR4_CRISPRi_sgRNA_2","D1","CXCR4","Perturbed",28,246762
"CXCR4_CRISPRi_sgRNA_2||D2","CXCR4_CRISPRi_sgRNA_2","D2","CXCR4","Perturbed",19,174475
"CXCR4_CRISPRi_sgRNA_3||D1","CXCR4_CRISPRi_sgRNA_3","D1","CXCR4","Perturbed",30,281086
"CXCR4_CRISPRi_sgRNA_3||D2","CXCR4_CRISPRi_sgRNA_3","D2","CXCR4","Perturbed",18,126837
"CXCR4_CRISPRi_sgRNA_4||D1","CXCR4_CRISPRi_sgRNA_4","D1","CXCR4","Perturbed",16,162076
"CXCR4_CRISPRi_sgRNA_4||D2","CXCR4_CRISPRi_sgRNA_4","D2","CXCR4","Perturbed",15,107157
"CXCR4_CRISPRi_sgRNA_5||D1","CXCR4_CRISPRi_sgRNA_5","D1","CXCR4","Perturbed",15,147924
"CXCR4_CRISPRi_sgRNA_5||D2","CXCR4_CRISPRi_sgRNA_5","D2","CXCR4","Perturbed",15,91366
"DPYD_CRISPRi_sgRNA_1||D1","DPYD_CRISPRi_sgRNA_1","D1","DPYD","Perturbed",8,75990
"DPYD_CRISPRi_sgRNA_1||D2","DPYD_CRISPRi_sgRNA_1","D2","DPYD","Perturbed",1,9519
"DPYD_CRISPRi_sgRNA_2||D1","DPYD_CRISPRi_sgRNA_2","D1","DPYD","Perturbed",13,114616
"DPYD_CRISPRi_sgRNA_2||D2","DPYD_CRISPRi_sgRNA_2","D2","DPYD","Perturbed",10,73066
"DPYD_CRISPRi_sgRNA_3||D1","DPYD_CRISPRi_sgRNA_3","D1","DPYD","Perturbed",30,233810
"DPYD_CRISPRi_sgRNA_3||D2","DPYD_CRISPRi_sgRNA_3","D2","DPYD","Perturbed",20,178494
"DPYD_CRISPRi_sgRNA_4||D1","DPYD_CRISPRi_sgRNA_4","D1","DPYD","Perturbed",27,248379
"DPYD_CRISPRi_sgRNA_4||D2","DPYD_CRISPRi_sgRNA_4","D2","DPYD","Perturbed",20,157443
"DPYD_CRISPRi_sgRNA_5||D1","DPYD_CRISPRi_sgRNA_5","D1","DPYD","Perturbed",15,153750
"DPYD_CRISPRi_sgRNA_5||D2","DPYD_CRISPRi_sgRNA_5","D2","DPYD","Perturbed",7,47716
"EPHA1_CRISPRi_sgRNA_1||D1","EPHA1_CRISPRi_sgRNA_1","D1","EPHA1","Perturbed",9,54925
"EPHA1_CRISPRi_sgRNA_2||D1","EPHA1_CRISPRi_sgRNA_2","D1","EPHA1","Perturbed",11,80669
"EPHA1_CRISPRi_sgRNA_2||D2","EPHA1_CRISPRi_sgRNA_2","D2","EPHA1","Perturbed",4,24051
"EPHA1_CRISPRi_sgRNA_3||D1","EPHA1_CRISPRi_sgRNA_3","D1","EPHA1","Perturbed",29,281653
"EPHA1_CRISPRi_sgRNA_3||D2","EPHA1_CRISPRi_sgRNA_3","D2","EPHA1","Perturbed",18,137196
"EPHA1_CRISPRi_sgRNA_4||D1","EPHA1_CRISPRi_sgRNA_4","D1","EPHA1","Perturbed",26,224280
"EPHA1_CRISPRi_sgRNA_4||D2","EPHA1_CRISPRi_sgRNA_4","D2","EPHA1","Perturbed",20,128125
"EPHA1_CRISPRi_sgRNA_5||D1","EPHA1_CRISPRi_sgRNA_5","D1","EPHA1","Perturbed",44,447346
"EPHA1_CRISPRi_sgRNA_5||D2","EPHA1_CRISPRi_sgRNA_5","D2","EPHA1","Perturbed",24,192763
"FCER1G_CRISPRi_sgRNA_1||D1","FCER1G_CRISPRi_sgRNA_1","D1","FCER1G","Perturbed",26,220840
"FCER1G_CRISPRi_sgRNA_1||D2","FCER1G_CRISPRi_sgRNA_1","D2","FCER1G","Perturbed",24,212767
"FCER1G_CRISPRi_sgRNA_2||D1","FCER1G_CRISPRi_sgRNA_2","D1","FCER1G","Perturbed",60,546808
"FCER1G_CRISPRi_sgRNA_2||D2","FCER1G_CRISPRi_sgRNA_2","D2","FCER1G","Perturbed",22,161668
"FCER1G_CRISPRi_sgRNA_3||D1","FCER1G_CRISPRi_sgRNA_3","D1","FCER1G","Perturbed",22,228273
"FCER1G_CRISPRi_sgRNA_3||D2","FCER1G_CRISPRi_sgRNA_3","D2","FCER1G","Perturbed",13,101854
"FCER1G_CRISPRi_sgRNA_4||D1","FCER1G_CRISPRi_sgRNA_4","D1","FCER1G","Perturbed",20,209250
"FCER1G_CRISPRi_sgRNA_4||D2","FCER1G_CRISPRi_sgRNA_4","D2","FCER1G","Perturbed",12,115944
"FCER1G_CRISPRi_sgRNA_5||D1","FCER1G_CRISPRi_sgRNA_5","D1","FCER1G","Perturbed",3,35376
"FCER1G_CRISPRi_sgRNA_5||D2","FCER1G_CRISPRi_sgRNA_5","D2","FCER1G","Perturbed",2,10783
"FCGR1A_CRISPRi_sgRNA_1||D1","FCGR1A_CRISPRi_sgRNA_1","D1","FCGR1A","Perturbed",1,21929
"FCGR1A_CRISPRi_sgRNA_2||D1","FCGR1A_CRISPRi_sgRNA_2","D1","FCGR1A","Perturbed",11,99778
"FCGR1A_CRISPRi_sgRNA_2||D2","FCGR1A_CRISPRi_sgRNA_2","D2","FCGR1A","Perturbed",7,44777
"FCGR1A_CRISPRi_sgRNA_3||D1","FCGR1A_CRISPRi_sgRNA_3","D1","FCGR1A","Perturbed",3,29468
"FCGR1A_CRISPRi_sgRNA_3||D2","FCGR1A_CRISPRi_sgRNA_3","D2","FCGR1A","Perturbed",1,12942
"FCGR1A_CRISPRi_sgRNA_5||D1","FCGR1A_CRISPRi_sgRNA_5","D1","FCGR1A","Perturbed",21,195986
"FCGR1A_CRISPRi_sgRNA_5||D2","FCGR1A_CRISPRi_sgRNA_5","D2","FCGR1A","Perturbed",5,24302
"FCGR2A_CRISPRi_sgRNA_1||D1","FCGR2A_CRISPRi_sgRNA_1","D1","FCGR2A","Perturbed",3,22731
"FCGR2A_CRISPRi_sgRNA_2||D1","FCGR2A_CRISPRi_sgRNA_2","D1","FCGR2A","Perturbed",37,322317
"FCGR2A_CRISPRi_sgRNA_2||D2","FCGR2A_CRISPRi_sgRNA_2","D2","FCGR2A","Perturbed",25,190496
"FCGR2A_CRISPRi_sgRNA_3||D1","FCGR2A_CRISPRi_sgRNA_3","D1","FCGR2A","Perturbed",43,413970
"FCGR2A_CRISPRi_sgRNA_3||D2","FCGR2A_CRISPRi_sgRNA_3","D2","FCGR2A","Perturbed",34,251080
"FCGR2A_CRISPRi_sgRNA_4||D1","FCGR2A_CRISPRi_sgRNA_4","D1","FCGR2A","Perturbed",12,89635
"FCGR2A_CRISPRi_sgRNA_4||D2","FCGR2A_CRISPRi_sgRNA_4","D2","FCGR2A","Perturbed",9,71134
"FCGR2A_CRISPRi_sgRNA_5||D1","FCGR2A_CRISPRi_sgRNA_5","D1","FCGR2A","Perturbed",9,102034
"FCGR2A_CRISPRi_sgRNA_5||D2","FCGR2A_CRISPRi_sgRNA_5","D2","FCGR2A","Perturbed",6,44537
"FCGR2B_CRISPRi_sgRNA_1||D2","FCGR2B_CRISPRi_sgRNA_1","D2","FCGR2B","Perturbed",1,9155
"FCGR2B_CRISPRi_sgRNA_2||D1","FCGR2B_CRISPRi_sgRNA_2","D1","FCGR2B","Perturbed",6,47152
"FCGR2B_CRISPRi_sgRNA_2||D2","FCGR2B_CRISPRi_sgRNA_2","D2","FCGR2B","Perturbed",18,109704
"FCGR2B_CRISPRi_sgRNA_4||D1","FCGR2B_CRISPRi_sgRNA_4","D1","FCGR2B","Perturbed",2,28298
"FCGR2B_CRISPRi_sgRNA_4||D2","FCGR2B_CRISPRi_sgRNA_4","D2","FCGR2B","Perturbed",2,7595
"FCGR2B_CRISPRi_sgRNA_5||D1","FCGR2B_CRISPRi_sgRNA_5","D1","FCGR2B","Perturbed",18,194076
"FCGR2B_CRISPRi_sgRNA_5||D2","FCGR2B_CRISPRi_sgRNA_5","D2","FCGR2B","Perturbed",11,90105
"FCGR2C_CRISPRi_sgRNA_1||D1","FCGR2C_CRISPRi_sgRNA_1","D1","FCGR2C","Perturbed",8,98056
"FCGR2C_CRISPRi_sgRNA_1||D2","FCGR2C_CRISPRi_sgRNA_1","D2","FCGR2C","Perturbed",2,14351
"FCGR2C_CRISPRi_sgRNA_2||D1","FCGR2C_CRISPRi_sgRNA_2","D1","FCGR2C","Perturbed",11,114592
"FCGR2C_CRISPRi_sgRNA_2||D2","FCGR2C_CRISPRi_sgRNA_2","D2","FCGR2C","Perturbed",12,92262
"FCGR2C_CRISPRi_sgRNA_3||D1","FCGR2C_CRISPRi_sgRNA_3","D1","FCGR2C","Perturbed",26,245488
"FCGR2C_CRISPRi_sgRNA_3||D2","FCGR2C_CRISPRi_sgRNA_3","D2","FCGR2C","Perturbed",16,132288
"FCGR2C_CRISPRi_sgRNA_4||D1","FCGR2C_CRISPRi_sgRNA_4","D1","FCGR2C","Perturbed",15,104225
"FCGR2C_CRISPRi_sgRNA_4||D2","FCGR2C_CRISPRi_sgRNA_4","D2","FCGR2C","Perturbed",8,57585
"FCGR2C_CRISPRi_sgRNA_5||D1","FCGR2C_CRISPRi_sgRNA_5","D1","FCGR2C","Perturbed",27,248923
"FCGR2C_CRISPRi_sgRNA_5||D2","FCGR2C_CRISPRi_sgRNA_5","D2","FCGR2C","Perturbed",18,173544
"FCGR3A_CRISPRi_sgRNA_1||D1","FCGR3A_CRISPRi_sgRNA_1","D1","FCGR3A","Perturbed",5,50968
"FCGR3A_CRISPRi_sgRNA_2||D1","FCGR3A_CRISPRi_sgRNA_2","D1","FCGR3A","Perturbed",15,148995
"FCGR3A_CRISPRi_sgRNA_2||D2","FCGR3A_CRISPRi_sgRNA_2","D2","FCGR3A","Perturbed",16,118873
"FCGR3A_CRISPRi_sgRNA_3||D1","FCGR3A_CRISPRi_sgRNA_3","D1","FCGR3A","Perturbed",61,482247
"FCGR3A_CRISPRi_sgRNA_3||D2","FCGR3A_CRISPRi_sgRNA_3","D2","FCGR3A","Perturbed",34,260224
"FCGR3A_CRISPRi_sgRNA_4||D1","FCGR3A_CRISPRi_sgRNA_4","D1","FCGR3A","Perturbed",16,113457
"FCGR3A_CRISPRi_sgRNA_5||D1","FCGR3A_CRISPRi_sgRNA_5","D1","FCGR3A","Perturbed",14,114099
"FCGR3A_CRISPRi_sgRNA_5||D2","FCGR3A_CRISPRi_sgRNA_5","D2","FCGR3A","Perturbed",14,98544
"FCGR3B_CRISPRi_sgRNA_1||D1","FCGR3B_CRISPRi_sgRNA_1","D1","FCGR3B","Perturbed",12,96152
"FCGR3B_CRISPRi_sgRNA_1||D2","FCGR3B_CRISPRi_sgRNA_1","D2","FCGR3B","Perturbed",1,11715
"FCGR3B_CRISPRi_sgRNA_2||D1","FCGR3B_CRISPRi_sgRNA_2","D1","FCGR3B","Perturbed",27,238330
"FCGR3B_CRISPRi_sgRNA_2||D2","FCGR3B_CRISPRi_sgRNA_2","D2","FCGR3B","Perturbed",18,169499
"FCGR3B_CRISPRi_sgRNA_3||D1","FCGR3B_CRISPRi_sgRNA_3","D1","FCGR3B","Perturbed",35,335814
"FCGR3B_CRISPRi_sgRNA_3||D2","FCGR3B_CRISPRi_sgRNA_3","D2","FCGR3B","Perturbed",24,205923
"FCGR3B_CRISPRi_sgRNA_4||D1","FCGR3B_CRISPRi_sgRNA_4","D1","FCGR3B","Perturbed",2,24254
"FCGR3B_CRISPRi_sgRNA_5||D1","FCGR3B_CRISPRi_sgRNA_5","D1","FCGR3B","Perturbed",28,261212
"FCGR3B_CRISPRi_sgRNA_5||D2","FCGR3B_CRISPRi_sgRNA_5","D2","FCGR3B","Perturbed",29,196525
"FERMT3_CRISPRi_sgRNA_1||D1","FERMT3_CRISPRi_sgRNA_1","D1","FERMT3","Perturbed",16,152241
"FERMT3_CRISPRi_sgRNA_1||D2","FERMT3_CRISPRi_sgRNA_1","D2","FERMT3","Perturbed",16,127946
"FERMT3_CRISPRi_sgRNA_2||D1","FERMT3_CRISPRi_sgRNA_2","D1","FERMT3","Perturbed",27,238909
"FERMT3_CRISPRi_sgRNA_2||D2","FERMT3_CRISPRi_sgRNA_2","D2","FERMT3","Perturbed",18,115056
"FERMT3_CRISPRi_sgRNA_3||D1","FERMT3_CRISPRi_sgRNA_3","D1","FERMT3","Perturbed",9,80263
"FERMT3_CRISPRi_sgRNA_3||D2","FERMT3_CRISPRi_sgRNA_3","D2","FERMT3","Perturbed",2,14256
"FERMT3_CRISPRi_sgRNA_4||D1","FERMT3_CRISPRi_sgRNA_4","D1","FERMT3","Perturbed",24,204977
"FERMT3_CRISPRi_sgRNA_4||D2","FERMT3_CRISPRi_sgRNA_4","D2","FERMT3","Perturbed",13,93722
"FERMT3_CRISPRi_sgRNA_5||D1","FERMT3_CRISPRi_sgRNA_5","D1","FERMT3","Perturbed",13,101664
"FERMT3_CRISPRi_sgRNA_5||D2","FERMT3_CRISPRi_sgRNA_5","D2","FERMT3","Perturbed",10,65623
"FLT1_CRISPRi_sgRNA_1||D1","FLT1_CRISPRi_sgRNA_1","D1","FLT1","Perturbed",27,287424
"FLT1_CRISPRi_sgRNA_1||D2","FLT1_CRISPRi_sgRNA_1","D2","FLT1","Perturbed",11,75363
"FLT1_CRISPRi_sgRNA_2||D1","FLT1_CRISPRi_sgRNA_2","D1","FLT1","Perturbed",19,170756
"FLT1_CRISPRi_sgRNA_2||D2","FLT1_CRISPRi_sgRNA_2","D2","FLT1","Perturbed",7,58230
"FLT1_CRISPRi_sgRNA_3||D1","FLT1_CRISPRi_sgRNA_3","D1","FLT1","Perturbed",20,180247
"FLT1_CRISPRi_sgRNA_3||D2","FLT1_CRISPRi_sgRNA_3","D2","FLT1","Perturbed",12,89764
"FLT1_CRISPRi_sgRNA_4||D1","FLT1_CRISPRi_sgRNA_4","D1","FLT1","Perturbed",14,143081
"FLT1_CRISPRi_sgRNA_4||D2","FLT1_CRISPRi_sgRNA_4","D2","FLT1","Perturbed",5,43235
"FLT1_CRISPRi_sgRNA_5||D1","FLT1_CRISPRi_sgRNA_5","D1","FLT1","Perturbed",6,50983
"FLT1_CRISPRi_sgRNA_5||D2","FLT1_CRISPRi_sgRNA_5","D2","FLT1","Perturbed",1,10580
"FOLR2_CRISPRi_sgRNA_1||D1","FOLR2_CRISPRi_sgRNA_1","D1","FOLR2","Perturbed",31,291725
"FOLR2_CRISPRi_sgRNA_1||D2","FOLR2_CRISPRi_sgRNA_1","D2","FOLR2","Perturbed",18,123023
"FOLR2_CRISPRi_sgRNA_2||D1","FOLR2_CRISPRi_sgRNA_2","D1","FOLR2","Perturbed",24,203658
"FOLR2_CRISPRi_sgRNA_2||D2","FOLR2_CRISPRi_sgRNA_2","D2","FOLR2","Perturbed",19,130076
"FOLR2_CRISPRi_sgRNA_3||D1","FOLR2_CRISPRi_sgRNA_3","D1","FOLR2","Perturbed",22,232107
"FOLR2_CRISPRi_sgRNA_3||D2","FOLR2_CRISPRi_sgRNA_3","D2","FOLR2","Perturbed",16,127651
"FOLR2_CRISPRi_sgRNA_4||D1","FOLR2_CRISPRi_sgRNA_4","D1","FOLR2","Perturbed",1,10408
"FOLR2_CRISPRi_sgRNA_5||D1","FOLR2_CRISPRi_sgRNA_5","D1","FOLR2","Perturbed",32,267390
"FOLR2_CRISPRi_sgRNA_5||D2","FOLR2_CRISPRi_sgRNA_5","D2","FOLR2","Perturbed",29,172518
"FPR1_CRISPRi_sgRNA_1||D1","FPR1_CRISPRi_sgRNA_1","D1","FPR1","Perturbed",16,130869
"FPR1_CRISPRi_sgRNA_1||D2","FPR1_CRISPRi_sgRNA_1","D2","FPR1","Perturbed",16,123191
"FPR1_CRISPRi_sgRNA_2||D1","FPR1_CRISPRi_sgRNA_2","D1","FPR1","Perturbed",40,367906
"FPR1_CRISPRi_sgRNA_2||D2","FPR1_CRISPRi_sgRNA_2","D2","FPR1","Perturbed",20,165334
"FPR1_CRISPRi_sgRNA_3||D1","FPR1_CRISPRi_sgRNA_3","D1","FPR1","Perturbed",22,215958
"FPR1_CRISPRi_sgRNA_3||D2","FPR1_CRISPRi_sgRNA_3","D2","FPR1","Perturbed",7,53296
"FPR1_CRISPRi_sgRNA_4||D1","FPR1_CRISPRi_sgRNA_4","D1","FPR1","Perturbed",3,20170
"FPR1_CRISPRi_sgRNA_5||D1","FPR1_CRISPRi_sgRNA_5","D1","FPR1","Perturbed",6,58906
"FPR1_CRISPRi_sgRNA_5||D2","FPR1_CRISPRi_sgRNA_5","D2","FPR1","Perturbed",4,35213
"FPR2_CRISPRi_sgRNA_1||D1","FPR2_CRISPRi_sgRNA_1","D1","FPR2","Perturbed",30,283705
"FPR2_CRISPRi_sgRNA_1||D2","FPR2_CRISPRi_sgRNA_1","D2","FPR2","Perturbed",16,124782
"FPR2_CRISPRi_sgRNA_2||D1","FPR2_CRISPRi_sgRNA_2","D1","FPR2","Perturbed",39,346342
"FPR2_CRISPRi_sgRNA_2||D2","FPR2_CRISPRi_sgRNA_2","D2","FPR2","Perturbed",19,158766
"FPR2_CRISPRi_sgRNA_3||D1","FPR2_CRISPRi_sgRNA_3","D1","FPR2","Perturbed",9,101509
"FPR2_CRISPRi_sgRNA_3||D2","FPR2_CRISPRi_sgRNA_3","D2","FPR2","Perturbed",13,93229
"FPR2_CRISPRi_sgRNA_4||D1","FPR2_CRISPRi_sgRNA_4","D1","FPR2","Perturbed",60,499594
"FPR2_CRISPRi_sgRNA_4||D2","FPR2_CRISPRi_sgRNA_4","D2","FPR2","Perturbed",34,231006
"FPR2_CRISPRi_sgRNA_5||D1","FPR2_CRISPRi_sgRNA_5","D1","FPR2","Perturbed",46,427603
"FPR2_CRISPRi_sgRNA_5||D2","FPR2_CRISPRi_sgRNA_5","D2","FPR2","Perturbed",32,233045
"FPR3_CRISPRi_sgRNA_1||D1","FPR3_CRISPRi_sgRNA_1","D1","FPR3","Perturbed",2,31473
"FPR3_CRISPRi_sgRNA_2||D1","FPR3_CRISPRi_sgRNA_2","D1","FPR3","Perturbed",18,187536
"FPR3_CRISPRi_sgRNA_2||D2","FPR3_CRISPRi_sgRNA_2","D2","FPR3","Perturbed",10,68683
"FPR3_CRISPRi_sgRNA_3||D1","FPR3_CRISPRi_sgRNA_3","D1","FPR3","Perturbed",1,10665
"FPR3_CRISPRi_sgRNA_4||D1","FPR3_CRISPRi_sgRNA_4","D1","FPR3","Perturbed",3,15197
"FPR3_CRISPRi_sgRNA_4||D2","FPR3_CRISPRi_sgRNA_4","D2","FPR3","Perturbed",1,10808
"FPR3_CRISPRi_sgRNA_5||D1","FPR3_CRISPRi_sgRNA_5","D1","FPR3","Perturbed",28,215993
"FPR3_CRISPRi_sgRNA_5||D2","FPR3_CRISPRi_sgRNA_5","D2","FPR3","Perturbed",7,51434
"GBA_CRISPRi_sgRNA_1||D1","GBA_CRISPRi_sgRNA_1","D1","GBA","Perturbed",14,153569
"GBA_CRISPRi_sgRNA_1||D2","GBA_CRISPRi_sgRNA_1","D2","GBA","Perturbed",8,61994
"GBA_CRISPRi_sgRNA_2||D1","GBA_CRISPRi_sgRNA_2","D1","GBA","Perturbed",24,192952
"GBA_CRISPRi_sgRNA_2||D2","GBA_CRISPRi_sgRNA_2","D2","GBA","Perturbed",18,126828
"GBA_CRISPRi_sgRNA_3||D1","GBA_CRISPRi_sgRNA_3","D1","GBA","Perturbed",20,165054
"GBA_CRISPRi_sgRNA_3||D2","GBA_CRISPRi_sgRNA_3","D2","GBA","Perturbed",14,124646
"GBA_CRISPRi_sgRNA_4||D1","GBA_CRISPRi_sgRNA_4","D1","GBA","Perturbed",1,6002
"GBA_CRISPRi_sgRNA_5||D1","GBA_CRISPRi_sgRNA_5","D1","GBA","Perturbed",22,209010
"GBA_CRISPRi_sgRNA_5||D2","GBA_CRISPRi_sgRNA_5","D2","GBA","Perturbed",11,69266
"GPNMB_CRISPRi_sgRNA_1||D1","GPNMB_CRISPRi_sgRNA_1","D1","GPNMB","Perturbed",19,170682
"GPNMB_CRISPRi_sgRNA_1||D2","GPNMB_CRISPRi_sgRNA_1","D2","GPNMB","Perturbed",5,33234
"GPNMB_CRISPRi_sgRNA_2||D1","GPNMB_CRISPRi_sgRNA_2","D1","GPNMB","Perturbed",6,88793
"GPNMB_CRISPRi_sgRNA_2||D2","GPNMB_CRISPRi_sgRNA_2","D2","GPNMB","Perturbed",3,24180
"GPNMB_CRISPRi_sgRNA_3||D1","GPNMB_CRISPRi_sgRNA_3","D1","GPNMB","Perturbed",2,15034
"GPNMB_CRISPRi_sgRNA_3||D2","GPNMB_CRISPRi_sgRNA_3","D2","GPNMB","Perturbed",2,9610
"GPNMB_CRISPRi_sgRNA_4||D1","GPNMB_CRISPRi_sgRNA_4","D1","GPNMB","Perturbed",7,56827
"GPNMB_CRISPRi_sgRNA_4||D2","GPNMB_CRISPRi_sgRNA_4","D2","GPNMB","Perturbed",3,14081
"GPNMB_CRISPRi_sgRNA_5||D1","GPNMB_CRISPRi_sgRNA_5","D1","GPNMB","Perturbed",4,59070
"GPNMB_CRISPRi_sgRNA_5||D2","GPNMB_CRISPRi_sgRNA_5","D2","GPNMB","Perturbed",2,9569
"GPR141_CRISPRi_sgRNA_1||D1","GPR141_CRISPRi_sgRNA_1","D1","GPR141","Perturbed",3,26227
"GPR141_CRISPRi_sgRNA_1||D2","GPR141_CRISPRi_sgRNA_1","D2","GPR141","Perturbed",1,5347
"GPR141_CRISPRi_sgRNA_2||D1","GPR141_CRISPRi_sgRNA_2","D1","GPR141","Perturbed",19,199198
"GPR141_CRISPRi_sgRNA_2||D2","GPR141_CRISPRi_sgRNA_2","D2","GPR141","Perturbed",11,64658
"GPR141_CRISPRi_sgRNA_3||D1","GPR141_CRISPRi_sgRNA_3","D1","GPR141","Perturbed",12,150179
