"guide_donor","guide_identity","donor","Gene_Targeted","crispr","n_cells","total_counts"
"ITM2B_CRISPRi_sgRNA_3||D2","ITM2B_CRISPRi_sgRNA_3","D2","ITM2B","Perturbed",5,36168
"ITM2B_CRISPRi_sgRNA_4||D1","ITM2B_CRISPRi_sgRNA_4","D1","ITM2B","Perturbed",7,76295
"ITM2B_CRISPRi_sgRNA_5||D1","ITM2B_CRISPRi_sgRNA_5","D1","ITM2B","Perturbed",22,185030
"ITM2B_CRISPRi_sgRNA_5||D2","ITM2B_CRISPRi_sgRNA_5","D2","ITM2B","Perturbed",14,128700
"ITM2C_CRISPRi_sgRNA_1||D1","ITM2C_CRISPRi_sgRNA_1","D1","ITM2C","Perturbed",3,18136
"ITM2C_CRISPRi_sgRNA_1||D2","ITM2C_CRISPRi_sgRNA_1","D2","ITM2C","Perturbed",1,15376
"ITM2C_CRISPRi_sgRNA_2||D1","ITM2C_CRISPRi_sgRNA_2","D1","ITM2C","Perturbed",37,338350
"ITM2C_CRISPRi_sgRNA_2||D2","ITM2C_CRISPRi_sgRNA_2","D2","ITM2C","Perturbed",42,336635
"ITM2C_CRISPRi_sgRNA_3||D1","ITM2C_CRISPRi_sgRNA_3","D1","ITM2C","Perturbed",49,406993
"ITM2C_CRISPRi_sgRNA_3||D2","ITM2C_CRISPRi_sgRNA_3","D2","ITM2C","Perturbed",21,162043
"ITM2C_CRISPRi_sgRNA_4||D1","ITM2C_CRISPRi_sgRNA_4","D1","ITM2C","Perturbed",14,112610
"ITM2C_CRISPRi_sgRNA_4||D2","ITM2C_CRISPRi_sgRNA_4","D2","ITM2C","Perturbed",14,87163
"ITM2C_CRISPRi_sgRNA_5||D1","ITM2C_CRISPRi_sgRNA_5","D1","ITM2C","Perturbed",1,6107
"ITM2C_CRISPRi_sgRNA_5||D2","ITM2C_CRISPRi_sgRNA_5","D2","ITM2C","Perturbed",1,7088
"LAPTM5_CRISPRi_sgRNA_1||D1","LAPTM5_CRISPRi_sgRNA_1","D1","LAPTM5","Perturbed",24,229512
"LAPTM5_CRISPRi_sgRNA_1||D2","LAPTM5_CRISPRi_sgRNA_1","D2","LAPTM5","Perturbed",23,169103
"LAPTM5_CRISPRi_sgRNA_2||D1","LAPTM5_CRISPRi_sgRNA_2","D1","LAPTM5","Perturbed",2,20293
"LAPTM5_CRISPRi_sgRNA_2||D2","LAPTM5_CRISPRi_sgRNA_2","D2","LAPTM5","Perturbed",3,21896
"LAPTM5_CRISPRi_sgRNA_3||D1","LAPTM5_CRISPRi_sgRNA_3","D1","LAPTM5","Perturbed",10,115649
"LAPTM5_CRISPRi_sgRNA_3||D2","LAPTM5_CRISPRi_sgRNA_3","D2","LAPTM5","Perturbed",8,79639
"LAPTM5_CRISPRi_sgRNA_4||D1","LAPTM5_CRISPRi_sgRNA_4","D1","LAPTM5","Perturbed",10,86618
"LAPTM5_CRISPRi_sgRNA_4||D2","LAPTM5_CRISPRi_sgRNA_4","D2","LAPTM5","Perturbed",4,32979
"LAPTM5_CRISPRi_sgRNA_5||D1","LAPTM5_CRISPRi_sgRNA_5","D1","LAPTM5","Perturbed",12,115206
"LAPTM5_CRISPRi_sgRNA_5||D2","LAPTM5_CRISPRi_sgRNA_5","D2","LAPTM5","Perturbed",10,89414
"LDLR_CRISPRi_sgRNA_1||D1","LDLR_CRISPRi_sgRNA_1","D1","LDLR","Perturbed",25,230326
"LDLR_CRISPRi_sgRNA_1||D2","LDLR_CRISPRi_sgRNA_1","D2","LDLR","Perturbed",14,103289
"LDLR_CRISPRi_sgRNA_2||D1","LDLR_CRISPRi_sgRNA_2","D1","LDLR","Perturbed",2,14267
"LDLR_CRISPRi_sgRNA_3||D1","LDLR_CRISPRi_sgRNA_3","D1","LDLR","Perturbed",20,211890
"LDLR_CRISPRi_sgRNA_3||D2","LDLR_CRISPRi_sgRNA_3","D2","LDLR","Perturbed",15,94840
"LDLR_CRISPRi_sgRNA_4||D1","LDLR_CRISPRi_sgRNA_4","D1","LDLR","Perturbed",8,52723
"LDLR_CRISPRi_sgRNA_5||D1","LDLR_CRISPRi_sgRNA_5","D1","LDLR","Perturbed",31,261981
"LDLR_CRISPRi_sgRNA_5||D2","LDLR_CRISPRi_sgRNA_5","D2","LDLR","Perturbed",14,118394
"LDLRAD3_CRISPRi_sgRNA_1||D1","LDLRAD3_CRISPRi_sgRNA_1","D1","LDLRAD3","Perturbed",20,146815
"LDLRAD3_CRISPRi_sgRNA_1||D2","LDLRAD3_CRISPRi_sgRNA_1","D2","LDLRAD3","Perturbed",7,57483
"LDLRAD3_CRISPRi_sgRNA_2||D1","LDLRAD3_CRISPRi_sgRNA_2","D1","LDLRAD3","Perturbed",54,432120
"LDLRAD3_CRISPRi_sgRNA_2||D2","LDLRAD3_CRISPRi_sgRNA_2","D2","LDLRAD3","Perturbed",32,240996
"LDLRAD3_CRISPRi_sgRNA_3||D1","LDLRAD3_CRISPRi_sgRNA_3","D1","LDLRAD3","Perturbed",37,323341
"LDLRAD3_CRISPRi_sgRNA_3||D2","LDLRAD3_CRISPRi_sgRNA_3","D2","LDLRAD3","Perturbed",21,156453
"LDLRAD3_CRISPRi_sgRNA_4||D1","LDLRAD3_CRISPRi_sgRNA_4","D1","LDLRAD3","Perturbed",18,161776
"LDLRAD3_CRISPRi_sgRNA_4||D2","LDLRAD3_CRISPRi_sgRNA_4","D2","LDLRAD3","Perturbed",9,74804
"LDLRAD3_CRISPRi_sgRNA_5||D1","LDLRAD3_CRISPRi_sgRNA_5","D1","LDLRAD3","Perturbed",16,161560
"LDLRAD3_CRISPRi_sgRNA_5||D2","LDLRAD3_CRISPRi_sgRNA_5","D2","LDLRAD3","Perturbed",11,73092
"LILRA5_CRISPRi_sgRNA_1||D1","LILRA5_CRISPRi_sgRNA_1","D1","LILRA5","Perturbed",19,202950
"LILRA5_CRISPRi_sgRNA_1||D2","LILRA5_CRISPRi_sgRNA_1","D2","LILRA5","Perturbed",24,219616
"LILRA5_CRISPRi_sgRNA_2||D1","LILRA5_CRISPRi_sgRNA_2","D1","LILRA5","Perturbed",19,173931
"LILRA5_CRISPRi_sgRNA_2||D2","LILRA5_CRISPRi_sgRNA_2","D2","LILRA5","Perturbed",9,54050
"LILRA5_CRISPRi_sgRNA_3||D1","LILRA5_CRISPRi_sgRNA_3","D1","LILRA5","Perturbed",25,239325
"LILRA5_CRISPRi_sgRNA_3||D2","LILRA5_CRISPRi_sgRNA_3","D2","LILRA5","Perturbed",25,169227
"LILRA5_CRISPRi_sgRNA_4||D1","LILRA5_CRISPRi_sgRNA_4","D1","LILRA5","Perturbed",32,323998
"LILRA5_CRISPRi_sgRNA_4||D2","LILRA5_CRISPRi_sgRNA_4","D2","LILRA5","Perturbed",12,94685
"LILRA5_CRISPRi_sgRNA_5||D1","LILRA5_CRISPRi_sgRNA_5","D1","LILRA5","Perturbed",16,134509
"LILRA5_CRISPRi_sgRNA_5||D2","LILRA5_CRISPRi_sgRNA_5","D2","LILRA5","Perturbed",5,30499
"LILRB4_CRISPRi_sgRNA_2||D1","LILRB4_CRISPRi_sgRNA_2","D1","LILRB4","Perturbed",21,179832
"LILRB4_CRISPRi_sgRNA_2||D2","LILRB4_CRISPRi_sgRNA_2","D2","LILRB4","Perturbed",12,81995
"LILRB4_CRISPRi_sgRNA_3||D1","LILRB4_CRISPRi_sgRNA_3","D1","LILRB4","Perturbed",30,261229
"LILRB4_CRISPRi_sgRNA_3||D2","LILRB4_CRISPRi_sgRNA_3","D2","LILRB4","Perturbed",21,159204
"LILRB4_CRISPRi_sgRNA_4||D1","LILRB4_CRISPRi_sgRNA_4","D1","LILRB4","Perturbed",7,62423
"LILRB4_CRISPRi_sgRNA_4||D2","LILRB4_CRISPRi_sgRNA_4","D2","LILRB4","Perturbed",6,41682
"LILRB4_CRISPRi_sgRNA_5||D1","LILRB4_CRISPRi_sgRNA_5","D1","LILRB4","Perturbed",37,327472
"LILRB4_CRISPRi_sgRNA_5||D2","LILRB4_CRISPRi_sgRNA_5","D2","LILRB4","Perturbed",25,202808
"LPAR2_CRISPRi_sgRNA_1||D1","LPAR2_CRISPRi_sgRNA_1","D1","LPAR2","Perturbed",28,223762
"LPAR2_CRISPRi_sgRNA_1||D2","LPAR2_CRISPRi_sgRNA_1","D2","LPAR2","Perturbed",15,106890
"LPAR2_CRISPRi_sgRNA_2||D1","LPAR2_CRISPRi_sgRNA_2","D1","LPAR2","Perturbed",19,161699
"LPAR2_CRISPRi_sgRNA_2||D2","LPAR2_CRISPRi_sgRNA_2","D2","LPAR2","Perturbed",16,118954
"LPAR2_CRISPRi_sgRNA_3||D1","LPAR2_CRISPRi_sgRNA_3","D1","LPAR2","Perturbed",14,133825
"LPAR2_CRISPRi_sgRNA_3||D2","LPAR2_CRISPRi_sgRNA_3","D2","LPAR2","Perturbed",4,21188
"LPAR2_CRISPRi_sgRNA_4||D1","LPAR2_CRISPRi_sgRNA_4","D1","LPAR2","Perturbed",11,89144
"LPAR2_CRISPRi_sgRNA_4||D2","LPAR2_CRISPRi_sgRNA_4","D2","LPAR2","Perturbed",8,54455
"LPAR2_CRISPRi_sgRNA_5||D1","LPAR2_CRISPRi_sgRNA_5","D1","LPAR2","Perturbed",27,224440
"LPAR2_CRISPRi_sgRNA_5||D2","LPAR2_CRISPRi_sgRNA_5","D2","LPAR2","Perturbed",5,40946
"LPL_CRISPRi_sgRNA_1||D1","LPL_CRISPRi_sgRNA_1","D1","LPL","Perturbed",16,132484
"LPL_CRISPRi_sgRNA_1||D2","LPL_CRISPRi_sgRNA_1","D2","LPL","Perturbed",7,64582
"LPL_CRISPRi_sgRNA_2||D1","LPL_CRISPRi_sgRNA_2","D1","LPL","Perturbed",4,30763
"LPL_CRISPRi_sgRNA_2||D2","LPL_CRISPRi_sgRNA_2","D2","LPL","Perturbed",3,25731
"LPL_CRISPRi_sgRNA_3||D1","LPL_CRISPRi_sgRNA_3","D1","LPL","Perturbed",26,239502
"LPL_CRISPRi_sgRNA_3||D2","LPL_CRISPRi_sgRNA_3","D2","LPL","Perturbed",36,333896
"LPL_CRISPRi_sgRNA_4||D1","LPL_CRISPRi_sgRNA_4","D1","LPL","Perturbed",22,174834
"LPL_CRISPRi_sgRNA_4||D2","LPL_CRISPRi_sgRNA_4","D2","LPL","Perturbed",23,165021
"LPL_CRISPRi_sgRNA_5||D1","LPL_CRISPRi_sgRNA_5","D1","LPL","Perturbed",11,152958
"LPL_CRISPRi_sgRNA_5||D2","LPL_CRISPRi_sgRNA_5","D2","LPL","Perturbed",7,44005
"LRP1_CRISPRi_sgRNA_1||D1","LRP1_CRISPRi_sgRNA_1","D1","LRP1","Perturbed",17,148279
"LRP1_CRISPRi_sgRNA_1||D2","LRP1_CRISPRi_sgRNA_1","D2","LRP1","Perturbed",12,102013
"LRP1_CRISPRi_sgRNA_2||D1","LRP1_CRISPRi_sgRNA_2","D1","LRP1","Perturbed",5,40211
"LRP1_CRISPRi_sgRNA_2||D2","LRP1_CRISPRi_sgRNA_2","D2","LRP1","Perturbed",3,42893
"LRP1_CRISPRi_sgRNA_3||D1","LRP1_CRISPRi_sgRNA_3","D1","LRP1","Perturbed",6,41653
"LRP1_CRISPRi_sgRNA_3||D2","LRP1_CRISPRi_sgRNA_3","D2","LRP1","Perturbed",6,44419
"LRP1_CRISPRi_sgRNA_4||D1","LRP1_CRISPRi_sgRNA_4","D1","LRP1","Perturbed",4,32288
"LRP1_CRISPRi_sgRNA_4||D2","LRP1_CRISPRi_sgRNA_4","D2","LRP1","Perturbed",3,24597
"LRP1_CRISPRi_sgRNA_5||D1","LRP1_CRISPRi_sgRNA_5","D1","LRP1","Perturbed",1,3554
"LRP1_CRISPRi_sgRNA_5||D2","LRP1_CRISPRi_sgRNA_5","D2","LRP1","Perturbed",1,5050
"LRP1B_CRISPRi_sgRNA_1||D1","LRP1B_CRISPRi_sgRNA_1","D1","LRP1B","Perturbed",6,53769
"LRP1B_CRISPRi_sgRNA_1||D2","LRP1B_CRISPRi_sgRNA_1","D2","LRP1B","Perturbed",1,5479
"LRP1B_CRISPRi_sgRNA_2||D1","LRP1B_CRISPRi_sgRNA_2","D1","LRP1B","Perturbed",2,15402
"LRP1B_CRISPRi_sgRNA_3||D1","LRP1B_CRISPRi_sgRNA_3","D1","LRP1B","Perturbed",9,72757
"LRP1B_CRISPRi_sgRNA_3||D2","LRP1B_CRISPRi_sgRNA_3","D2","LRP1B","Perturbed",3,36288
"LRP1B_CRISPRi_sgRNA_4||D1","LRP1B_CRISPRi_sgRNA_4","D1","LRP1B","Perturbed",28,304799
"LRP1B_CRISPRi_sgRNA_4||D2","LRP1B_CRISPRi_sgRNA_4","D2","LRP1B","Perturbed",17,144959
"LRP1B_CRISPRi_sgRNA_5||D1","LRP1B_CRISPRi_sgRNA_5","D1","LRP1B","Perturbed",5,33804
"LRP1B_CRISPRi_sgRNA_5||D2","LRP1B_CRISPRi_sgRNA_5","D2","LRP1B","Perturbed",1,6788
"LRP6_CRISPRi_sgRNA_1||D1","LRP6_CRISPRi_sgRNA_1","D1","LRP6","Perturbed",21,223351
"LRP6_CRISPRi_sgRNA_1||D2","LRP6_CRISPRi_sgRNA_1","D2","LRP6","Perturbed",6,41929
"LRP6_CRISPRi_sgRNA_2||D1","LRP6_CRISPRi_sgRNA_2","D1","LRP6","Perturbed",21,200506
"LRP6_CRISPRi_sgRNA_2||D2","LRP6_CRISPRi_sgRNA_2","D2","LRP6","Perturbed",11,73152
"LRP6_CRISPRi_sgRNA_3||D1","LRP6_CRISPRi_sgRNA_3","D1","LRP6","Perturbed",16,160713
"LRP6_CRISPRi_sgRNA_3||D2","LRP6_CRISPRi_sgRNA_3","D2","LRP6","Perturbed",5,34473
"LRP6_CRISPRi_sgRNA_4||D1","LRP6_CRISPRi_sgRNA_4","D1","LRP6","Perturbed",3,28768
"LRP6_CRISPRi_sgRNA_4||D2","LRP6_CRISPRi_sgRNA_4","D2","LRP6","Perturbed",1,23012
"LRP6_CRISPRi_sgRNA_5||D1","LRP6_CRISPRi_sgRNA_5","D1","LRP6","Perturbed",10,82823
"LRP6_CRISPRi_sgRNA_5||D2","LRP6_CRISPRi_sgRNA_5","D2","LRP6","Perturbed",9,73789
"LRP8_CRISPRi_sgRNA_1||D1","LRP8_CRISPRi_sgRNA_1","D1","LRP8","Perturbed",34,326634
"LRP8_CRISPRi_sgRNA_1||D2","LRP8_CRISPRi_sgRNA_1","D2","LRP8","Perturbed",20,162802
"LRP8_CRISPRi_sgRNA_2||D1","LRP8_CRISPRi_sgRNA_2","D1","LRP8","Perturbed",6,54105
"LRP8_CRISPRi_sgRNA_2||D2","LRP8_CRISPRi_sgRNA_2","D2","LRP8","Perturbed",3,24197
"LRP8_CRISPRi_sgRNA_3||D1","LRP8_CRISPRi_sgRNA_3","D1","LRP8","Perturbed",10,86850
"LRP8_CRISPRi_sgRNA_3||D2","LRP8_CRISPRi_sgRNA_3","D2","LRP8","Perturbed",6,60089
"LRP8_CRISPRi_sgRNA_4||D1","LRP8_CRISPRi_sgRNA_4","D1","LRP8","Perturbed",31,258206
"LRP8_CRISPRi_sgRNA_4||D2","LRP8_CRISPRi_sgRNA_4","D2","LRP8","Perturbed",8,45019
"LRP8_CRISPRi_sgRNA_5||D1","LRP8_CRISPRi_sgRNA_5","D1","LRP8","Perturbed",15,110106
"LRP8_CRISPRi_sgRNA_5||D2","LRP8_CRISPRi_sgRNA_5","D2","LRP8","Perturbed",10,85303
"LRRK2_CRISPRi_sgRNA_1||D1","LRRK2_CRISPRi_sgRNA_1","D1","LRRK2","Perturbed",41,291652
"LRRK2_CRISPRi_sgRNA_1||D2","LRRK2_CRISPRi_sgRNA_1","D2","LRRK2","Perturbed",18,151874
"LRRK2_CRISPRi_sgRNA_2||D1","LRRK2_CRISPRi_sgRNA_2","D1","LRRK2","Perturbed",18,173919
"LRRK2_CRISPRi_sgRNA_2||D2","LRRK2_CRISPRi_sgRNA_2","D2","LRRK2","Perturbed",5,33716
"LRRK2_CRISPRi_sgRNA_3||D1","LRRK2_CRISPRi_sgRNA_3","D1","LRRK2","Perturbed",21,194118
"LRRK2_CRISPRi_sgRNA_3||D2","LRRK2_CRISPRi_sgRNA_3","D2","LRRK2","Perturbed",7,60802
"LRRK2_CRISPRi_sgRNA_4||D1","LRRK2_CRISPRi_sgRNA_4","D1","LRRK2","Perturbed",6,55969
"LRRK2_CRISPRi_sgRNA_4||D2","LRRK2_CRISPRi_sgRNA_4","D2","LRRK2","Perturbed",8,70987
"LRRK2_CRISPRi_sgRNA_5||D1","LRRK2_CRISPRi_sgRNA_5","D1","LRRK2","Perturbed",43,383177
"LRRK2_CRISPRi_sgRNA_5||D2","LRRK2_CRISPRi_sgRNA_5","D2","LRRK2","Perturbed",23,175707
"LSR_CRISPRi_sgRNA_1||D1","LSR_CRISPRi_sgRNA_1","D1","LSR","Perturbed",61,608071
"LSR_CRISPRi_sgRNA_1||D2","LSR_CRISPRi_sgRNA_1","D2","LSR","Perturbed",23,158568
"LSR_CRISPRi_sgRNA_2||D1","LSR_CRISPRi_sgRNA_2","D1","LSR","Perturbed",39,387902
"LSR_CRISPRi_sgRNA_2||D2","LSR_CRISPRi_sgRNA_2","D2","LSR","Perturbed",17,136087
"LSR_CRISPRi_sgRNA_3||D1","LSR_CRISPRi_sgRNA_3","D1","LSR","Perturbed",21,171664
"LSR_CRISPRi_sgRNA_3||D2","LSR_CRISPRi_sgRNA_3","D2","LSR","Perturbed",14,103476
"LSR_CRISPRi_sgRNA_4||D1","LSR_CRISPRi_sgRNA_4","D1","LSR","Perturbed",29,259476
"LSR_CRISPRi_sgRNA_4||D2","LSR_CRISPRi_sgRNA_4","D2","LSR","Perturbed",15,139690
"LSR_CRISPRi_sgRNA_5||D1","LSR_CRISPRi_sgRNA_5","D1","LSR","Perturbed",31,255228
"LSR_CRISPRi_sgRNA_5||D2","LSR_CRISPRi_sgRNA_5","D2","LSR","Perturbed",15,103809
"LTBR_CRISPRi_sgRNA_1||D1","LTBR_CRISPRi_sgRNA_1","D1","LTBR","Perturbed",5,74126
"LTBR_CRISPRi_sgRNA_2||D1","LTBR_CRISPRi_sgRNA_2","D1","LTBR","Perturbed",11,97753
"LTBR_CRISPRi_sgRNA_2||D2","LTBR_CRISPRi_sgRNA_2","D2","LTBR","Perturbed",7,50824
"LTBR_CRISPRi_sgRNA_3||D1","LTBR_CRISPRi_sgRNA_3","D1","LTBR","Perturbed",2,17931
"LTBR_CRISPRi_sgRNA_3||D2","LTBR_CRISPRi_sgRNA_3","D2","LTBR","Perturbed",1,12573
"LTBR_CRISPRi_sgRNA_4||D1","LTBR_CRISPRi_sgRNA_4","D1","LTBR","Perturbed",8,76975
"LTBR_CRISPRi_sgRNA_4||D2","LTBR_CRISPRi_sgRNA_4","D2","LTBR","Perturbed",7,85408
"LTBR_CRISPRi_sgRNA_5||D1","LTBR_CRISPRi_sgRNA_5","D1","LTBR","Perturbed",9,100867
"LTBR_CRISPRi_sgRNA_5||D2","LTBR_CRISPRi_sgRNA_5","D2","LTBR","Perturbed",4,38560
"LYVE1_CRISPRi_sgRNA_1||D1","LYVE1_CRISPRi_sgRNA_1","D1","LYVE1","Perturbed",73,814706
"LYVE1_CRISPRi_sgRNA_1||D2","LYVE1_CRISPRi_sgRNA_1","D2","LYVE1","Perturbed",53,418409
"LYVE1_CRISPRi_sgRNA_2||D1","LYVE1_CRISPRi_sgRNA_2","D1","LYVE1","Perturbed",20,178665
"LYVE1_CRISPRi_sgRNA_2||D2","LYVE1_CRISPRi_sgRNA_2","D2","LYVE1","Perturbed",13,90432
"LYVE1_CRISPRi_sgRNA_3||D1","LYVE1_CRISPRi_sgRNA_3","D1","LYVE1","Perturbed",19,187778
"LYVE1_CRISPRi_sgRNA_3||D2","LYVE1_CRISPRi_sgRNA_3","D2","LYVE1","Perturbed",7,49567
"LYVE1_CRISPRi_sgRNA_4||D1","LYVE1_CRISPRi_sgRNA_4","D1","LYVE1","Perturbed",15,143318
"LYVE1_CRISPRi_sgRNA_4||D2","LYVE1_CRISPRi_sgRNA_4","D2","LYVE1","Perturbed",4,25260
"LYVE1_CRISPRi_sgRNA_5||D1","LYVE1_CRISPRi_sgRNA_5","D1","LYVE1","Perturbed",11,84499
"LYVE1_CRISPRi_sgRNA_5||D2","LYVE1_CRISPRi_sgRNA_5","D2","LYVE1","Perturbed",13,82524
"LYZ_CRISPRi_sgRNA_1||D1","LYZ_CRISPRi_sgRNA_1","D1","LYZ","Perturbed",7,61679
"LYZ_CRISPRi_sgRNA_1||D2","LYZ_CRISPRi_sgRNA_1","D2","LYZ","Perturbed",2,16236
"LYZ_CRISPRi_sgRNA_2||D1","LYZ_CRISPRi_sgRNA_2","D1","LYZ","Perturbed",15,139877
"LYZ_CRISPRi_sgRNA_2||D2","LYZ_CRISPRi_sgRNA_2","D2","LYZ","Perturbed",9,51442
"LYZ_CRISPRi_sgRNA_3||D1","LYZ_CRISPRi_sgRNA_3","D1","LYZ","Perturbed",57,582863
"LYZ_CRISPRi_sgRNA_3||D2","LYZ_CRISPRi_sgRNA_3","D2","LYZ","Perturbed",28,236422
"LYZ_CRISPRi_sgRNA_4||D1","LYZ_CRISPRi_sgRNA_4","D1","LYZ","Perturbed",24,209107
"LYZ_CRISPRi_sgRNA_4||D2","LYZ_CRISPRi_sgRNA_4","D2","LYZ","Perturbed",14,94566
"LYZ_CRISPRi_sgRNA_5||D1","LYZ_CRISPRi_sgRNA_5","D1","LYZ","Perturbed",7,69670
"LYZ_CRISPRi_sgRNA_5||D2","LYZ_CRISPRi_sgRNA_5","D2","LYZ","Perturbed",6,53895
"MERTK_CRISPRi_sgRNA_1||D1","MERTK_CRISPRi_sgRNA_1","D1","MERTK","Perturbed",7,96846
"MERTK_CRISPRi_sgRNA_1||D2","MERTK_CRISPRi_sgRNA_1","D2","MERTK","Perturbed",4,35866
"MERTK_CRISPRi_sgRNA_2||D1","MERTK_CRISPRi_sgRNA_2","D1","MERTK","Perturbed",29,255649
"MERTK_CRISPRi_sgRNA_2||D2","MERTK_CRISPRi_sgRNA_2","D2","MERTK","Perturbed",26,202461
"MERTK_CRISPRi_sgRNA_3||D1","MERTK_CRISPRi_sgRNA_3","D1","MERTK","Perturbed",19,184422
"MERTK_CRISPRi_sgRNA_3||D2","MERTK_CRISPRi_sgRNA_3","D2","MERTK","Perturbed",8,65983
"MERTK_CRISPRi_sgRNA_4||D1","MERTK_CRISPRi_sgRNA_4","D1","MERTK","Perturbed",21,209058
"MERTK_CRISPRi_sgRNA_4||D2","MERTK_CRISPRi_sgRNA_4","D2","MERTK","Perturbed",14,111648
"MERTK_CRISPRi_sgRNA_5||D1","MERTK_CRISPRi_sgRNA_5","D1","MERTK","Perturbed",43,394469
"MERTK_CRISPRi_sgRNA_5||D2","MERTK_CRISPRi_sgRNA_5","D2","MERTK","Perturbed",26,189565
"MMP9_CRISPRi_sgRNA_1||D1","MMP9_CRISPRi_sgRNA_1","D1","MMP9","Perturbed",13,98386
"MMP9_CRISPRi_sgRNA_1||D2","MMP9_CRISPRi_sgRNA_1","D2","MMP9","Perturbed",9,71563
"MMP9_CRISPRi_sgRNA_2||D1","MMP9_CRISPRi_sgRNA_2","D1","MMP9","Perturbed",19,208248
"MMP9_CRISPRi_sgRNA_2||D2","MMP9_CRISPRi_sgRNA_2","D2","MMP9","Perturbed",2,15030
"MMP9_CRISPRi_sgRNA_3||D1","MMP9_CRISPRi_sgRNA_3","D1","MMP9","Perturbed",8,87480
"MMP9_CRISPRi_sgRNA_3||D2","MMP9_CRISPRi_sgRNA_3","D2","MMP9","Perturbed",3,23869
"MMP9_CRISPRi_sgRNA_4||D1","MMP9_CRISPRi_sgRNA_4","D1","MMP9","Perturbed",8,64518
"MMP9_CRISPRi_sgRNA_4||D2","MMP9_CRISPRi_sgRNA_4","D2","MMP9","Perturbed",9,76168
"MMP9_CRISPRi_sgRNA_5||D1","MMP9_CRISPRi_sgRNA_5","D1","MMP9","Perturbed",10,105414
"MMP9_CRISPRi_sgRNA_5||D2","MMP9_CRISPRi_sgRNA_5","D2","MMP9","Perturbed",10,73886
"MRC1_CRISPRi_sgRNA_1||D1","MRC1_CRISPRi_sgRNA_1","D1","MRC1","Perturbed",8,81412
"MRC1_CRISPRi_sgRNA_1||D2","MRC1_CRISPRi_sgRNA_1","D2","MRC1","Perturbed",5,29117
"MRC1_CRISPRi_sgRNA_2||D1","MRC1_CRISPRi_sgRNA_2","D1","MRC1","Perturbed",10,91020
"MRC1_CRISPRi_sgRNA_2||D2","MRC1_CRISPRi_sgRNA_2","D2","MRC1","Perturbed",5,26556
"MRC1_CRISPRi_sgRNA_3||D1","MRC1_CRISPRi_sgRNA_3","D1","MRC1","Perturbed",1,19383
"MRC1_CRISPRi_sgRNA_4||D1","MRC1_CRISPRi_sgRNA_4","D1","MRC1","Perturbed",10,98428
"MRC1_CRISPRi_sgRNA_4||D2","MRC1_CRISPRi_sgRNA_4","D2","MRC1","Perturbed",11,63295
"MRC1_CRISPRi_sgRNA_5||D1","MRC1_CRISPRi_sgRNA_5","D1","MRC1","Perturbed",8,69035
"MRC1_CRISPRi_sgRNA_5||D2","MRC1_CRISPRi_sgRNA_5","D2","MRC1","Perturbed",7,38142
"MRC2_CRISPRi_sgRNA_1||D1","MRC2_CRISPRi_sgRNA_1","D1","MRC2","Perturbed",23,190745
"MRC2_CRISPRi_sgRNA_1||D2","MRC2_CRISPRi_sgRNA_1","D2","MRC2","Perturbed",11,75200
"MRC2_CRISPRi_sgRNA_2||D1","MRC2_CRISPRi_sgRNA_2","D1","MRC2","Perturbed",18,144139
"MRC2_CRISPRi_sgRNA_2||D2","MRC2_CRISPRi_sgRNA_2","D2","MRC2","Perturbed",5,40288
"MRC2_CRISPRi_sgRNA_3||D1","MRC2_CRISPRi_sgRNA_3","D1","MRC2","Perturbed",13,111502
"MRC2_CRISPRi_sgRNA_3||D2","MRC2_CRISPRi_sgRNA_3","D2","MRC2","Perturbed",14,105208
"MRC2_CRISPRi_sgRNA_4||D1","MRC2_CRISPRi_sgRNA_4","D1","MRC2","Perturbed",5,34602
"MRC2_CRISPRi_sgRNA_4||D2","MRC2_CRISPRi_sgRNA_4","D2","MRC2","Perturbed",2,6749
"MRC2_CRISPRi_sgRNA_5||D1","MRC2_CRISPRi_sgRNA_5","D1","MRC2","Perturbed",38,377126
"MRC2_CRISPRi_sgRNA_5||D2","MRC2_CRISPRi_sgRNA_5","D2","MRC2","Perturbed",20,139362
"MS4A4A_CRISPRi_sgRNA_1||D1","MS4A4A_CRISPRi_sgRNA_1","D1","MS4A4A","Perturbed",38,372330
"MS4A4A_CRISPRi_sgRNA_1||D2","MS4A4A_CRISPRi_sgRNA_1","D2","MS4A4A","Perturbed",17,117596
"MS4A4A_CRISPRi_sgRNA_2||D1","MS4A4A_CRISPRi_sgRNA_2","D1","MS4A4A","Perturbed",21,202090
"MS4A4A_CRISPRi_sgRNA_2||D2","MS4A4A_CRISPRi_sgRNA_2","D2","MS4A4A","Perturbed",11,82496
"MS4A4A_CRISPRi_sgRNA_3||D1","MS4A4A_CRISPRi_sgRNA_3","D1","MS4A4A","Perturbed",5,40264
"MS4A4A_CRISPRi_sgRNA_3||D2","MS4A4A_CRISPRi_sgRNA_3","D2","MS4A4A","Perturbed",2,12687
"MS4A4A_CRISPRi_sgRNA_4||D1","MS4A4A_CRISPRi_sgRNA_4","D1","MS4A4A","Perturbed",13,111345
"MS4A4A_CRISPRi_sgRNA_4||D2","MS4A4A_CRISPRi_sgRNA_4","D2","MS4A4A","Perturbed",1,10792
