source,native_class,rank,n,median_overlap,min_overlap,median_null_max,all_gt_all_null,median_angle
HVS,L2/3 IT,2,4,0.08236444500061746,0.04344576049085897,0.04535648380199052,False,85.44488632264768
HVS,L2/3 IT,4,4,0.0940147447710142,0.07710541772957068,0.10357961666860438,False,87.63543249430242
HVS,L2/3 IT,8,4,0.15500514387222827,0.1379112123631585,0.23956867029214834,False,87.89768013244617
HVS,L4 IT,2,4,0.012997824907156908,0.0072246475049984535,0.04861298895010687,False,86.82357552410588
HVS,L4 IT,4,4,0.04438626468690915,0.02765006253649066,0.08220545575880091,False,88.51569834351861
HVS,L4 IT,8,4,0.13317425292105134,0.10734382868908184,0.1751558736665059,False,88.1956739211112
HVS,Oligodendrocyte,2,4,0.009348835578519815,0.005724565417819135,0.05376184305902222,False,88.56747901306835
HVS,Oligodendrocyte,4,4,0.05224363446636479,0.03202328188035682,0.07517967560530363,False,88.0763933363842
HVS,Oligodendrocyte,8,4,0.11066240183744533,0.1056085425550372,0.1520992554360675,False,88.07316384450044
SEA_AD,Astrocyte,2,4,0.01933960690688484,0.005637023023680999,0.053077753607940044,False,86.87914779629932
SEA_AD,Astrocyte,4,4,0.047300787704955355,0.029376722303245097,0.11009835632789976,False,89.1386952305347
SEA_AD,Astrocyte,8,4,0.10136729651799045,0.08259787840768648,0.14688108501915714,False,88.56965793704408
SEA_AD,L2/3 IT,2,4,0.028730325238517977,0.016597103503669726,0.046202351334934,False,85.95331628918026
SEA_AD,L2/3 IT,4,4,0.04972275963418395,0.03732073840929878,0.09790341041140332,False,88.12036080383047
SEA_AD,L2/3 IT,8,4,0.1381255694866999,0.11621552729754406,0.19031670919624927,False,89.12137372397711
SEA_AD,L4 IT,2,4,0.02791100012748928,0.018456726229599357,0.04810800929323933,False,87.17200602859157
SEA_AD,L4 IT,4,4,0.054370282264804635,0.05128782996504011,0.07091599815541758,False,87.16507510945607
SEA_AD,L4 IT,8,4,0.1130871808998487,0.08967012661240559,0.12545021360988085,False,88.78322148378916
