replicate,t_depth,t_detect,t_max,argmax_metric
57,0.1808565105429568,0.1659497660773842,0.1808565105429568,Q_DEPTH
58,0.21807848134671545,0.24012798412257355,0.24012798412257355,Q_DETECT
59,0.25238374750871595,0.24878049860342177,0.25238374750871595,Q_DEPTH
60,0.1457505695263929,0.14996213867353744,0.14996213867353744,Q_DETECT
61,0.21625721861312258,0.19168968627100993,0.21625721861312258,Q_DEPTH
62,0.1768933569971615,0.16655439517682208,0.1768933569971615,Q_DEPTH
63,0.2106479631967573,0.22422342479677568,0.22422342479677568,Q_DETECT
64,0.3089462251098657,0.3071970539188919,0.3089462251098657,Q_DEPTH
65,0.21404438868108205,0.22566571352947604,0.22566571352947604,Q_DETECT
66,0.218912933104435,0.2195282545777594,0.2195282545777594,Q_DETECT
67,0.2478041727765891,0.24198116942623596,0.2478041727765891,Q_DEPTH
68,0.27912353277142654,0.2745221534867108,0.27912353277142654,Q_DEPTH
69,0.2404658306080396,0.22400734152892265,0.2404658306080396,Q_DEPTH
70,0.246024429934921,0.26149163485855004,0.26149163485855004,Q_DETECT
71,0.16322307158791846,0.17995975034821576,0.17995975034821576,Q_DETECT
72,0.2062818249111385,0.20337530892691452,0.2062818249111385,Q_DEPTH
73,0.24025949337327074,0.23741506950433358,0.24025949337327074,Q_DEPTH
74,0.27110605287434103,0.2565331795312296,0.27110605287434103,Q_DEPTH
75,0.27691696761598167,0.25965034355749955,0.27691696761598167,Q_DEPTH
76,0.22611735213104378,0.21897527839130496,0.22611735213104378,Q_DEPTH
77,0.19521544798229568,0.19065179089835937,0.19521544798229568,Q_DEPTH
78,0.23230573436037735,0.25648021139975613,0.25648021139975613,Q_DETECT
79,0.17166983583224368,0.15824174217345577,0.17166983583224368,Q_DEPTH
80,0.25131916361637746,0.25840847366035363,0.25840847366035363,Q_DETECT
81,0.16468838059371546,0.1683257522374087,0.1683257522374087,Q_DETECT
82,0.22493383485159762,0.20674213000248876,0.22493383485159762,Q_DEPTH
83,0.22547412273458456,0.22311367533324805,0.22547412273458456,Q_DEPTH
84,0.18879719874886966,0.1696077224505096,0.18879719874886966,Q_DEPTH
85,0.23820816151838764,0.2375466449223563,0.23820816151838764,Q_DEPTH
86,0.21627428566896528,0.20785578142757685,0.21627428566896528,Q_DEPTH
87,0.17926935932938948,0.1718103175022458,0.17926935932938948,Q_DEPTH
88,0.21898805531123905,0.20831257768181924,0.21898805531123905,Q_DEPTH
89,0.22810089011687015,0.2405019503650959,0.2405019503650959,Q_DETECT
90,0.167187051502851,0.16929672173666185,0.16929672173666185,Q_DETECT
91,0.17988845383830288,0.17470014677810763,0.17988845383830288,Q_DEPTH
92,0.1503087735982217,0.13107438556832995,0.1503087735982217,Q_DEPTH
93,0.20740822592851393,0.17300130165078376,0.20740822592851393,Q_DEPTH
94,0.26881051932182837,0.24591457754902107,0.26881051932182837,Q_DEPTH
95,0.22569350995338341,0.23125854394957013,0.23125854394957013,Q_DETECT
96,0.1720864220497419,0.18497599201610881,0.18497599201610881,Q_DETECT
97,0.19139768238002522,0.1853899548950127,0.19139768238002522,Q_DEPTH
98,0.2530666815094989,0.25414777700073754,0.25414777700073754,Q_DETECT
99,0.15667536634733462,0.15715820554042992,0.15715820554042992,Q_DETECT
100,0.2452214617547041,0.2639885078726358,0.2639885078726358,Q_DETECT
101,0.2258520135580508,0.20742066814021423,0.2258520135580508,Q_DEPTH
102,0.20450555130414463,0.18711257470783918,0.20450555130414463,Q_DEPTH
103,0.24298366303152796,0.2558690884321327,0.2558690884321327,Q_DETECT
104,0.22852083667992382,0.22526816031444666,0.22852083667992382,Q_DEPTH
105,0.1864836640977565,0.17306263814535744,0.1864836640977565,Q_DEPTH
106,0.16747609111512596,0.16071097213532715,0.16747609111512596,Q_DEPTH
107,0.24230298902922623,0.24578334803086943,0.24578334803086943,Q_DETECT
108,0.17295761519942518,0.20207598306822183,0.20207598306822183,Q_DETECT
109,0.20461600175129083,0.1875508283183834,0.20461600175129083,Q_DEPTH
110,0.15893259645916155,0.1522702915261979,0.15893259645916155,Q_DEPTH
111,0.1931478376725339,0.19232156271288017,0.1931478376725339,Q_DEPTH
112,0.16986273831079998,0.1746251171135521,0.1746251171135521,Q_DETECT
113,0.32286664427053857,0.31799693853938693,0.32286664427053857,Q_DEPTH
114,0.18827627172690845,0.1843859849870961,0.18827627172690845,Q_DEPTH
115,0.28138736136464565,0.2865548262554961,0.2865548262554961,Q_DETECT
116,0.14250376387308838,0.15030349554988254,0.15030349554988254,Q_DETECT
117,0.2841929446280866,0.2921254278839921,0.2921254278839921,Q_DETECT
118,0.20841964908977895,0.20437622581780873,0.20841964908977895,Q_DEPTH
119,0.17893320485942116,0.17783480239446522,0.17893320485942116,Q_DEPTH
120,0.23740181960223491,0.23923800906196505,0.23923800906196505,Q_DETECT
121,0.19458419149090028,0.21208960643285507,0.21208960643285507,Q_DETECT
122,0.20532892943488712,0.23148400308467754,0.23148400308467754,Q_DETECT
123,0.24093780944625307,0.2541842377876702,0.2541842377876702,Q_DETECT
124,0.26548843859400045,0.27169358818743095,0.27169358818743095,Q_DETECT
125,0.21650199655465924,0.2193890756168633,0.2193890756168633,Q_DETECT
126,0.2286517323607536,0.23726565201663213,0.23726565201663213,Q_DETECT
127,0.19603991032868992,0.19702272282939398,0.19702272282939398,Q_DETECT
128,0.22500576413859996,0.19245631843630995,0.22500576413859996,Q_DEPTH
129,0.17906507653823409,0.18678083302509324,0.18678083302509324,Q_DETECT
130,0.19427029970289936,0.21075547671744738,0.21075547671744738,Q_DETECT
131,0.16778729368758502,0.15535999004503806,0.16778729368758502,Q_DEPTH
132,0.21895362259915224,0.2165481927474756,0.21895362259915224,Q_DEPTH
133,0.25935640522374437,0.27070562962165634,0.27070562962165634,Q_DETECT
134,0.1976639741423759,0.18654265568838715,0.1976639741423759,Q_DEPTH
135,0.15963483799065722,0.16711043246242593,0.16711043246242593,Q_DETECT
136,0.20229945984194214,0.2084146297293587,0.2084146297293587,Q_DETECT
137,0.1801244921163614,0.19205394055234135,0.19205394055234135,Q_DETECT
138,0.19425173797760212,0.19091022718624207,0.19425173797760212,Q_DEPTH
139,0.15310905113991924,0.16016325853243926,0.16016325853243926,Q_DETECT
140,0.26784811160973454,0.2678695399062503,0.2678695399062503,Q_DETECT
141,0.23707634510578707,0.22532850857986542,0.23707634510578707,Q_DEPTH
142,0.20394131244405506,0.21257528479255888,0.21257528479255888,Q_DETECT
143,0.137951651359787,0.15162786572871023,0.15162786572871023,Q_DETECT
144,0.15978192244898612,0.19997018127700503,0.19997018127700503,Q_DETECT
145,0.18661427447480702,0.18853607763654726,0.18853607763654726,Q_DETECT
146,0.2168753747410094,0.23677043554288663,0.23677043554288663,Q_DETECT
147,0.1847942455391528,0.19486970965730988,0.19486970965730988,Q_DETECT
148,0.2434667988759556,0.24493633291338332,0.24493633291338332,Q_DETECT
149,0.19236155118301249,0.18135063546813188,0.19236155118301249,Q_DEPTH
150,0.18264938200648564,0.17320433083499157,0.18264938200648564,Q_DEPTH
151,0.1614468519974743,0.14370105211603287,0.1614468519974743,Q_DEPTH
152,0.20768426448379218,0.2140176539943411,0.2140176539943411,Q_DETECT
153,0.20141728142920828,0.2107866882283516,0.2107866882283516,Q_DETECT
154,0.15303263864364214,0.14201405444974816,0.15303263864364214,Q_DEPTH
155,0.19448163606647298,0.2029771749279011,0.2029771749279011,Q_DETECT
156,0.3074322350147687,0.2948404124780856,0.3074322350147687,Q_DEPTH
157,0.27880500877524667,0.27790940942903386,0.27880500877524667,Q_DEPTH
158,0.26471148695202174,0.2750150318760871,0.2750150318760871,Q_DETECT
159,0.19147164253333374,0.2107132705781371,0.2107132705781371,Q_DETECT
160,0.16543455558497186,0.17177976036358258,0.17177976036358258,Q_DETECT
161,0.24135335275550393,0.2297204670922636,0.24135335275550393,Q_DEPTH
162,0.20363450831295224,0.20127143398351344,0.20363450831295224,Q_DEPTH
163,0.1931494739118352,0.208543180083336,0.208543180083336,Q_DETECT
164,0.19686537152868006,0.20173079273113456,0.20173079273113456,Q_DETECT
165,0.1582529837565069,0.14933785868185995,0.1582529837565069,Q_DEPTH
166,0.21767031237296866,0.1978756750433632,0.21767031237296866,Q_DEPTH
167,0.19596526819485638,0.22403087067744393,0.22403087067744393,Q_DETECT
168,0.1828525119722849,0.1763477539231771,0.1828525119722849,Q_DEPTH
169,0.2176901325682341,0.21529334738610595,0.2176901325682341,Q_DEPTH
170,0.18450797216005627,0.18902070378785782,0.18902070378785782,Q_DETECT
171,0.17620168292571192,0.17215805172636275,0.17620168292571192,Q_DEPTH
172,0.1509056826465441,0.13587524203730597,0.1509056826465441,Q_DEPTH
173,0.24318101188574845,0.21911832676861295,0.24318101188574845,Q_DEPTH
174,0.20874066208500122,0.20232024840285923,0.20874066208500122,Q_DEPTH
175,0.19631892116658192,0.19721921794147634,0.19721921794147634,Q_DETECT
176,0.16222538373171214,0.16640365689546455,0.16640365689546455,Q_DETECT
177,0.2338486728323875,0.24112032327503258,0.24112032327503258,Q_DETECT
178,0.19744048029704564,0.21160287290667923,0.21160287290667923,Q_DETECT
179,0.21747394813524445,0.22159302958084173,0.22159302958084173,Q_DETECT
180,0.15437412364242323,0.16084567167394553,0.16084567167394553,Q_DETECT
181,0.2837561298917722,0.26641210310836594,0.2837561298917722,Q_DEPTH
182,0.17987186281238077,0.18076482890397816,0.18076482890397816,Q_DETECT
183,0.22046416642947048,0.2208169422741785,0.2208169422741785,Q_DETECT
184,0.19127766204425026,0.1955599721059496,0.1955599721059496,Q_DETECT
185,0.1856232320896166,0.18345445955556372,0.1856232320896166,Q_DEPTH
186,0.22044608190681766,0.23242415727147037,0.23242415727147037,Q_DETECT
187,0.19622455226321325,0.2003623651529991,0.2003623651529991,Q_DETECT
188,0.22390051830919344,0.21790500899748463,0.22390051830919344,Q_DEPTH
189,0.10449276636508698,0.12685860148456995,0.12685860148456995,Q_DETECT
190,0.24583211956454618,0.2275190998965224,0.24583211956454618,Q_DEPTH
191,0.23165834395638887,0.21816092527237757,0.23165834395638887,Q_DEPTH
192,0.14566115458363063,0.1628946178952342,0.1628946178952342,Q_DETECT
193,0.18476486409084047,0.1765420107755407,0.18476486409084047,Q_DEPTH
194,0.18131334912829758,0.1686116376216564,0.18131334912829758,Q_DEPTH
195,0.25270753395126555,0.24802719121583344,0.25270753395126555,Q_DEPTH
196,0.18173240887748734,0.1978088913070815,0.1978088913070815,Q_DETECT
197,0.22017786615766305,0.20424339735701624,0.22017786615766305,Q_DEPTH
198,0.1307322901786695,0.12980005436350298,0.1307322901786695,Q_DEPTH
199,0.2753774910955334,0.2479396387762688,0.2753774910955334,Q_DEPTH
200,0.20854204660876682,0.2089102833538099,0.2089102833538099,Q_DETECT
201,0.18138580506794894,0.20600345260225306,0.20600345260225306,Q_DETECT
202,0.2460790136831935,0.2665659829653083,0.2665659829653083,Q_DETECT
203,0.19563651207883914,0.20495480628880616,0.20495480628880616,Q_DETECT
204,0.19626746901777692,0.2114534191627075,0.2114534191627075,Q_DETECT
205,0.17648675575078132,0.19115581392822237,0.19115581392822237,Q_DETECT
206,0.27169238019430586,0.2836084632679698,0.2836084632679698,Q_DETECT
207,0.1978613602700242,0.17864722643592262,0.1978613602700242,Q_DEPTH
208,0.20280650624576854,0.2060929243831122,0.2060929243831122,Q_DETECT
209,0.1706372599509909,0.15999794040573453,0.1706372599509909,Q_DEPTH
210,0.22971862763026996,0.2396828397541934,0.2396828397541934,Q_DETECT
211,0.2667373987740051,0.2747211005085042,0.2747211005085042,Q_DETECT
212,0.2185589850043847,0.22266186114060796,0.22266186114060796,Q_DETECT
213,0.19632239037267288,0.20774575989298696,0.20774575989298696,Q_DETECT
214,0.29537197927972964,0.29253990932601404,0.29537197927972964,Q_DEPTH
215,0.20305193835072843,0.21387537624251798,0.21387537624251798,Q_DETECT
216,0.17028014011883616,0.16070299345876926,0.17028014011883616,Q_DEPTH
217,0.17630734165105563,0.16691068525664987,0.17630734165105563,Q_DEPTH
218,0.21902118371765192,0.19700052154157213,0.21902118371765192,Q_DEPTH
219,0.18876844656320937,0.1725836212128605,0.18876844656320937,Q_DEPTH
220,0.23640641807700236,0.23167504066588926,0.23640641807700236,Q_DEPTH
221,0.28517874633231977,0.2728441560538786,0.28517874633231977,Q_DEPTH
222,0.21694778953575514,0.21631099600225906,0.21694778953575514,Q_DEPTH
223,0.2787134668268239,0.2695913815364328,0.2787134668268239,Q_DEPTH
224,0.23389883983821214,0.2324276538929426,0.23389883983821214,Q_DEPTH
225,0.22712805193298552,0.21625101777008288,0.22712805193298552,Q_DEPTH
226,0.24653987572425715,0.24790942851700015,0.24790942851700015,Q_DETECT
227,0.1951651386830015,0.22173439034947906,0.22173439034947906,Q_DETECT
228,0.22890885540574515,0.23066302250069481,0.23066302250069481,Q_DETECT
229,0.14922003211883225,0.1474412619802255,0.14922003211883225,Q_DEPTH
230,0.18505938701389513,0.19550682168459546,0.19550682168459546,Q_DETECT
231,0.21801413129320013,0.20760943955640368,0.21801413129320013,Q_DEPTH
232,0.1920246445766952,0.2148903072467241,0.2148903072467241,Q_DETECT
233,0.1876896189173412,0.19390675574228833,0.19390675574228833,Q_DETECT
234,0.28236082971894944,0.26942638024377813,0.28236082971894944,Q_DEPTH
235,0.16050531486105513,0.15395126814127344,0.16050531486105513,Q_DEPTH
236,0.2076951756790256,0.22084150059906396,0.22084150059906396,Q_DETECT
237,0.19346300639594777,0.21457389635402252,0.21457389635402252,Q_DETECT
238,0.17675578285007945,0.19845630157852065,0.19845630157852065,Q_DETECT
239,0.1662631475920128,0.17564827091270982,0.17564827091270982,Q_DETECT
240,0.1987454057946673,0.21420060286832948,0.21420060286832948,Q_DETECT
241,0.16913690117344457,0.16503693789575824,0.16913690117344457,Q_DEPTH
242,0.13103643777027368,0.13790249009084,0.13790249009084,Q_DETECT
243,0.2570168890812241,0.25384299059751236,0.2570168890812241,Q_DEPTH
244,0.34285967342390383,0.32879060039220714,0.34285967342390383,Q_DEPTH
245,0.20880555435019635,0.21795174917058846,0.21795174917058846,Q_DETECT
246,0.14428160452036135,0.13356052787530817,0.14428160452036135,Q_DEPTH
247,0.17155185308335041,0.17353097713618093,0.17353097713618093,Q_DETECT
248,0.22397415696462414,0.22489086309093548,0.22489086309093548,Q_DETECT
249,0.24535884185580675,0.24742368825772434,0.24742368825772434,Q_DETECT
250,0.2874049235065624,0.2854158383242827,0.2874049235065624,Q_DEPTH
251,0.2672644625790935,0.26227090502803496,0.2672644625790935,Q_DEPTH
252,0.2382860663345827,0.23720966095193022,0.2382860663345827,Q_DEPTH
253,0.23880925524614563,0.23779462810504393,0.23880925524614563,Q_DEPTH
254,0.2149928550703274,0.22625273885074218,0.22625273885074218,Q_DETECT
255,0.19598483612327086,0.18387184549464394,0.19598483612327086,Q_DEPTH
256,0.22487349396956763,0.2024957814602906,0.22487349396956763,Q_DEPTH
257,0.19233008277251554,0.20454256508972796,0.20454256508972796,Q_DETECT
258,0.2500108463134872,0.25170950127276553,0.25170950127276553,Q_DETECT
259,0.20227752621721884,0.2001948306315166,0.20227752621721884,Q_DEPTH
260,0.19580435666325993,0.2126295937061794,0.2126295937061794,Q_DETECT
261,0.2023905149579267,0.20347334212249915,0.20347334212249915,Q_DETECT
262,0.24469203523237715,0.27492430543858754,0.27492430543858754,Q_DETECT
263,0.23521527366412937,0.2519765176554063,0.2519765176554063,Q_DETECT
264,0.1987953553140857,0.21257121663149606,0.21257121663149606,Q_DETECT
265,0.1780778078940578,0.18065290026870565,0.18065290026870565,Q_DETECT
266,0.16917288221663762,0.16796349993398962,0.16917288221663762,Q_DEPTH
267,0.2297288303344718,0.22593113244548896,0.2297288303344718,Q_DEPTH
268,0.18423558850790123,0.1930585590443301,0.1930585590443301,Q_DETECT
269,0.21040971788846174,0.1892029387677073,0.21040971788846174,Q_DEPTH
270,0.20487049486730813,0.20302861773233039,0.20487049486730813,Q_DEPTH
271,0.1649661458840357,0.15935153756041026,0.1649661458840357,Q_DEPTH
272,0.2007494980217718,0.2194833411131064,0.2194833411131064,Q_DETECT
273,0.23166169852838292,0.24823164059283742,0.24823164059283742,Q_DETECT
274,0.2505317614881081,0.24417990863605013,0.2505317614881081,Q_DEPTH
275,0.17677454178078153,0.182639222869083,0.182639222869083,Q_DETECT
276,0.23032060455472506,0.23243561812724797,0.23243561812724797,Q_DETECT
277,0.1483572852541099,0.15334112234516387,0.15334112234516387,Q_DETECT
278,0.1992775387372118,0.18986318337740316,0.1992775387372118,Q_DEPTH
279,0.2118926263089928,0.2383132644572508,0.2383132644572508,Q_DETECT
280,0.19849644375859285,0.19864319091214325,0.19864319091214325,Q_DETECT
281,0.17186520797983548,0.17042158765856885,0.17186520797983548,Q_DEPTH
282,0.2067345312457685,0.21999633558441278,0.21999633558441278,Q_DETECT
283,0.15087731305870827,0.16110640388147177,0.16110640388147177,Q_DETECT
284,0.12068499625027658,0.1361759780569996,0.1361759780569996,Q_DETECT
285,0.17768377760094634,0.1776929022187589,0.1776929022187589,Q_DETECT
286,0.17538114792562512,0.1682247268370927,0.17538114792562512,Q_DEPTH
287,0.15129480535963838,0.14112970523913523,0.15129480535963838,Q_DEPTH
288,0.24007147440223234,0.2578082289346991,0.2578082289346991,Q_DETECT
289,0.1914473767636364,0.20394668719813464,0.20394668719813464,Q_DETECT
290,0.24715145082093015,0.2627823172271265,0.2627823172271265,Q_DETECT
291,0.1912139636969396,0.19459729493145309,0.19459729493145309,Q_DETECT
292,0.28342409962924314,0.2859895857458254,0.2859895857458254,Q_DETECT
293,0.20232773740554988,0.19882605702861395,0.20232773740554988,Q_DEPTH
294,0.22269016742865355,0.230905967371632,0.230905967371632,Q_DETECT
295,0.21404884398705326,0.21645055974545557,0.21645055974545557,Q_DETECT
296,0.22564214324374665,0.2377551451587385,0.2377551451587385,Q_DETECT
297,0.24980872580916635,0.26658194974396476,0.26658194974396476,Q_DETECT
298,0.14094309703540656,0.13895832888788553,0.14094309703540656,Q_DEPTH
299,0.22012051316277162,0.22881330173503833,0.22881330173503833,Q_DETECT
300,0.26431976711744953,0.24785014316015166,0.26431976711744953,Q_DEPTH
301,0.17735305769054066,0.16435554370205893,0.17735305769054066,Q_DEPTH
302,0.19137812374486607,0.21453994292643147,0.21453994292643147,Q_DETECT
303,0.23476978947596094,0.2278987653936492,0.23476978947596094,Q_DEPTH
304,0.1762470389613245,0.18520144581892387,0.18520144581892387,Q_DETECT
305,0.1999414092762123,0.19334011112797017,0.1999414092762123,Q_DEPTH
306,0.18341813459794346,0.19656935327748137,0.19656935327748137,Q_DETECT
307,0.27881229873262153,0.2619160851129729,0.27881229873262153,Q_DEPTH
308,0.15461400613412893,0.15786059043559178,0.15786059043559178,Q_DETECT
309,0.21832478679260087,0.23235628726965757,0.23235628726965757,Q_DETECT
310,0.14795956770664298,0.14063135230320017,0.14795956770664298,Q_DEPTH
311,0.16819791794437558,0.16059318686882562,0.16819791794437558,Q_DEPTH
312,0.16775050466582467,0.1821054577267338,0.1821054577267338,Q_DETECT
313,0.24801809746030734,0.2532672684957349,0.2532672684957349,Q_DETECT
314,0.19787430332412176,0.18991920835699075,0.19787430332412176,Q_DEPTH
315,0.17123502534375834,0.1694806555685196,0.17123502534375834,Q_DEPTH
316,0.18129976620670743,0.1714942585072787,0.18129976620670743,Q_DEPTH
317,0.1864045099354243,0.2042298772396102,0.2042298772396102,Q_DETECT
318,0.20479202927564308,0.19457017861493228,0.20479202927564308,Q_DEPTH
319,0.1549734900003662,0.15786390017771373,0.15786390017771373,Q_DETECT
320,0.2263056012629906,0.23168364028440638,0.23168364028440638,Q_DETECT
321,0.17478396530328572,0.17827808217447705,0.17827808217447705,Q_DETECT
322,0.211611090554724,0.22693550890865102,0.22693550890865102,Q_DETECT
323,0.13441977146838524,0.13582677862447456,0.13582677862447456,Q_DETECT
324,0.18812820843186742,0.20298627207828032,0.20298627207828032,Q_DETECT
325,0.20212541268943754,0.22004650727908867,0.22004650727908867,Q_DETECT
326,0.15396581234344447,0.15844314106206148,0.15844314106206148,Q_DETECT
327,0.17194302749826954,0.18135016451480593,0.18135016451480593,Q_DETECT
328,0.20597571661274855,0.22180546252696917,0.22180546252696917,Q_DETECT
329,0.22254884467399327,0.22372860767240046,0.22372860767240046,Q_DETECT
330,0.24458532023926205,0.26675251456559496,0.26675251456559496,Q_DETECT
331,0.2439942020684297,0.23585003410799724,0.2439942020684297,Q_DEPTH
332,0.18653334270173577,0.1849151544180746,0.18653334270173577,Q_DEPTH
333,0.20958115246139725,0.19129611147017958,0.20958115246139725,Q_DEPTH
334,0.17254846913631294,0.17589474885325151,0.17589474885325151,Q_DETECT
335,0.16828196073346102,0.15711602483445875,0.16828196073346102,Q_DEPTH
336,0.21446256251892576,0.18596448603858867,0.21446256251892576,Q_DEPTH
337,0.32340310042708653,0.3056865407634984,0.32340310042708653,Q_DEPTH
338,0.21712406572194015,0.19775163383983893,0.21712406572194015,Q_DEPTH
339,0.1492154853172879,0.13352025261969067,0.1492154853172879,Q_DEPTH
340,0.25162417388572156,0.2416559949725762,0.25162417388572156,Q_DEPTH
341,0.18288452465330785,0.17003961805781664,0.18288452465330785,Q_DEPTH
342,0.13488862062323906,0.13711622008343818,0.13711622008343818,Q_DETECT
343,0.24248809852836425,0.23614998559938577,0.24248809852836425,Q_DEPTH
344,0.235450871476426,0.22808837409042443,0.235450871476426,Q_DEPTH
345,0.2673092933249518,0.2652656645081081,0.2673092933249518,Q_DEPTH
346,0.19291381358342402,0.20472259404803256,0.20472259404803256,Q_DETECT
347,0.22202360349168992,0.19969771348852927,0.22202360349168992,Q_DEPTH
348,0.17557684479575794,0.1864358797514703,0.1864358797514703,Q_DETECT
349,0.22444318770833982,0.22773002839170786,0.22773002839170786,Q_DETECT
350,0.22155813747069603,0.21736586675102526,0.22155813747069603,Q_DEPTH
351,0.15031830298177945,0.147001852731693,0.15031830298177945,Q_DEPTH
352,0.23739412140840488,0.2395486115008007,0.2395486115008007,Q_DETECT
353,0.21167385640972175,0.21370759236684242,0.21370759236684242,Q_DETECT
354,0.1628498414230963,0.15953267203337487,0.1628498414230963,Q_DEPTH
355,0.22921022891272136,0.21685324067015654,0.22921022891272136,Q_DEPTH
356,0.15798961721776836,0.16050695872131449,0.16050695872131449,Q_DETECT
357,0.17973756838175284,0.1945048010359972,0.1945048010359972,Q_DETECT
358,0.22026743801209162,0.2177290001686737,0.22026743801209162,Q_DEPTH
359,0.1889542162744354,0.20381220907023423,0.20381220907023423,Q_DETECT
360,0.17582036164218012,0.19389657342604524,0.19389657342604524,Q_DETECT
361,0.26378176580490076,0.2601010180150137,0.26378176580490076,Q_DEPTH
362,0.23515648210991483,0.23641325523828666,0.23641325523828666,Q_DETECT
363,0.20286215344360672,0.206645306039745,0.206645306039745,Q_DETECT
364,0.15469587904019882,0.1530001707507157,0.15469587904019882,Q_DEPTH
365,0.1557402853117502,0.17480895577771335,0.17480895577771335,Q_DETECT
366,0.14031681744290736,0.15086774924662175,0.15086774924662175,Q_DETECT
367,0.20428159147933478,0.1920022621875878,0.20428159147933478,Q_DEPTH
368,0.15435060868912617,0.143657170333078,0.15435060868912617,Q_DEPTH
369,0.28621699627699565,0.28454736424492494,0.28621699627699565,Q_DEPTH
370,0.15082405895357948,0.16194698247894068,0.16194698247894068,Q_DETECT
371,0.1757958018719345,0.1785027649630045,0.1785027649630045,Q_DETECT
