panel,raw_geometry_r,class_median_depth_detected_residual_geometry_r
0,0.9221682098499872,0.6399633752899662
1,0.8626727228518298,0.6348109271423202
2,0.8994959904931314,0.5768769359262883
3,0.8734030746045025,0.6138489638279204
