graph_level,node_a,node_b,shared_genes,jaccard,containment_a_in_b,containment_b_in_a,additional_a_over_b,additional_b_over_a
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,HVS::e813d04b-7833-4b02-b14f-0247d6128516,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,NPH52_exact_source_objects,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,sea_ad_ang_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,sea_ad_caudate_rna_all_2025,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,sea_ad_fi_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,sea_ad_hip_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,sea_ad_itg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,sea_ad_lec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,sea_ad_mec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,sea_ad_mtg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,sea_ad_pfc_a9_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,sea_ad_stg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,sea_ad_v1c_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,HVS::6201fd7d-f35b-4487-bace-99426881237b,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,HVS::e813d04b-7833-4b02-b14f-0247d6128516,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,NPH52_exact_source_objects,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,sea_ad_ang_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,sea_ad_caudate_rna_all_2025,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,sea_ad_fi_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,sea_ad_hip_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,sea_ad_itg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,sea_ad_lec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,sea_ad_mec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,sea_ad_mtg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,sea_ad_pfc_a9_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,sea_ad_stg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::5fff0955-173e-407d-b160-64f513ca6db6,sea_ad_v1c_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,HVS::e813d04b-7833-4b02-b14f-0247d6128516,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,NPH52_exact_source_objects,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,sea_ad_ang_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,sea_ad_caudate_rna_all_2025,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,sea_ad_fi_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,sea_ad_hip_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,sea_ad_itg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,sea_ad_lec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,sea_ad_mec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,sea_ad_mtg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,sea_ad_pfc_a9_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,sea_ad_stg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::6201fd7d-f35b-4487-bace-99426881237b,sea_ad_v1c_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,HVS::e813d04b-7833-4b02-b14f-0247d6128516,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,NPH52_exact_source_objects,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,sea_ad_ang_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,sea_ad_caudate_rna_all_2025,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,sea_ad_fi_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,sea_ad_hip_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,sea_ad_itg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,sea_ad_lec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,sea_ad_mec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,sea_ad_mtg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,sea_ad_pfc_a9_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,sea_ad_stg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,sea_ad_v1c_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,HVS::e813d04b-7833-4b02-b14f-0247d6128516,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,NPH52_exact_source_objects,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,sea_ad_ang_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,sea_ad_caudate_rna_all_2025,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,sea_ad_fi_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,sea_ad_hip_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,sea_ad_itg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,sea_ad_lec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,sea_ad_mec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,sea_ad_mtg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,sea_ad_pfc_a9_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,sea_ad_stg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,sea_ad_v1c_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,HVS::e813d04b-7833-4b02-b14f-0247d6128516,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,NPH52_exact_source_objects,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,sea_ad_ang_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,sea_ad_caudate_rna_all_2025,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,sea_ad_fi_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,sea_ad_hip_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,sea_ad_itg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,sea_ad_lec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,sea_ad_mec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,sea_ad_mtg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,sea_ad_pfc_a9_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,sea_ad_stg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,sea_ad_v1c_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,HVS::e813d04b-7833-4b02-b14f-0247d6128516,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,NPH52_exact_source_objects,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,sea_ad_ang_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,sea_ad_caudate_rna_all_2025,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,sea_ad_fi_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,sea_ad_hip_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,sea_ad_itg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,sea_ad_lec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,sea_ad_mec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,sea_ad_mtg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,sea_ad_pfc_a9_rna_final_2026,4096,1.0,1.0,1.0,0,0
