belief_factor_r2,belief_minus_visible_factor_r2,belief_state_cosine,coverage_1_96sigma,coverage_1sigma,diagonalized_nll,family,gaussian_excess_kurtosis_median,gaussian_severe_fraction,gaussian_skewness_median,joint_scale,mean_correlated_energy,measured_genes,median_correlated_rank,median_logdet,median_trace,nll,panel,prior_nll,recoverable_gap_fraction,replicate_factor_prediction_correlation,replicate_paired_standardized_distance,standardized_variance,synthetic_full_expected_factor_r2,uncertainty_error_spearman,view,visible_factor_r2
0.9218267202377319,1.0728836059570312e-06,0.37454333901405334,1.0,1.0,0.1575034111738205,RANDOM_STRUCTURAL,0.8253107070922852,0.3187499940395355,-0.054140590131282806,0.0023038676008582115,1.3722425364903756e-06,4096,30.76344871520996,-244.04159545898438,35.312339782714844,0.1575438529253006,FULL,0.3114178478717804,1.3774104683195593e-05,0.9224975109100342,15.139642715454102,3.64857041859068e-05,0.9997169971466064,-0.9997850656509399,2,0.921825647354126
0.9076765179634094,1.2516975402832031e-06,0.3505551815032959,0.999987781047821,0.9851745367050171,0.24261760711669922,RANDOM_STRUCTURAL,-0.016756534576416016,0.0,-0.01069275289773941,0.1470804214477539,1.4315412499854574e-06,3277,30.77136993408203,-239.97393798828125,36.252899169921875,0.24264872074127197,P80,0.3693675696849823,1.3599239478721722e-05,0.9084899425506592,14.939970970153809,0.1119566559791565,0.9997169971466064,0.07653899490833282,2,0.9076752662658691
0.8834670782089233,4.76837158203125e-07,0.3308556377887726,0.988330066204071,0.922412097454071,0.35923701524734497,RANDOM_STRUCTURAL,0.006082057952880859,0.0062500000931322575,-0.011271841824054718,0.34639596939086914,1.5099599295353983e-06,2458,30.781341552734375,-234.54891967773438,37.55986785888672,0.35925954580307007,P60,0.4598162770271301,4.101811052124789e-06,0.8877676725387573,14.683005332946777,0.2746855616569519,0.9997169971466064,0.10996386408805847,2,0.8834666013717651
0.8439773321151733,-3.5762786865234375e-07,0.31046926975250244,0.963134765625,0.8800414800643921,0.5117894411087036,RANDOM_STRUCTURAL,0.06009483337402344,0.0062500000931322575,0.01580946333706379,0.6037969589233398,1.6046135442593368e-06,1638,30.79401397705078,-226.91983032226562,39.50215148925781,0.511803925037384,P40,0.5862141847610474,-2.2963237387824584e-06,0.8524453639984131,14.474339485168457,0.489300400018692,0.9997169971466064,0.1017279177904129,2,0.843977689743042
0.7558139562606812,5.960464477539063e-08,0.2753528952598572,0.939501941204071,0.865814208984375,0.698686957359314,RANDOM_STRUCTURAL,0.10665607452392578,0.0062500000931322575,-0.015489615499973297,0.9047623872756958,1.7141214811999816e-06,819,30.806812286376953,-215.26663208007812,42.727989196777344,0.6986933946609497,P20,0.744861900806427,2.443783808221622e-07,0.7701734900474548,14.476261138916016,0.7392523288726807,0.9997169971466064,0.1022656038403511,2,0.7558138966560364
0.9218267202377319,1.0728836059570312e-06,0.37454333901405334,1.0,1.0,0.1575034111738205,RANDOM_STRUCTURAL,0.8253107070922852,0.3187499940395355,-0.054140590131282806,0.0023038676008582115,1.3722425364903756e-06,4096,30.76344871520996,-244.04159545898438,35.312339782714844,0.1575438529253006,FULL,0.3114178478717804,1.3774104683195593e-05,0.9224975109100342,15.139642715454102,3.64857041859068e-05,0.9997169971466064,-0.9997850656509399,3,0.921825647354126
0.9085347652435303,1.1324882507324219e-06,0.35380998253822327,0.999987781047821,0.982379138469696,0.24723389744758606,RANDOM_STRUCTURAL,-0.05972576141357422,0.0,-0.007788544520735741,0.15629464387893677,1.4321819890028564e-06,3277,30.771297454833984,-239.969970703125,36.25385284423828,0.24726475775241852,P80,0.37271785736083984,1.2419899817166001e-05,0.9101401567459106,14.857805252075195,0.11970464885234833,0.9997169971466064,0.07918156683444977,3,0.9085336327552795
0.8858829140663147,7.748603820800781e-07,0.3350231945514679,0.987841784954071,0.9176880121231079,0.36528366804122925,RANDOM_STRUCTURAL,-0.03724336624145508,0.0,0.004418879747390747,0.35847562551498413,1.5104481008165749e-06,2458,30.781423568725586,-234.5465545654297,37.56043243408203,0.3653061091899872,P60,0.4647970199584961,6.806881442975089e-06,0.8888335824012756,14.619403839111328,0.28845781087875366,0.9997169971466064,0.10880359262228012,3,0.8858821392059326
0.8424959778785706,1.1920928955078125e-06,0.31411904096603394,0.9626830816268921,0.876495361328125,0.5181902647018433,RANDOM_STRUCTURAL,0.0421140193939209,0.0062500000931322575,0.007324732840061188,0.6165160536766052,1.6087456060631666e-06,1638,30.794921875,-226.9058380126953,39.50587463378906,0.5182046294212341,P40,0.591831386089325,7.582216820313972e-06,0.8514328598976135,14.43301010131836,0.5009310245513916,0.9997169971466064,0.11564847826957703,3,0.842494785785675
0.7530661821365356,2.86102294921875e-06,0.2838706970214844,0.9389709234237671,0.8654419183731079,0.700979471206665,RANDOM_STRUCTURAL,0.0907144546508789,0.012500000186264515,-0.024563299492001534,0.9090576171875,1.7328123931292794e-06,819,30.809581756591797,-215.2178192138672,42.742313385009766,0.7009859085083008,P20,0.7466538548469543,1.1599352562804453e-05,0.7728296518325806,14.403975486755371,0.7428812384605408,0.9997169971466064,0.11790589243173599,3,0.7530633211135864
0.9218271374702454,1.4901161193847656e-06,0.37457743287086487,1.0,1.0,0.19089576601982117,COHERENT_STRUCTURAL,0.8318741321563721,0.3187499940395355,0.20743988454341888,0.0025018921587616205,1.4006647006681305e-06,4096,30.769132614135742,-233.390625,37.596290588378906,0.1909395158290863,FULL,0.4079236686229706,1.9130700948882767e-05,0.9224979877471924,15.139631271362305,3.92973015550524e-05,0.9997169971466064,-0.999920666217804,0,0.921825647354126
0.8995543718338013,2.5033950805664062e-06,0.3601108193397522,0.998486340045929,0.9419494867324829,0.3414778709411621,COHERENT_STRUCTURAL,-0.03374195098876953,0.0,-0.006817460060119629,0.2723516523838043,1.495225205871975e-06,3277,30.78129768371582,-228.3874969482422,38.8350830078125,0.34150809049606323,P80,0.502352237701416,2.4992680714933484e-05,0.9023587703704834,14.627702713012695,0.1942080557346344,0.9997169971466064,0.09682977944612503,0,0.8995518684387207
0.8560951352119446,3.635883331298828e-06,0.3187224864959717,0.983642578125,0.9037536382675171,0.4474130868911743,COHERENT_STRUCTURAL,-0.00997304916381836,0.0,0.015427319332957268,0.4422116279602051,1.6183581692530424e-06,2458,30.796104431152344,-221.66697692871094,40.57965087890625,0.44743651151657104,P60,0.5895645022392273,2.5315026833928445e-05,0.8661799430847168,14.384017944335938,0.31768450140953064,0.9997169971466064,0.06402339041233063,0,0.8560914993286133
0.8002064824104309,8.940696716308594e-07,0.27936193346977234,0.967663586139679,0.8918396234512329,0.5552436113357544,COHERENT_STRUCTURAL,0.018428564071655273,0.0062500000931322575,0.020049501210451126,0.5986684560775757,1.7287547962041572e-06,1638,30.809602737426758,-212.1916046142578,43.21635818481445,0.555260419845581,P40,0.6715530157089233,4.481295966893381e-06,0.817827045917511,14.509295463562012,0.44092702865600586,0.9997169971466064,0.07733162492513657,0,0.8002055883407593
0.6945858001708984,1.0728836059570312e-06,0.25008565187454224,0.9530884027481079,0.88812255859375,0.6872358322143555,COHERENT_STRUCTURAL,0.15975546836853027,0.012500000186264515,-0.009490646421909332,0.7677773237228394,1.842095798565424e-06,819,30.82149887084961,-197.01405334472656,48.00104522705078,0.687243640422821,P20,0.7663997411727905,3.5161263226983533e-06,0.7196046113967896,14.665943145751953,0.5583864450454712,0.9997169971466064,0.06917784363031387,0,0.6945847272872925
0.9218271374702454,1.4901161193847656e-06,0.37457743287086487,1.0,1.0,0.19089576601982117,COHERENT_STRUCTURAL,0.8318741321563721,0.3187499940395355,0.20743988454341888,0.0025018921587616205,1.4006647006681305e-06,4096,30.769132614135742,-233.390625,37.596290588378906,0.1909395158290863,FULL,0.4079236686229706,1.9130700948882767e-05,0.9224979877471924,15.139631271362305,3.92973015550524e-05,0.9997169971466064,-0.999920666217804,1,0.921825647354126
0.902158796787262,1.8477439880371094e-06,0.35870125889778137,0.9986938238143921,0.946093738079071,0.3353007733821869,COHERENT_STRUCTURAL,0.006234645843505859,0.0,-0.005748823285102844,0.26000112295150757,1.495148467256513e-06,3277,30.781408309936523,-228.38751220703125,38.835079193115234,0.3353312015533447,P80,0.5002631545066833,1.8939555934618208e-05,0.9041265249252319,14.615376472473145,0.19369840621948242,0.9997169971466064,0.11671257764101028,1,0.9021569490432739
0.8586348295211792,2.2649765014648438e-06,0.3133556842803955,0.9835265874862671,0.9091247320175171,0.4411349594593048,COHERENT_STRUCTURAL,0.024383544921875,0.0,-0.006666418164968491,0.4296698570251465,1.6179081967493403e-06,2458,30.795679092407227,-221.6707305908203,40.578651428222656,0.44115859270095825,P60,0.5863454937934875,1.605404976079466e-05,0.8689499497413635,14.44599723815918,0.31195345520973206,0.9997169971466064,0.0622095912694931,1,0.8586325645446777
0.8023101687431335,2.7418136596679688e-06,0.27589723467826843,0.9669250249862671,0.894732654094696,0.5527700781822205,COHERENT_STRUCTURAL,0.09957408905029297,0.0062500000931322575,-0.006405730731785297,0.5936721563339233,1.7311110696027754e-06,1638,30.81014633178711,-212.186767578125,43.21775817871094,0.5527867078781128,P40,0.6699933409690857,1.3888960178841497e-05,0.8186138868331909,14.54503059387207,0.44110068678855896,0.9997169971466064,0.07686538994312286,1,0.8023074269294739
0.6929338574409485,1.1980533599853516e-05,0.24592190980911255,0.9527953863143921,0.8870483636856079,0.6892081499099731,COHERENT_STRUCTURAL,0.13750529289245605,0.0062500000931322575,-0.0154096819460392,0.7718188762664795,1.837167474150192e-06,819,30.821401596069336,-197.02767944335938,47.99640655517578,0.689215898513794,P20,0.7664037346839905,3.905060025241064e-05,0.721380889415741,14.681278228759766,0.5595877766609192,0.9997169971466064,0.0792670026421547,1,0.6929218769073486
0.9218271374702454,1.4901161193847656e-06,0.37457743287086487,1.0,1.0,0.19089576601982117,COHERENT_STRUCTURAL,0.8318741321563721,0.3187499940395355,0.20743988454341888,0.0025018921587616205,1.4006647006681305e-06,4096,30.769132614135742,-233.390625,37.596290588378906,0.1909395158290863,FULL,0.4079236686229706,1.9130700948882767e-05,0.9224979877471924,15.139631271362305,3.92973015550524e-05,0.9997169971466064,-0.999920666217804,2,0.921825647354126
0.8981592655181885,1.1920928955078125e-06,0.3678380250930786,0.998461902141571,0.939971923828125,0.3467651307582855,COHERENT_STRUCTURAL,-0.025695085525512695,0.0,-0.016558611765503883,0.28294602036476135,1.4939639640942914e-06,3277,30.780916213989258,-228.38938903808594,38.834617614746094,0.34679120779037476,P80,0.5069551467895508,1.1737943371465998e-05,0.9027865529060364,14.527117729187012,0.19963298738002777,0.9997169971466064,0.06656880676746368,2,0.898158073425293
0.8581255674362183,3.6954879760742188e-06,0.3162251114845276,0.983569324016571,0.9067932367324829,0.4432324469089508,COHERENT_STRUCTURAL,-6.222724914550781e-05,0.0,-0.002186991274356842,0.4338509738445282,1.6184577589228866e-06,2458,30.79625701904297,-221.66714477539062,40.57960510253906,0.4432544708251953,P60,0.5867170095443726,2.609897742522643e-05,0.8674481511116028,14.414727210998535,0.31339332461357117,0.9997169971466064,0.0804605782032013,2,0.8581218719482422
0.8062357306480408,6.4373016357421875e-06,0.2801375389099121,0.9674621820449829,0.8939148187637329,0.5544570088386536,COHERENT_STRUCTURAL,0.0492250919342041,0.0,-0.00024611130356788635,0.5970030426979065,1.7326668739769957e-06,1638,30.809947967529297,-212.1790008544922,43.219970703125,0.5544730424880981,P40,0.6709262132644653,3.326982288440123e-05,0.8189727067947388,14.504350662231445,0.4385676980018616,0.9997169971466064,0.08689006417989731,2,0.806229293346405
0.6991828680038452,2.6226043701171875e-06,0.24443161487579346,0.953234851360321,0.887866199016571,0.6920933723449707,COHERENT_STRUCTURAL,0.1335463523864746,0.012500000186264515,-0.0050713494420051575,0.7772742509841919,1.8541675217420561e-06,819,30.823400497436523,-196.97325134277344,48.014976501464844,0.6921010613441467,P20,0.7713619470596313,8.726401529500195e-06,0.7265065908432007,14.704282760620117,0.5569965243339539,0.9997169971466064,0.06206820532679558,2,0.6991802453994751
0.9218271374702454,1.4901161193847656e-06,0.37457743287086487,1.0,1.0,0.19089576601982117,COHERENT_STRUCTURAL,0.8318741321563721,0.3187499940395355,0.20743988454341888,0.0025018921587616205,1.4006647006681305e-06,4096,30.769132614135742,-233.390625,37.596290588378906,0.1909395158290863,FULL,0.4079236686229706,1.9130700948882767e-05,0.9224979877471924,15.139631271362305,3.92973015550524e-05,0.9997169971466064,-0.999920666217804,3,0.921825647354126
0.8976707458496094,1.9073486328125e-06,0.3613506257534027,0.99822998046875,0.940386950969696,0.3440633714199066,COHERENT_STRUCTURAL,-0.05968284606933594,0.0,-0.009491978213191032,0.27750706672668457,1.4955361393731437e-06,3277,30.781423568725586,-228.3832550048828,38.83612823486328,0.34409070014953613,P80,0.5055937767028809,1.8690671719378256e-05,0.9024966955184937,14.600520133972168,0.19368496537208557,0.9997169971466064,0.08204103261232376,3,0.8976688385009766
0.8581703305244446,3.874301910400391e-06,0.31671929359436035,0.9840148687362671,0.904266357421875,0.44805535674095154,COHERENT_STRUCTURAL,-0.02378368377685547,0.0,0.004467379301786423,0.4434483051300049,1.6205807469305e-06,2458,30.797060012817383,-221.6599578857422,40.58146667480469,0.44807711243629456,P60,0.5907785892486572,2.7370449346983186e-05,0.8670049905776978,14.402955055236816,0.31378719210624695,0.9997169971466064,0.07234274595975876,3,0.8581664562225342
0.8067184686660767,2.682209014892578e-06,0.2831750810146332,0.967517077922821,0.89117431640625,0.5560000538825989,COHERENT_STRUCTURAL,0.019394397735595703,0.0,0.005832649767398834,0.6001779437065125,1.7286843103647698e-06,1638,30.809707641601562,-212.1942596435547,43.215614318847656,0.5560159683227539,P40,0.672548770904541,1.3897368857478777e-05,0.8174274563789368,14.475778579711914,0.43422731757164,0.9997169971466064,0.09181100875139236,3,0.8067157864570618
0.6988703608512878,1.9669532775878906e-06,0.24114201962947845,0.953125,0.887860119342804,0.6869286894798279,COHERENT_STRUCTURAL,0.16520237922668457,0.012500000186264515,-0.02287362515926361,0.7671136260032654,1.8451049754730775e-06,819,30.82276153564453,-196.99960327148438,48.00597381591797,0.6869360208511353,P20,0.7641270756721497,6.5380169837869065e-06,0.7206270694732666,14.744413375854492,0.5546973943710327,0.9997169971466064,0.09785040467977524,3,0.6988683938980103
