amplitude_00,amplitude_01,amplitude_02,amplitude_03,amplitude_04,amplitude_05,amplitude_06,amplitude_07,amplitude_08,amplitude_09,amplitude_10,amplitude_11,amplitude_12,amplitude_13,amplitude_14,amplitude_15,amplitude_16,amplitude_17,amplitude_18,amplitude_19,amplitude_20,amplitude_21,amplitude_22,amplitude_23,amplitude_24,amplitude_25,amplitude_26,amplitude_27,amplitude_28,amplitude_29,amplitude_30,amplitude_31,correlated_covariance_energy,effective_correlated_rank,example,family,sum_amplitude_squared,view
0.05787951126694679,0.016732385382056236,0.02110537514090538,0.017801983281970024,0.03050391934812069,0.03009588085114956,0.018612349405884743,0.027972901239991188,0.02098335698246956,0.01945924572646618,0.018504612147808075,0.022278599441051483,0.019534669816493988,0.016475100070238113,0.022235609591007233,0.02655489556491375,0.021434199064970016,0.02210712991654873,0.01732593961060047,0.022278599441051483,0.02038366161286831,0.0554061122238636,0.014163456857204437,0.051152151077985764,0.060804739594459534,0.01766466163098812,0.03338818997144699,0.025897681713104248,0.016603250056505203,0.036610379815101624,0.021642284467816353,0.03109629638493061,4.6030720113776624e-05,21.32343292236328,0,RANDOM_40,0.027761075645685196,0
0.05876471474766731,0.017192261293530464,0.02160050719976425,0.0182203222066164,0.03109629638493061,0.030739525333046913,0.019049549475312233,0.028571786358952522,0.0214756578207016,0.019916143268346786,0.018975984305143356,0.02275695651769638,0.01999332197010517,0.016927963122725487,0.022713053971529007,0.0271238312125206,0.021936964243650436,0.022625496610999107,0.017801983281970024,0.02275695651769638,0.020862039178609848,0.056254539638757706,0.014553239569067955,0.05193711444735527,0.06161648407578468,0.01807980425655842,0.03403563052415848,0.026401784271001816,0.017059603706002235,0.0372476652264595,0.02214987389743328,0.03176099807024002,4.8973219236359e-05,21.476072311401367,1,RANDOM_40,0.028805993497371674,0
0.05809959024190903,0.016862519085407257,0.021228095516562462,0.017871038988232613,0.030621498823165894,0.030211912468075752,0.018684519454836845,0.028080860152840614,0.021064624190330505,0.019572488963603973,0.018612349405884743,0.02236482873558998,0.019648345187306404,0.016603250056505203,0.02232167311012745,0.026708880439400673,0.02151719480752945,0.022235609591007233,0.017460651695728302,0.02236482873558998,0.020462628453969955,0.05561704561114311,0.014218498952686787,0.05134730413556099,0.06103559955954552,0.017733192071318626,0.03351670503616333,0.025997739285230637,0.016732385382056236,0.03675106540322304,0.021726077422499657,0.03127620741724968,4.6747947635594755e-05,21.344017028808594,2,RANDOM_40,0.027997802942991257,0
0.05787951126694679,0.016732385382056236,0.02110537514090538,0.017801983281970024,0.030445296317338943,0.030038030818104744,0.01857636868953705,0.027919074520468712,0.020942840725183487,0.01945924572646618,0.018504612147808075,0.022235609591007233,0.019534669816493988,0.016475100070238113,0.02219270169734955,0.02655489556491375,0.021392822265625,0.02210712991654873,0.01732593961060047,0.022235609591007233,0.020344290882349014,0.0554061122238636,0.014163456857204437,0.051152151077985764,0.060804739594459534,0.01766466163098812,0.03338818997144699,0.025847798213362694,0.016603250056505203,0.036540232598781586,0.02160050719976425,0.03109629638493061,4.5994569518370554e-05,21.307846069335938,3,RANDOM_40,0.027729347348213196,0
0.05787951126694679,0.016732385382056236,0.02110537514090538,0.017801983281970024,0.030445296317338943,0.03009588085114956,0.01857636868953705,0.027972901239991188,0.020942840725183487,0.01945924572646618,0.018504612147808075,0.022235609591007233,0.019534669816493988,0.016475100070238113,0.022235609591007233,0.02655489556491375,0.021392822265625,0.02210712991654873,0.01732593961060047,0.022235609591007233,0.020344290882349014,0.0554061122238636,0.014163456857204437,0.051152151077985764,0.060804739594459534,0.01766466163098812,0.03338818997144699,0.025847798213362694,0.016603250056505203,0.036540232598781586,0.02160050719976425,0.03109629638493061,4.600448301061988e-05,21.31142234802246,4,RANDOM_40,0.02773774415254593,0
0.05820993334054947,0.016862519085407257,0.021269159391522408,0.017940359190106392,0.0306804571300745,0.03027009405195713,0.018756967037916183,0.028134996071457863,0.021146204322576523,0.01961037889122963,0.01864839904010296,0.02240806445479393,0.019686384126544,0.016667693853378296,0.02240806445479393,0.0267604049295187,0.02160050719976425,0.022278599441051483,0.017460651695728302,0.02240806445479393,0.020541900768876076,0.055722806602716446,0.014273753389716148,0.05144514888525009,0.06103559955954552,0.017801983281970024,0.033581141382455826,0.026047909632325172,0.016732385382056236,0.03682160750031471,0.02181018888950348,0.031336408108472824,4.700867793872021e-05,21.36545181274414,5,RANDOM_40,0.028102323412895203,0
0.057989452034235,0.016797328367829323,0.021146204322576523,0.017801983281970024,0.03056265227496624,0.030153842642903328,0.01864839904010296,0.028026828542351723,0.021023953333497047,0.019496921449899673,0.01857636868953705,0.02232167311012745,0.01961037889122963,0.01653905212879181,0.022278599441051483,0.026606125757098198,0.0214756578207016,0.02219270169734955,0.017393164336681366,0.02232167311012745,0.020423108711838722,0.0555114820599556,0.014218498952686787,0.05124963819980621,0.06092006340622902,0.01766466163098812,0.03345238417387009,0.02594766393303871,0.016667693853378296,0.03668065741658211,0.02168414182960987,0.031156150624155998,4.638259269995615e-05,21.331802368164062,6,RANDOM_40,0.02787504717707634,0
0.05809959024190903,0.016862519085407257,0.021187111735343933,0.017871038988232613,0.030621498823165894,0.030211912468075752,0.018684519454836845,0.028080860152840614,0.021064624190330505,0.019534669816493988,0.018612349405884743,0.02236482873558998,0.019648345187306404,0.016603250056505203,0.02232167311012745,0.026657454669475555,0.02151719480752945,0.022235609591007233,0.017460651695728302,0.02236482873558998,0.020462628453969955,0.05561704561114311,0.014218498952686787,0.05134730413556099,0.06092006340622902,0.017733192071318626,0.03351670503616333,0.025997739285230637,0.016732385382056236,0.03668065741658211,0.021726077422499657,0.031216120347380638,4.662871651817113e-05,21.35041046142578,7,RANDOM_40,0.02796882763504982,0
0.0584312304854393,0.016993656754493713,0.021392822265625,0.01800994761288166,0.030857998877763748,0.030445296317338943,0.01886616088449955,0.028298016637563705,0.021269159391522408,0.019724493846297264,0.018793294206261635,0.02253827638924122,0.019839264452457428,0.016732385382056236,0.02253827638924122,0.026915568858385086,0.021726077422499657,0.02240806445479393,0.017596397548913956,0.02253827638924122,0.020661380141973495,0.05593491345643997,0.014384902082383633,0.05164138972759247,0.06126731261610985,0.017940359190106392,0.03377518430352211,0.026198992505669594,0.016862519085407257,0.036963094025850296,0.021936964243650436,0.03151768445968628,4.778485163114965e-05,21.407339096069336,8,RANDOM_40,0.028378449380397797,0
0.058320481330156326,0.016927963122725487,0.02135152369737625,0.01800994761288166,0.03079870715737343,0.03038678504526615,0.018793294206261635,0.028243571519851685,0.021187111735343933,0.019686384126544,0.018720708787441254,0.022494789212942123,0.0197626780718565,0.016732385382056236,0.022451385855674744,0.026812030002474785,0.021642284467816353,0.02236482873558998,0.017528394237160683,0.022494789212942123,0.020581649616360664,0.0558287613093853,0.014329221099615097,0.05154317989945412,0.061151351779699326,0.017871038988232613,0.033710382878780365,0.026148535311222076,0.016797328367829323,0.03689228743314743,0.021852364763617516,0.03139672055840492,4.740556323667988e-05,21.389692306518555,9,RANDOM_40,0.028247082605957985,0
