a3_core_eligible,boundary_available,brain_region,canonical_person_group_id,coordinate_class,dataset_id,direct_measurement,exact_donors,frozen4096_support_fraction,frozen4096_supported,measurement_semantics,n_exact_matches,pairing_class,pairing_fraction,pathology_blind_provenance,physical_geometry,qualification_role,quarantine_required,reason,reference_only,sample_id,source_donor_id,source_feature_count,spatial_entity_type,supportive_eligible,technology
false,false,hippocampus,PERSON_0057,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11U08-084_A1,Br6522,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0057,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11U08-084_B1,Br6522,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0057,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11U08-084_C1,Br6522,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0057,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11U08-084_D1,Br6522,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0058,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V12F14-051_A1,Br2720,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0058,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V12F14-051_B1,Br2720,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0058,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V12F14-051_C1,Br2720,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0058,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V12F14-051_D1,Br2720,36601,SPOT,true,10x Visium
false,false,hypothalamus,PERSON_GSE278848_oytkk,GRID_SPOT_COORDINATES,GSE278848,true,7,0.959716796875,3931,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM8555878,unresolved,18085,SPOT,true,10x Visium CytAssist v2
false,false,hypothalamus,PERSON_GSE278848_hp9yr,GRID_SPOT_COORDINATES,GSE278848,true,7,0.959716796875,3931,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM8555879,unresolved,18085,SPOT,true,10x Visium CytAssist v2
false,false,hypothalamus,PERSON_GSE278848_oytkk,GRID_SPOT_COORDINATES,GSE278848,true,7,0.959716796875,3931,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM8555880,unresolved,18085,SPOT,true,10x Visium CytAssist v2
false,false,hypothalamus,PERSON_GSE278848_jplut,GRID_SPOT_COORDINATES,GSE278848,true,7,0.959716796875,3931,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM8555881,unresolved,18085,SPOT,true,10x Visium CytAssist v2
false,false,hypothalamus,PERSON_GSE278848_ogtif,GRID_SPOT_COORDINATES,GSE278848,true,7,0.959716796875,3931,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM8555882,unresolved,18085,SPOT,true,10x Visium CytAssist v2
false,false,hypothalamus,PERSON_GSE278848_jplut,GRID_SPOT_COORDINATES,GSE278848,true,7,0.959716796875,3931,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM8555883,unresolved,18085,SPOT,true,10x Visium CytAssist v2
false,false,hypothalamus,PERSON_GSE278848_bt5r4,GRID_SPOT_COORDINATES,GSE278848,true,7,0.959716796875,3931,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM8555884,unresolved,18085,SPOT,true,10x Visium CytAssist v2
false,false,hypothalamus,PERSON_GSE278848_ibv8d,GRID_SPOT_COORDINATES,GSE278848,true,7,0.959716796875,3931,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM8555885,unresolved,18085,SPOT,true,10x Visium CytAssist v2
false,false,hypothalamus,PERSON_GSE278848_q65kc,GRID_SPOT_COORDINATES,GSE278848,true,7,0.959716796875,3931,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM8555886,unresolved,18085,SPOT,true,10x Visium CytAssist v2
false,false,hypothalamus,PERSON_0068,GRID_SPOT_COORDINATES,GSE280316,true,8,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM8594572,1225,36601,SPOT,true,10x Visium
false,false,hypothalamus,PERSON_0069,GRID_SPOT_COORDINATES,GSE280316,true,8,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM8594573,1735,36601,SPOT,true,10x Visium
false,false,hypothalamus,PERSON_0070,GRID_SPOT_COORDINATES,GSE280316,true,8,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM8594574,5459,36601,SPOT,true,10x Visium
false,false,hypothalamus,PERSON_0071,GRID_SPOT_COORDINATES,GSE280316,true,8,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM8594575,5993,36601,SPOT,true,10x Visium
false,false,hypothalamus,PERSON_0072,GRID_SPOT_COORDINATES,GSE280316,true,8,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM8594576,6197,36601,SPOT,true,10x Visium
false,false,hypothalamus,PERSON_0073,GRID_SPOT_COORDINATES,GSE280316,true,8,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM8594577,6588,36601,SPOT,true,10x Visium
false,false,hypothalamus,PERSON_0073,GRID_SPOT_COORDINATES,GSE280316,true,8,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM8594578,6588,36601,SPOT,true,10x Visium
false,false,hypothalamus,PERSON_0074,GRID_SPOT_COORDINATES,GSE280316,true,8,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM8594579,8667,36601,SPOT,true,10x Visium
false,false,hypothalamus,PERSON_0075,GRID_SPOT_COORDINATES,GSE280316,true,8,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM8594580,8741,36601,SPOT,true,10x Visium
false,false,hypothalamus,PERSON_0075,GRID_SPOT_COORDINATES,GSE280316,true,8,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM8594581,8741,36601,SPOT,true,10x Visium
false,true,hypothalamus,PERSON_0070,CELL_BOUNDARY_GEOMETRY,GSE280460,true,8,0.011962890625,49,RAW_FEATURE_COUNT,69885,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,CELL_RESOLVED_MINIMAL_PANEL_CONTEXT,false,direct spatial panel supports fewer than 50 frozen genes,false,GSM8598169,5459,541,CELL,true,10x Xenium
false,true,hypothalamus,PERSON_0070,CELL_BOUNDARY_GEOMETRY,GSE280460,true,8,0.011962890625,49,RAW_FEATURE_COUNT,70590,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,CELL_RESOLVED_MINIMAL_PANEL_CONTEXT,false,direct spatial panel supports fewer than 50 frozen genes,false,GSM8598170,5459,541,CELL,true,10x Xenium
false,true,hypothalamus,PERSON_0074,CELL_BOUNDARY_GEOMETRY,GSE280460,true,8,0.011962890625,49,RAW_FEATURE_COUNT,74671,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,CELL_RESOLVED_MINIMAL_PANEL_CONTEXT,false,direct spatial panel supports fewer than 50 frozen genes,false,GSM8598171,8667,541,CELL,true,10x Xenium
false,true,hypothalamus,PERSON_0072,CELL_BOUNDARY_GEOMETRY,GSE280460,true,8,0.011962890625,49,RAW_FEATURE_COUNT,74033,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,CELL_RESOLVED_MINIMAL_PANEL_CONTEXT,false,direct spatial panel supports fewer than 50 frozen genes,false,GSM8598172,6197,541,CELL,true,10x Xenium
false,true,hypothalamus,PERSON_0071,CELL_BOUNDARY_GEOMETRY,GSE280460,true,8,0.011962890625,49,RAW_FEATURE_COUNT,60612,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,CELL_RESOLVED_MINIMAL_PANEL_CONTEXT,false,direct spatial panel supports fewer than 50 frozen genes,false,GSM8598173,5993,541,CELL,true,10x Xenium
false,true,hypothalamus,PERSON_0071,CELL_BOUNDARY_GEOMETRY,GSE280460,true,8,0.011962890625,49,RAW_FEATURE_COUNT,52690,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,CELL_RESOLVED_MINIMAL_PANEL_CONTEXT,false,direct spatial panel supports fewer than 50 frozen genes,false,GSM8598174,5993,541,CELL,true,10x Xenium
false,true,hypothalamus,PERSON_0069,CELL_BOUNDARY_GEOMETRY,GSE280460,true,8,0.011962890625,49,RAW_FEATURE_COUNT,65932,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,CELL_RESOLVED_MINIMAL_PANEL_CONTEXT,false,direct spatial panel supports fewer than 50 frozen genes,false,GSM8598175,1735,541,CELL,true,10x Xenium
false,true,hypothalamus,PERSON_0069,CELL_BOUNDARY_GEOMETRY,GSE280460,true,8,0.011962890625,49,RAW_FEATURE_COUNT,52814,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,CELL_RESOLVED_MINIMAL_PANEL_CONTEXT,false,direct spatial panel supports fewer than 50 frozen genes,false,GSM8598176,1735,541,CELL,true,10x Xenium
false,true,hypothalamus,PERSON_0073,CELL_BOUNDARY_GEOMETRY,GSE280460,true,8,0.011962890625,49,RAW_FEATURE_COUNT,102257,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,CELL_RESOLVED_MINIMAL_PANEL_CONTEXT,false,direct spatial panel supports fewer than 50 frozen genes,false,GSM8598177,6588,541,CELL,true,10x Xenium
false,true,hypothalamus,PERSON_0068,CELL_BOUNDARY_GEOMETRY,GSE280460,true,8,0.011962890625,49,RAW_FEATURE_COUNT,97499,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,CELL_RESOLVED_MINIMAL_PANEL_CONTEXT,false,direct spatial panel supports fewer than 50 frozen genes,false,GSM8598178,1225,541,CELL,true,10x Xenium
false,true,hypothalamus,PERSON_0068,CELL_BOUNDARY_GEOMETRY,GSE280460,true,8,0.011962890625,49,RAW_FEATURE_COUNT,72990,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,CELL_RESOLVED_MINIMAL_PANEL_CONTEXT,false,direct spatial panel supports fewer than 50 frozen genes,false,GSM8598179,1225,541,CELL,true,10x Xenium
false,true,hypothalamus,PERSON_0075,CELL_BOUNDARY_GEOMETRY,GSE280460,true,8,0.011962890625,49,RAW_FEATURE_COUNT,62832,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,CELL_RESOLVED_MINIMAL_PANEL_CONTEXT,false,direct spatial panel supports fewer than 50 frozen genes,false,GSM8598180,8741,541,CELL,true,10x Xenium
false,true,hypothalamus,PERSON_0075,CELL_BOUNDARY_GEOMETRY,GSE280460,true,8,0.011962890625,49,RAW_FEATURE_COUNT,55903,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,CELL_RESOLVED_MINIMAL_PANEL_CONTEXT,false,direct spatial panel supports fewer than 50 frozen genes,false,GSM8598181,8741,541,CELL,true,10x Xenium
false,false,nucleus accumbens,PERSON_0058,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227428,Br2720,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0058,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227429,Br2720,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0058,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227430,Br2720,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0058,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227431,Br2720,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0056,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227432,Br8492,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0056,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227433,Br8492,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0056,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227434,Br8492,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0056,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227435,Br8492,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0057,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227436,Br6522,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0057,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227437,Br6522,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0057,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227438,Br6522,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0057,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227439,Br6522,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0049,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227440,Br6423,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0049,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227441,Br6423,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0052,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227442,Br8325,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0049,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227443,Br6423,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0052,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227444,Br8325,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0052,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227445,Br8325,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0052,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227446,Br8325,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0052,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227447,Br8325,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0050,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227448,Br6432,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0050,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227449,Br6432,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0050,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227450,Br6432,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0050,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227451,Br6432,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0054,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227452,Br6471,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0054,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227453,Br6471,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0054,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227454,Br6471,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0054,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227455,Br6471,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0051,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227456,Br2743,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0051,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227457,Br2743,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0051,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227458,Br2743,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0051,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227459,Br2743,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0053,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227460,Br3942,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0053,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227461,Br3942,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0053,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227462,Br3942,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0053,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227463,Br3942,36601,SPOT,true,10x Visium
false,false,nucleus accumbens,PERSON_0055,GRID_SPOT_COORDINATES,GSE307586,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM9227464,Br8667,36601,SPOT,true,10x Visium
