rule,effective_datasets,effective_donors,maximum_dataset_fraction,minimum_dataset_fraction,maximum_expected_cell_reuse_pressure
cell_proportional,10.749851272016667,505.7717705194157,0.17311945222051298,0.023864278097715703,1.574368524720656e-07
dataset_uniform,13.000000000000005,528.1227904263369,0.07692307692307693,0.07692307692307693,5.074751083459357e-07
sqrt_cell_count,12.349697956113978,540.6720878369201,0.12127348138505689,0.04502638298482266,2.9704699158743013e-07
