coordinate,cpiu_coordinate_alignment,pairmean_pca_replicate_correlation,reppca_replicate_correlation,shared_eigenvalue,whitening_scale
0,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.9914950728416443,0.9914979934692383,48.22614584402307,0.1439987493603207
1,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.9964659214019775,0.9964644312858582,42.2867924604539,0.15377920995976835
2,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.9891425967216492,0.9891435503959656,38.03674903766359,0.16214303640977737
3,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.9881783127784729,0.9881780743598938,36.12116575717887,0.16638689528876044
4,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.9829090237617493,0.9829720258712769,24.693480804405795,0.2012374657438354
5,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.979259729385376,0.9791660904884338,24.190104360763165,0.20332047923057953
6,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.9804573059082031,0.9804480671882629,23.088274528201385,0.20811541847145343
7,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.97908616065979,0.9791083931922913,22.330849127884655,0.21161545211919985
8,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.982067346572876,0.9821015000343323,22.09253024735227,0.212753770782073
9,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.9815254807472229,0.9815317988395691,21.930361657816714,0.21353894775381876
10,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.9752871990203857,0.975287914276123,20.298911908078576,0.22195432669355358
11,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.9802500009536743,0.9802536964416504,18.536502407034927,0.23226624476056779
12,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.9722470641136169,0.9722993969917297,18.055966776462842,0.23533667910508915
13,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.9681950211524963,0.9682822823524475,15.198120484198457,0.25651044350233043
14,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.9598243832588196,0.9597935080528259,14.433874496796347,0.26321372439651153
15,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.9664266109466553,0.9664092063903809,13.602259082075687,0.27114054896194484
16,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.9607312679290771,0.9607981443405151,11.99042701881122,0.288790342793638
17,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.95456862449646,0.9546790719032288,10.72734557045889,0.30531901641880976
18,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.9635114669799805,0.963580310344696,9.410326328907207,0.3259850226062681
19,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.9473604559898376,0.9477774500846863,8.102568544944887,0.3513084777047195
20,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.9406781792640686,0.9406132102012634,7.67339175175032,0.36099925104850955
21,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.933506965637207,0.9335798621177673,6.509772078749273,0.39193774743263904
22,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.9305769801139832,0.9301025867462158,5.840004872632081,0.4138027545863561
23,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.9336272478103638,0.9331026077270508,5.45683883581866,0.42808441508776507
24,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.917802631855011,0.9174293279647827,5.160687934508112,0.4401960899589841
25,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.8938802480697632,0.8922765254974365,3.8964058992650323,0.5066031396923948
26,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.8750873804092407,0.8744719624519348,3.7067283199954395,0.5194031673873
27,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.8235150575637817,0.8244445323944092,2.568283027370887,0.6239912767107855
28,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.7745603919029236,0.7714877128601074,2.154588028145402,0.6812677492234543
29,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.7338718771934509,0.7365574240684509,1.8173999900330922,0.7417792520330672
30,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.6504878401756287,0.6394997239112854,1.5148660083573773,0.8124802644044423
31,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.6110623478889465,0.6053217053413391,1.3963267478148784,0.8462650325550476
32,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.4265872836112976,0.42152276635169983,1.2066281024379575,0.9103600589834382
33,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.4552809000015259,0.4330536127090454,1.1764149935140495,0.9219760412383913
34,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.3447616398334503,0.3306432068347931,1.1527912653331878,0.9313749874795351
35,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.41992679238319397,0.40908151865005493,1.1259164599205356,0.9424250534606007
36,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.2786156237125397,0.26635417342185974,1.101218654156131,0.9529346639569303
37,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.3324216902256012,0.33134549856185913,1.0937807384964777,0.9561692407861964
38,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.3278970718383789,0.35583382844924927,1.0763831035610725,0.9638655690336728
39,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.39411941170692444,0.3421167731285095,1.0738179930752174,0.9650161112254416
40,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.38842153549194336,0.4080756902694702,1.0662226665731447,0.9684471966733456
41,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.31224483251571655,0.21813280880451202,1.059203519910251,0.9716507572382357
42,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.21864613890647888,0.24264682829380035,1.048778009304266,0.9764682211713256
43,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.16717305779457092,0.144964337348938,1.034123090680499,0.9833628131607102
44,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.1923495978116989,0.1785798966884613,1.0262095456199756,0.9871470975301024
45,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.19631940126419067,0.1316208839416504,1.0163636265210327,0.9919170145632542
46,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,-0.016370272263884544,0.05456226319074631,1.0064146878486393,0.9968077658043237
47,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.18212920427322388,0.04059120640158653,1.0035678211078152,0.9982206089571358
48,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.12401100248098373,0.06084161251783371,0.9976345786217583,1.0011845710517717
49,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.0743463784456253,0.13937167823314667,0.9946523590144896,1.002684349403593
50,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.12092217803001404,0.0640481635928154,0.9899165312173803,1.0050799414389182
51,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.16053760051727295,0.018204517662525177,0.989160892825655,1.0054637675872227
