coordinate,cpiu_coordinate_alignment,pairmean_pca_replicate_correlation,reppca_replicate_correlation,shared_eigenvalue,whitening_scale
52,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,-0.04251422733068466,0.15253953635692596,0.9832197622013067,1.0084969612613914
53,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.11304563283920288,0.01660437323153019,0.9807214950842599,1.0097806544842023
54,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.07100699096918106,0.10909473150968552,0.9777059477375744,1.0113366926429557
55,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.017185484990477562,0.13868585228919983,0.9736438224099997,1.0134441873285116
56,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.05774688348174095,0.0870283916592598,0.9682470792192959,1.0162645910725032
57,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.05100085958838463,0.05301384627819061,0.9674652481882298,1.0166751413948516
58,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.13631059229373932,0.08886748552322388,0.9650296587344188,1.0179572997055215
59,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,-0.007600790821015835,0.14592523872852325,0.9617510611119217,1.0196909246184422
60,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.13935628533363342,0.13274282217025757,0.9569771184909277,1.0222311565130993
61,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.099922314286232,0.11226259917020798,0.9517722738027625,1.025022421667697
62,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.03137505427002907,0.07215673476457596,0.9488677906273912,1.026590018389713
63,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.11031921207904816,-0.0007499391213059425,0.9475470701106237,1.0273052154122635
64,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.028461219742894173,0.12074294686317444,0.9456994764254643,1.0283082378161947
65,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.08557046204805374,0.039620496332645416,0.9441361415011282,1.0291592403167278
66,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.06180297210812569,0.028679082170128822,0.9408167000059731,1.0309732090245705
67,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.13800252974033356,0.15454064309597015,0.9391232005306787,1.03190235511079
68,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.0397040918469429,0.09899866580963135,0.9368217757331296,1.0331690782850655
69,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.1265536993741989,-0.0028606741689145565,0.9314105394068071,1.0361659428750596
70,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.18539565801620483,0.14583836495876312,0.929669830812174,1.037135544375022
71,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.14974547922611237,0.032807834446430206,0.9266523030392142,1.0388228223523153
72,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.09586630761623383,0.061590954661369324,0.9254518651679395,1.0394963514254583
73,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.07663776725530624,0.11315549910068512,0.9231053222132318,1.0408167172295542
74,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.04755266010761261,0.1109873428940773,0.9194510886121944,1.0428829575961638
75,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.03026050329208374,0.04418234899640083,0.9162120097770264,1.0447247791571685
76,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.12063369154930115,0.1245725154876709,0.9139944367515225,1.0459913890102819
77,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.03107708878815174,0.10301952064037323,0.9127896494545673,1.0466814608770778
78,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.10368024557828903,0.025298630818724632,0.9101851180127394,1.0481779508996205
79,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.15370935201644897,0.05316675454378128,0.9075600177521601,1.049692772979124
80,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.10056092590093613,0.027776585891842842,0.9070815097542582,1.0499696058161774
81,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.020744293928146362,0.03453284502029419,0.9044329419273653,1.0515058619356683
82,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.10291299223899841,0.05424177274107933,0.9032277773253392,1.0522071327371922
83,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.07349185645580292,0.07769696414470673,0.9011650190064792,1.0534106899078313
84,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.07962889224290848,-0.0303809717297554,0.8982507918701477,1.0551181142166397
85,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,-0.03658375144004822,0.01033982913941145,0.8955478307874304,1.056709203414664
86,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,-0.008841698989272118,0.11460575461387634,0.892522873733876,1.0584983981216856
87,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.015976110473275185,0.059875331819057465,0.8908433185555008,1.059495749904883
88,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,-0.051499143242836,0.05139974132180214,0.8887888052728639,1.060719601068512
89,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.019449865445494652,0.1053021177649498,0.8870934863592744,1.0617326840821413
90,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.019107069820165634,0.020898539572954178,0.8842017090903497,1.063467461615992
91,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.08694525063037872,0.09509432315826416,0.8833600894546934,1.0639739490244728
92,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.036410681903362274,1.4318409739644267e-05,0.8818784060730719,1.0648673885432867
93,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.054634202271699905,-0.0011994941160082817,0.8793267181667096,1.0664113194304359
94,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.060038983821868896,0.05954441800713539,0.8777685315197375,1.0673574288688672
95,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.11688871681690216,0.14457537233829498,0.8771159359352124,1.0677544247612851
96,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.11829216033220291,0.15785835683345795,0.8717095228776267,1.071060454497768
97,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,-0.05276773124933243,-0.08226673305034637,0.870609072447275,1.071737150907696
98,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.065606489777565,0.058481864631175995,0.869279455303941,1.0725564816764437
99,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,-0.03379734978079796,0.07431338727474213,0.8674071718588228,1.073713404419295
100,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.10397417843341827,0.0722285583615303,0.8641562493144503,1.0757311416596838
101,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.10518745332956314,0.01498303934931755,0.8610594760971221,1.0776638209738651
102,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.12614834308624268,0.0024872268550097942,0.8605639498272283,1.0779740440453274
103,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,-0.014117160812020302,-0.009128310717642307,0.8588716252176855,1.079035543323655
104,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,-0.01537866797298193,0.08453983068466187,0.856649061979429,1.0804344066181049
105,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.010161963291466236,-0.04813585802912712,0.8545268499611747,1.0817751999167287
106,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.11886858195066452,-0.0919274240732193,0.8539901890990022,1.0821150486138544
107,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,-0.04903225600719452,0.08558367937803268,0.8531063965692501,1.0826754224995867
108,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.07411425560712814,0.10981819778680801,0.8514250706290201,1.0837438849697825
109,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.0649837926030159,0.04706732556223869,0.8506628812988448,1.084229290311763
110,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.07614725828170776,0.019211895763874054,0.8478914385938112,1.0859998154403083
111,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.03822619095444679,0.06410858780145645,0.8464116501888798,1.086948731507415
112,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.07913403958082199,0.04372959956526756,0.8442417634836055,1.0883446827628602
113,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.03594491258263588,0.09582000970840454,0.8425359457475913,1.089445868933881
114,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.10061921924352646,0.030687466263771057,0.8410686749932803,1.090395740589688
115,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.12186781316995621,0.10758422315120697,0.8394317280496352,1.091458393787386
116,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,-0.019626475870609283,0.13191023468971252,0.837683128105623,1.0925969675439928
117,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.08292124420404434,0.013460122048854828,0.8359545876715342,1.0937259892035025
118,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.06857433915138245,0.08025019615888596,0.831846005697865,1.096423679182497
119,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.07538723200559616,0.07675377279520035,0.8306785998944607,1.0971938454254642
120,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.02399240806698799,-0.022154010832309723,0.8293908093517135,1.0980453179605012
121,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.0671149268746376,0.021146614104509354,0.8268463495627433,1.0997335302787943
122,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.02046084776520729,0.06584692001342773,0.826278139112338,1.1001115944552449
123,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.051339905709028244,0.0036214108113199472,0.8248772470293131,1.101045359420585
124,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.006550108548253775,0.06505855917930603,0.8233954735999113,1.1020356280753183
125,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.0849977508187294,0.06623288989067078,0.8230735094026141,1.1022511502083017
126,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.08801869302988052,0.051532767713069916,0.8200765369127356,1.1042634025421452
127,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.07732508331537247,0.020520467311143875,0.8192861501125024,1.1047959297324905
128,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.007925027050077915,0.012906735762953758,0.8181851218446317,1.1055390389904314
129,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,-0.017215833067893982,0.08951231837272644,0.8169225209304551,1.1063930458362898
130,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.07999920845031738,0.0849345475435257,0.8135584564710128,1.1086781524762572
131,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.04354701191186905,0.05064082890748978,0.8122361490330493,1.1095802400790784
132,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.18227553367614746,-0.00741754611954093,0.809736021584434,1.1112918796013604
133,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.09419756382703781,0.05830017849802971,0.8072802539113233,1.1129808845683102
134,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.07357160747051239,-0.010639317333698273,0.8053107416848732,1.1143410362680866
135,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.004257368389517069,0.02361164428293705,0.8046572466777564,1.1147934450897445
136,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.0984826534986496,0.11149691045284271,0.8042202410549767,1.115096287845852
137,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,-0.034615978598594666,0.08847050368785858,0.8032113940426339,1.1157963575104484
138,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,-0.005588279105722904,0.026994721964001656,0.8022904240806025,1.1164365992131535
139,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,-0.038550782948732376,0.08729782700538635,0.800830020223646,1.117454108949191
140,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.10380140691995621,0.07702851295471191,0.7996379438216563,1.118286731882191
141,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.0944826677441597,0.01162593625485897,0.7985297044413376,1.1190624694266076
142,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.09383158385753632,0.1086302176117897,0.7951465328077798,1.121440621989545
143,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,-0.032610777765512466,0.02643587626516819,0.7945144038263886,1.121886651500394
144,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.10199593007564545,0.09875975549221039,0.7937750609089617,1.1224090069081258
145,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,-0.012396281585097313,0.06531630456447601,0.7918267260275627,1.1237890334123635
146,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.06177118793129921,-0.07110012322664261,0.7911462108837174,1.1242722504184164
147,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.019731631502509117,0.037863969802856445,0.790083301034671,1.1250282451819675
148,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.05928096920251846,0.1429397016763687,0.7890557307822131,1.1257605563979654
149,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.08288288861513138,-0.03420811891555786,0.7875130654641103,1.1268626467108902
150,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.08798041194677353,0.11769795417785645,0.7849837520664457,1.1286766300012296
151,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.087273009121418,0.025186873972415924,0.7839997503581657,1.1293847110824393
152,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.06440083682537079,0.08420715481042862,0.7837776816794091,1.1295446946209757
153,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.04213663563132286,0.029092494398355484,0.7816522410366578,1.131079359771866
154,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.05769524723291397,-0.07580864429473877,0.7805986580302744,1.1318424173350514
155,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.02974948100745678,0.1379052847623825,0.778935184014569,1.133050338858846
156,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.08038519322872162,0.09003995358943939,0.7768867664144974,1.1345431116873768
157,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.04455683380365372,0.0031877830624580383,0.77597198926735,1.1352116588674126
158,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.08807798475027084,0.021496489644050598,0.775390131676035,1.1356375136813583
159,DIRECT COORDINATE ALIGNMENT NOT DEFINED ACROSS BASES,0.10205718874931335,0.060679592192173004,0.7731229616883596,1.1373014125826082
