path,size_bytes,sha256,classification,scientific_role,reconstructible_from
results/v4/stage81a3_balanced_pca160_diagnostic.npz,2462091,8b0403450e6bbf1a79f459697d8bb253f874465b04d38c7d89df59bc3393fa30,reconstructible_binary_cache,balanced PCA160 diagnostic array,scripts/v4/stage81a3_foundation_biological_state_domain_qualification.py
results/v4/stage81a3_balanced_rep160_diagnostic.npz,2462894,838bc413cda9eafcdf1c965a4783a8e5dcaffd1ba1c1d5540b3d8bcace7f513a,reconstructible_binary_cache,balanced REP160 diagnostic array,scripts/v4/stage81a3_foundation_biological_state_domain_qualification.py
results/v4/stage81a3_evidence_response.csv,50028071,ee7b4dbb02a9108fc2b1e5825078cd07e699cddff84460e65fff11980b63b6ef,reconstructible_oversized_detail,per-cell evidence-response detail,scripts/v4/stage81a3_foundation_biological_state_domain_qualification.py
results/v4/stage81a3_foundation_real_measurement_masks.npz,532,1feafff47e38bf1f74cd5110681d45781a0caedcd4c05849b2026f29077f9545,reconstructible_binary_cache,compact real-data measurement masks,scripts/v4/stage81a3_foundation_heterogeneity_reality_audit.py
results/v4/stage81a3_predictability_genes.csv,19776525,412b998a9daf5d45fd92652172066cc067bdb0529da613ec67323528dcd66b24,reconstructible_oversized_detail,per-gene conditional-predictability detail,scripts/v4/stage81a3_conditional_predictability_audit.py
results/v4/stage81a3_rbb_core_run.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,run_log,empty stderr capture,scripts/v4/stage81a3_rbb_core_simplification_audit.py
results/v4/stage81a3_rbb_core_run.stdout.log,4600,304d22eecc89e5ccd7796f3f4a2a65b2b36236656da6b39dd4d932150f08c3ec,run_log,console capture,scripts/v4/stage81a3_rbb_core_simplification_audit.py
results/v4/stage81a3_rbb_core_simplified_checkpoint.pt,1485397,ffab118f5f4573edfc0a83be1fbe2029ab53198ad5942f6c3a5aae532d7e089f,reconstructible_checkpoint,rejected-route diagnostic checkpoint,scripts/v4/stage81a3_rbb_core_simplification_audit.py
results/v4/stage81a3_rbb_covariance_matrices.pt,4924383,a9e5d0dd5c9e3ddb2fa10d981dbf364f01682efd1505ecad9a56e68670c43493,reconstructible_binary_cache,validation covariance matrices,scripts/v4/stage81a3_rbb_validation_covariance_audit.py
results/v4/stage81a3_rbb_frozen_recovery_belief_state.pt,1548185,8ef9667e42f6c44be937b94cb54d89152805c3fbe0c254d23891a940d4474b24,reconstructible_checkpoint,rejected-route frozen-recovery state,scripts/v4/stage81a3_rbb_frozen_recovery.py
results/v4/stage81a3_rbb_panel_exposure_checkpoint.pt,1548710,c78cf055ceb020c2d0e928c021703d1063a24c010e92f6bbef7e572a368e8396,reconstructible_checkpoint,rejected-route panel-exposure checkpoint,scripts/v4/stage81a3_rbb_panel_exposure.py
results/v4/stage81a3_rbb_uli_run.stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,run_log,empty stderr capture,scripts/v4/stage81a3_rbb_uncertainty_localization_identifiability.py
results/v4/stage81a3_rbb_uli_run.stdout.log,6340,28d57be69f59e14f0dfc8451f8fbb8b589cf9a0130f5cdb35940620b810edd49,run_log,console capture,scripts/v4/stage81a3_rbb_uncertainty_localization_identifiability.py
results/v4/stage81a3_reproducible_state_basis.pt,5279480,ea07915a043ed8b8c3e38fe56ba2e3b9095bf4f0db3804773ae9394f3fbeab9c,reconstructible_binary_cache,diagnostic reproducible-state basis,scripts/v4/stage81a3_reproducible_state_basis_audit.py
