comparison_id,old_n_obs,new_n_obs,old_n_vars,new_n_vars,feature_identifier_exact_set_match,old_donor_count,new_donor_count,exact_donor_id_overlap,nucleus_id_policy,official_swap_mapping_registered,partial_string_matching_used,pathology_values_used
mtg_2024_to_mtg_2026,1378211,1178694,36601,36601,True,89,84,0,bounded_samples_recorded_full_intersection_not_scanned,True,False,False
