factor,fixture,optimizer_step,r2,representation,seed
24,balanced_multifactor,100,0.5266234571751351,target_cross_flattened,8114001
25,balanced_multifactor,100,0.6053812540150603,target_cross_flattened,8114001
26,balanced_multifactor,100,0.46741276201401827,target_cross_flattened,8114001
27,balanced_multifactor,100,0.5396359102160593,target_cross_flattened,8114001
28,balanced_multifactor,100,0.5589295045832472,target_cross_flattened,8114001
29,balanced_multifactor,100,0.5975556945412019,target_cross_flattened,8114001
30,balanced_multifactor,100,0.6253664678919018,target_cross_flattened,8114001
31,balanced_multifactor,100,0.5883638516371453,target_cross_flattened,8114001
0,balanced_multifactor,100,0.537372559678684,target_final_flattened,8114001
1,balanced_multifactor,100,0.5297105185414088,target_final_flattened,8114001
2,balanced_multifactor,100,0.557674520541258,target_final_flattened,8114001
3,balanced_multifactor,100,0.579661356856165,target_final_flattened,8114001
4,balanced_multifactor,100,0.4060901477786,target_final_flattened,8114001
5,balanced_multifactor,100,0.5741768816259902,target_final_flattened,8114001
6,balanced_multifactor,100,0.604006041753415,target_final_flattened,8114001
7,balanced_multifactor,100,0.6431859606295762,target_final_flattened,8114001
8,balanced_multifactor,100,0.5032710928712061,target_final_flattened,8114001
9,balanced_multifactor,100,0.6303907348468465,target_final_flattened,8114001
10,balanced_multifactor,100,0.5591057548929619,target_final_flattened,8114001
11,balanced_multifactor,100,0.5085788598612158,target_final_flattened,8114001
12,balanced_multifactor,100,0.6147033879058228,target_final_flattened,8114001
13,balanced_multifactor,100,0.6231538989918477,target_final_flattened,8114001
14,balanced_multifactor,100,0.540444018073036,target_final_flattened,8114001
15,balanced_multifactor,100,0.4279169398493793,target_final_flattened,8114001
16,balanced_multifactor,100,0.591623569935781,target_final_flattened,8114001
17,balanced_multifactor,100,0.5604915911926102,target_final_flattened,8114001
18,balanced_multifactor,100,0.5317747499479547,target_final_flattened,8114001
19,balanced_multifactor,100,0.42301664143724405,target_final_flattened,8114001
20,balanced_multifactor,100,0.5444657511446198,target_final_flattened,8114001
21,balanced_multifactor,100,0.5211706338737099,target_final_flattened,8114001
22,balanced_multifactor,100,0.5600738836105514,target_final_flattened,8114001
23,balanced_multifactor,100,0.5286655047720015,target_final_flattened,8114001
24,balanced_multifactor,100,0.5572290870849184,target_final_flattened,8114001
25,balanced_multifactor,100,0.614140947203341,target_final_flattened,8114001
26,balanced_multifactor,100,0.4146760410450886,target_final_flattened,8114001
27,balanced_multifactor,100,0.49457735239471134,target_final_flattened,8114001
28,balanced_multifactor,100,0.5704829152614751,target_final_flattened,8114001
29,balanced_multifactor,100,0.5864849254470261,target_final_flattened,8114001
30,balanced_multifactor,100,0.6302311093837356,target_final_flattened,8114001
31,balanced_multifactor,100,0.5614204834006951,target_final_flattened,8114001
0,balanced_multifactor,100,-0.09079137484918776,target_historical_mean,8114001
1,balanced_multifactor,100,-0.46197366116428173,target_historical_mean,8114001
2,balanced_multifactor,100,-0.11897905261883435,target_historical_mean,8114001
3,balanced_multifactor,100,-0.05748699820821934,target_historical_mean,8114001
4,balanced_multifactor,100,-0.4478778636320788,target_historical_mean,8114001
5,balanced_multifactor,100,-0.014763484456661313,target_historical_mean,8114001
6,balanced_multifactor,100,-0.16570469365279128,target_historical_mean,8114001
7,balanced_multifactor,100,-0.10263639861605522,target_historical_mean,8114001
8,balanced_multifactor,100,-0.10962922038581469,target_historical_mean,8114001
9,balanced_multifactor,100,-0.12639486317609672,target_historical_mean,8114001
10,balanced_multifactor,100,-0.33337757449141914,target_historical_mean,8114001
11,balanced_multifactor,100,-0.42569591276936336,target_historical_mean,8114001
12,balanced_multifactor,100,-0.08043527548372875,target_historical_mean,8114001
13,balanced_multifactor,100,-0.24374217939106724,target_historical_mean,8114001
14,balanced_multifactor,100,-0.7686385223498946,target_historical_mean,8114001
15,balanced_multifactor,100,-0.2920802915355938,target_historical_mean,8114001
16,balanced_multifactor,100,-0.12004090954681179,target_historical_mean,8114001
17,balanced_multifactor,100,-0.19502531292659153,target_historical_mean,8114001
18,balanced_multifactor,100,-0.16889052218118805,target_historical_mean,8114001
19,balanced_multifactor,100,-0.08344844220446723,target_historical_mean,8114001
20,balanced_multifactor,100,-0.19181566218108914,target_historical_mean,8114001
21,balanced_multifactor,100,0.056211817327374236,target_historical_mean,8114001
22,balanced_multifactor,100,-0.3951993199537964,target_historical_mean,8114001
23,balanced_multifactor,100,-0.3363882570723007,target_historical_mean,8114001
24,balanced_multifactor,100,-0.13093941473280002,target_historical_mean,8114001
25,balanced_multifactor,100,-0.16825764201689597,target_historical_mean,8114001
26,balanced_multifactor,100,-0.3807558173218222,target_historical_mean,8114001
27,balanced_multifactor,100,-0.08538570776086218,target_historical_mean,8114001
28,balanced_multifactor,100,0.02122187133360698,target_historical_mean,8114001
29,balanced_multifactor,100,-0.17477271566374064,target_historical_mean,8114001
30,balanced_multifactor,100,-0.27226490762293354,target_historical_mean,8114001
31,balanced_multifactor,100,-0.21320373411415416,target_historical_mean,8114001
0,balanced_multifactor,100,0.46682446748910966,target_pca160,8114001
1,balanced_multifactor,100,0.4994126700363726,target_pca160,8114001
2,balanced_multifactor,100,0.5281348865189611,target_pca160,8114001
3,balanced_multifactor,100,0.5097613056471643,target_pca160,8114001
4,balanced_multifactor,100,0.48063927313111376,target_pca160,8114001
5,balanced_multifactor,100,0.6080474326806113,target_pca160,8114001
6,balanced_multifactor,100,0.5292305133517627,target_pca160,8114001
7,balanced_multifactor,100,0.6081435362515022,target_pca160,8114001
8,balanced_multifactor,100,0.5219177084885069,target_pca160,8114001
9,balanced_multifactor,100,0.6088603366932475,target_pca160,8114001
10,balanced_multifactor,100,0.4843156307448969,target_pca160,8114001
11,balanced_multifactor,100,0.5011946488759969,target_pca160,8114001
12,balanced_multifactor,100,0.5785446079451334,target_pca160,8114001
13,balanced_multifactor,100,0.5879123767472882,target_pca160,8114001
14,balanced_multifactor,100,0.47225510252306235,target_pca160,8114001
15,balanced_multifactor,100,0.44855681942861625,target_pca160,8114001
16,balanced_multifactor,100,0.6246390112060443,target_pca160,8114001
17,balanced_multifactor,100,0.5072381384215399,target_pca160,8114001
18,balanced_multifactor,100,0.4492752214617266,target_pca160,8114001
19,balanced_multifactor,100,0.5110992716836029,target_pca160,8114001
20,balanced_multifactor,100,0.5446067493207751,target_pca160,8114001
21,balanced_multifactor,100,0.46545939826426164,target_pca160,8114001
22,balanced_multifactor,100,0.5377319683945199,target_pca160,8114001
23,balanced_multifactor,100,0.5227095264657555,target_pca160,8114001
24,balanced_multifactor,100,0.5462830097985203,target_pca160,8114001
25,balanced_multifactor,100,0.5346288523206975,target_pca160,8114001
26,balanced_multifactor,100,0.41732921991142824,target_pca160,8114001
27,balanced_multifactor,100,0.5152868398623225,target_pca160,8114001
28,balanced_multifactor,100,0.5428451975090529,target_pca160,8114001
29,balanced_multifactor,100,0.5556937501150573,target_pca160,8114001
30,balanced_multifactor,100,0.5807377381833413,target_pca160,8114001
31,balanced_multifactor,100,0.5981408868869864,target_pca160,8114001
0,balanced_multifactor,100,0.5330848352210857,target_post_flattened,8114001
1,balanced_multifactor,100,0.5263285076203059,target_post_flattened,8114001
2,balanced_multifactor,100,0.5681428737829783,target_post_flattened,8114001
3,balanced_multifactor,100,0.571591481898077,target_post_flattened,8114001
4,balanced_multifactor,100,0.4079104175641961,target_post_flattened,8114001
5,balanced_multifactor,100,0.5812169959234967,target_post_flattened,8114001
6,balanced_multifactor,100,0.6067452514776641,target_post_flattened,8114001
7,balanced_multifactor,100,0.6401719991210935,target_post_flattened,8114001
8,balanced_multifactor,100,0.5069188674645135,target_post_flattened,8114001
9,balanced_multifactor,100,0.6312350937324547,target_post_flattened,8114001
10,balanced_multifactor,100,0.5528501686457474,target_post_flattened,8114001
11,balanced_multifactor,100,0.5043895045370561,target_post_flattened,8114001
12,balanced_multifactor,100,0.6140698031623387,target_post_flattened,8114001
13,balanced_multifactor,100,0.6252829291349156,target_post_flattened,8114001
14,balanced_multifactor,100,0.5453781244488438,target_post_flattened,8114001
15,balanced_multifactor,100,0.4244293466209159,target_post_flattened,8114001
16,balanced_multifactor,100,0.5992753260727917,target_post_flattened,8114001
17,balanced_multifactor,100,0.562912444010841,target_post_flattened,8114001
18,balanced_multifactor,100,0.5280102873673055,target_post_flattened,8114001
19,balanced_multifactor,100,0.41736517465393475,target_post_flattened,8114001
20,balanced_multifactor,100,0.5474855772004665,target_post_flattened,8114001
21,balanced_multifactor,100,0.523994165197366,target_post_flattened,8114001
22,balanced_multifactor,100,0.5528917910807563,target_post_flattened,8114001
23,balanced_multifactor,100,0.5228312059483802,target_post_flattened,8114001
24,balanced_multifactor,100,0.5550500570280623,target_post_flattened,8114001
25,balanced_multifactor,100,0.6163840335641686,target_post_flattened,8114001
26,balanced_multifactor,100,0.41679299460009445,target_post_flattened,8114001
27,balanced_multifactor,100,0.4962244942474715,target_post_flattened,8114001
28,balanced_multifactor,100,0.5732328402388029,target_post_flattened,8114001
29,balanced_multifactor,100,0.584077294599756,target_post_flattened,8114001
30,balanced_multifactor,100,0.627128813244896,target_post_flattened,8114001
31,balanced_multifactor,100,0.5659900876236227,target_post_flattened,8114001
0,balanced_multifactor,100,0.09831923812684562,token_mean,8114001
1,balanced_multifactor,100,-0.10940618794862011,token_mean,8114001
2,balanced_multifactor,100,-0.04819163378872604,token_mean,8114001
3,balanced_multifactor,100,0.05995027152426613,token_mean,8114001
4,balanced_multifactor,100,-0.0426626992050656,token_mean,8114001
5,balanced_multifactor,100,0.03993187052930214,token_mean,8114001
6,balanced_multifactor,100,0.017544134796400268,token_mean,8114001
7,balanced_multifactor,100,0.07557046075940754,token_mean,8114001
8,balanced_multifactor,100,-0.13798584961264382,token_mean,8114001
9,balanced_multifactor,100,-0.06630551588847444,token_mean,8114001
10,balanced_multifactor,100,-0.0974909030338702,token_mean,8114001
11,balanced_multifactor,100,-0.10389365028628017,token_mean,8114001
12,balanced_multifactor,100,0.14237881202949776,token_mean,8114001
13,balanced_multifactor,100,-0.002194598353175925,token_mean,8114001
14,balanced_multifactor,100,0.01724600195420012,token_mean,8114001
15,balanced_multifactor,100,-0.028643262714912243,token_mean,8114001
16,balanced_multifactor,100,-0.08282596200664583,token_mean,8114001
17,balanced_multifactor,100,-0.07700203646192572,token_mean,8114001
18,balanced_multifactor,100,-0.033902028424755315,token_mean,8114001
19,balanced_multifactor,100,0.05019543745489796,token_mean,8114001
20,balanced_multifactor,100,0.08210255991304871,token_mean,8114001
21,balanced_multifactor,100,-0.10638243813434589,token_mean,8114001
22,balanced_multifactor,100,-0.09299477935002187,token_mean,8114001
23,balanced_multifactor,100,-0.138294020917062,token_mean,8114001
24,balanced_multifactor,100,-0.16075467092077744,token_mean,8114001
25,balanced_multifactor,100,-0.12698717542723226,token_mean,8114001
26,balanced_multifactor,100,-0.15964457279395683,token_mean,8114001
27,balanced_multifactor,100,-0.13040722658105341,token_mean,8114001
28,balanced_multifactor,100,-0.11267517595934207,token_mean,8114001
29,balanced_multifactor,100,0.10249424300025223,token_mean,8114001
30,balanced_multifactor,100,-0.13032445078675958,token_mean,8114001
31,balanced_multifactor,100,-0.007890189469597964,token_mean,8114001
0,balanced_multifactor,100,-0.6422233826187724,target_final_slot_00,8114001
1,balanced_multifactor,100,-0.6561689087344154,target_final_slot_00,8114001
2,balanced_multifactor,100,-0.06609354891079211,target_final_slot_00,8114001
3,balanced_multifactor,100,-0.284914853803405,target_final_slot_00,8114001
4,balanced_multifactor,100,-0.8367249843699456,target_final_slot_00,8114001
5,balanced_multifactor,100,-0.2320702508735235,target_final_slot_00,8114001
6,balanced_multifactor,100,-0.5748471428972981,target_final_slot_00,8114001
7,balanced_multifactor,100,-0.25113641898142935,target_final_slot_00,8114001
8,balanced_multifactor,100,-0.22286305556483654,target_final_slot_00,8114001
9,balanced_multifactor,100,-0.531372218109665,target_final_slot_00,8114001
10,balanced_multifactor,100,-0.2871013745978277,target_final_slot_00,8114001
11,balanced_multifactor,100,-0.473698619195712,target_final_slot_00,8114001
12,balanced_multifactor,100,-0.3074878951076101,target_final_slot_00,8114001
13,balanced_multifactor,100,-0.18020256184682126,target_final_slot_00,8114001
14,balanced_multifactor,100,-0.5569986886166154,target_final_slot_00,8114001
15,balanced_multifactor,100,-0.5047430298528779,target_final_slot_00,8114001
16,balanced_multifactor,100,0.0444079841911843,target_final_slot_00,8114001
17,balanced_multifactor,100,-0.6222450814776961,target_final_slot_00,8114001
18,balanced_multifactor,100,-0.6852333665903247,target_final_slot_00,8114001
19,balanced_multifactor,100,-0.33112985246555904,target_final_slot_00,8114001
20,balanced_multifactor,100,-0.3575991854158833,target_final_slot_00,8114001
21,balanced_multifactor,100,-0.1646154820482153,target_final_slot_00,8114001
22,balanced_multifactor,100,-0.31217087530910903,target_final_slot_00,8114001
23,balanced_multifactor,100,-0.06029319530620425,target_final_slot_00,8114001
24,balanced_multifactor,100,-0.24490442448671157,target_final_slot_00,8114001
25,balanced_multifactor,100,-0.2308793437906309,target_final_slot_00,8114001
26,balanced_multifactor,100,-0.4759578100011319,target_final_slot_00,8114001
27,balanced_multifactor,100,-0.3395809042006477,target_final_slot_00,8114001
28,balanced_multifactor,100,-0.29446961593506016,target_final_slot_00,8114001
29,balanced_multifactor,100,-0.26551857052390115,target_final_slot_00,8114001
30,balanced_multifactor,100,-0.3754394448827454,target_final_slot_00,8114001
31,balanced_multifactor,100,-0.08346579872871707,target_final_slot_00,8114001
0,balanced_multifactor,100,-0.7392499894483251,target_final_slot_01,8114001
1,balanced_multifactor,100,-0.48284302536932033,target_final_slot_01,8114001
2,balanced_multifactor,100,-0.1675323269354625,target_final_slot_01,8114001
3,balanced_multifactor,100,-0.39732909104041236,target_final_slot_01,8114001
4,balanced_multifactor,100,-0.7775814191139521,target_final_slot_01,8114001
5,balanced_multifactor,100,-0.2789153217927558,target_final_slot_01,8114001
6,balanced_multifactor,100,-0.16550699935491986,target_final_slot_01,8114001
7,balanced_multifactor,100,-0.08981528652510407,target_final_slot_01,8114001
8,balanced_multifactor,100,-0.351121385362539,target_final_slot_01,8114001
9,balanced_multifactor,100,-0.5682645707204697,target_final_slot_01,8114001
10,balanced_multifactor,100,-0.23287770498328952,target_final_slot_01,8114001
11,balanced_multifactor,100,-0.2592290056163269,target_final_slot_01,8114001
12,balanced_multifactor,100,-0.3869312863675798,target_final_slot_01,8114001
13,balanced_multifactor,100,-0.06840368649299244,target_final_slot_01,8114001
14,balanced_multifactor,100,-0.2966158144559967,target_final_slot_01,8114001
15,balanced_multifactor,100,-0.362795351681525,target_final_slot_01,8114001
16,balanced_multifactor,100,-0.3663662238638383,target_final_slot_01,8114001
17,balanced_multifactor,100,-0.13087652817944906,target_final_slot_01,8114001
18,balanced_multifactor,100,-0.01977389823081621,target_final_slot_01,8114001
19,balanced_multifactor,100,-0.2789975641171316,target_final_slot_01,8114001
20,balanced_multifactor,100,-0.2962561216199915,target_final_slot_01,8114001
21,balanced_multifactor,100,-0.7339690992505365,target_final_slot_01,8114001
22,balanced_multifactor,100,-0.3834185565870354,target_final_slot_01,8114001
23,balanced_multifactor,100,-0.25859614320094093,target_final_slot_01,8114001
24,balanced_multifactor,100,-0.12407287317392113,target_final_slot_01,8114001
25,balanced_multifactor,100,-0.13678035674753475,target_final_slot_01,8114001
26,balanced_multifactor,100,-0.5319851974429639,target_final_slot_01,8114001
27,balanced_multifactor,100,0.02234357825826694,target_final_slot_01,8114001
28,balanced_multifactor,100,-0.9130237108893191,target_final_slot_01,8114001
29,balanced_multifactor,100,-0.2514691291570543,target_final_slot_01,8114001
30,balanced_multifactor,100,-0.6254751246631853,target_final_slot_01,8114001
31,balanced_multifactor,100,-0.32158814426500126,target_final_slot_01,8114001
0,balanced_multifactor,100,-0.3940742987011361,target_final_slot_02,8114001
1,balanced_multifactor,100,-0.7232401895674838,target_final_slot_02,8114001
2,balanced_multifactor,100,0.013717725583963225,target_final_slot_02,8114001
3,balanced_multifactor,100,-0.0674319918382369,target_final_slot_02,8114001
4,balanced_multifactor,100,-0.8849970246366547,target_final_slot_02,8114001
5,balanced_multifactor,100,-0.25995593992581734,target_final_slot_02,8114001
6,balanced_multifactor,100,-0.36750705143581097,target_final_slot_02,8114001
7,balanced_multifactor,100,-0.12027398370205633,target_final_slot_02,8114001
8,balanced_multifactor,100,-0.26621965485580223,target_final_slot_02,8114001
9,balanced_multifactor,100,-0.8029430892711482,target_final_slot_02,8114001
10,balanced_multifactor,100,-0.6269202948856203,target_final_slot_02,8114001
11,balanced_multifactor,100,-0.5824152029605012,target_final_slot_02,8114001
12,balanced_multifactor,100,-0.3061964901358927,target_final_slot_02,8114001
13,balanced_multifactor,100,-0.09336795552419908,target_final_slot_02,8114001
14,balanced_multifactor,100,-0.7135410778296818,target_final_slot_02,8114001
15,balanced_multifactor,100,-0.3278584721039346,target_final_slot_02,8114001
16,balanced_multifactor,100,-0.37492859065289164,target_final_slot_02,8114001
17,balanced_multifactor,100,-0.13099435722931507,target_final_slot_02,8114001
18,balanced_multifactor,100,-0.37018928498781856,target_final_slot_02,8114001
19,balanced_multifactor,100,-0.27083296262309053,target_final_slot_02,8114001
20,balanced_multifactor,100,-0.5097852073107694,target_final_slot_02,8114001
21,balanced_multifactor,100,-0.19840991792881102,target_final_slot_02,8114001
22,balanced_multifactor,100,-0.1938260252964401,target_final_slot_02,8114001
23,balanced_multifactor,100,-0.44337526554422624,target_final_slot_02,8114001
24,balanced_multifactor,100,-0.17089825939886194,target_final_slot_02,8114001
25,balanced_multifactor,100,-0.24977554843956962,target_final_slot_02,8114001
26,balanced_multifactor,100,-0.3174420573337313,target_final_slot_02,8114001
27,balanced_multifactor,100,-0.36436439425630307,target_final_slot_02,8114001
28,balanced_multifactor,100,-0.40981536089888326,target_final_slot_02,8114001
29,balanced_multifactor,100,-0.22006601043831653,target_final_slot_02,8114001
30,balanced_multifactor,100,-0.2211653568560219,target_final_slot_02,8114001
31,balanced_multifactor,100,-0.12732556035027232,target_final_slot_02,8114001
0,balanced_multifactor,100,-0.7728026315868197,target_final_slot_03,8114001
1,balanced_multifactor,100,-0.40035911939067836,target_final_slot_03,8114001
2,balanced_multifactor,100,-0.3461804563398456,target_final_slot_03,8114001
3,balanced_multifactor,100,-0.3276689880327086,target_final_slot_03,8114001
4,balanced_multifactor,100,-0.6672438643885761,target_final_slot_03,8114001
5,balanced_multifactor,100,-1.0287298101998772,target_final_slot_03,8114001
6,balanced_multifactor,100,-0.1769856071901832,target_final_slot_03,8114001
7,balanced_multifactor,100,-0.5020027219319227,target_final_slot_03,8114001
8,balanced_multifactor,100,-0.32274090082035456,target_final_slot_03,8114001
9,balanced_multifactor,100,-0.3196037937164298,target_final_slot_03,8114001
10,balanced_multifactor,100,-0.3798680776450727,target_final_slot_03,8114001
11,balanced_multifactor,100,-0.6487155226696559,target_final_slot_03,8114001
12,balanced_multifactor,100,-0.08779644016806398,target_final_slot_03,8114001
13,balanced_multifactor,100,-0.4236388788352592,target_final_slot_03,8114001
14,balanced_multifactor,100,-0.5868904863860887,target_final_slot_03,8114001
15,balanced_multifactor,100,-0.30091643580481287,target_final_slot_03,8114001
16,balanced_multifactor,100,-0.521479949258268,target_final_slot_03,8114001
17,balanced_multifactor,100,-0.6191166725880812,target_final_slot_03,8114001
18,balanced_multifactor,100,-0.916930587013896,target_final_slot_03,8114001
19,balanced_multifactor,100,-0.1940479181456185,target_final_slot_03,8114001
20,balanced_multifactor,100,-0.31166306899161755,target_final_slot_03,8114001
21,balanced_multifactor,100,-0.627762802465073,target_final_slot_03,8114001
22,balanced_multifactor,100,-0.3829247313476294,target_final_slot_03,8114001
23,balanced_multifactor,100,-0.2766770952513298,target_final_slot_03,8114001
24,balanced_multifactor,100,-0.45021451326839634,target_final_slot_03,8114001
25,balanced_multifactor,100,-0.6024616067958268,target_final_slot_03,8114001
26,balanced_multifactor,100,-0.4840857643945997,target_final_slot_03,8114001
27,balanced_multifactor,100,-0.5965593559757154,target_final_slot_03,8114001
28,balanced_multifactor,100,-0.28882928791289975,target_final_slot_03,8114001
29,balanced_multifactor,100,-0.4228553944454967,target_final_slot_03,8114001
30,balanced_multifactor,100,-0.4582570659249128,target_final_slot_03,8114001
31,balanced_multifactor,100,-0.39108017203222767,target_final_slot_03,8114001
0,balanced_multifactor,100,-0.6239629013512389,target_final_slot_04,8114001
1,balanced_multifactor,100,-0.8327010502550292,target_final_slot_04,8114001
2,balanced_multifactor,100,-0.11781221618329729,target_final_slot_04,8114001
3,balanced_multifactor,100,-0.5895502306818841,target_final_slot_04,8114001
4,balanced_multifactor,100,-0.14602486549282823,target_final_slot_04,8114001
5,balanced_multifactor,100,0.0552927678027304,target_final_slot_04,8114001
6,balanced_multifactor,100,0.026093520495707234,target_final_slot_04,8114001
7,balanced_multifactor,100,-0.11494785398860285,target_final_slot_04,8114001
8,balanced_multifactor,100,0.03389481065144073,target_final_slot_04,8114001
9,balanced_multifactor,100,-0.40555247170031317,target_final_slot_04,8114001
10,balanced_multifactor,100,-0.37479879433173946,target_final_slot_04,8114001
11,balanced_multifactor,100,-0.9826477025954441,target_final_slot_04,8114001
12,balanced_multifactor,100,-0.4118551191385935,target_final_slot_04,8114001
13,balanced_multifactor,100,-0.5263480983370421,target_final_slot_04,8114001
14,balanced_multifactor,100,-0.22913108621772227,target_final_slot_04,8114001
15,balanced_multifactor,100,-0.7020167100077639,target_final_slot_04,8114001
16,balanced_multifactor,100,-0.6113303854610144,target_final_slot_04,8114001
17,balanced_multifactor,100,-0.29916765200616924,target_final_slot_04,8114001
18,balanced_multifactor,100,-0.4613184269947921,target_final_slot_04,8114001
19,balanced_multifactor,100,-0.5639176730883892,target_final_slot_04,8114001
20,balanced_multifactor,100,-0.26582902013941934,target_final_slot_04,8114001
21,balanced_multifactor,100,-0.4670783183080558,target_final_slot_04,8114001
22,balanced_multifactor,100,-0.07294050266951047,target_final_slot_04,8114001
23,balanced_multifactor,100,-0.28989647491363946,target_final_slot_04,8114001
24,balanced_multifactor,100,-0.9114235441945484,target_final_slot_04,8114001
25,balanced_multifactor,100,-0.2928249550685713,target_final_slot_04,8114001
26,balanced_multifactor,100,-0.34656417829096076,target_final_slot_04,8114001
27,balanced_multifactor,100,-0.4289972791206895,target_final_slot_04,8114001
28,balanced_multifactor,100,-0.08871558306623606,target_final_slot_04,8114001
29,balanced_multifactor,100,-0.11313143608933518,target_final_slot_04,8114001
30,balanced_multifactor,100,-0.5818325549875534,target_final_slot_04,8114001
31,balanced_multifactor,100,-0.5523663985562455,target_final_slot_04,8114001
0,balanced_multifactor,100,-0.23621527144366472,target_final_slot_05,8114001
1,balanced_multifactor,100,-0.5076412422694163,target_final_slot_05,8114001
2,balanced_multifactor,100,-0.1284698845647405,target_final_slot_05,8114001
3,balanced_multifactor,100,-0.24773040788604384,target_final_slot_05,8114001
4,balanced_multifactor,100,-0.7995191676155768,target_final_slot_05,8114001
5,balanced_multifactor,100,-0.23757623939181016,target_final_slot_05,8114001
6,balanced_multifactor,100,-0.3686572787620359,target_final_slot_05,8114001
7,balanced_multifactor,100,-0.07079239905604773,target_final_slot_05,8114001
8,balanced_multifactor,100,-0.33755627464329385,target_final_slot_05,8114001
9,balanced_multifactor,100,0.020850468195695027,target_final_slot_05,8114001
10,balanced_multifactor,100,-0.36857581696212494,target_final_slot_05,8114001
11,balanced_multifactor,100,-0.2814729147254271,target_final_slot_05,8114001
12,balanced_multifactor,100,-0.0019705877918108072,target_final_slot_05,8114001
13,balanced_multifactor,100,-0.1402755760653207,target_final_slot_05,8114001
14,balanced_multifactor,100,-0.31093147571615765,target_final_slot_05,8114001
15,balanced_multifactor,100,-0.5246123635360145,target_final_slot_05,8114001
16,balanced_multifactor,100,-0.36125502790148545,target_final_slot_05,8114001
17,balanced_multifactor,100,-0.06020736252975456,target_final_slot_05,8114001
18,balanced_multifactor,100,-0.11362900914315621,target_final_slot_05,8114001
19,balanced_multifactor,100,-0.269396827406154,target_final_slot_05,8114001
20,balanced_multifactor,100,-0.37529044027532765,target_final_slot_05,8114001
21,balanced_multifactor,100,-0.6240013125341515,target_final_slot_05,8114001
22,balanced_multifactor,100,-0.6213480719029232,target_final_slot_05,8114001
23,balanced_multifactor,100,-0.9252186072490438,target_final_slot_05,8114001
24,balanced_multifactor,100,-0.2553655710161882,target_final_slot_05,8114001
25,balanced_multifactor,100,-0.2995188559889812,target_final_slot_05,8114001
26,balanced_multifactor,100,-0.5666696944953429,target_final_slot_05,8114001
27,balanced_multifactor,100,-0.6613307484307274,target_final_slot_05,8114001
28,balanced_multifactor,100,-0.594672627601647,target_final_slot_05,8114001
29,balanced_multifactor,100,-0.5459369883122347,target_final_slot_05,8114001
30,balanced_multifactor,100,-0.4698117083616109,target_final_slot_05,8114001
31,balanced_multifactor,100,-0.2595218185540553,target_final_slot_05,8114001
0,balanced_multifactor,100,-0.7765109694411607,target_final_slot_06,8114001
1,balanced_multifactor,100,-0.5384749562644249,target_final_slot_06,8114001
2,balanced_multifactor,100,0.01125059107089299,target_final_slot_06,8114001
3,balanced_multifactor,100,-0.11878964655116087,target_final_slot_06,8114001
4,balanced_multifactor,100,-1.166490221255871,target_final_slot_06,8114001
5,balanced_multifactor,100,-0.1993320687331257,target_final_slot_06,8114001
6,balanced_multifactor,100,-0.44330801725458824,target_final_slot_06,8114001
7,balanced_multifactor,100,-0.2939368041411947,target_final_slot_06,8114001
8,balanced_multifactor,100,-0.29830227241219287,target_final_slot_06,8114001
9,balanced_multifactor,100,-0.5844143927568946,target_final_slot_06,8114001
10,balanced_multifactor,100,-0.46716116625625537,target_final_slot_06,8114001
11,balanced_multifactor,100,-0.5559399846437239,target_final_slot_06,8114001
12,balanced_multifactor,100,-0.6016682867061467,target_final_slot_06,8114001
13,balanced_multifactor,100,0.06056591987635096,target_final_slot_06,8114001
14,balanced_multifactor,100,-0.3617900887486345,target_final_slot_06,8114001
15,balanced_multifactor,100,-0.6561103596434392,target_final_slot_06,8114001
16,balanced_multifactor,100,-0.5766785972776449,target_final_slot_06,8114001
17,balanced_multifactor,100,-0.22964008780166956,target_final_slot_06,8114001
18,balanced_multifactor,100,-0.5375572655163829,target_final_slot_06,8114001
19,balanced_multifactor,100,-0.43105170206122634,target_final_slot_06,8114001
20,balanced_multifactor,100,-0.4211622653322813,target_final_slot_06,8114001
21,balanced_multifactor,100,-0.556036933986215,target_final_slot_06,8114001
22,balanced_multifactor,100,-0.14138103761838816,target_final_slot_06,8114001
23,balanced_multifactor,100,-0.16362477240176365,target_final_slot_06,8114001
24,balanced_multifactor,100,-0.35984141651017154,target_final_slot_06,8114001
25,balanced_multifactor,100,-0.7190611089351289,target_final_slot_06,8114001
26,balanced_multifactor,100,-0.6689448976361145,target_final_slot_06,8114001
27,balanced_multifactor,100,-0.2316924835026304,target_final_slot_06,8114001
28,balanced_multifactor,100,-0.42980135209484804,target_final_slot_06,8114001
29,balanced_multifactor,100,-0.007487404069030257,target_final_slot_06,8114001
30,balanced_multifactor,100,-0.3205915348157298,target_final_slot_06,8114001
31,balanced_multifactor,100,-0.4050977973962504,target_final_slot_06,8114001
0,balanced_multifactor,100,-0.3825714548274015,target_final_slot_07,8114001
1,balanced_multifactor,100,-0.5320267397897018,target_final_slot_07,8114001
2,balanced_multifactor,100,-0.3183697174876008,target_final_slot_07,8114001
3,balanced_multifactor,100,-0.22842457245606185,target_final_slot_07,8114001
4,balanced_multifactor,100,-0.6732608177245876,target_final_slot_07,8114001
5,balanced_multifactor,100,-0.13282701423358634,target_final_slot_07,8114001
6,balanced_multifactor,100,-0.2787118667219275,target_final_slot_07,8114001
7,balanced_multifactor,100,-0.336872927655548,target_final_slot_07,8114001
8,balanced_multifactor,100,-0.3954321472822395,target_final_slot_07,8114001
