factor,fixture,optimizer_step,r2,representation,seed
8,dominant_axis_multifactor,50,-0.054184057056363866,target_final_slot_05,8114001
9,dominant_axis_multifactor,50,-0.3903154844135366,target_final_slot_05,8114001
10,dominant_axis_multifactor,50,-0.32284342364174257,target_final_slot_05,8114001
11,dominant_axis_multifactor,50,-0.34951861847795307,target_final_slot_05,8114001
12,dominant_axis_multifactor,50,-0.22648489427059482,target_final_slot_05,8114001
13,dominant_axis_multifactor,50,-0.26044140264088766,target_final_slot_05,8114001
14,dominant_axis_multifactor,50,-0.39002376951147855,target_final_slot_05,8114001
15,dominant_axis_multifactor,50,-0.2588277419164,target_final_slot_05,8114001
16,dominant_axis_multifactor,50,0.08636877409008914,target_final_slot_05,8114001
17,dominant_axis_multifactor,50,-0.1202622254648067,target_final_slot_05,8114001
18,dominant_axis_multifactor,50,-0.16574921596401793,target_final_slot_05,8114001
19,dominant_axis_multifactor,50,-0.2830321512507543,target_final_slot_05,8114001
20,dominant_axis_multifactor,50,-0.007529250851905367,target_final_slot_05,8114001
21,dominant_axis_multifactor,50,-0.32842804162710015,target_final_slot_05,8114001
22,dominant_axis_multifactor,50,-0.46924177963503344,target_final_slot_05,8114001
23,dominant_axis_multifactor,50,-0.45398347060494104,target_final_slot_05,8114001
24,dominant_axis_multifactor,50,-0.22667157333305932,target_final_slot_05,8114001
25,dominant_axis_multifactor,50,-0.4753668781555178,target_final_slot_05,8114001
26,dominant_axis_multifactor,50,0.07984729447132544,target_final_slot_05,8114001
27,dominant_axis_multifactor,50,-1.427463925209004,target_final_slot_05,8114001
28,dominant_axis_multifactor,50,-0.4933091805135439,target_final_slot_05,8114001
29,dominant_axis_multifactor,50,-0.2147211474280868,target_final_slot_05,8114001
30,dominant_axis_multifactor,50,-0.2508981100548824,target_final_slot_05,8114001
31,dominant_axis_multifactor,50,-0.49220625165079945,target_final_slot_05,8114001
0,dominant_axis_multifactor,50,0.41554058919021963,target_final_slot_06,8114001
1,dominant_axis_multifactor,50,-0.22993378704657386,target_final_slot_06,8114001
2,dominant_axis_multifactor,50,-0.3253539472415381,target_final_slot_06,8114001
3,dominant_axis_multifactor,50,-0.26182764204214126,target_final_slot_06,8114001
4,dominant_axis_multifactor,50,-0.4925251318485906,target_final_slot_06,8114001
5,dominant_axis_multifactor,50,-0.4376725070533778,target_final_slot_06,8114001
6,dominant_axis_multifactor,50,-0.7188521910501218,target_final_slot_06,8114001
7,dominant_axis_multifactor,50,-0.8993502147627956,target_final_slot_06,8114001
8,dominant_axis_multifactor,50,-0.2679581539433775,target_final_slot_06,8114001
9,dominant_axis_multifactor,50,-0.8340107073518006,target_final_slot_06,8114001
10,dominant_axis_multifactor,50,-0.6221154432062708,target_final_slot_06,8114001
11,dominant_axis_multifactor,50,-0.5048382122996242,target_final_slot_06,8114001
12,dominant_axis_multifactor,50,-0.4979601732079473,target_final_slot_06,8114001
13,dominant_axis_multifactor,50,-0.07746585011103502,target_final_slot_06,8114001
14,dominant_axis_multifactor,50,-0.3212852868313689,target_final_slot_06,8114001
15,dominant_axis_multifactor,50,-0.04027148030979877,target_final_slot_06,8114001
16,dominant_axis_multifactor,50,-0.11796546886439652,target_final_slot_06,8114001
17,dominant_axis_multifactor,50,-0.5530980680414141,target_final_slot_06,8114001
18,dominant_axis_multifactor,50,-0.5557226296918598,target_final_slot_06,8114001
19,dominant_axis_multifactor,50,-0.5286701718768569,target_final_slot_06,8114001
20,dominant_axis_multifactor,50,-0.5780192063606651,target_final_slot_06,8114001
21,dominant_axis_multifactor,50,-0.2504736646526604,target_final_slot_06,8114001
22,dominant_axis_multifactor,50,-0.1485096270290871,target_final_slot_06,8114001
23,dominant_axis_multifactor,50,-0.07277775663761754,target_final_slot_06,8114001
24,dominant_axis_multifactor,50,-0.3481789340066339,target_final_slot_06,8114001
25,dominant_axis_multifactor,50,-0.20566418410189247,target_final_slot_06,8114001
26,dominant_axis_multifactor,50,-0.45538075596983374,target_final_slot_06,8114001
27,dominant_axis_multifactor,50,-0.8296902962967121,target_final_slot_06,8114001
28,dominant_axis_multifactor,50,-0.7128585109400096,target_final_slot_06,8114001
29,dominant_axis_multifactor,50,-0.36343047324617883,target_final_slot_06,8114001
30,dominant_axis_multifactor,50,-0.36098203443805055,target_final_slot_06,8114001
31,dominant_axis_multifactor,50,-0.49401757080646935,target_final_slot_06,8114001
0,dominant_axis_multifactor,50,0.576397806709945,target_final_slot_07,8114001
1,dominant_axis_multifactor,50,0.0883384749876357,target_final_slot_07,8114001
2,dominant_axis_multifactor,50,-0.30398864074917564,target_final_slot_07,8114001
3,dominant_axis_multifactor,50,-0.6599692841029983,target_final_slot_07,8114001
4,dominant_axis_multifactor,50,-0.5011494122342408,target_final_slot_07,8114001
5,dominant_axis_multifactor,50,-0.22488824029156995,target_final_slot_07,8114001
6,dominant_axis_multifactor,50,-0.47423396513679683,target_final_slot_07,8114001
7,dominant_axis_multifactor,50,-0.34913714771333937,target_final_slot_07,8114001
8,dominant_axis_multifactor,50,-0.6246581231287638,target_final_slot_07,8114001
9,dominant_axis_multifactor,50,-0.32543330450984875,target_final_slot_07,8114001
10,dominant_axis_multifactor,50,0.03542884690487991,target_final_slot_07,8114001
11,dominant_axis_multifactor,50,-0.5446138491616448,target_final_slot_07,8114001
12,dominant_axis_multifactor,50,-0.4298676140415958,target_final_slot_07,8114001
13,dominant_axis_multifactor,50,-0.22636117504698583,target_final_slot_07,8114001
14,dominant_axis_multifactor,50,-0.520316216073446,target_final_slot_07,8114001
15,dominant_axis_multifactor,50,-0.16211361446715156,target_final_slot_07,8114001
16,dominant_axis_multifactor,50,-0.2769068501236098,target_final_slot_07,8114001
17,dominant_axis_multifactor,50,-0.07644647292384454,target_final_slot_07,8114001
18,dominant_axis_multifactor,50,-0.33703910037096985,target_final_slot_07,8114001
19,dominant_axis_multifactor,50,-0.5614884320437963,target_final_slot_07,8114001
20,dominant_axis_multifactor,50,-0.39710797648106655,target_final_slot_07,8114001
21,dominant_axis_multifactor,50,-0.3035902162712656,target_final_slot_07,8114001
22,dominant_axis_multifactor,50,-0.39886259917753986,target_final_slot_07,8114001
23,dominant_axis_multifactor,50,-0.05460311308698684,target_final_slot_07,8114001
24,dominant_axis_multifactor,50,-0.3888006321140325,target_final_slot_07,8114001
25,dominant_axis_multifactor,50,-0.485451818293152,target_final_slot_07,8114001
26,dominant_axis_multifactor,50,-0.23795147962184693,target_final_slot_07,8114001
27,dominant_axis_multifactor,50,-0.5784170871819294,target_final_slot_07,8114001
28,dominant_axis_multifactor,50,-0.6016992269374528,target_final_slot_07,8114001
29,dominant_axis_multifactor,50,-0.11698383129289502,target_final_slot_07,8114001
30,dominant_axis_multifactor,50,-0.3340651849074905,target_final_slot_07,8114001
31,dominant_axis_multifactor,50,-0.5201920092536441,target_final_slot_07,8114001
0,dominant_axis_multifactor,50,0.5820977490946657,target_final_slot_08,8114001
1,dominant_axis_multifactor,50,-0.35621945820915846,target_final_slot_08,8114001
2,dominant_axis_multifactor,50,-0.5471962188783284,target_final_slot_08,8114001
3,dominant_axis_multifactor,50,-0.07567936290980293,target_final_slot_08,8114001
4,dominant_axis_multifactor,50,-0.28931253973672066,target_final_slot_08,8114001
5,dominant_axis_multifactor,50,-0.2010123789696856,target_final_slot_08,8114001
6,dominant_axis_multifactor,50,-0.6627733252194128,target_final_slot_08,8114001
7,dominant_axis_multifactor,50,-0.4647195440554752,target_final_slot_08,8114001
8,dominant_axis_multifactor,50,-0.1547121559613358,target_final_slot_08,8114001
9,dominant_axis_multifactor,50,-0.587623698416661,target_final_slot_08,8114001
10,dominant_axis_multifactor,50,-0.754702935393023,target_final_slot_08,8114001
11,dominant_axis_multifactor,50,-0.6709486511143719,target_final_slot_08,8114001
12,dominant_axis_multifactor,50,-0.47405373993518674,target_final_slot_08,8114001
13,dominant_axis_multifactor,50,-0.8385703807533464,target_final_slot_08,8114001
14,dominant_axis_multifactor,50,-0.42905343397332074,target_final_slot_08,8114001
15,dominant_axis_multifactor,50,0.092425052841841,target_final_slot_08,8114001
16,dominant_axis_multifactor,50,-0.21533293546710874,target_final_slot_08,8114001
17,dominant_axis_multifactor,50,-0.4255991365421319,target_final_slot_08,8114001
18,dominant_axis_multifactor,50,-0.308755581394883,target_final_slot_08,8114001
19,dominant_axis_multifactor,50,-0.0948278901621098,target_final_slot_08,8114001
20,dominant_axis_multifactor,50,0.050198471632658004,target_final_slot_08,8114001
21,dominant_axis_multifactor,50,0.1383905990670441,target_final_slot_08,8114001
22,dominant_axis_multifactor,50,-1.2248710927107593,target_final_slot_08,8114001
23,dominant_axis_multifactor,50,-0.5126519426073659,target_final_slot_08,8114001
24,dominant_axis_multifactor,50,-0.48131248599058996,target_final_slot_08,8114001
25,dominant_axis_multifactor,50,-0.1493437233253463,target_final_slot_08,8114001
26,dominant_axis_multifactor,50,-0.06315810630453922,target_final_slot_08,8114001
27,dominant_axis_multifactor,50,-0.7119534411494046,target_final_slot_08,8114001
28,dominant_axis_multifactor,50,-0.629480623347304,target_final_slot_08,8114001
29,dominant_axis_multifactor,50,-0.04265475185987899,target_final_slot_08,8114001
30,dominant_axis_multifactor,50,-0.30974623783566924,target_final_slot_08,8114001
31,dominant_axis_multifactor,50,-0.2114913623615826,target_final_slot_08,8114001
0,dominant_axis_multifactor,50,0.4811702503096664,target_final_slot_09,8114001
1,dominant_axis_multifactor,50,-0.11499450519193699,target_final_slot_09,8114001
2,dominant_axis_multifactor,50,-0.09914446026509505,target_final_slot_09,8114001
3,dominant_axis_multifactor,50,-0.24213467676770573,target_final_slot_09,8114001
4,dominant_axis_multifactor,50,-0.12969031173745704,target_final_slot_09,8114001
5,dominant_axis_multifactor,50,-0.42498849037647557,target_final_slot_09,8114001
6,dominant_axis_multifactor,50,-0.8255154167299612,target_final_slot_09,8114001
7,dominant_axis_multifactor,50,-0.7242653939081243,target_final_slot_09,8114001
8,dominant_axis_multifactor,50,-0.42392735492372613,target_final_slot_09,8114001
9,dominant_axis_multifactor,50,-0.6721707269772486,target_final_slot_09,8114001
10,dominant_axis_multifactor,50,-0.6652388990510629,target_final_slot_09,8114001
11,dominant_axis_multifactor,50,-0.7323415003947904,target_final_slot_09,8114001
12,dominant_axis_multifactor,50,-0.5389360349532801,target_final_slot_09,8114001
13,dominant_axis_multifactor,50,-0.40992858061536563,target_final_slot_09,8114001
14,dominant_axis_multifactor,50,-0.33670400593757743,target_final_slot_09,8114001
15,dominant_axis_multifactor,50,-0.02714823917482967,target_final_slot_09,8114001
16,dominant_axis_multifactor,50,0.11388925990509058,target_final_slot_09,8114001
17,dominant_axis_multifactor,50,-0.3908139197655338,target_final_slot_09,8114001
18,dominant_axis_multifactor,50,-0.38046207934461296,target_final_slot_09,8114001
19,dominant_axis_multifactor,50,-0.39859802637552866,target_final_slot_09,8114001
20,dominant_axis_multifactor,50,-0.429917001763507,target_final_slot_09,8114001
21,dominant_axis_multifactor,50,-0.18376776405948236,target_final_slot_09,8114001
22,dominant_axis_multifactor,50,-0.7368161908293314,target_final_slot_09,8114001
23,dominant_axis_multifactor,50,-0.26315516907766434,target_final_slot_09,8114001
24,dominant_axis_multifactor,50,-0.5358256692120535,target_final_slot_09,8114001
25,dominant_axis_multifactor,50,-0.4145734382434516,target_final_slot_09,8114001
26,dominant_axis_multifactor,50,-0.4885910961515252,target_final_slot_09,8114001
27,dominant_axis_multifactor,50,-0.692372457360658,target_final_slot_09,8114001
28,dominant_axis_multifactor,50,-0.22123289225790388,target_final_slot_09,8114001
29,dominant_axis_multifactor,50,-0.0005582176566931718,target_final_slot_09,8114001
30,dominant_axis_multifactor,50,-0.3124913546964623,target_final_slot_09,8114001
31,dominant_axis_multifactor,50,-0.42885550572799525,target_final_slot_09,8114001
0,dominant_axis_multifactor,50,0.55659056394602,target_final_slot_10,8114001
1,dominant_axis_multifactor,50,-0.2851374284939532,target_final_slot_10,8114001
2,dominant_axis_multifactor,50,-0.6795080018811794,target_final_slot_10,8114001
3,dominant_axis_multifactor,50,0.047876082813162024,target_final_slot_10,8114001
4,dominant_axis_multifactor,50,-0.6576817410498779,target_final_slot_10,8114001
5,dominant_axis_multifactor,50,-0.4845903391348392,target_final_slot_10,8114001
6,dominant_axis_multifactor,50,-0.6780533409178671,target_final_slot_10,8114001
7,dominant_axis_multifactor,50,-0.42045507396253057,target_final_slot_10,8114001
8,dominant_axis_multifactor,50,-0.19071023654997377,target_final_slot_10,8114001
9,dominant_axis_multifactor,50,-0.2940905242651919,target_final_slot_10,8114001
10,dominant_axis_multifactor,50,-0.5291602378711815,target_final_slot_10,8114001
11,dominant_axis_multifactor,50,-0.7775199523082825,target_final_slot_10,8114001
12,dominant_axis_multifactor,50,-0.050393489541608716,target_final_slot_10,8114001
13,dominant_axis_multifactor,50,-0.29462252182659476,target_final_slot_10,8114001
14,dominant_axis_multifactor,50,-0.4610909784788666,target_final_slot_10,8114001
15,dominant_axis_multifactor,50,-0.22074776711487143,target_final_slot_10,8114001
16,dominant_axis_multifactor,50,-0.15379156831379115,target_final_slot_10,8114001
17,dominant_axis_multifactor,50,-0.33227614864273014,target_final_slot_10,8114001
18,dominant_axis_multifactor,50,-0.29683235352460713,target_final_slot_10,8114001
19,dominant_axis_multifactor,50,-0.03706176297608055,target_final_slot_10,8114001
20,dominant_axis_multifactor,50,-0.48358653933407525,target_final_slot_10,8114001
21,dominant_axis_multifactor,50,-0.4420138234342925,target_final_slot_10,8114001
22,dominant_axis_multifactor,50,0.039937884565759196,target_final_slot_10,8114001
23,dominant_axis_multifactor,50,-0.08825083948627666,target_final_slot_10,8114001
24,dominant_axis_multifactor,50,-0.2711824719913669,target_final_slot_10,8114001
25,dominant_axis_multifactor,50,-0.42636565219507894,target_final_slot_10,8114001
26,dominant_axis_multifactor,50,-0.03625275773040304,target_final_slot_10,8114001
27,dominant_axis_multifactor,50,-0.49970256435517957,target_final_slot_10,8114001
28,dominant_axis_multifactor,50,-0.21613141144018333,target_final_slot_10,8114001
29,dominant_axis_multifactor,50,-0.34917984362020293,target_final_slot_10,8114001
30,dominant_axis_multifactor,50,-0.23403519229101843,target_final_slot_10,8114001
31,dominant_axis_multifactor,50,-0.4776370109244361,target_final_slot_10,8114001
0,dominant_axis_multifactor,50,0.4686647728143377,target_final_slot_11,8114001
1,dominant_axis_multifactor,50,-0.39249473665168244,target_final_slot_11,8114001
2,dominant_axis_multifactor,50,-0.16841860662133445,target_final_slot_11,8114001
3,dominant_axis_multifactor,50,-0.1151823033186854,target_final_slot_11,8114001
4,dominant_axis_multifactor,50,-0.39547703016813296,target_final_slot_11,8114001
5,dominant_axis_multifactor,50,-0.46019409693380764,target_final_slot_11,8114001
6,dominant_axis_multifactor,50,-0.7743225567028749,target_final_slot_11,8114001
7,dominant_axis_multifactor,50,-0.5136863818437658,target_final_slot_11,8114001
8,dominant_axis_multifactor,50,-0.37013400750963865,target_final_slot_11,8114001
9,dominant_axis_multifactor,50,-0.6935505898251779,target_final_slot_11,8114001
10,dominant_axis_multifactor,50,-0.1595425730431621,target_final_slot_11,8114001
11,dominant_axis_multifactor,50,-0.7579544951258728,target_final_slot_11,8114001
12,dominant_axis_multifactor,50,-0.31608534602996907,target_final_slot_11,8114001
13,dominant_axis_multifactor,50,-0.48682680913822063,target_final_slot_11,8114001
14,dominant_axis_multifactor,50,-0.7291873802612894,target_final_slot_11,8114001
15,dominant_axis_multifactor,50,-0.1981245540044967,target_final_slot_11,8114001
16,dominant_axis_multifactor,50,-0.09747982768291341,target_final_slot_11,8114001
17,dominant_axis_multifactor,50,-0.21934958349411904,target_final_slot_11,8114001
18,dominant_axis_multifactor,50,-0.10406560223075112,target_final_slot_11,8114001
19,dominant_axis_multifactor,50,-0.12138710357040683,target_final_slot_11,8114001
20,dominant_axis_multifactor,50,-0.422347593036019,target_final_slot_11,8114001
21,dominant_axis_multifactor,50,-0.039342780579099124,target_final_slot_11,8114001
22,dominant_axis_multifactor,50,-0.7979733542275602,target_final_slot_11,8114001
23,dominant_axis_multifactor,50,-0.17629771067578637,target_final_slot_11,8114001
24,dominant_axis_multifactor,50,-0.41825623406912116,target_final_slot_11,8114001
25,dominant_axis_multifactor,50,-0.9318279654025168,target_final_slot_11,8114001
26,dominant_axis_multifactor,50,-0.1514835606471998,target_final_slot_11,8114001
27,dominant_axis_multifactor,50,-0.4195767194404081,target_final_slot_11,8114001
28,dominant_axis_multifactor,50,-0.656807520458107,target_final_slot_11,8114001
29,dominant_axis_multifactor,50,-0.43730625050757177,target_final_slot_11,8114001
30,dominant_axis_multifactor,50,-0.4120661147254152,target_final_slot_11,8114001
31,dominant_axis_multifactor,50,-0.651016600208254,target_final_slot_11,8114001
0,dominant_axis_multifactor,50,0.64627000018742,target_final_slot_12,8114001
1,dominant_axis_multifactor,50,-0.35440358509436654,target_final_slot_12,8114001
2,dominant_axis_multifactor,50,-0.15789428957433915,target_final_slot_12,8114001
3,dominant_axis_multifactor,50,-0.8217048069033503,target_final_slot_12,8114001
4,dominant_axis_multifactor,50,-1.202700534639547,target_final_slot_12,8114001
5,dominant_axis_multifactor,50,-0.9633910257120741,target_final_slot_12,8114001
6,dominant_axis_multifactor,50,-0.3363511834943649,target_final_slot_12,8114001
7,dominant_axis_multifactor,50,-0.21935301446113553,target_final_slot_12,8114001
8,dominant_axis_multifactor,50,-0.4151276371182784,target_final_slot_12,8114001
9,dominant_axis_multifactor,50,-0.2597371125586272,target_final_slot_12,8114001
10,dominant_axis_multifactor,50,-0.46348458931201963,target_final_slot_12,8114001
11,dominant_axis_multifactor,50,-0.3495972267665166,target_final_slot_12,8114001
12,dominant_axis_multifactor,50,-0.734443136150982,target_final_slot_12,8114001
13,dominant_axis_multifactor,50,-0.23757023502552688,target_final_slot_12,8114001
14,dominant_axis_multifactor,50,-0.2064471630100413,target_final_slot_12,8114001
15,dominant_axis_multifactor,50,0.03419612256135873,target_final_slot_12,8114001
16,dominant_axis_multifactor,50,0.07050111519346669,target_final_slot_12,8114001
17,dominant_axis_multifactor,50,-0.39532201006816337,target_final_slot_12,8114001
18,dominant_axis_multifactor,50,-0.16250542146256763,target_final_slot_12,8114001
19,dominant_axis_multifactor,50,-0.1463449910554453,target_final_slot_12,8114001
20,dominant_axis_multifactor,50,-0.4480367729158714,target_final_slot_12,8114001
21,dominant_axis_multifactor,50,-0.15960490034134334,target_final_slot_12,8114001
22,dominant_axis_multifactor,50,-0.36453068445427883,target_final_slot_12,8114001
23,dominant_axis_multifactor,50,-0.1440138079314126,target_final_slot_12,8114001
24,dominant_axis_multifactor,50,-0.5899223727714957,target_final_slot_12,8114001
25,dominant_axis_multifactor,50,-0.7985893680419958,target_final_slot_12,8114001
26,dominant_axis_multifactor,50,-0.10096511954218013,target_final_slot_12,8114001
27,dominant_axis_multifactor,50,-0.32096120012548135,target_final_slot_12,8114001
28,dominant_axis_multifactor,50,-0.2172617114903661,target_final_slot_12,8114001
29,dominant_axis_multifactor,50,-0.3700667149166992,target_final_slot_12,8114001
30,dominant_axis_multifactor,50,-0.2901100976391706,target_final_slot_12,8114001
31,dominant_axis_multifactor,50,-0.3171479220197142,target_final_slot_12,8114001
0,dominant_axis_multifactor,50,0.6636195430503187,target_final_slot_13,8114001
1,dominant_axis_multifactor,50,-0.08654008996936735,target_final_slot_13,8114001
2,dominant_axis_multifactor,50,-1.032997006295644,target_final_slot_13,8114001
3,dominant_axis_multifactor,50,-0.7186030135188626,target_final_slot_13,8114001
4,dominant_axis_multifactor,50,-0.841958203359495,target_final_slot_13,8114001
5,dominant_axis_multifactor,50,-0.3813577934703074,target_final_slot_13,8114001
6,dominant_axis_multifactor,50,-0.8581554039629173,target_final_slot_13,8114001
7,dominant_axis_multifactor,50,-0.37217269978397116,target_final_slot_13,8114001
8,dominant_axis_multifactor,50,-0.1627446528931331,target_final_slot_13,8114001
9,dominant_axis_multifactor,50,-0.3005124774266228,target_final_slot_13,8114001
10,dominant_axis_multifactor,50,-0.6945535204795048,target_final_slot_13,8114001
11,dominant_axis_multifactor,50,-0.235242771121714,target_final_slot_13,8114001
12,dominant_axis_multifactor,50,-0.2604594096685826,target_final_slot_13,8114001
13,dominant_axis_multifactor,50,-0.897004527598753,target_final_slot_13,8114001
14,dominant_axis_multifactor,50,-0.19062988759825283,target_final_slot_13,8114001
15,dominant_axis_multifactor,50,0.041032880702495445,target_final_slot_13,8114001
16,dominant_axis_multifactor,50,-0.4330069065821178,target_final_slot_13,8114001
17,dominant_axis_multifactor,50,-0.7174527796862746,target_final_slot_13,8114001
18,dominant_axis_multifactor,50,-0.5010131312672352,target_final_slot_13,8114001
19,dominant_axis_multifactor,50,-0.2154492286163141,target_final_slot_13,8114001
20,dominant_axis_multifactor,50,-0.16386141614496808,target_final_slot_13,8114001
21,dominant_axis_multifactor,50,-0.4387477750388824,target_final_slot_13,8114001
22,dominant_axis_multifactor,50,-0.7455989018239801,target_final_slot_13,8114001
23,dominant_axis_multifactor,50,-0.21702814829490502,target_final_slot_13,8114001
24,dominant_axis_multifactor,50,-0.39755335475599907,target_final_slot_13,8114001
25,dominant_axis_multifactor,50,-0.23296670144494813,target_final_slot_13,8114001
26,dominant_axis_multifactor,50,0.03774840242821642,target_final_slot_13,8114001
27,dominant_axis_multifactor,50,-0.4009242395607704,target_final_slot_13,8114001
28,dominant_axis_multifactor,50,-0.5624002734988907,target_final_slot_13,8114001
29,dominant_axis_multifactor,50,-0.09914198536848207,target_final_slot_13,8114001
30,dominant_axis_multifactor,50,-0.3827737644695759,target_final_slot_13,8114001
31,dominant_axis_multifactor,50,-0.444484123589054,target_final_slot_13,8114001
0,dominant_axis_multifactor,50,0.5120552743947899,target_final_slot_14,8114001
1,dominant_axis_multifactor,50,-0.12572947132556056,target_final_slot_14,8114001
2,dominant_axis_multifactor,50,-0.46652150440027373,target_final_slot_14,8114001
3,dominant_axis_multifactor,50,-0.11770080004883132,target_final_slot_14,8114001
4,dominant_axis_multifactor,50,-0.057515400772308434,target_final_slot_14,8114001
5,dominant_axis_multifactor,50,-0.5416657221281673,target_final_slot_14,8114001
6,dominant_axis_multifactor,50,-0.8141643625219237,target_final_slot_14,8114001
7,dominant_axis_multifactor,50,-0.29868260964034055,target_final_slot_14,8114001
8,dominant_axis_multifactor,50,-0.2131408729644555,target_final_slot_14,8114001
9,dominant_axis_multifactor,50,-0.41055362375704885,target_final_slot_14,8114001
10,dominant_axis_multifactor,50,-0.1962660208956415,target_final_slot_14,8114001
11,dominant_axis_multifactor,50,-0.337684402541651,target_final_slot_14,8114001
12,dominant_axis_multifactor,50,-0.6193563066111509,target_final_slot_14,8114001
13,dominant_axis_multifactor,50,-0.08238404429542645,target_final_slot_14,8114001
14,dominant_axis_multifactor,50,-0.2413979152155985,target_final_slot_14,8114001
15,dominant_axis_multifactor,50,-0.0033868524250963983,target_final_slot_14,8114001
16,dominant_axis_multifactor,50,-0.05950620425652042,target_final_slot_14,8114001
17,dominant_axis_multifactor,50,-0.4686125288394545,target_final_slot_14,8114001
18,dominant_axis_multifactor,50,-0.31341273551328563,target_final_slot_14,8114001
19,dominant_axis_multifactor,50,-0.09263048217751546,target_final_slot_14,8114001
20,dominant_axis_multifactor,50,-0.6387539015978365,target_final_slot_14,8114001
21,dominant_axis_multifactor,50,-0.4713513544628556,target_final_slot_14,8114001
22,dominant_axis_multifactor,50,-0.42814231260224656,target_final_slot_14,8114001
23,dominant_axis_multifactor,50,-0.2141141922509675,target_final_slot_14,8114001
24,dominant_axis_multifactor,50,-0.519006008877293,target_final_slot_14,8114001
25,dominant_axis_multifactor,50,-0.2940907575987719,target_final_slot_14,8114001
26,dominant_axis_multifactor,50,-0.09791473277692431,target_final_slot_14,8114001
27,dominant_axis_multifactor,50,-0.4699918128267253,target_final_slot_14,8114001
28,dominant_axis_multifactor,50,-0.23212707022438295,target_final_slot_14,8114001
29,dominant_axis_multifactor,50,-0.37979089749173767,target_final_slot_14,8114001
30,dominant_axis_multifactor,50,-0.5974431766019774,target_final_slot_14,8114001
31,dominant_axis_multifactor,50,-0.3829002848494125,target_final_slot_14,8114001
0,dominant_axis_multifactor,50,0.6454979527656206,target_final_slot_15,8114001
1,dominant_axis_multifactor,50,-0.3747941658485825,target_final_slot_15,8114001
2,dominant_axis_multifactor,50,-0.5297910549201992,target_final_slot_15,8114001
3,dominant_axis_multifactor,50,-0.1462327773945702,target_final_slot_15,8114001
4,dominant_axis_multifactor,50,-0.39751071636878854,target_final_slot_15,8114001
5,dominant_axis_multifactor,50,-0.4345246746836888,target_final_slot_15,8114001
6,dominant_axis_multifactor,50,-0.6860886714484591,target_final_slot_15,8114001
7,dominant_axis_multifactor,50,-0.11573227142593856,target_final_slot_15,8114001
8,dominant_axis_multifactor,50,-0.2482144178955199,target_final_slot_15,8114001
9,dominant_axis_multifactor,50,-0.3167576896211277,target_final_slot_15,8114001
10,dominant_axis_multifactor,50,-0.2441545951711248,target_final_slot_15,8114001
11,dominant_axis_multifactor,50,-0.2675111930081473,target_final_slot_15,8114001
12,dominant_axis_multifactor,50,-0.285503791957735,target_final_slot_15,8114001
13,dominant_axis_multifactor,50,-0.02915410828515652,target_final_slot_15,8114001
14,dominant_axis_multifactor,50,-0.18603730616014258,target_final_slot_15,8114001
15,dominant_axis_multifactor,50,-0.09872191038201694,target_final_slot_15,8114001
16,dominant_axis_multifactor,50,0.0987814594394143,target_final_slot_15,8114001
17,dominant_axis_multifactor,50,-0.46470096404055683,target_final_slot_15,8114001
18,dominant_axis_multifactor,50,-0.4672697508746917,target_final_slot_15,8114001
19,dominant_axis_multifactor,50,-0.35195972455136193,target_final_slot_15,8114001
20,dominant_axis_multifactor,50,-0.3244996188789464,target_final_slot_15,8114001
21,dominant_axis_multifactor,50,-0.12553176795037846,target_final_slot_15,8114001
22,dominant_axis_multifactor,50,-0.37006737089658515,target_final_slot_15,8114001
23,dominant_axis_multifactor,50,-0.24027407228925735,target_final_slot_15,8114001
24,dominant_axis_multifactor,50,-0.36542729943087515,target_final_slot_15,8114001
25,dominant_axis_multifactor,50,-0.10522154878625134,target_final_slot_15,8114001
26,dominant_axis_multifactor,50,0.018072102327489348,target_final_slot_15,8114001
27,dominant_axis_multifactor,50,-0.19549069903071814,target_final_slot_15,8114001
28,dominant_axis_multifactor,50,0.054427686843545264,target_final_slot_15,8114001
29,dominant_axis_multifactor,50,-0.36804250757661494,target_final_slot_15,8114001
30,dominant_axis_multifactor,50,-0.5064433278818881,target_final_slot_15,8114001
31,dominant_axis_multifactor,50,-0.592638132443055,target_final_slot_15,8114001
0,dominant_axis_multifactor,50,0.550976905400367,target_final_slot_16,8114001
1,dominant_axis_multifactor,50,-0.2776748754979719,target_final_slot_16,8114001
2,dominant_axis_multifactor,50,-0.29142092401868513,target_final_slot_16,8114001
3,dominant_axis_multifactor,50,-0.5142478188897888,target_final_slot_16,8114001
4,dominant_axis_multifactor,50,-0.18433705240419274,target_final_slot_16,8114001
5,dominant_axis_multifactor,50,-0.5095348259822814,target_final_slot_16,8114001
6,dominant_axis_multifactor,50,-1.1543557783432519,target_final_slot_16,8114001
7,dominant_axis_multifactor,50,-0.43198390363016026,target_final_slot_16,8114001
8,dominant_axis_multifactor,50,-0.5679948727354083,target_final_slot_16,8114001
9,dominant_axis_multifactor,50,-0.46356686554880877,target_final_slot_16,8114001
10,dominant_axis_multifactor,50,-0.6267411951239348,target_final_slot_16,8114001
11,dominant_axis_multifactor,50,-0.3666378651576543,target_final_slot_16,8114001
12,dominant_axis_multifactor,50,-0.36253625820751356,target_final_slot_16,8114001
13,dominant_axis_multifactor,50,-0.6895853616132002,target_final_slot_16,8114001
14,dominant_axis_multifactor,50,-0.5436643559235408,target_final_slot_16,8114001
