coexpression_block_40_count_predictability,coexpression_block_40_counterfactual_predictability,coexpression_block_40_expected_predictability,coordinate,count_replicate_reliability,full_biological_variance,oracle_coverage_40_count_predictability,oracle_coverage_40_expected_predictability,predictability_class,random_40_count_predictability,random_40_counterfactual_predictability,random_40_expected_predictability,replicate_noise_variance
0.7325681447982788,-23.219703674316406,0.9999827742576599,0,0.9920161366462708,0.00036131186061538756,0.919776439666748,1.0,high,0.9302541017532349,-13.174250602722168,1.0,5.769324616267113e-06
0.4494519829750061,-21.45785140991211,0.9999651908874512,1,0.9891908168792725,0.0003411250072531402,0.8996406197547913,1.0,high,0.8939375281333923,-20.68882179260254,1.0,7.374578672170173e-06
0.5556527376174927,-16.107995986938477,0.9999796152114868,2,0.9881436824798584,0.00033464437001384795,0.9113819599151611,1.0,high,0.8804331421852112,-7.351984024047852,1.0,7.935296707728412e-06
0.4189477562904358,-35.22649383544922,0.9999485611915588,3,0.9832032918930054,0.00034716841764748096,0.8463765382766724,1.0,high,0.8580565452575684,-35.201507568359375,1.0,1.1662560609693173e-05
0.3394569158554077,-92.23603820800781,0.9999718070030212,4,0.9818627834320068,0.00029353180434554815,0.8309051990509033,1.0,high,0.8273761868476868,-60.30058670043945,1.0,1.0647703675203957e-05
0.1196908950805664,-205.8422393798828,0.9999452829360962,5,0.9795727133750916,0.00030719846836291254,0.8290299773216248,1.0,high,0.8177213072776794,-348.8335266113281,1.0,1.2550456631288398e-05
0.18347805738449097,-127.51359558105469,0.999970018863678,6,0.9805223345756531,0.0003212983428966254,0.8202242255210876,1.0,high,0.8288987874984741,-158.55165100097656,1.0,1.2516275091911666e-05
0.21415328979492188,-101.16846466064453,0.9999619722366333,7,0.9802448749542236,0.0003250846639275551,0.8148694634437561,1.0,high,0.8240760564804077,-33.76026153564453,1.0,1.2844188859162387e-05
0.3711877465248108,-125.87879943847656,0.9999505281448364,8,0.9809927344322205,0.000333290925482288,0.8221505284309387,1.0,high,0.8243924975395203,-65.45536041259766,1.0,1.2669909665419254e-05
0.10381954908370972,-144.28646850585938,0.9999567866325378,9,0.9750679135322571,0.00030344302649609745,0.8039112091064453,1.0,high,0.7788450121879578,-103.84500122070312,1.0,1.5130949577724095e-05
0.44317424297332764,-59.45011901855469,0.9999495148658752,10,0.9819033145904541,0.0003922729520127177,0.84494549036026,1.0,high,0.8287022709846497,-48.619049072265625,1.0,1.4197682503436226e-05
0.21073991060256958,-30.1628475189209,0.9999353885650635,11,0.9721260666847229,0.00029332409030757844,0.7967690825462341,1.0,high,0.7822176814079285,-61.63686752319336,1.0,1.6352183592971414e-05
0.20845049619674683,-35.305328369140625,0.9999443888664246,12,0.970304012298584,0.00032830380951054394,0.7525944709777832,1.0,high,0.7570397257804871,-31.270355224609375,1.0,1.949861143657472e-05
0.1391770839691162,-40.821372985839844,0.9999538660049438,13,0.9633910059928894,0.00029561849078163505,0.7041749954223633,1.0,high,0.7094094753265381,-141.64663696289062,1.0,2.1644575099344365e-05
0.248970627784729,-31.237770080566406,0.9999526739120483,14,0.9667673110961914,0.0003284793347120285,0.7588671445846558,1.0,high,0.7186949253082275,-66.787353515625,1.0,2.183249671361409e-05
0.04635196924209595,-27.546560287475586,0.9999319314956665,15,0.9603782892227173,0.0003263466351199895,0.681389331817627,1.0,intermediate,0.6796790957450867,-23.03185272216797,1.0,2.5860816094791517e-05
0.42158329486846924,-32.0279426574707,0.9999686479568481,16,0.9588110446929932,0.0003504161722958088,0.6690906286239624,1.0,intermediate,0.6699813604354858,-30.743989944458008,1.0,2.8866572392871603e-05
0.009985506534576416,-2.5400125980377197,0.9999182820320129,17,0.9621968865394592,0.00039476665551774204,0.6697330474853516,1.0,intermediate,0.6731679439544678,-6.124167442321777,1.0,2.984683305840008e-05
-0.11931610107421875,-15.926313400268555,0.9999405145645142,18,0.9446933269500732,0.00032624159939587116,0.5159790515899658,1.0,intermediate,0.5036926865577698,-51.78659439086914,1.0,3.608666156651452e-05
0.11901551485061646,-42.967594146728516,0.9999437928199768,19,0.9388601779937744,0.0003272344474680722,0.5459173917770386,1.0,intermediate,0.5474416613578796,-62.064353942871094,1.0,4.001410707132891e-05
-0.12289583683013916,-25.02509880065918,0.9999160766601562,20,0.9311283230781555,0.000319906190270558,0.4399372339248657,1.0,intermediate,0.4192376136779785,-14.950632095336914,1.0,4.4064941903343424e-05
-0.11404705047607422,-21.11789894104004,0.9999387264251709,21,0.9321869015693665,0.00034524177317507565,0.4222959280014038,0.9999999403953552,intermediate,0.42038315534591675,-29.151268005371094,1.0,4.6823839511489496e-05
0.022929489612579346,-11.350247383117676,0.9998986721038818,22,0.9185217022895813,0.00034528880496509373,0.3924110531806946,1.0,intermediate,0.3704437017440796,-28.19283103942871,1.0,5.626710117212497e-05
-0.17850947380065918,-20.224111557006836,0.9998940229415894,23,0.9196996688842773,0.00035998885869048536,0.4108903408050537,1.0,intermediate,0.344978928565979,-9.026198387145996,1.0,5.7814453612081707e-05
0.14029967784881592,-27.74941635131836,0.9999191164970398,24,0.8861823081970215,0.0003329454339109361,0.030581414699554443,0.9999999403953552,low,0.06638360023498535,-30.836267471313477,1.0,7.579015073133633e-05
-0.3322850465774536,-26.243812561035156,0.9998669624328613,25,0.867002546787262,0.0003106989024672657,0.0356440544128418,1.0,low,0.053476810455322266,-19.819316864013672,1.0,8.264433563454077e-05
-0.3325847387313843,-7.084140777587891,0.9999248385429382,26,0.8140246272087097,0.0003597768081817776,-0.32910680770874023,1.0,low,0.010091543197631836,-4.923511028289795,1.0,0.00013381926692090929
-0.340376615524292,-12.507630348205566,0.9999085664749146,27,0.7804904580116272,0.0003489567607175559,-0.39062821865081787,0.9999999403953552,low,-0.3321399688720703,-15.672155380249023,0.9999999403953552,0.00015319869271479547
-0.2212505340576172,-10.00076961517334,0.9988946914672852,28,0.8260890245437622,0.0003583156212698668,-1.5775065422058105,0.9999999403953552,low,-1.569005012512207,-5.907285690307617,1.0,0.00012463002349250019
-0.059967756271362305,-4.860915660858154,0.9996306896209717,29,0.8384935855865479,0.00039554128306917846,-1.6800401210784912,0.9999999403953552,low,-1.4955520629882812,-10.66225528717041,0.9999999403953552,0.00012776489893440157
-0.1174553632736206,-4.334701061248779,0.9998836517333984,30,0.5589079260826111,0.00033188279485329986,-0.8277953863143921,0.9999998211860657,low,-0.9068224430084229,-4.377054691314697,0.9999999403953552,0.0002927817404270172
-0.5331616401672363,-9.979761123657227,0.9998334646224976,31,0.5087515115737915,0.00033363659167662263,-1.1398265361785889,0.9999999403953552,low,-0.945296049118042,-8.882283210754395,0.9999999403953552,0.00032779693719930947
-0.3168541193008423,-2.722515821456909,0.9998897910118103,32,0.4511832594871521,0.00034224826958961785,-1.4336645603179932,0.9999997019767761,low,-1.531372308731079,-8.176243782043457,0.9999999403953552,0.00037566316314041615
0.1335296630859375,-1.9600298404693604,0.9959115386009216,33,-0.17102229595184326,0.0003206729597877711,-0.80061936378479,0.9999998807907104,low,-1.2398338317871094,-2.130007266998291,0.9999998807907104,0.0007510303985327482
0.1834031343460083,-0.556908130645752,0.9951072931289673,34,-0.25890374183654785,0.0003587361716199666,-0.7120732069015503,0.9999998807907104,low,-0.9819321632385254,-6.0917229652404785,0.9999998807907104,0.0009032285888679326
0.3783647418022156,-2.5419204235076904,0.997535228729248,35,-0.4539766311645508,0.00032769140671007335,-1.0051414966583252,0.9999998807907104,low,-1.2413043975830078,-11.333988189697266,0.9999998807907104,0.0009529113303869963
-0.0963214635848999,-1.1904730796813965,0.9915234446525574,36,-0.3929058313369751,0.00037957559106871486,-0.6213529109954834,0.9999999403953552,low,-1.0214338302612305,-4.240309238433838,0.9999998807907104,0.0010574260959401727
0.33759409189224243,-3.0445022583007812,0.9957885146141052,37,-0.42521393299102783,0.0003452804230619222,-1.0746963024139404,0.9999998807907104,low,-1.189866542816162,-8.904487609863281,0.9999998807907104,0.0009841969003900886
-0.1041879653930664,-3.2576003074645996,0.9948204755783081,38,-0.5859870910644531,0.0003745434805750847,-0.8116908073425293,0.9999998807907104,low,-1.2325811386108398,-11.23986530303955,0.9999998807907104,0.0011880422243848443
0.2940463423728943,-4.484877109527588,0.9984328150749207,39,-0.4973154067993164,0.00035457598278298974,-0.9193036556243896,0.9999998807907104,low,-0.9762957096099854,-24.60909652709961,0.9999998807907104,0.0010618241503834724
0.3174005150794983,-2.755646228790283,0.9944508671760559,40,-0.5650521516799927,0.0003701139648910612,-1.1294820308685303,0.9999998807907104,low,-1.3225047588348389,-9.743517875671387,0.9999998807907104,0.0011584953172132373
0.25323987007141113,-4.146976470947266,0.9933352470397949,41,-0.3548771142959595,0.0004071518196724355,-0.9481744766235352,0.9999998211860657,low,-1.2814600467681885,-11.296245574951172,0.9999998807907104,0.0011032813927158713
0.28477996587753296,-3.2999610900878906,0.9976559281349182,42,-0.7410163879394531,0.0003736020589713007,-0.8165593147277832,0.9999998807907104,low,-1.141132116317749,-18.259973526000977,0.9999998807907104,0.0013008946552872658
0.29989856481552124,-0.5687264204025269,0.9955461025238037,43,-1.1197497844696045,0.0003264653205405921,-0.9102399349212646,0.9999998807907104,low,-1.2678682804107666,-12.99269962310791,0.9999998807907104,0.001384049654006958
0.08736693859100342,-4.021956920623779,0.9971126914024353,44,-0.7891757488250732,0.00032403142540715635,-1.1771457195281982,0.9999998807907104,low,-1.613748550415039,-7.374159812927246,0.9999998807907104,0.0011594983516260982
0.11726385354995728,-0.712233304977417,0.9808948636054993,45,-1.0397422313690186,0.0003853317175526172,-0.7434993982315063,0.9999998807907104,low,-1.286818504333496,-7.6219682693481445,0.9999998807907104,0.0015719548100605607
