coexpression_block_40_count_predictability,coexpression_block_40_counterfactual_predictability,coexpression_block_40_expected_predictability,coordinate,count_replicate_reliability,full_biological_variance,oracle_coverage_40_count_predictability,oracle_coverage_40_expected_predictability,predictability_class,random_40_count_predictability,random_40_counterfactual_predictability,random_40_expected_predictability,replicate_noise_variance
0.35388433933258057,-1.2541112899780273,0.9947110414505005,46,-1.441676378250122,0.0003089645761065185,-0.9875518083572388,0.9999998211860657,low,-1.3592641353607178,-10.961386680603027,0.9999998211860657,0.0015087829669937491
0.06478947401046753,-1.406477928161621,0.9887841939926147,47,-1.4073781967163086,0.00034530769335106015,-0.572192907333374,0.9999998807907104,low,-1.360328197479248,-11.736268043518066,0.9999998211860657,0.001662572380155325
0.24387061595916748,-1.4971883296966553,0.9937947988510132,48,-1.2685413360595703,0.0003751914482563734,-1.0286226272583008,0.9999998807907104,low,-1.1859495639801025,-3.4717092514038086,0.9999998211860657,0.0017022746615111828
0.2256377935409546,-0.4002542495727539,0.9838950634002686,49,-1.417116403579712,0.00037404787144623697,-0.567794919013977,0.9999998211860657,low,-1.2203614711761475,-6.4633073806762695,0.9999998807907104,0.001808234490454197
0.2814177870750427,-0.9526200294494629,0.9907912611961365,50,-1.4469172954559326,0.00038270483491942286,-0.8183186054229736,0.9999998807907104,low,-1.054656982421875,-5.910788059234619,0.9999998211860657,0.0018728941213339567
0.471386194229126,-0.8153854608535767,0.9970630407333374,51,-2.034586191177368,0.00033325437107123435,-0.7635626792907715,0.9999998807907104,low,-0.7781095504760742,-8.31913948059082,0.9999998211860657,0.0020225781481713057
0.39825189113616943,-1.2880771160125732,0.9976357221603394,52,-1.3244271278381348,0.000361293728929013,-0.3884563446044922,0.9999998807907104,low,-1.2913227081298828,-14.675575256347656,0.9999998211860657,0.0016796019626781344
0.485662043094635,-0.19266009330749512,0.9983121156692505,53,-2.7721455097198486,0.0002904704597312957,-0.7283279895782471,0.9999998211860657,low,-0.9957536458969116,-3.477059841156006,0.9999998211860657,0.0021913936361670494
0.35343146324157715,-0.822027325630188,0.9897919297218323,54,-2.0202724933624268,0.0003532175614964217,-1.1208274364471436,0.9999998211860657,low,-1.1425414085388184,-2.5249247550964355,0.9999998211860657,0.002133626490831375
0.4512312412261963,-0.7073502540588379,0.9951047301292419,55,-2.04632568359375,0.000385342282243073,-0.5471968650817871,0.9999998807907104,low,-1.5967400074005127,-4.0199503898620605,0.9999998211860657,0.002347756177186966
0.18269294500350952,-1.3342130184173584,0.9893502593040466,56,-2.124521255493164,0.0003703719121403992,-0.9154056310653687,0.9999998211860657,low,-1.412735939025879,-1.7251262664794922,0.9999997615814209,0.002314469777047634
0.14964276552200317,-0.22350764274597168,0.9923665523529053,57,-2.3853414058685303,0.00038822091300971806,-0.49698126316070557,0.9999998211860657,low,-0.901435136795044,-3.7673139572143555,0.9999998211860657,0.0026285205967724323
0.47632455825805664,-0.4328373670578003,0.9975186586380005,58,-2.983968496322632,0.00034951107227243483,-0.5192538499832153,0.9999998807907104,low,-0.956390380859375,-5.411731719970703,0.9999998211860657,0.0027848822064697742
0.38824766874313354,-2.1589956283569336,0.9978256225585938,59,-3.045408248901367,0.0003343388088978827,-0.650489091873169,0.9999998211860657,low,-1.67987060546875,-5.657026767730713,0.9999997615814209,0.0027050739154219627
0.4398057460784912,-0.3417239189147949,0.9949121475219727,60,-3.209939956665039,0.00038548882002942264,-0.2704129219055176,0.9999998807907104,low,-0.828282356262207,-3.3896613121032715,0.9999998211860657,0.0032457695342600346
0.3867366313934326,-0.940385103225708,0.9900120496749878,61,-3.2944469451904297,0.0003629379498306662,-0.48514091968536377,0.9999998807907104,low,-1.6363153457641602,-1.8991913795471191,0.9999997615814209,0.003117235377430916
0.37829476594924927,-0.19915533065795898,0.9881597757339478,62,-3.1820621490478516,0.0003951305116061121,-0.2932168245315552,0.9999998807907104,low,-1.182427167892456,-3.2256593704223633,0.9999997615814209,0.003304920857772231
0.5665649175643921,0.2394443154335022,0.9997631907463074,63,-12.346461296081543,0.00028210057644173503,-1.7664260864257812,0.9999997615814209,low,-1.787297010421753,-8.194047927856445,0.9999997019767761,0.0075300890021026134
0.5980759859085083,0.05571514368057251,0.9998233318328857,64,-10.490824699401855,0.0003727227449417114,-1.3188421726226807,0.9999997019767761,low,-1.3090157508850098,-9.927242279052734,0.9999996423721313,0.008565783500671387
0.2606043219566345,-1.8396642208099365,0.9993985295295715,65,-32.45355224609375,0.0003048324433621019,-0.598997950553894,0.9999995231628418,low,-0.5511717796325684,-1.416515827178955,0.9999995827674866,0.02039545588195324
0.27315753698349,-1.1501495838165283,0.9962382912635803,66,-32.099639892578125,0.0003296542854513973,-0.6248905658721924,0.9999990463256836,low,-0.5375075340270996,-1.9497146606445312,0.9999991059303284,0.02182287722826004
0.22240906953811646,-1.8349528312683105,0.9945758581161499,67,-23.031835556030273,0.0004181121475994587,0.0442044734954834,0.9999983906745911,low,-0.16825544834136963,-2.984572410583496,0.9999995231628418,0.020096004009246826
0.25023162364959717,-0.460662841796875,0.9976445436477661,68,-36.277156829833984,0.0003178179613314569,0.013341844081878662,0.9999994039535522,low,-0.09468412399291992,-3.104104518890381,0.9999995231628418,0.023694699630141258
0.2781122922897339,-0.8095194101333618,0.9995206594467163,69,-33.72831726074219,0.00037312458152882755,-0.25163233280181885,0.9999983310699463,low,-0.07244503498077393,-1.265895128250122,0.999999463558197,0.025915976613759995
0.3423392176628113,-0.12942254543304443,0.997402548789978,70,-40.22114562988281,0.00033480243291705847,-0.2088392972946167,0.999998927116394,low,-0.09555184841156006,-3.2254490852355957,0.999999463558197,0.027601879090070724
0.5006909370422363,-0.457619309425354,0.9982956051826477,71,-35.485939025878906,0.00036927140899933875,-0.36992359161376953,0.9999957084655762,low,-0.15080714225769043,-2.4515295028686523,0.999999463558197,0.026946427300572395
0.33860158920288086,0.17056608200073242,0.9995298385620117,72,-45.91135787963867,0.0003572046698536724,-0.2827908992767334,0.9999972581863403,low,0.10259568691253662,-3.570040225982666,0.9999995231628418,0.033513911068439484
0.42291176319122314,-0.987320065498352,0.9994864463806152,73,-42.8890266418457,0.00038388307439163327,-0.0965573787689209,0.9999992251396179,low,0.05139017105102539,-0.7630951404571533,0.9999995827674866,0.03369650989770889
0.22042524814605713,-0.08105719089508057,0.9995132088661194,74,-57.9582405090332,0.00033910805359482765,-0.08724737167358398,0.9999986886978149,low,-0.04701220989227295,-2.181959867477417,0.9999994039535522,0.03998642787337303
0.31100600957870483,-0.33073246479034424,0.9960988759994507,75,-53.503501892089844,0.00033491943031549454,0.20665138959884644,0.9999962449073792,low,0.13469159603118896,-1.0283119678497314,0.9999995827674866,0.03650856390595436
0.3406955599784851,-0.0692892074584961,0.9985771775245667,76,-66.51923370361328,0.00035375510924495757,0.291789710521698,0.9999995231628418,low,0.2654263973236084,-1.1327590942382812,0.9999995231628418,0.04777054861187935
0.29470932483673096,-0.07300269603729248,0.998203694820404,77,-54.01395797729492,0.0004050931893289089,0.1503373384475708,0.9999992251396179,low,0.14872288703918457,-1.4724195003509521,0.9999994039535522,0.04457155987620354
0.2849048376083374,-0.2095433473587036,0.9979345798492432,78,-61.613983154296875,0.00036918724072165787,0.0615924596786499,0.9999966025352478,low,0.14251232147216797,-3.9173693656921387,0.9999989867210388,0.046232566237449646
0.3766666650772095,0.05940532684326172,0.9973287582397461,79,-64.49633026123047,0.00036214562715031207,0.0776105523109436,0.9999992847442627,low,0.056488871574401855,-1.2409520149230957,0.9999992251396179,0.04743842035531998
0.3487529754638672,-1.010521650314331,0.9995980858802795,80,-78.06417083740234,0.0003214409516658634,0.09355050325393677,0.9999978542327881,low,-0.07240474224090576,-2.946192741394043,0.9999989867210388,0.050828926265239716
0.3351616859436035,-0.625354528427124,0.993518054485321,81,-77.59676361083984,0.00035598198883235455,0.2553443908691406,0.999998927116394,low,0.1685405969619751,-2.392024040222168,0.9999992847442627,0.055958062410354614
0.40575939416885376,-0.21283936500549316,0.9960217475891113,82,-78.41376495361328,0.00036537376581691206,0.23564022779464722,0.9999973177909851,intermediate,0.31379663944244385,-0.7762116193771362,0.9999991059303284,0.05803140997886658
0.40459150075912476,0.06493955850601196,0.9980600476264954,83,-88.69306182861328,0.00033364942646585405,0.27239489555358887,0.9999992847442627,low,0.2404974102973938,-0.8825751543045044,0.9999989867210388,0.059852078557014465
0.29096901416778564,-0.37702155113220215,0.9978539943695068,84,-97.16452026367188,0.000369191518984735,0.21408075094223022,0.999990701675415,low,0.22531402111053467,-2.856949806213379,0.9999994039535522,0.07248301804065704
0.3867892622947693,-0.17549455165863037,0.9992014169692993,85,-102.07015228271484,0.00036669697146862745,0.17825794219970703,0.9999889731407166,low,0.15840548276901245,-0.35145723819732666,0.9999995231628418,0.07559102773666382
0.16164255142211914,-0.2644602060317993,0.9986894130706787,86,-80.50629425048828,0.00037789574707858264,-0.0816338062286377,0.9999963641166687,low,-0.11618006229400635,-1.6698203086853027,0.9999994039535522,0.06160176545381546
0.31513291597366333,0.07615768909454346,0.9984994530677795,87,-103.90435791015625,0.0004068008274771273,0.16622775793075562,0.9999935030937195,low,0.2990131378173828,-0.467215895652771,0.999999463558197,0.08535035699605942
-0.3679225444793701,-0.3349192142486572,0.9757347702980042,88,-101.97372436523438,0.0004074100870639086,-0.38926923274993896,0.9999944567680359,intermediate,0.3139811158180237,-1.283820629119873,0.9999988079071045,0.08390507102012634
0.0822821855545044,-0.47692275047302246,0.9976658225059509,89,-137.55560302734375,0.0003592415014281869,0.3007223606109619,0.9999971985816956,low,0.2003273367881775,-1.805546522140503,0.999998927116394,0.09954984486103058
-0.4037020206451416,-0.29430055618286133,0.9969133734703064,90,-150.91436767578125,0.0003452169185038656,-0.0036655664443969727,0.999998152256012,low,0.12360996007919312,-1.8785426616668701,0.9999988079071045,0.10488682240247726
-0.15453314781188965,-0.7295033931732178,0.9989340901374817,91,-131.8363494873047,0.00037588871782645583,0.05553591251373291,0.9999970197677612,low,0.04384487867355347,-5.235101699829102,0.9999995231628418,0.09986336529254913
0.07920318841934204,-0.461445689201355,0.9988552331924438,92,-136.84716796875,0.00035917345667257905,0.19465786218643188,0.9999966621398926,intermediate,0.3363898992538452,-1.1132032871246338,0.9999995827674866,0.09902208298444748
0.1427437663078308,-0.07354450225830078,0.9975935816764832,93,-159.41246032714844,0.00040447289939038455,0.5131376385688782,0.9999951124191284,intermediate,0.3133983612060547,-1.2083516120910645,0.9999991059303284,0.12976498901844025
0.2616478204727173,0.150831401348114,0.9979853630065918,94,-162.12417602539062,0.00044002445065416396,0.2408851981163025,0.9999982118606567,intermediate,0.30885642766952515,0.3120219111442566,0.9999988675117493,0.14355725049972534
0.706853985786438,0.5829249620437622,0.9998334646224976,95,-339.0585021972656,0.00045072229113429785,0.6519127488136292,0.9999997019767761,high,0.7334248423576355,-0.1660151481628418,0.9999997615814209,0.30654388666152954
0.6566271781921387,0.13452112674713135,0.9998558759689331,96,-417.3401794433594,0.0004301556327845901,0.6796376705169678,0.9999996423721313,high,0.7098079919815063,0.2753773331642151,0.9999997019767761,0.3599027693271637
0.5080896615982056,0.34808701276779175,0.9997650980949402,97,-448.1227111816406,0.0004252379294484854,0.6173290014266968,0.9999995827674866,high,0.7240984439849854,0.11504894495010376,0.9999997019767761,0.38196802139282227
0.47822141647338867,0.4683884382247925,0.9998714923858643,98,-374.6493835449219,0.000537901243660599,0.6296364068984985,0.9999997615814209,intermediate,0.6933232545852661,0.05167806148529053,0.9999997019767761,0.40412452816963196
0.3233604431152344,0.29130738973617554,0.9997820854187012,99,-386.3940124511719,0.0006341398693621159,0.5459775328636169,0.9999996423721313,intermediate,0.6416764855384827,0.3641171455383301,0.9999995827674866,0.49132397770881653
0.35309308767318726,0.4548848867416382,0.9995198249816895,100,-196.79507446289062,0.0011691608233377337,0.5016374588012695,0.9999995231628418,intermediate,0.6886337995529175,0.34970253705978394,0.9999996423721313,0.46250849962234497
0.523950457572937,0.4043450951576233,0.9998512268066406,101,-495.109375,0.0005703362985514104,0.6293424367904663,0.9999995827674866,intermediate,0.5760135650634766,-0.08183777332305908,0.9999996423721313,0.5658983588218689
0.34589171409606934,0.5076080560684204,0.9997357130050659,102,-503.13360595703125,0.0005641633761115372,0.43388843536376953,0.9999995827674866,high,0.7098904252052307,-0.13730525970458984,0.9999997019767761,0.5688274502754211
0.4318866729736328,0.6492656469345093,0.9996330142021179,103,-315.5412292480469,0.0011247049551457167,0.5836133360862732,0.9999992251396179,intermediate,0.6650708317756653,0.28449296951293945,0.999999463558197,0.7120310068130493
0.2627219557762146,0.06094390153884888,0.998914897441864,104,-464.9612731933594,0.0008154710521921515,0.7022396326065063,0.9999997019767761,high,0.711787223815918,0.3624151349067688,0.9999996423721313,0.759955883026123
0.35781461000442505,0.38052159547805786,0.9994863867759705,105,-327.0705261230469,0.0013011674163863063,0.6649764776229858,0.9999995827674866,intermediate,0.688916802406311,0.3339881896972656,0.9999996423721313,0.8537493348121643
0.38022881746292114,0.5250985622406006,0.9996640086174011,106,-609.3897094726562,0.000671030196826905,0.650887668132782,0.9999991655349731,intermediate,0.662533164024353,0.3485335111618042,0.999999463558197,0.819179892539978
0.40918856859207153,0.4882628917694092,0.9995768666267395,107,-465.8632507324219,0.0009516804711893201,0.7365565299987793,0.9999994039535522,intermediate,0.628602147102356,0.2248517870903015,0.9999995231628418,0.8886092901229858
0.2934943437576294,0.3770073652267456,0.9993925094604492,108,-408.309326171875,0.0010347898351028562,0.6093307733535767,0.9999995231628418,high,0.7310439348220825,-0.15775227546691895,0.9999996423721313,0.8470982313156128
0.37997251749038696,0.4948688745498657,0.9990818500518799,109,-467.3157958984375,0.0009936930146068335,0.6021864414215088,0.9999995231628418,intermediate,0.6785680651664734,0.12057352066040039,0.9999995231628418,0.9307242631912231
0.36133790016174316,0.1351974606513977,0.9991908669471741,110,-311.2731018066406,0.0013997141504660249,0.7011623978614807,0.9999997615814209,intermediate,0.6747535467147827,0.18156707286834717,0.9999993443489075,0.8741861581802368
0.16389769315719604,0.20431983470916748,0.9993078708648682,111,-319.8296203613281,0.001560139935463667,0.7050560116767883,0.9999992847442627,high,0.7125705480575562,0.18613439798355103,0.9999993443489075,1.0010782480239868
0.29483503103256226,0.040293097496032715,0.9990867972373962,112,-362.4057922363281,0.001365630072541535,0.5744168758392334,0.9999988079071045,high,0.7078372240066528,0.20287108421325684,0.9999996423721313,0.9925557971000671
0.33003056049346924,0.33563417196273804,0.9992691874504089,113,-220.99655151367188,0.002068903995677829,0.6736868023872375,0.9999997019767761,intermediate,0.5921999216079712,0.10601907968521118,0.9999994039535522,0.9185791015625
0.3262684941291809,0.16039776802062988,0.9995330572128296,114,-525.5035400390625,0.00103010016027838,0.6832230091094971,0.9999996423721313,intermediate,0.6400346755981445,0.08244824409484863,0.9999995231628418,1.084702730178833
0.28982090950012207,0.2832949161529541,0.9995766878128052,115,-353.6754150390625,0.0013279933482408524,0.5896697044372559,0.9999994039535522,intermediate,0.6984739303588867,0.3054744601249695,0.9999994039535522,0.9420132040977478
0.3280354142189026,0.521653413772583,0.9991037845611572,116,-669.29541015625,0.0007729412754997611,0.6954963207244873,0.9999995231628418,intermediate,0.663388729095459,0.2683306932449341,0.9999995827674866,1.0361980199813843
0.2852247357368469,-0.05840134620666504,0.9993969202041626,117,-457.3235778808594,0.0013587953289970756,0.7641631364822388,0.9999995827674866,intermediate,0.6799060106277466,0.14491575956344604,0.9999996423721313,1.2455358505249023
0.28520631790161133,0.3418952226638794,0.9989591836929321,118,-247.74729919433594,0.0021310141310095787,0.6586769819259644,0.9999996423721313,intermediate,0.6393795013427734,0.32178837060928345,0.9999995827674866,1.0601680278778076
0.15427350997924805,0.48034876585006714,0.9989669322967529,119,-296.2197570800781,0.0018036413239315152,0.650010347366333,0.9999995827674866,intermediate,0.6283741593360901,0.07920169830322266,0.9999997019767761,1.0721557140350342
0.39676666259765625,0.3633502721786499,0.999489426612854,120,-336.3009338378906,0.0017717814771458507,0.6325842142105103,0.9999994039535522,intermediate,0.6602188348770142,0.0839652419090271,0.9999995827674866,1.1952470541000366
0.25598883628845215,0.22380489110946655,0.9994314908981323,121,-238.20144653320312,0.0029409059789031744,0.6255491375923157,0.999999463558197,intermediate,0.5383104085922241,-0.008455991744995117,0.9999991655349731,1.4069379568099976
0.4114114046096802,0.5487169623374939,0.9993162751197815,122,-348.4362487792969,0.0018367236480116844,0.6367373466491699,0.9999995231628418,intermediate,0.5957158803939819,0.2569063901901245,0.9999994039535522,1.2836356163024902
0.4845771789550781,0.36172688007354736,0.9996292591094971,123,-198.5962677001953,0.003582144621759653,0.6328625679016113,0.9999995231628418,intermediate,0.6579208970069885,0.23780643939971924,0.9999995827674866,1.4299653768539429
0.34611809253692627,0.282306432723999,0.999579131603241,124,-241.0485382080078,0.0032062011305242777,0.5300091505050659,0.9999992251396179,intermediate,0.6188178062438965,0.47463518381118774,0.9999992847442627,1.5521125793457031
0.5452929735183716,0.630996584892273,0.9996964931488037,125,-188.0998992919922,0.004085117019712925,0.6711273789405823,0.9999995827674866,intermediate,0.6119668483734131,0.07796275615692139,0.9999993443489075,1.5449904203414917
0.25452762842178345,0.2718201279640198,0.9997591972351074,126,-374.8001403808594,0.0024821755941957235,0.6569563150405884,0.999999463558197,intermediate,0.5567548871040344,0.16303730010986328,0.9999992847442627,1.8656039237976074
0.3784821629524231,0.49357473850250244,0.9993554353713989,127,-248.59552001953125,0.0037576945032924414,0.7364987134933472,0.9999996423721313,intermediate,0.6947095394134521,0.26042401790618896,0.9999995827674866,1.8758074045181274
0.48094993829727173,0.6193681955337524,0.9997461438179016,128,-149.09071350097656,0.00788176991045475,0.8190869688987732,0.9999997615814209,intermediate,0.5367589592933655,0.3275752663612366,0.9999991655349731,2.3659608364105225
0.3796847462654114,0.6092050671577454,0.9998596906661987,129,-203.1376495361328,0.00514977378770709,0.7975815534591675,0.9999998211860657,intermediate,0.620673418045044,0.3008342981338501,0.9999988079071045,2.102525472640991
