amplitude_maximum,amplitude_mean,amplitude_median,amplitude_minimum,amplitude_p05,amplitude_p90,amplitude_p95,amplitude_p99,condition,mean_correlated_energy,median_effective_rank,nll_minus_diagonalized,panel,rank,view
0.01566571742296219,0.015077055359142832,0.015070071443915367,0.014838157221674919,0.014895801432430744,0.01530558429658413,0.015365030616521835,0.015544747933745384,RANDOM_40,1.5089626685949042e-06,30.781341552734375,1.1920928955078125e-06,P40,0,0
0.015365030616521835,0.014818281475527328,0.014780733734369278,0.014553239569067955,0.014666548930108547,0.015011758543550968,0.015070071443915367,0.015246366150677204,RANDOM_40,1.5089626685949042e-06,30.781341552734375,1.1920928955078125e-06,P40,1,0
0.013519230298697948,0.012987494466869975,0.012954294681549072,0.012754732742905617,0.012804335914552212,0.013156959787011147,0.013208115473389626,0.013414724729955196,RANDOM_40,1.5089626685949042e-06,30.781341552734375,1.1920928955078125e-06,P40,2,0
0.014440799131989479,0.013922252758675313,0.013891404494643211,0.013677503913640976,0.013730671256780624,0.0141086271032691,0.014163456857204437,0.014329221099615097,RANDOM_40,1.5089626685949042e-06,30.781341552734375,1.1920928955078125e-06,P40,3,0
0.0182203222066164,0.01761181161054992,0.017596397548913956,0.01732593961060047,0.017393164336681366,0.017801983281970024,0.017929961159825317,0.01807980425655842,RANDOM_40,1.5089626685949042e-06,30.781341552734375,1.1920928955078125e-06,P40,4,0
0.0141086271032691,0.013601845547782432,0.0135717848315835,0.013362773694097996,0.013414724729955196,0.013784042559564114,0.013837620615959167,0.01399959810078144,RANDOM_40,1.5089626685949042e-06,30.781341552734375,1.1920928955078125e-06,P40,5,0
0.014553239569067955,0.013993376240250655,0.013945396989583969,0.013730671256780624,0.013837620615959167,0.014163456857204437,0.014273753389716148,0.014440799131989479,RANDOM_40,1.5089626685949042e-06,30.781341552734375,1.1920928955078125e-06,P40,6,0
0.014273753389716148,0.013725818714192428,0.013677503913640976,0.013466876931488514,0.0135717848315835,0.013891404494643211,0.01399959810078144,0.014163456857204437,RANDOM_40,1.5089626685949042e-06,30.781341552734375,1.1920928955078125e-06,P40,7,0
0.014953668229281902,0.014394941847967857,0.014384902082383633,0.014163456857204437,0.014218498952686787,0.014609784819185734,0.014666548930108547,0.014838157221674919,RANDOM_40,1.5089626685949042e-06,30.781341552734375,1.1920928955078125e-06,P40,8,0
0.014329221099615097,0.0138181027259634,0.013784042559564114,0.0135717848315835,0.013624542392790318,0.01399959810078144,0.014054006896913052,0.014218498952686787,RANDOM_40,1.5089626685949042e-06,30.781341552734375,1.1920928955078125e-06,P40,9,0
0.013466876931488514,0.012985853645659517,0.012954294681549072,0.012754732742905617,0.012804335914552212,0.013156959787011147,0.013208115473389626,0.013414724729955196,RANDOM_40,1.5089626685949042e-06,30.781341552734375,1.1920928955078125e-06,P40,10,0
0.014838157221674919,0.014310310504697554,0.014273753389716148,0.014054006896913052,0.0141086271032691,0.014496911317110062,0.014553239569067955,0.014723531901836395,RANDOM_40,1.5089626685949042e-06,30.781341552734375,1.1920928955078125e-06,P40,11,0
