condition,factor_index,factor_r2,optimizer_step,representation
RLC_CAUSAL_DAG,31,-0.1042625904083252,25,completed_state
RLC_CAUSAL_DAG,0,0.3899495005607605,50,completed_state
RLC_CAUSAL_DAG,1,0.10958194732666016,50,completed_state
RLC_CAUSAL_DAG,2,-0.30759990215301514,50,completed_state
RLC_CAUSAL_DAG,3,0.034900546073913574,50,completed_state
RLC_CAUSAL_DAG,4,0.034727513790130615,50,completed_state
RLC_CAUSAL_DAG,5,0.3665962815284729,50,completed_state
RLC_CAUSAL_DAG,6,0.016338706016540527,50,completed_state
RLC_CAUSAL_DAG,7,0.05254769325256348,50,completed_state
RLC_CAUSAL_DAG,8,0.34686803817749023,50,completed_state
RLC_CAUSAL_DAG,9,0.3531022071838379,50,completed_state
RLC_CAUSAL_DAG,10,-0.08985483646392822,50,completed_state
RLC_CAUSAL_DAG,11,0.1864272952079773,50,completed_state
RLC_CAUSAL_DAG,12,-0.19299566745758057,50,completed_state
RLC_CAUSAL_DAG,13,-0.13057148456573486,50,completed_state
RLC_CAUSAL_DAG,14,-0.26174819469451904,50,completed_state
RLC_CAUSAL_DAG,15,-0.26298952102661133,50,completed_state
RLC_CAUSAL_DAG,16,0.24804037809371948,50,completed_state
RLC_CAUSAL_DAG,17,-0.0062255859375,50,completed_state
RLC_CAUSAL_DAG,18,0.1281164288520813,50,completed_state
RLC_CAUSAL_DAG,19,-0.0488966703414917,50,completed_state
RLC_CAUSAL_DAG,20,0.01645892858505249,50,completed_state
RLC_CAUSAL_DAG,21,0.25377315282821655,50,completed_state
RLC_CAUSAL_DAG,22,0.11825251579284668,50,completed_state
RLC_CAUSAL_DAG,23,0.11776596307754517,50,completed_state
RLC_CAUSAL_DAG,24,-0.08944761753082275,50,completed_state
RLC_CAUSAL_DAG,25,0.02793705463409424,50,completed_state
RLC_CAUSAL_DAG,26,0.28004777431488037,50,completed_state
RLC_CAUSAL_DAG,27,0.26764559745788574,50,completed_state
RLC_CAUSAL_DAG,28,-0.049643754959106445,50,completed_state
RLC_CAUSAL_DAG,29,0.1332540512084961,50,completed_state
RLC_CAUSAL_DAG,30,0.12057673931121826,50,completed_state
RLC_CAUSAL_DAG,31,-0.07565605640411377,50,completed_state
RLC_CAUSAL_DAG,0,0.3650009036064148,100,completed_state
RLC_CAUSAL_DAG,1,0.12699681520462036,100,completed_state
RLC_CAUSAL_DAG,2,-0.2403416633605957,100,completed_state
RLC_CAUSAL_DAG,3,-0.05334484577178955,100,completed_state
RLC_CAUSAL_DAG,4,0.06334608793258667,100,completed_state
RLC_CAUSAL_DAG,5,0.4278145432472229,100,completed_state
RLC_CAUSAL_DAG,6,0.014273762702941895,100,completed_state
RLC_CAUSAL_DAG,7,-0.02992403507232666,100,completed_state
RLC_CAUSAL_DAG,8,0.34880781173706055,100,completed_state
RLC_CAUSAL_DAG,9,0.32833850383758545,100,completed_state
RLC_CAUSAL_DAG,10,-0.06283259391784668,100,completed_state
RLC_CAUSAL_DAG,11,0.1627025604248047,100,completed_state
RLC_CAUSAL_DAG,12,-0.08407056331634521,100,completed_state
RLC_CAUSAL_DAG,13,0.01989006996154785,100,completed_state
RLC_CAUSAL_DAG,14,-0.03339552879333496,100,completed_state
RLC_CAUSAL_DAG,15,-0.22788465023040771,100,completed_state
RLC_CAUSAL_DAG,16,0.27220451831817627,100,completed_state
RLC_CAUSAL_DAG,17,0.08275699615478516,100,completed_state
RLC_CAUSAL_DAG,18,-0.06409549713134766,100,completed_state
RLC_CAUSAL_DAG,19,-0.2383030652999878,100,completed_state
RLC_CAUSAL_DAG,20,-0.007840633392333984,100,completed_state
RLC_CAUSAL_DAG,21,0.27473652362823486,100,completed_state
RLC_CAUSAL_DAG,22,0.041101157665252686,100,completed_state
RLC_CAUSAL_DAG,23,0.0373305082321167,100,completed_state
RLC_CAUSAL_DAG,24,-0.027120351791381836,100,completed_state
RLC_CAUSAL_DAG,25,-0.031247258186340332,100,completed_state
RLC_CAUSAL_DAG,26,0.17453992366790771,100,completed_state
RLC_CAUSAL_DAG,27,0.27736467123031616,100,completed_state
RLC_CAUSAL_DAG,28,0.04865670204162598,100,completed_state
RLC_CAUSAL_DAG,29,0.0511242151260376,100,completed_state
RLC_CAUSAL_DAG,30,0.14389777183532715,100,completed_state
RLC_CAUSAL_DAG,31,-0.02490079402923584,100,completed_state
