synapse_id,parent_project_id,object_type,file_name,file_version,content_type,processed_or_raw,metadata_visible,download_test_succeeded,access_tier,certification_required,clickthrough_required,validated_profile_required,institutional_signature_required,irb_required,manual_committee_review_required,acquisition_status,scientific_role,blocker
syn29838471,syn27127036,File,LBPSEMA4BRAIN058_run1_S116_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838481,syn27127036,File,LBPSEMA4BRAIN058_run1_S116_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838490,syn27127036,File,LBPSEMA4BRAIN058_run1_S116_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838497,syn27127036,File,LBPSEMA4BRAIN058_run1_S116_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838505,syn27127036,File,LBPSEMA4BRAIN058_run2_S116_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838521,syn27127036,File,LBPSEMA4BRAIN058_run2_S116_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838543,syn27127036,File,LBPSEMA4BRAIN058_run2_S116_L002_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838551,syn27127036,File,LBPSEMA4BRAIN058_run2_S116_L002_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838558,syn27127036,File,LBPSEMA4BRAIN058_run2_S116_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838565,syn27127036,File,LBPSEMA4BRAIN058_run2_S116_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838574,syn27127036,File,LBPSEMA4BRAIN058_run2_S116_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838582,syn27127036,File,LBPSEMA4BRAIN058_run2_S116_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838609,syn27127036,File,LBPSEMA4BRAIN243_run1_S138_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838618,syn27127036,File,LBPSEMA4BRAIN243_run1_S138_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838627,syn27127036,File,LBPSEMA4BRAIN243_run1_S138_L002_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838641,syn27127036,File,LBPSEMA4BRAIN243_run1_S138_L002_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838670,syn27127036,File,LBPSEMA4BRAIN243_run1_S138_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838681,syn27127036,File,LBPSEMA4BRAIN243_run1_S138_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838692,syn27127036,File,LBPSEMA4BRAIN243_run1_S138_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838702,syn27127036,File,LBPSEMA4BRAIN243_run1_S138_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838723,syn27127036,File,LBPSEMA4BRAIN243_run2_S160_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838756,syn27127036,File,LBPSEMA4BRAIN243_run2_S160_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838766,syn27127036,File,LBPSEMA4BRAIN243_run2_S160_L002_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838777,syn27127036,File,LBPSEMA4BRAIN243_run2_S160_L002_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838791,syn27127036,File,LBPSEMA4BRAIN243_run2_S160_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838823,syn27127036,File,LBPSEMA4BRAIN243_run2_S160_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838833,syn27127036,File,LBPSEMA4BRAIN243_run2_S160_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29838845,syn27127036,File,LBPSEMA4BRAIN243_run2_S160_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839113,syn27127036,File,LBPSEMA4BRAIN050_S94_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839140,syn27127036,File,LBPSEMA4BRAIN050_S94_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839188,syn27127036,File,LBPSEMA4BRAIN050_S94_L002_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839213,syn27127036,File,LBPSEMA4BRAIN050_S94_L002_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839257,syn27127036,File,LBPSEMA4BRAIN050_S94_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839290,syn27127036,File,LBPSEMA4BRAIN050_S94_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839332,syn27127036,File,LBPSEMA4BRAIN050_S94_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839380,syn27127036,File,LBPSEMA4BRAIN050_S94_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839578,syn27127036,File,LBPSEMA4BRAIN205_run1_S49_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839600,syn27127036,File,LBPSEMA4BRAIN205_run1_S49_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839606,syn27127036,File,LBPSEMA4BRAIN205_run1_S49_L002_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839615,syn27127036,File,LBPSEMA4BRAIN205_run1_S49_L002_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839625,syn27127036,File,LBPSEMA4BRAIN205_run1_S49_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839632,syn27127036,File,LBPSEMA4BRAIN205_run1_S49_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839645,syn27127036,File,LBPSEMA4BRAIN205_run1_S49_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839664,syn27127036,File,LBPSEMA4BRAIN205_run1_S49_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839672,syn27127036,File,LBPSEMA4BRAIN205_run2_S25_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839683,syn27127036,File,LBPSEMA4BRAIN205_run2_S25_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839691,syn27127036,File,LBPSEMA4BRAIN205_run2_S25_L002_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839702,syn27127036,File,LBPSEMA4BRAIN205_run2_S25_L002_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839714,syn27127036,File,LBPSEMA4BRAIN205_run2_S25_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839740,syn27127036,File,LBPSEMA4BRAIN205_run2_S25_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839748,syn27127036,File,LBPSEMA4BRAIN205_run2_S25_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839755,syn27127036,File,LBPSEMA4BRAIN205_run2_S25_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839774,syn27127036,File,LBPSEMA4BRAIN254_run1_S123_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839810,syn27127036,File,LBPSEMA4BRAIN254_run1_S123_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839825,syn27127036,File,LBPSEMA4BRAIN254_run1_S123_L002_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839841,syn27127036,File,LBPSEMA4BRAIN254_run1_S123_L002_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839870,syn27127036,File,LBPSEMA4BRAIN254_run1_S123_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839887,syn27127036,File,LBPSEMA4BRAIN254_run1_S123_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839898,syn27127036,File,LBPSEMA4BRAIN254_run1_S123_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839912,syn27127036,File,LBPSEMA4BRAIN254_run1_S123_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839942,syn27127036,File,LBPSEMA4BRAIN254_run2_S123_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839948,syn27127036,File,LBPSEMA4BRAIN254_run2_S123_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839949,syn27127036,File,LBPSEMA4BRAIN254_run2_S123_L002_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839959,syn27127036,File,LBPSEMA4BRAIN254_run2_S123_L002_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839960,syn27127036,File,LBPSEMA4BRAIN254_run2_S123_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839961,syn27127036,File,LBPSEMA4BRAIN254_run2_S123_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839962,syn27127036,File,LBPSEMA4BRAIN254_run2_S123_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839963,syn27127036,File,LBPSEMA4BRAIN254_run2_S123_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839964,syn27127036,File,LBPSEMA4BRAIN208_run1_S164_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839967,syn27127036,File,LBPSEMA4BRAIN208_run1_S164_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839968,syn27127036,File,LBPSEMA4BRAIN208_run1_S164_L002_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839971,syn27127036,File,LBPSEMA4BRAIN208_run1_S164_L002_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839972,syn27127036,File,LBPSEMA4BRAIN208_run1_S164_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839975,syn27127036,File,LBPSEMA4BRAIN208_run1_S164_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839978,syn27127036,File,LBPSEMA4BRAIN208_run1_S164_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839979,syn27127036,File,LBPSEMA4BRAIN208_run1_S164_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839980,syn27127036,File,LBPSEMA4BRAIN208_run2_S164_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839983,syn27127036,File,LBPSEMA4BRAIN208_run2_S164_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839986,syn27127036,File,LBPSEMA4BRAIN208_run2_S164_L002_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839989,syn27127036,File,LBPSEMA4BRAIN208_run2_S164_L002_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839990,syn27127036,File,LBPSEMA4BRAIN208_run2_S164_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839993,syn27127036,File,LBPSEMA4BRAIN208_run2_S164_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839996,syn27127036,File,LBPSEMA4BRAIN208_run2_S164_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29839997,syn27127036,File,LBPSEMA4BRAIN208_run2_S164_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29840093,syn27127036,File,LBPSEMA4BRAIN271_run1_S157_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29840094,syn27127036,File,LBPSEMA4BRAIN271_run1_S157_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29840095,syn27127036,File,LBPSEMA4BRAIN271_run1_S157_L002_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29840098,syn27127036,File,LBPSEMA4BRAIN271_run1_S157_L002_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29840099,syn27127036,File,LBPSEMA4BRAIN271_run1_S157_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29840100,syn27127036,File,LBPSEMA4BRAIN271_run1_S157_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29840101,syn27127036,File,LBPSEMA4BRAIN271_run1_S157_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29840102,syn27127036,File,LBPSEMA4BRAIN271_run1_S157_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29840104,syn27127036,File,LBPSEMA4BRAIN271_run2_S157_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29840105,syn27127036,File,LBPSEMA4BRAIN271_run2_S157_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29840106,syn27127036,File,LBPSEMA4BRAIN271_run2_S157_L002_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29840107,syn27127036,File,LBPSEMA4BRAIN271_run2_S157_L002_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29840108,syn27127036,File,LBPSEMA4BRAIN271_run2_S157_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29840109,syn27127036,File,LBPSEMA4BRAIN271_run2_S157_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29840110,syn27127036,File,LBPSEMA4BRAIN271_run2_S157_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29840111,syn27127036,File,LBPSEMA4BRAIN271_run2_S157_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29840152,syn27127036,File,LBPSEMA4BRAIN099_S1_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29840155,syn27127036,File,LBPSEMA4BRAIN099_S1_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
