cell_id_hash,broad_family,local_isolation,donor_id_hash,dataset_id,technology,candidate_only_not_new_cell_type
a23c4448e7c3b6b37fddf5fb9262f7bff4703176476f3b81c542b8045e4c05d5,Neuronal: GABAergic,0.4033352732658386,a951392dbccdb95df9047af5f60f6cb824ba072f6182df53d5d39c3fdf45f724,HVS,10x 3' v3,True
5498a64b486a447b7fb75d8c159258621e408d53cd49d0747b415bce909dd0ab,Neuronal: GABAergic,0.36845386028289795,a951392dbccdb95df9047af5f60f6cb824ba072f6182df53d5d39c3fdf45f724,HVS,10x 3' v3,True
c22a2d9a9ba024cbac1bbc5849da9fd7f54a85d22cc6dda51e18efd40a212a20,Neuronal: GABAergic,0.3716743588447571,a951392dbccdb95df9047af5f60f6cb824ba072f6182df53d5d39c3fdf45f724,HVS,10x 3' v3,True
31a1a3889240bad931efa9034005595a20302d11ba8327e21e30c3b9fd52895c,Neuronal: GABAergic,0.3722020089626312,a951392dbccdb95df9047af5f60f6cb824ba072f6182df53d5d39c3fdf45f724,HVS,10x 3' v3,True
0f9867d05e588c062f8c5bf1378eb3884951d1f860cbf5417095caf8cc23e038,Neuronal: GABAergic,0.3858061730861664,96b24b8dea7a6234327f7ba4627918b7600323c4e5b157ec0899e6bc4de95394,HVS,10x 3' v3,True
0c820f43843eba6d82adcdbbe860881c5a6e03e95506e697373beb647811dc79,Neuronal: GABAergic,0.3886500895023346,e6d2383857791b16e12c913b203289744cf62f49fbec09b303ebd0ce4ab8ad12,HVS,10x 3' v3,True
0b0cbc4b9f9fd7ddfc0e4a76b69616d6f728980ef26d81cffa644c183003d27f,Neuronal: GABAergic,0.37227001786231995,a3f8b35353f3fc3b673f9a7dcb09069f6322f191273e6ad319d65813b9e7b3a3,HVS,10x 3' v3,True
0faa1af783415415949148ca931a29d401d882d63f76b4bb672f5450ad6c6696,Neuronal: GABAergic,0.40443676710128784,c264aed2f5b5a233c0bfff401d1eb48abd03f4890f37d8cd0507c47d0927ac60,HVS,10x 3' v3,True
2b8200b2d054e69c68b75f17ca141a7eb3d28b8ed5f06f8d5c9bab87c43645aa,Neuronal: GABAergic,0.37087345123291016,a32a5095c5e859719ffcd8754ff651852c208c1a49577edc36a7b272b59ad2a3,HVS,10x 3' v3,True
142137cf569e430ba21fad7d0b4826a41263fd65f1046b384ca985d1dec041bf,Neuronal: GABAergic,0.39361459016799927,d770a5076be8c3196310447f15c0bfee82f59cf7f255a88c974f815da29bac0b,HVS,10x 3' v3,True
261f160c36d0958749238c8c18cb86795dfcb0eeeb42d6580dd97170a26a071b,Neuronal: GABAergic,0.38399168848991394,efdc973fef5e2f49d7d56da30efceaef22d91b470448201eec3ecc807d9c872b,HVS,10x 3' v3,True
238c8affe8e440c9bffade6e6e2746866f0dfac98b90d6b8a103a859925e6438,Neuronal: GABAergic,0.3842608332633972,efdc973fef5e2f49d7d56da30efceaef22d91b470448201eec3ecc807d9c872b,HVS,10x 3' v3,True
0886f16c9fdc0d8108e95bf44678a489d843e4ccf261283354b24f442cf36da5,Neuronal: GABAergic,0.40971240401268005,e2e3a4f0afa55ea4c5542d3dcae5b0820bf870fcd3bf4f626f7c3067af2b7b28,HVS,10x 3' v3,True
072b938b2ea0689f2d7e1d2383cf7f7670c5bc959095e85ca0895ec61f0ad896,Neuronal: GABAergic,0.5335510969161987,12a67adfdd500c1dcc405ec27303bf0419d5f161215e6b6de8b8e1ec1e179ec3,HVS,10x 3' v3,True
1a5f6226e9113a1d869e1f1d84876e262e90c660cf0ed46bcb26f2f176c752fa,Neuronal: GABAergic,0.3849310576915741,3bee44480e84c2882efa859cb06d21f2126dca8ecaf0579abf9069f62bb6cde7,HVS,10x 3' v3,True
24d87f74cef5e07c412257ca6134e7b24231522fdcadce029cf937fee3521e4c,Neuronal: GABAergic,0.3968845009803772,3bee44480e84c2882efa859cb06d21f2126dca8ecaf0579abf9069f62bb6cde7,HVS,10x 3' v3,True
b7573507859758b0d5861f5950053eeb04ac635ce3774baa1a627826f7e9847c,Neuronal: GABAergic,0.4176836609840393,18304017f996dea8d94d5b82b883f525047a7803b005dd7f277f42311226469f,HVS,10x 3' v3,True
13444c08be9517d0d78fa60e5921681954303144459b2cfa01cb43b56e6e67ab,Neuronal: GABAergic,0.3844163715839386,4c6f0838d72c7e270006aa13ff2db03e7f8b79b348b5d779b0413628270e2bf9,HVS,10x 3' v3,True
52923da29fe6b40ecea970478188c164df3c95fa1e72537b155e3be4213751cb,Neuronal: GABAergic,0.38765403628349304,9449a03157f7e4edfb672e30401c49db3631b640eae295f4b569567d14b7ad16,HVS,10x 3' v3,True
29d411f906389288a5a4a84a39f7246ae7646046abe17b52b877f1f6b0386c7f,Neuronal: GABAergic,0.5230658650398254,9449a03157f7e4edfb672e30401c49db3631b640eae295f4b569567d14b7ad16,HVS,10x 3' v3,True
104b7f3f3cb50884719efbc0e892ac7b1a960aa202972d71a7ce7f087253d9c2,Neuronal: GABAergic,0.38162556290626526,a951392dbccdb95df9047af5f60f6cb824ba072f6182df53d5d39c3fdf45f724,HVS,10x 3' v3,True
15df24f27fdfd31d85bda8a5350801c4e4a67ab796e697b30c92d8f0f6ee030d,Neuronal: GABAergic,0.4009736180305481,a951392dbccdb95df9047af5f60f6cb824ba072f6182df53d5d39c3fdf45f724,HVS,10x 3' v3,True
15cf158fb510c42266ad84be8554e9b7810430286e957d3758e87ef4535c8179,Neuronal: GABAergic,0.376482754945755,a951392dbccdb95df9047af5f60f6cb824ba072f6182df53d5d39c3fdf45f724,HVS,10x 3' v3,True
1408b8b99ade4963819754262ead274fca149a7b082f80011a938fd00aee2b16,Neuronal: GABAergic,0.37002381682395935,a951392dbccdb95df9047af5f60f6cb824ba072f6182df53d5d39c3fdf45f724,HVS,10x 3' v3,True
0d1426813dd369d6be66f7ea67e952c133788c8371153fc38d11a03765689a84,Neuronal: GABAergic,0.37498968839645386,a951392dbccdb95df9047af5f60f6cb824ba072f6182df53d5d39c3fdf45f724,HVS,10x 3' v3,True
0e281c57753320ae9f8411e5255c4a92380d8912caf286558d7513c30187837c,Neuronal: GABAergic,0.3671778440475464,a951392dbccdb95df9047af5f60f6cb824ba072f6182df53d5d39c3fdf45f724,HVS,10x 3' v3,True
9b3ce01e77580cbfa04d3938c8e62f96d822e3b2d93b6b32a1974b2e8d7bca45,Neuronal: GABAergic,0.558746874332428,ec53cf57ace85c936b7a01ca47891174f06bca53d0bda1e234b7ffc6258569b1,HVS,10x 3' v3,True
d9b2f72ff12148868fa49305c422ce048ea6ec8dcf1b50908ec5bc877d0e7aef,Neuronal: GABAergic,0.42098745703697205,ec53cf57ace85c936b7a01ca47891174f06bca53d0bda1e234b7ffc6258569b1,HVS,10x 3' v3,True
8283111026f9e5ecc5308e07c93d30835677bceffd2bacbb19f739992e194586,Neuronal: GABAergic,0.4983331561088562,7f62f99784b14bc73e438761a847e4ef964457f5e8bdda854ff1de93555ce010,HVS,10x 3' v3,True
80414c983f53cacdfb3c1d5680e6c02554df8e53dc21237f5a4da75d29c4702d,Neuronal: GABAergic,0.5204535126686096,a3f8b35353f3fc3b673f9a7dcb09069f6322f191273e6ad319d65813b9e7b3a3,HVS,10x 3' v3,True
92b166a0245463b87996c735440ac9c49f29c270f0f02aafc94894fb45a57e44,Neuronal: GABAergic,0.3711414635181427,a3f8b35353f3fc3b673f9a7dcb09069f6322f191273e6ad319d65813b9e7b3a3,HVS,10x 3' v3,True
827014e349377abe06b233577acedecc75f67e4a26875562ac11b9e06370eaa7,Neuronal: GABAergic,0.5659205317497253,bb8c7f8e67104adcd382dae1604af4afc33130ca60e837f78dd315bc3e12f830,HVS,10x 3' v3,True
2eb747cdb6295edfa8845bab4d34c3a97412a6179cb2dfd123c2d625bfe635d3,Neuronal: GABAergic,0.4745412766933441,b5d3f3a08e1f18dc7704105e17aef4e234c848adfafe4815c3719fd75d602a9f,HVS,10x 3' v3,True
7965ff3d2bf2efa116148b131f9eb10950a4b45ad4cdfd044fbc0efd3c10aa1f,Neuronal: GABAergic,0.3743342459201813,7e1a43e5ba39bd905dde56b9ebcce3f3a6115781b45ea3a3b49fa6923946c808,HVS,10x 3' v3,True
ac7674ba237145a197808eae1fa83fc03babb419d96a266e95a9e50232fbf254,Neuronal: GABAergic,0.501817524433136,a85b660d380c0f12f9b9caa241d94b62f7ff587725c975ca9b799f11eec84f64,HVS,10x 3' v3,True
9e4c9185f67cf21133a2be5e319c827ac52a25898a9cf04d086244765ce2c0a6,Neuronal: GABAergic,0.38588112592697144,4c6f0838d72c7e270006aa13ff2db03e7f8b79b348b5d779b0413628270e2bf9,HVS,10x 3' v3,True
402295f0ebf9cfd4e762b78af030a1e15ca715f2f32114986c827b00b21b15ce,Neuronal: GABAergic,0.40503600239753723,4c6f0838d72c7e270006aa13ff2db03e7f8b79b348b5d779b0413628270e2bf9,HVS,10x 3' v3,True
1de9de93cb7a75684f198b51e0902582579e4d9fe0d8bec883ddfcd91ccc0963,Neuronal: GABAergic,0.4528414309024811,4c6f0838d72c7e270006aa13ff2db03e7f8b79b348b5d779b0413628270e2bf9,HVS,10x 3' v3,True
2b67657400b65f831b47a039a5d16de244cbe06f3f55809e4c644702cd9408bb,Neuronal: GABAergic,0.39503076672554016,a951392dbccdb95df9047af5f60f6cb824ba072f6182df53d5d39c3fdf45f724,HVS,10x 3' v3,True
04c9c9628031b543f8eeb4cad5e771b5cfb85957711e713bfd9b41c59f770483,Neuronal: GABAergic,0.39132773876190186,96b24b8dea7a6234327f7ba4627918b7600323c4e5b157ec0899e6bc4de95394,HVS,10x 3' v3,True
097fc9ace3e36ee02525399ff8b3ec9364845e80938434bdb982ed310bf89aab,Neuronal: GABAergic,0.4546505808830261,6b8629f0c62a5246c8e9f5651132c8e675699b376531416ff8fffe0e820b11b4,HVS,10x 3' v3,True
0b433f79f04bf469f9055f412587795c2139a9c2363467a9f9e4da323e87e223,Neuronal: GABAergic,0.3812440037727356,6b8629f0c62a5246c8e9f5651132c8e675699b376531416ff8fffe0e820b11b4,HVS,10x 3' v3,True
07bc46af2dda3d882fc1a4c44c7213565712b3d65217637f059636e322354851,Neuronal: GABAergic,0.37416309118270874,6b8629f0c62a5246c8e9f5651132c8e675699b376531416ff8fffe0e820b11b4,HVS,10x 3' v3,True
038fcdf8834ed24f6ded133eec7d8d416fe06860c97bce23da46898dac4d3d75,Neuronal: GABAergic,0.40989550948143005,26734731a308159290097c60e98c654ab8a2df0a50861eb555c17de9d9257834,HVS,10x 3' v3,True
024b805ca072a882c7193d18eca8e0b374d9494d4818c3f5551dafa15746df9b,Neuronal: GABAergic,0.39122286438941956,a32a5095c5e859719ffcd8754ff651852c208c1a49577edc36a7b272b59ad2a3,HVS,10x 3' v3,True
07c4b1fdd3cd25aa39d29bdcd730538e5929635d9d4b4450198c75ffe629ccee,Neuronal: GABAergic,0.38748911023139954,30f919ad1453ffbfbd8c733050235c1c22a0f2a85817dc8dfbc1cda3f30dac8b,HVS,10x 3' v3,True
1abb8a13aa38f93e99fe07d03a0c6d5e2e493a37786ded6b10c9789011f744b6,Neuronal: GABAergic,0.3983379006385803,d770a5076be8c3196310447f15c0bfee82f59cf7f255a88c974f815da29bac0b,HVS,10x 3' v3,True
2ade26315f45dc5f05be8714cd06bc5a7ed9eb77bf7ffa6ce55eab7835ff1540,Neuronal: GABAergic,0.38796427845954895,d770a5076be8c3196310447f15c0bfee82f59cf7f255a88c974f815da29bac0b,HVS,10x 3' v3,True
010e618e355928f7ee2e20ca777a3b67b5eb5f19950dccdf2e6ae7620fadb384,Neuronal: GABAergic,0.36912843585014343,2c6f12f68512809d0dd15936ff985ce6d707fb6943086fc5eb939b684393c957,HVS,10x 3' v3,True
16ae8c5b7c6d4545c416ca72f0948769bf97088eadd61355575cc45b6431a098,Neuronal: GABAergic,0.36631372570991516,3bee44480e84c2882efa859cb06d21f2126dca8ecaf0579abf9069f62bb6cde7,HVS,10x 3' v3,True
0cc44c3105790b20c468327846f99b1839205571cabfb26bfe80280a54c701e2,Neuronal: GABAergic,0.4042523205280304,3bee44480e84c2882efa859cb06d21f2126dca8ecaf0579abf9069f62bb6cde7,HVS,10x 3' v3,True
183fa011ce74d64d8ad1cf5640c8fbe7065f9cefb6c9850430735ed6f2ea416f,Neuronal: GABAergic,0.3871021568775177,3bee44480e84c2882efa859cb06d21f2126dca8ecaf0579abf9069f62bb6cde7,HVS,10x 3' v3,True
0966f6f662427fc30c40291cc27c86d7145cd13735bb9e6c9dd5a225e2db0549,Neuronal: GABAergic,0.39180460572242737,bf3c7697aaa8aee2ee673726d8f7f20c9ef75414b38a968b252d62e18d0426a2,HVS,10x 3' v3,True
051da5900d7df7877cd8662016b484184d9c0a6d5612a0c4c2c766a4e95a26ef,Neuronal: GABAergic,0.37513867020606995,a39b8d739e32d0d6ccbc70ed7a6ba8b2bd24ab7d40e785867966f3ec53f5f9ad,HVS,10x 3' v3,True
1256a1cc66c6cd8ae6c7afbaf7760504792d9692fb8d5993720d3ad038963ce1,Neuronal: GABAergic,0.4187849760055542,4365d8505bda4885a467b5da11ae262f6a8566bd2a4b911c28e07bff812649b3,HVS,10x 3' v3,True
00f94993370d5470b76830f9b3f14c64e047937254beb15d1bf173a1dd1b4a4d,Neuronal: GABAergic,0.39547795057296753,a85b660d380c0f12f9b9caa241d94b62f7ff587725c975ca9b799f11eec84f64,HVS,10x 3' v3,True
0689d0f3b4579672408c903458b613da1e29fcc01a66af24e7dd3a745849470f,Neuronal: GABAergic,0.3714431822299957,a85b660d380c0f12f9b9caa241d94b62f7ff587725c975ca9b799f11eec84f64,HVS,10x 3' v3,True
281e85a27fc00311761f9edb70f51f108b1738433029258be268bb448246981f,Neuronal: GABAergic,0.4733964204788208,5cd264db4709d1f2e7665cde0dd23d870472c6b1cc98707a336cab55c3e2696b,HVS,10x 3' v3,True
290a08377c70b62f4399fd39cde8e5ae8dd5c09cb5ec80d780e60e02da8b9f7b,Neuronal: GABAergic,0.40864086151123047,20e34d582b34a7a9782555a4cae421421fbb9169e4faf2ddca728ea5f2f6753d,HVS,10x 3' v3,True
1b212c67d6328e9b77b87312444e2aaab12c22bd3cbd40cd46538b84d5cf1dbe,Neuronal: GABAergic,0.3960033059120178,20e34d582b34a7a9782555a4cae421421fbb9169e4faf2ddca728ea5f2f6753d,HVS,10x 3' v3,True
05b5cc41f0e2046f2939ba11a00950f72c435d10cc1bb0c7b90768fb1de45b0e,Neuronal: GABAergic,0.3851149380207062,20e34d582b34a7a9782555a4cae421421fbb9169e4faf2ddca728ea5f2f6753d,HVS,10x 3' v3,True
0281b636e2147c7186c57837e2ade7020c8fae5ce0c92e5f440e784d5fc36658,Neuronal: GABAergic,0.3761957287788391,a951392dbccdb95df9047af5f60f6cb824ba072f6182df53d5d39c3fdf45f724,HVS,10x 3' v3,True
037ab7274620c7eb4df4d15ee58e7024c20f49d95a5636128535e19cbe052e64,Neuronal: GABAergic,0.3675827383995056,a951392dbccdb95df9047af5f60f6cb824ba072f6182df53d5d39c3fdf45f724,HVS,10x 3' v3,True
04f9f62469250bf15b1784379c4d97cee77f3ed4d51997b5c1e74239f3ff5a1d,Neuronal: GABAergic,0.4149494767189026,a951392dbccdb95df9047af5f60f6cb824ba072f6182df53d5d39c3fdf45f724,HVS,10x 3' v3,True
8ce8132b9c190ccee8c1377a27a7762241b3d53225b571631d58fbf9a5560a75,Neuronal: GABAergic,0.4408362805843353,e6d2383857791b16e12c913b203289744cf62f49fbec09b303ebd0ce4ab8ad12,HVS,10x 3' v3,True
1b4d40c6198f02d2db6e7b27db292737cfb77c1527aa4d3d49141c17f9df9f03,Neuronal: GABAergic,0.4120403826236725,5fb9f976dc3d670145ce965f50b54f309c16b580282fba605b8849f76eea58e1,HVS,10x 3' v3,True
17e548a9757ee8b785de6b09b2de9e65649ff4fbb3d9344b7f65c11d38d0e1af,Neuronal: GABAergic,0.40261316299438477,5fb9f976dc3d670145ce965f50b54f309c16b580282fba605b8849f76eea58e1,HVS,10x 3' v3,True
472ca25c3be65bc9f37e580c49dfff8ce132e606266733e901fad8b3b330e3e8,Neuronal: GABAergic,0.5022153258323669,18bea7098dcce38722eef5c15ecd78c2f16f580dbbb19eb3b5edbc8eed41e036,HVS,10x 3' v3,True
d4d92f7e9be0cca367ead82d5e544728de5055d2a9664a674d822782e39e08b1,Neuronal: GABAergic,0.38561779260635376,30f919ad1453ffbfbd8c733050235c1c22a0f2a85817dc8dfbc1cda3f30dac8b,HVS,10x 3' v3,True
644e63db1461b5e195e829a84dd3fb579c4dc0a3d5d284196d927b3dbf980215,Neuronal: GABAergic,0.5709702372550964,55522efcc7969a75c216f03f976f24e39f2881d74d964f20b0447564f350d53d,HVS,10x 3' v3,True
9e2c8d955662ed0952a5ab1dcce745c1f191425bdbfeefab9bd1968f0e1a17e4,Neuronal: GABAergic,0.4316807687282562,4999b91d8917a249d818af15cada9b876788471759a8f109a01f5e12513997f9,HVS,10x 3' v3,True
cd9e2c023d3f51d7555bdd7b9090674cac9a7d7fbdbaec612b8ca5c1c67cc330,Neuronal: GABAergic,0.4439004957675934,4999b91d8917a249d818af15cada9b876788471759a8f109a01f5e12513997f9,HVS,10x 3' v3,True
bdeb06480c8c5de82656128300324fa278e7968a40550550b360a8cb660b6b41,Neuronal: GABAergic,0.3844805061817169,d1c672ad331d8ede68b27cd775eb137f5c375adb1a0495867c7090ef9a1e8b96,HVS,10x 3' v3,True
3d621719022e7b80cecdd21cf778b794ac452c90a44d11cb307d0b6bdbb04b36,Neuronal: GABAergic,0.4241947531700134,b5d3f3a08e1f18dc7704105e17aef4e234c848adfafe4815c3719fd75d602a9f,HVS,10x 3' v3,True
01fd96bc7d78c304c9649100f95ed02697906f5b5e240e9a04d5ed9447f0fbf8,Neuronal: GABAergic,0.38676711916923523,3bee44480e84c2882efa859cb06d21f2126dca8ecaf0579abf9069f62bb6cde7,HVS,10x 3' v3,True
514e2c0aaeedd9b46e99a7a4899dd68dd21f8325c536992cb8fe189c938575b7,Neuronal: GABAergic,0.4828508794307709,3bee44480e84c2882efa859cb06d21f2126dca8ecaf0579abf9069f62bb6cde7,HVS,10x 3' v3,True
11031239dbf62f383bb448cf366efa9cf35f94a8d119349e5fcdb7f4376a6e6e,Neuronal: GABAergic,0.4367098808288574,3bee44480e84c2882efa859cb06d21f2126dca8ecaf0579abf9069f62bb6cde7,HVS,10x 3' v3,True
969a9aba777aa09c1b9eedb28b7afd6d3b55c998f3bc449dc515c19cfc5bfc92,Neuronal: GABAergic,0.42231109738349915,4c6f0838d72c7e270006aa13ff2db03e7f8b79b348b5d779b0413628270e2bf9,HVS,10x 3' v3,True
04cd8bb7582a8016a46dafecc320250c304363b81a507708116c509d0d236f9a,Neuronal: GABAergic,0.42627817392349243,90c6407046b8af2bf1de46d9b25a1126ca12435a9526a2824cdc1c978d1c3d2d,HVS,10x 3' v3,True
68a3b6da94bb4646a4cfcc1f1b86c4ee401be67cad5b2378fd92fe1a0e141d24,Neuronal: GABAergic,0.3739416003227234,a951392dbccdb95df9047af5f60f6cb824ba072f6182df53d5d39c3fdf45f724,HVS,10x 3' v3,True
5ff1a8a0bf284636c9cb673cbbce121efbafb4b213f8c32118bd70adae97f7ad,Neuronal: GABAergic,0.4401102066040039,a951392dbccdb95df9047af5f60f6cb824ba072f6182df53d5d39c3fdf45f724,HVS,10x 3' v3,True
2669bcf5d24719a10b4d7481f4a4977a2e5f89736cb5848412428d0ccc3e5ddb,Neuronal: GABAergic,0.4391613006591797,96b24b8dea7a6234327f7ba4627918b7600323c4e5b157ec0899e6bc4de95394,HVS,10x 3' v3,True
630d4460a9cd4f909e76a444b9271316fbe01e9b565b7faec7318132ce5d2d26,Neuronal: GABAergic,0.37154528498649597,96b24b8dea7a6234327f7ba4627918b7600323c4e5b157ec0899e6bc4de95394,HVS,10x 3' v3,True
1a098ce19d56925054af5f91910bf52be3609f318647967602886d9962421413,Neuronal: GABAergic,0.36686551570892334,a3f8b35353f3fc3b673f9a7dcb09069f6322f191273e6ad319d65813b9e7b3a3,HVS,10x 3' v3,True
17ebe964184082474653841599fcc6ad30353dce9b6e1dc4063e3b663ffacace,Neuronal: GABAergic,0.3981121778488159,26734731a308159290097c60e98c654ab8a2df0a50861eb555c17de9d9257834,HVS,10x 3' v3,True
b37a7edbe454c0141ce45a2254810ecd6847c669ebe44683213587739ecb2105,Neuronal: GABAergic,0.6455435156822205,74a0d94a300f3489cf73ed7e2eacdef8a6d541bbfa79594e12fd6c6d1b0411bc,HVS,10x 3' v3,True
7c09969e7e94220281d63a478488039d2f49ecb57fba8950e7df6d40e29dd072,Neuronal: GABAergic,0.40070685744285583,4999b91d8917a249d818af15cada9b876788471759a8f109a01f5e12513997f9,HVS,10x 3' v3,True
36c4dbecaed3080f7f2bd511a9286dd759a006f6a194aac71bd2e7e9e7045e43,Neuronal: GABAergic,0.40632396936416626,c47de577fd1a830cb70cd051fe7253d9a297449e7d6e747c2eb9446cfc00a591,HVS,10x 3' v3,True
26bab8371db89e02ba641dc97372ae2da2ce000a86703a37262fb6ddfe8109d8,Neuronal: GABAergic,0.39002448320388794,f3d204af25756c92afab77c48e4b5dc6003f427e895cd434a614009472d4c4ce,HVS,10x 3' v3,True
50a1cabcd527024ef6eec51e79e36a8c4b9f491b87934a4ba6d2169d9dd05e68,Neuronal: GABAergic,0.4844866693019867,2904bb5b999797e4763193ca091819215fbb70a8ea9166ae3139e3b9708d3ba2,HVS,10x 3' v3,True
84bbcc84fbea2181c8689845e434a5da79a8a6ed2cca18b6da81200051a180a5,Neuronal: GABAergic,0.5293412804603577,3bee44480e84c2882efa859cb06d21f2126dca8ecaf0579abf9069f62bb6cde7,HVS,10x 3' v3,True
