status,component,singular_value,eigenvalue,relative_eigengap_to_next,cumulative_fraction_of_audited_256_eigenvalue_sum
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,21,324.71697998046875,105441.11708763614,0.14760787210050968,0.618119531449692
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,22,299.79522705078125,89877.17816242948,0.01792016817372977,0.6217550623249626
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,23,297.0968933105469,88266.56401477847,0.022047228614907082,0.6253254438755474
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,24,293.8035583496094,86320.53089889232,0.018570641544804194,0.6288171084078441
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,25,291.0627136230469,84717.5032616118,0.04756213722976577,0.6322439304897168
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,26,284.0566101074219,80688.15774571989,0.014303924411170704,0.6355077655894695
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,27,282.0177307128906,79534.00043644849,0.03354639961224411,0.6387249150386648
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,28,277.2470397949219,76865.921075047,0.020974981677254347,0.6418341407068251
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,29,274.3240051269531,75253.6597888926,0.024286236822092515,0.6448781504235652
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,30,270.9723815917969,73426.03158553038,0.04034916472560381,0.6478482325994359
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,31,265.4493408203125,70463.35254193842,0.005743235751737068,0.6506984744403438
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,32,264.68597412109375,70058.66489643231,0.013731026835092504,0.6535323466704099
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,33,262.86248779296875,69096.68748870865,0.026933203390021216,0.6563273069248378
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,34,259.2984619140625,67235.69235099852,0.021615546970622134,0.6590469899462661
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,35,256.480712890625,65782.35608488321,0.027487317993996677,0.6617078855315995
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,36,252.93116760253906,63974.175544783706,0.00819616761936638,0.66429564023383
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,37,251.8925018310547,63449.83247870789,0.00725972273180937,0.6668621852647634
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,38,250.97650146484375,62989.20428753272,0.008483271422267536,0.6694100978903933
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,39,249.90968322753906,62454.84977088892,0.008698627675948084,0.6719363958816599
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,40,248.82037353515625,61911.578286174685,0.008251292992360605,0.6744407185473019
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,41,247.7917022705078,61400.72771411599,0.012128198760305148,0.6769243773128822
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,42,246.28448486328125,60656.04748437181,0.005336685425570941,0.679377913771301
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,43,245.62643432617188,60332.345239789225,0.008239954428737,0.6818183564774608
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,44,244.61236572265625,59835.209464434534,0.000685682282851208,0.684238690046936
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,45,244.5284881591797,59794.18152141408,0.004726508950960818,0.6866573640365641
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,46,243.94992065429688,59511.56378723774,0.006970265502955823,0.6890646061419307
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,47,243.09823608398438,59096.7523871446,0.008631851600181317,0.691455069130693
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,48,242.04676818847656,58586.63799048611,0.007885029290681383,0.6938248979976805
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,49,241.09060668945312,58124.68063388858,0.0011134793004274049,0.696176040694638
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,50,240.9563446044922,58059.96000515879,0.01257034248825645,0.6985245654428701
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,51,239.43710327148438,57330.12642303947,0.006187286547356494,0.7008435684306747
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,52,238.69522094726562,56975.408503063954,0.0030641709642938173,0.7031482230824896
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,53,238.32923889160156,56800.82611065009,0.006716325693334213,0.7054458158784377
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,54,237.5275421142578,56419.33326284052,0.015390321363104099,0.7077279772928576
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,55,235.69264221191406,55551.021592833335,0.001262423683230942,0.7099750155097071
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,56,235.5438232421875,55480.89266754687,0.006790578254164443,0.7122192170122945
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,57,234.7427215576172,55104.14532427699,0.0028328660233018113,0.7144481790889605
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,58,234.4099884033203,54948.04266324476,0.007184542261571655,0.7166708268146923
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,59,233.56640625,54553.26612854004,0.011947629428954217,0.718877505833906
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,60,232.16693115234375,53901.48392069712,0.004680060655802049,0.7210578202699294
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,61,231.62301635742188,53649.22170651052,0.002426645923725869,0.7232279307021434
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,62,231.34181213378906,53519.03404134535,0.012204296150780388,0.7253927750447232
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,63,229.92579650878906,52865.87190020108,0.003253563904101445,0.7275311989858257
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,64,229.55145263671875,52693.86940762773,0.002933788994056415,0.7296626654279819
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,65,229.2144775390625,52539.27671350539,0.011555315214456635,0.7317878785973487
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,66,227.8863067626953,51932.16880994127,0.004132648494047252,0.7338885342586458
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,67,227.41493225097656,51717.55141071626,0.008827399671651437,0.7359805086484876
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,68,226.40896606445312,51261.01991437469,0.0009684983761228234,0.7380540163442874
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,69,226.29930114746094,51211.373699829215,0.008256506931370266,0.7401255158512509
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,70,225.36314392089844,50788.54663791158,0.0037970849679529865,0.7421799120081769
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,71,224.93487548828125,50595.69821092859,0.0020720082587075824,0.7442265074483372
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,72,224.70172119140625,50490.86350638047,0.0033688694664533803,0.7462688623258432
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,73,224.32290649414062,50320.76637797896,0.00567322560188267,0.7483043367763628
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,74,223.68568420410156,50035.28531785705,0.0038872165061211925,0.7503282635211176
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,75,223.25050354003906,49840.787330880994,0.009729110475892826,0.7523443228244231
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,76,222.16183471679688,49355.88080473337,0.0062728602414259356,0.7543407676640407
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,77,221.4639434814453,49046.278262352804,0.0029421905000556695,0.7563246890841998
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,78,221.13790893554688,48901.97476838622,0.007817543806900945,0.7583027734296036
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,79,220.27183532714844,48519.6814383904,0.005090716492009803,0.7602653940139834
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,80,219.71044921875,48272.68149590492,0.00020278236802407564,0.7622180234533869
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,81,219.68817138671875,48262.89264724031,0.0021876568925884177,0.7641702569339687
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,82,219.44773864746094,48157.30999748432,0.00903501824846179,0.7661182195975207
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,83,218.45413208007812,47722.20782286022,0.003090658918743738,0.7680485823828602
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,84,218.1162872314453,47574.71475563035,0.005633247109081469,0.769972979075241
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,85,217.50106811523438,47306.71463126782,0.006082981939781672,0.7718865351655174
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,86,216.83853149414062,47018.948740535416,0.007433043965826711,0.773788451128656
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,87,216.03114318847656,46669.45482732006,0.004787791117656928,0.7756762300668214
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,88,215.51336669921875,46446.01122603193,0.004213372469440797,0.7775549707137545
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,89,215.05886840820312,46250.31688101683,0.003810583606075821,0.7794257955265684
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,90,214.6487274169922,46074.07618173421,0.0014634351498722304,0.781289491405021
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,91,214.49160766601562,46006.64975915197,0.009182827962843669,0.7831504598854163
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,92,213.5045166015625,45584.17860926688,0.0026952493721335373,0.7849943394124119
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,93,213.2165985107422,45461.31788049103,0.0018629634534194685,0.7868332492242701
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,94,213.0178985595703,45376.62510673539,0.004965475723493543,0.7886687332143547
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,95,212.48837280273438,45151.308576353826,0.006609206830049637,0.7904951031532456
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,96,211.78501892089844,44852.89423932531,0.001845606137065106,0.7923094022354622
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,97,211.58949279785156,44770.11346245208,0.006579880141994908,0.7941203528361581
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,98,210.89222717285156,44475.53148192563,0.006064130713375029,0.7959193875989584
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,99,210.25181579589844,44205.82604547241,0.0032412763451587345,0.7977075127797992
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,100,209.91079711914062,44062.542747193016,0.0015372759962944023,0.7994898421527892
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,101,209.7493896484375,43994.80645789206,0.005270737779060754,0.8012694315936165
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,102,209.19589233398438,43762.92136941198,0.006885186481323383,0.8030396412851468
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,103,208.47447204589844,43461.60549481609,0.003973477386554214,0.8047976627528399
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,104,208.05987548828125,43288.9117881991,0.0016547104409500091,0.8065486987619861
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,105,207.88766479492188,43217.2811738858,0.009052588570931844,0.8082968373135655
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,106,206.94456481933594,42826.05290826433,0.0020569962180805495,0.8100291506860724
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,107,206.7316131591797,42737.959879396716,0.005655690670364279,0.8117579006965236
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,108,206.14617919921875,42496.24719843641,0.006549273046488173,0.8134768734316693
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,109,205.4700164794922,42217.92767208279,0.0016890630578587443,0.8151845881450132
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,110,205.29641723632812,42146.618930072524,0.0027947700315195338,0.8168894184205211
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,111,205.00933837890625,42028.82882255688,0.00389586925123149,0.8185894840874663
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,112,204.60960388183594,41865.09000068181,0.003917614498043065,0.8202829265208547
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,113,204.2084197998047,41701.07871713326,0.004159305532537157,0.8219697346996144
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,114,203.78329467773438,41527.63118971232,0.004574864196885579,0.8236495269277838
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,115,203.31661987304688,41337.64791660104,0.006341943515781424,0.8253216343346303
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,116,202.67088317871094,41075.486888438696,0.003985408829191433,0.8269831373307504
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,117,202.26661682128906,40911.784280330176,0.006089641228323452,0.8286380185581599
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,118,201.64981079101562,40662.6461920524,0.0005055612987017512,0.830282822152619
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,119,201.5988311767578,40642.0887318349,0.0030249612457173354,0.8319267941980368
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,120,201.29368591308594,40519.14798847609,0.013475235245484449,0.8335657932917283
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,121,199.93284606933594,39973.14293738478,0.001823968470580221,0.835182706487065
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,122,199.75042724609375,39900.23318499699,0.004387102364946103,0.8367966704837139
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,123,199.31178283691406,39725.18677762919,0.0059775218539727705,0.838403553855096
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,124,198.71519470214844,39487.72860551276,0.0036524986575678163,0.840000832046009
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,125,198.35195922851562,39343.499729790725,0.0036745385642487564,0.8415922761804737
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,126,197.98719787597656,39198.9305227811,0.0045937619636742645,0.8431778724920937
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,127,197.53192138671875,39018.859966728836,0.001900613285884491,0.8447561849516876
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,128,197.3441162109375,38944.700203076005,0.003668590146631948,0.8463314976496514
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,129,196.98179626464844,38801.828059647465,0.002038094914898954,0.8479010311709737
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,130,196.7809600830078,38722.746251190314,0.004857830359713395,0.8494673658340075
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,131,196.3024139404297,38534.637718839804,0.0018013043216002042,0.8510260915089617
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,132,196.1255340576172,38465.22510938556,0.004694133643131157,0.8525820094446215
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,133,195.6646728515625,38284.66420210898,0.007003637263055892,0.8541306236935534
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,134,194.97828674316406,38016.53230129951,0.0047123522317281995,0.8556683920100254
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,135,194.51834106445312,37837.38501046691,0.0038709077353769107,0.8571989138205394
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,136,194.14149475097656,37690.91998414346,0.003949326031148151,0.8587235111223379
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,137,193.75775146484375,37542.06625271216,0.0017933208284202445,0.8602420872923254
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,138,193.5839385986328,37474.74128335924,0.0037833676678108974,0.8617579401680379
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,139,193.21739196777344,37332.9605588282,0.0019266228934027604,0.8632680580149911
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,140,193.0311737060547,37261.03402233706,0.006790697915181803,0.8647752664343287
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,141,192.37464904785156,37008.005596284056,0.004278748569331878,0.8662722398565952
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,142,191.962646484375,36849.65764528513,0.00701347347667094,0.867762808105973
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,143,191.28829956054688,36591.21354876552,0.0020220665795413176,0.8692429222944684
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,144,191.0948028564453,36517.2236787437,0.0039016168891249,0.8707200435935296
