between_cell_variance,condition,cross_term_mean,cross_term_median,cross_term_p95_absolute,decomposition_max_absolute_error,error_rank_reliability_index,evaluation_split,major_family,mean_within_cell_variance,rho_conditional_vs_bio,rho_noise_vs_noise,rho_total_vs_bio,rho_total_vs_single,rho_total_vs_total,single_vs_total_max,single_vs_total_median,single_vs_total_min,single_vs_total_q25,single_vs_total_q75,single_vs_total_replicate_01,split_half_spearman,view
0.004703516606241465,RANDOM_STRUCTURAL_P60_V0,-0.023534823209047318,-0.02014295756816864,0.05646107718348503,1.043081283569336e-07,0.8788382411003113,SEALED,RANDOM_STRUCTURAL,0.0006484542973339558,0.12892936170101166,0.10218343883752823,0.12890826165676117,0.9276725053787231,0.9872997403144836,0.9507420063018799,0.9422493577003479,0.9315134286880493,0.939624547958374,0.9453783631324768,0.9386804699897766,0.9921058416366577,0
0.004748144187033176,RANDOM_STRUCTURAL_P60_V1,-0.02839101292192936,-0.024150900542736053,0.06599179655313492,8.940696716308594e-08,0.8832610845565796,SEALED,RANDOM_STRUCTURAL,0.0006275532068684697,0.10692049562931061,0.10375887900590897,0.10692049562931061,0.9303038120269775,0.9863505363464355,0.9575673341751099,0.9441409707069397,0.9358978271484375,0.941734790802002,0.9457980394363403,0.9393954277038574,0.9933263659477234,1
0.004554594401270151,RANDOM_STRUCTURAL_P60_V2,-0.024455631151795387,-0.0200958289206028,0.058662839233875275,1.043081283569336e-07,0.8834875226020813,SEALED,RANDOM_STRUCTURAL,0.0006006505573168397,0.10699676722288132,0.10265272855758667,0.10697396844625473,0.9325260519981384,0.9876687526702881,0.9536935687065125,0.9449586868286133,0.9376963376998901,0.9436862468719482,0.9477585554122925,0.9449586868286133,0.9925611019134521,2
0.004718564450740814,RANDOM_STRUCTURAL_P60_V3,-0.023375393822789192,-0.019620580598711967,0.057065173983573914,8.940696716308594e-08,0.8823187351226807,SEALED,RANDOM_STRUCTURAL,0.0006293492624536157,0.10450801998376846,0.10331390053033829,0.1044728010892868,0.9254941344261169,0.9876791834831238,0.948491096496582,0.9432535767555237,0.9364838600158691,0.9410881996154785,0.9456386566162109,0.936501145362854,0.9931813478469849,3
0.008744047954678535,COHERENT_STRUCTURAL_P60_V0,-0.03358777239918709,-0.026653438806533813,0.08482552319765091,1.1920928955078125e-07,0.9085009098052979,SEALED,COHERENT_STRUCTURAL,0.0008806516416370869,0.061523668467998505,0.10274840146303177,0.061519019305706024,0.9377094507217407,0.9832892417907715,0.9620884656906128,0.9547449946403503,0.9475385546684265,0.9522389769554138,0.958650529384613,0.9534323215484619,0.9929689168930054,0
0.008762398734688759,COHERENT_STRUCTURAL_P60_V1,-0.029313819482922554,-0.022448042407631874,0.08072954416275024,1.043081283569336e-07,0.9103766083717346,SEALED,COHERENT_STRUCTURAL,0.000862627406604588,0.06518373638391495,0.10239416360855103,0.06512026488780975,0.9397127628326416,0.9839231371879578,0.9626594185829163,0.955600380897522,0.9478269219398499,0.9536398649215698,0.9578267335891724,0.9534395337104797,0.9932095408439636,1
0.008713698014616966,COHERENT_STRUCTURAL_P60_V2,-0.03174605220556259,-0.02550632320344448,0.08276586979627609,1.341104507446289e-07,0.9081516861915588,SEALED,COHERENT_STRUCTURAL,0.000881282496266067,0.0797179713845253,0.10182250291109085,0.0797179713845253,0.9409378170967102,0.9833094477653503,0.9628494381904602,0.9554960131645203,0.9472252130508423,0.9543747901916504,0.9573403000831604,0.9549381732940674,0.994217574596405,2
0.008946570567786694,COHERENT_STRUCTURAL_P60_V3,-0.03436943143606186,-0.027384735643863678,0.08853404223918915,1.7881393432617188e-07,0.909284770488739,SEALED,COHERENT_STRUCTURAL,0.0008925587753765285,0.07139405608177185,0.10092958062887192,0.07139656692743301,0.9319704174995422,0.9849992394447327,0.9609618782997131,0.9548572897911072,0.9453274011611938,0.9523164629936218,0.9582217335700989,0.9458006620407104,0.9933549761772156,3
0.004603311885148287,ORDINARY_RANDOM_40_I0,-0.02652614191174507,-0.02235974557697773,0.06197458505630493,9.685754776000977e-08,0.8794301152229309,SEALED,ORDINARY_RANDOM_40,0.0006311140605248511,0.10856720060110092,0.10184261202812195,0.10856416076421738,0.9397686719894409,0.988892674446106,0.9538626074790955,0.9413074851036072,0.9291979074478149,0.9387950897216797,0.9448192119598389,0.9501733183860779,0.9917776584625244,0
0.004760753829032183,ORDINARY_RANDOM_40_I32,-0.02382253296673298,-0.019395247101783752,0.055439990013837814,9.685754776000977e-08,0.8803431987762451,SEALED,ORDINARY_RANDOM_40,0.0006470849039033055,0.09981556236743927,0.10598261654376984,0.09978463500738144,0.9299883246421814,0.9885023236274719,0.953060507774353,0.944047212600708,0.9348189830780029,0.9423941373825073,0.9463362097740173,0.943047285079956,0.9928213357925415,32
0.0047790794633328915,ORDINARY_RANDOM_40_I64,-0.028604872524738312,-0.024570241570472717,0.06243100389838219,8.940696716308594e-08,0.8828510642051697,SEALED,ORDINARY_RANDOM_40,0.0006341547705233097,0.0920097753405571,0.10328475385904312,0.0919690951704979,0.9340096712112427,0.9881502389907837,0.9534071683883667,0.944225549697876,0.934108555316925,0.9426815509796143,0.9475421905517578,0.9429774880409241,0.9926222562789917,64
0.004821352660655975,ORDINARY_RANDOM_40_I96,-0.02616085112094879,-0.021887505427002907,0.06113910675048828,1.043081283569336e-07,0.8833872675895691,SEALED,ORDINARY_RANDOM_40,0.0006364492001011968,0.12352808564901352,0.10264816880226135,0.1235402449965477,0.9327824115753174,0.9865250587463379,0.9558418393135071,0.9457664489746094,0.9345124959945679,0.9432787299156189,0.9471649527549744,0.942016065120697,0.9929003119468689,96
0.008562491275370121,ORDINARY_BLOCK_40_I0,-0.0328480526804924,-0.02657953090965748,0.08418194204568863,1.341104507446289e-07,0.9065943956375122,SEALED,ORDINARY_BLOCK_40,0.0008821861702017486,0.07735680788755417,0.10273713618516922,0.07731372117996216,0.9366680383682251,0.9833276867866516,0.9603294730186462,0.9540755152702332,0.9458924531936646,0.9512562155723572,0.9571771621704102,0.9526416659355164,0.9936828017234802,0
0.0084939980879426,ORDINARY_BLOCK_40_I32,-0.02810051664710045,-0.022319838404655457,0.07533222436904907,2.0116567611694336e-07,0.9077856540679932,SEALED,ORDINARY_BLOCK_40,0.0008628345094621181,0.08711088448762894,0.10175168514251709,0.08710328489542007,0.9392397999763489,0.985017716884613,0.9628354907035828,0.9544671177864075,0.945701539516449,0.9529190063476562,0.9583219289779663,0.9539156556129456,0.9933030605316162,32
0.008671230636537075,ORDINARY_BLOCK_40_I64,-0.030513092875480652,-0.023817114531993866,0.0801636353135109,1.7881393432617188e-07,0.9085149765014648,SEALED,ORDINARY_BLOCK_40,0.0008731699199415743,0.10290808230638504,0.10063597559928894,0.10290808230638504,0.9401593804359436,0.9834452867507935,0.9642974734306335,0.9551737308502197,0.9521262049674988,0.9539608955383301,0.9581565856933594,0.9523429870605469,0.9936763048171997,64
0.008657023310661316,ORDINARY_BLOCK_40_I96,-0.030445385724306107,-0.024285925552248955,0.08185308426618576,1.1920928955078125e-07,0.9078648090362549,SEALED,ORDINARY_BLOCK_40,0.0008785628015175462,0.06824933737516403,0.10363862663507462,0.06824056804180145,0.9365447759628296,0.9836423993110657,0.9620866179466248,0.9548705220222473,0.9481849074363708,0.9531221389770508,0.957383930683136,0.9513387680053711,0.9936100840568542,96
