dataset_id,study_id,local_path,file_object_type,modality,intended_project_role,foundation_eligible,pathology_bearing,holdout_validation_adapter,size_bytes,registered_downloaded_asset,downloaded_but_unregistered,registry_sources,local_file_exists,registered_sha256,duplicate_physical_sha256,feature_count,feature_identifier_fields_available
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/SHA256SUMS.txt,.txt,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,4583,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/SOURCE_PROVENANCE.json,.json,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,14703,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H18.06.006.MTG.4000.expand.rep1.barcodes.csv.gz.rejected-transport,.06.006.MTG.4000.expand.rep1.barcodes.csv.gz.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,4314,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H18.06.006.MTG.4000.expand.rep1.features.csv.rejected-transport,.06.006.MTG.4000.expand.rep1.features.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,4314,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H18.06.006.MTG.4000.expand.rep1.genes.csv.rejected-transport,.06.006.MTG.4000.expand.rep1.genes.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,4314,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H18.06.006.MTG.4000.expand.rep1.matrix.csv.rejected-transport,.06.006.MTG.4000.expand.rep1.matrix.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,4313,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H18.06.006.MTG.4000.expand.rep2.barcodes.csv.gz.rejected-transport,.06.006.MTG.4000.expand.rep2.barcodes.csv.gz.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,4314,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H18.06.006.MTG.4000.expand.rep2.features.csv.rejected-transport,.06.006.MTG.4000.expand.rep2.features.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,4312,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H18.06.006.MTG.4000.expand.rep2.genes.csv.rejected-transport,.06.006.MTG.4000.expand.rep2.genes.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H18.06.006.MTG.4000.expand.rep2.matrix.csv.rejected-transport,.06.006.MTG.4000.expand.rep2.matrix.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H18.06.006.MTG.4000.expand.rep3.barcodes.csv.gz.rejected-transport,.06.006.MTG.4000.expand.rep3.barcodes.csv.gz.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H18.06.006.MTG.4000.expand.rep3.features.csv.rejected-transport,.06.006.MTG.4000.expand.rep3.features.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H18.06.006.MTG.4000.expand.rep3.genes.csv.rejected-transport,.06.006.MTG.4000.expand.rep3.genes.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H18.06.006.MTG.4000.expand.rep3.matrix.csv.rejected-transport,.06.006.MTG.4000.expand.rep3.matrix.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H19.30.001.STG.4000.expand.rep1.barcodes.csv.gz.rejected-transport,.30.001.STG.4000.expand.rep1.barcodes.csv.gz.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H19.30.001.STG.4000.expand.rep1.features.csv.rejected-transport,.30.001.STG.4000.expand.rep1.features.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H19.30.001.STG.4000.expand.rep1.genes.csv.rejected-transport,.30.001.STG.4000.expand.rep1.genes.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H19.30.001.STG.4000.expand.rep1.matrix.csv.rejected-transport,.30.001.STG.4000.expand.rep1.matrix.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H19.30.001.STG.4000.expand.rep2.barcodes.csv.gz.rejected-transport,.30.001.STG.4000.expand.rep2.barcodes.csv.gz.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H19.30.001.STG.4000.expand.rep2.features.csv.rejected-transport,.30.001.STG.4000.expand.rep2.features.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H19.30.001.STG.4000.expand.rep2.genes.csv.rejected-transport,.30.001.STG.4000.expand.rep2.genes.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H19.30.001.STG.4000.expand.rep2.matrix.csv.rejected-transport,.30.001.STG.4000.expand.rep2.matrix.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H20.30.001.STG.4000.expand.rep1.barcodes.csv.gz.rejected-transport,.30.001.STG.4000.expand.rep1.barcodes.csv.gz.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H20.30.001.STG.4000.expand.rep1.features.csv.rejected-transport,.30.001.STG.4000.expand.rep1.features.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H20.30.001.STG.4000.expand.rep1.genes.csv.rejected-transport,.30.001.STG.4000.expand.rep1.genes.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H20.30.001.STG.4000.expand.rep1.matrix.csv.rejected-transport,.30.001.STG.4000.expand.rep1.matrix.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H20.30.001.STG.4000.expand.rep2.barcodes.csv.gz.rejected-transport,.30.001.STG.4000.expand.rep2.barcodes.csv.gz.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H20.30.001.STG.4000.expand.rep2.features.csv.rejected-transport,.30.001.STG.4000.expand.rep2.features.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H20.30.001.STG.4000.expand.rep2.genes.csv.rejected-transport,.30.001.STG.4000.expand.rep2.genes.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H20.30.001.STG.4000.expand.rep2.matrix.csv.rejected-transport,.30.001.STG.4000.expand.rep2.matrix.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H20.30.001.STG.4000.expand.rep3.barcodes.csv.gz.rejected-transport,.30.001.STG.4000.expand.rep3.barcodes.csv.gz.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H20.30.001.STG.4000.expand.rep3.features.csv.rejected-transport,.30.001.STG.4000.expand.rep3.features.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H20.30.001.STG.4000.expand.rep3.genes.csv.rejected-transport,.30.001.STG.4000.expand.rep3.genes.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H20.30.001.STG.4000.expand.rep3.matrix.csv.rejected-transport,.30.001.STG.4000.expand.rep3.matrix.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H22.26.401.MTG.4000.expand.rep1.barcodes.csv.gz.rejected-transport,.26.401.MTG.4000.expand.rep1.barcodes.csv.gz.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H22.26.401.MTG.4000.expand.rep1.features.csv.rejected-transport,.26.401.MTG.4000.expand.rep1.features.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H22.26.401.MTG.4000.expand.rep1.genes.csv.rejected-transport,.26.401.MTG.4000.expand.rep1.genes.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H22.26.401.MTG.4000.expand.rep1.matrix.csv.rejected-transport,.26.401.MTG.4000.expand.rep1.matrix.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H22.26.401.MTG.4000.expand.rep2.barcodes.csv.gz.rejected-transport,.26.401.MTG.4000.expand.rep2.barcodes.csv.gz.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H22.26.401.MTG.4000.expand.rep2.features.csv.rejected-transport,.26.401.MTG.4000.expand.rep2.features.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H22.26.401.MTG.4000.expand.rep2.genes.csv.rejected-transport,.26.401.MTG.4000.expand.rep2.genes.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/H22.26.401.MTG.4000.expand.rep2.matrix.csv.rejected-transport,.26.401.MTG.4000.expand.rep2.matrix.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/README.txt.rejected-transport,.txt.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/_rejected_dryad_transport/sample_metadata.csv.rejected-transport,.csv.rejected-transport,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,0,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/dryad_current_file_manifest.csv,.csv,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,16735,False,True,,True,,,,
Fang_MERFISH_human_cortex_4000,Fang_MERFISH_human_cortex_4000,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/sample_metadata.csv,.csv,spatial RNA,context_qualification_or_reference,False,False,True,1859,True,False,data/external/v4/stage81a3_context/Fang_MERFISH_human_cortex_4000/DOWNLOAD_INVENTORY.csv,True,d3fe0fba303b3f072ad1546db236ee9aada5b052d31b3cf926eb7545cfa61eb4,,,
GSE133357,GSE133357,data/external/v4/normal_references/gse133357/GSE133357_Unfiltered_Human_microglia_FPKM.csv.gz,.csv.gz,gene-level RNA,regional_primary_microglia_reference,False,False,True,245528,True,False,results/v4/stage81a1c_n_download_hashes.csv,True,909ccd3165cffc3021a78e89116dcf4a0ec7f483a25d9d44e0e48cb154faf4a5,,9126.0,matrix row/column feature axis
GSE133357,GSE133357,data/external/v4/normal_references/gse133357/GSE133357_Unfiltered_Human_microglia_FPKM.csv.gz.sha256,.csv.gz.sha256,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,65,False,True,,True,,,,
GSE133357,GSE133357,data/external/v4/normal_references/gse133357/GSE133357_Unfiltered_Human_microglia_FPKM.csv.gz.verification.json,.csv.gz.verification.json,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,723,False,True,,True,,,,
GSE134577,GSE134577,data/external/v4/living_human/geo/GSE134577/GSE134577_RAW.tar,.tar,gene-level RNA,living_csf_external_validation_only,False,False,True,89190400,True,False,results/v4/stage81a1d_living_human_download_hashes.csv,True,0e11115c39a98308c2b54fc97b62b538c2279a9dfc0c88621fe8a43a3ea1fad7,,,
GSE134577,GSE134577,data/external/v4/living_human/geo/GSE134577/GSE134577_family.soft.gz,.soft.gz,gene-level RNA,living_csf_external_validation_only,False,False,True,3514,True,False,results/v4/stage81a1d_living_human_download_hashes.csv,True,ea4ebf00735364eeb22e37812ec19d7403f849c838e75ffa1bb2518d45c2f0ad,,,
GSE146639,GSE146639,data/external/v4/normal_references/gse146639/GSE146639_RAW.tar,.tar,gene-level RNA,aged_primary_microglia_validation,False,True,True,46796800,True,False,results/v4/stage81a1c_n_download_hashes.csv,True,b5ee658b48554fa4ec38ed0282c6a9ffe361f943804b34240369acd3e452e251,,,
GSE146639,GSE146639,data/external/v4/normal_references/gse146639/GSE146639_RAW.tar.sha256,.tar.sha256,gene-level RNA,downloaded_unregistered_role_requires_review,False,True,True,65,False,True,,True,,,,
GSE146639,GSE146639,data/external/v4/normal_references/gse146639/GSE146639_RAW.tar.verification.json,.tar.verification.json,gene-level RNA,downloaded_unregistered_role_requires_review,False,True,True,13332,False,True,,True,,,,
GSE175721,GSE175721,data/external/v4/perturbation/GSE175721/GSE175721.soft.txt,.soft.txt,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,3192,False,True,,True,,,,
GSE175721,GSE175721,data/external/v4/perturbation/GSE175721/GSE175721_CRISPR_seq.fa.gz,.fa.gz,gene-level RNA,amyloid_context_validation,False,True,True,427,True,False,results/v4/stage81a1c_p_download_hashes.csv,True,45e8d92cd4cfebb7b53233931cbee20bf5abdd5e82216efa6b0c7646658a673f,,,
GSE175721,GSE175721,data/external/v4/perturbation/GSE175721/GSE175721_CRISPR_seq.fa.gz.sha256,.fa.gz.sha256,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,65,False,True,,True,,,,
GSE175721,GSE175721,data/external/v4/perturbation/GSE175721/GSE175721_CRISPR_seq.fa.gz.verification.json,.fa.gz.verification.json,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,626,False,True,,True,,,,
GSE175721,GSE175721,data/external/v4/perturbation/GSE175721/GSE175721_RAW.tar,.tar,gene-level RNA,amyloid_context_validation,False,True,True,160399360,True,False,results/v4/stage81a1c_p_download_hashes.csv,True,fa4f6a1214bef5d4cffdda0748fc58da79c0a75b557c59727d8c8cef6eeec6a1,,,
GSE175721,GSE175721,data/external/v4/perturbation/GSE175721/GSE175721_RAW.tar.sha256,.tar.sha256,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,65,False,True,,True,,,,
GSE175721,GSE175721,data/external/v4/perturbation/GSE175721/GSE175721_RAW.tar.verification.json,.tar.verification.json,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,881,False,True,,True,,,,
GSE178317,GSE178317,data/external/v4/perturbation/GSE178317/GSE178317.soft.txt,.soft.txt,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,4083,False,True,,True,,,,
GSE178317,GSE178317,data/external/v4/perturbation/GSE178317/GSE178317_RAW.tar,.tar,gene-level RNA,primary_microglial_perturbation_training,False,False,True,1010032640,True,False,results/v4/stage81a1c_p_download_hashes.csv,True,1fedaf717380a7d858544be56d1253f4c5bc6f7738f85833c5c1209d32e8fde2,,,
GSE178317,GSE178317,data/external/v4/perturbation/GSE178317/GSE178317_RAW.tar.sha256,.tar.sha256,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,65,False,True,,True,,,,
GSE178317,GSE178317,data/external/v4/perturbation/GSE178317/GSE178317_RAW.tar.verification.json,.tar.verification.json,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,1881,False,True,,True,,,,
GSE178317,GSE178317,data/external/v4/perturbation/GSE178317/GSE178317_iTF_Microglia_RNAseq_abundance.csv.gz,.csv.gz,gene-level RNA,primary_microglial_perturbation_training,False,False,True,1668560,True,False,results/v4/stage81a1c_p_download_hashes.csv,True,0b323c815487ace813e5ce50feb0f1b3bf5ce60a0d9f8e2f7e7fad583bc60321,,,
GSE178317,GSE178317,data/external/v4/perturbation/GSE178317/GSE178317_iTF_Microglia_RNAseq_abundance.csv.gz.sha256,.csv.gz.sha256,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,65,False,True,,True,,,,
GSE178317,GSE178317,data/external/v4/perturbation/GSE178317/GSE178317_iTF_Microglia_RNAseq_abundance.csv.gz.verification.json,.csv.gz.verification.json,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,651,False,True,,True,,,,
GSE181279,GSE181279,data/external/v4/living_human/geo/GSE181279/GSE181279_barcodes.tsv.gz,.tsv.gz,gene-level RNA,living_blood_independent_validation_only,False,False,True,183425,True,False,results/v4/stage81a1d_living_human_download_hashes.csv,True,cbeae67159dc10cd5ca954621e74757ae0ffb80cd3bad7ba9e23a13aa6c5a15c,,,
GSE181279,GSE181279,data/external/v4/living_human/geo/GSE181279/GSE181279_family.soft.gz,.soft.gz,gene-level RNA,living_blood_independent_validation_only,False,False,True,3798,True,False,results/v4/stage81a1d_living_human_download_hashes.csv,True,7b49ce56191cc9c7befce5081212aae71b940558f77f7a0ab8bd14d4530167f6,,,
GSE181279,GSE181279,data/external/v4/living_human/geo/GSE181279/GSE181279_features.tsv.gz,.tsv.gz,gene-level RNA,living_blood_independent_validation_only,False,False,True,310002,True,False,results/v4/stage81a1d_living_human_download_hashes.csv,True,77de3fc95ca680e8e01bb0b12d87a7b83ef894fc0e1c88cfe776b01dba3b2ead,,32738.0,tabular feature fields
GSE181279,GSE181279,data/external/v4/living_human/geo/GSE181279/GSE181279_matrix.mtx.gz,.mtx.gz,gene-level RNA,living_blood_independent_validation_only,False,False,True,195150269,True,False,results/v4/stage81a1d_living_human_download_hashes.csv,True,ba08f433c6b20b75cfa3763581dd411391212304db4fb1c05c41a1b63569554a,,,
GSE200164,GSE200164,data/external/v4/living_human/geo/GSE200164/GSE200164_counts.csv.gz,.csv.gz,gene-level RNA,living_csf_immune_adapter_and_validation_candidate,False,False,True,1111633291,True,False,results/v4/stage81a1d_living_human_download_hashes.csv,True,8dbfde2cd00cde69e41051c5d6f9c40dcf7b32c57bbce6ff9bd37ad1e2c5b04f,,19689.0,matrix row/column feature axis
GSE200164,GSE200164,data/external/v4/living_human/geo/GSE200164/GSE200164_family.soft.gz,.soft.gz,gene-level RNA,living_csf_immune_adapter_and_validation_candidate,False,False,True,5419,True,False,results/v4/stage81a1d_living_human_download_hashes.csv,True,339df816b5959d9546f9c040beb719a88d0968ab5c201e31dc47deeac5d80bff,,,
GSE200164,GSE200164,data/external/v4/living_human/geo/GSE200164/GSE200164_lognorm_expression.csv.gz,.csv.gz,gene-level RNA,living_csf_immune_adapter_and_validation_candidate,False,False,True,1160997288,True,False,results/v4/stage81a1d_living_human_download_hashes.csv,True,e197d30b604e80f624c0355b98dbf9e60bc01b64336c45091da5d6b2828eb8e2,,19689.0,matrix row/column feature axis
GSE226267,GSE226267,data/external/v4/living_human/geo/GSE226267/GSE226267_atac_cd4_raw_peaks.rds.gz,.rds.gz,ATAC/chromatin,living_peripheral_regulatory_adapter_candidate,False,False,True,2981763473,True,False,results/v4/stage81a1d_living_human_download_hashes.csv,True,4cd53fd095e9d63126bc533b5e516abb83b4ae467e4e65ea6ca93869c828d421,,500716,R rownames
GSE226267,GSE226267,data/external/v4/living_human/geo/GSE226267/GSE226267_atac_noncd4_raw_peaks.rds.gz,.rds.gz,ATAC/chromatin,living_peripheral_regulatory_adapter_candidate,False,False,True,3573506747,True,False,results/v4/stage81a1d_living_human_download_hashes.csv,True,74eec1784acda4fbc1d38a5f991bd3ba7b8db1a800979d191e4b76c4d6272612,,500716,R rownames
GSE226267,GSE226267,data/external/v4/living_human/geo/GSE226267/GSE226267_family.soft.gz,.soft.gz,gene-level RNA,living_peripheral_regulatory_adapter_candidate,False,False,True,5116,True,False,results/v4/stage81a1d_living_human_download_hashes.csv,True,724ae37626d3c6665a293f387af8e6c3d5ef12bc010eaa30698468b7e1d90d5a,,,
GSE226602,GSE226602,data/external/v4/living_human/geo/GSE226602/GSE226602_family.soft.gz,.soft.gz,gene-level RNA,living_peripheral_immune_rna_adapter_candidate,False,False,True,8434,True,False,results/v4/stage81a1d_living_human_download_hashes.csv,True,b14d9b0b4354e8cffff58ce2f83224ec5ee03861a0e70702f5f7f544429b8886,,,
GSE226602,GSE226602,data/external/v4/living_human/geo/GSE226602/GSE226602_rna_lognorm_expression.rds.gz,.rds.gz,gene-level RNA,living_peripheral_immune_rna_adapter_candidate,False,False,True,3444711576,True,False,results/v4/stage81a1d_living_human_download_hashes.csv,True,d10bf1975d22ca902ecb3d1ba148e5ca6b39a0b99999a079b8c789f0c6356ea2,,22465.0,R rownames
GSE226602,GSE226602,data/external/v4/living_human/geo/GSE226602/GSE226602_rna_raw_counts.rds.gz,.rds.gz,gene-level RNA,living_peripheral_immune_rna_adapter_candidate,False,False,True,3471425529,True,False,results/v4/stage81a1d_living_human_download_hashes.csv,True,a26f107b40d5b89d9d85558bf30fc78b161fb963e65f87de53515b70eac3bba6,,22465.0,R rownames
