molecular_address_id,identity_class,operators_affected,matrix_address_collision_pairs,collision_evidence_classes
ENSG00000254288,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000254338,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000254350,current_exact,14,14,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000254361,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000254508,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000254584,current_exact,13,13,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000254659,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000254887,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000254930,current_exact,12,12,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000254946,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000254968,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000255171,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000255197,current_exact,7,7,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000255248,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000255267,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000255308,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000255344,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000255363,current_exact,15,15,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000255367,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000255553,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000255666,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000255672,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000255689,current_exact,16,16,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000256128,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000256209,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000256440,current_exact,15,15,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000256540,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000256684,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000256789,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000256811,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000256943,current_exact,16,16,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000256995,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000257060,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000257114,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000257155,current_exact,16,16,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000257165,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000257252,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000257261,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000257319,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000257433,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000257449,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000257545,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000257585,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000257837,current_exact,15,15,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000257878,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000257883,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000257891,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000257997,current_exact,12,12,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258038,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258053,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258077,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258086,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258256,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258325,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258404,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258426,current_exact,13,13,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258474,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258476,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258487,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258537,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258553,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258623,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258633,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258667,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258702,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258731,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258735,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258754,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258819,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258826,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258913,current_exact,7,7,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000258975,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000259082,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000259110,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000259130,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000259181,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000259240,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000259341,current_exact,1,1,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000259343,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000259363,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000259416,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000259460,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000259590,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000259675,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000259754,current_exact,12,12,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000259755,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000259768,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000259804,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000259823,current_exact,7,7,INSUFFICIENT_SEMANTICS_FOR_SCALAR_REDUCTION
ENSG00000259867,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000259905,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000260093,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000260268,current_exact,15,15,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000260314,current_exact,7,7,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000260372,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000260420,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000260423,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000260428,current_exact,5,5,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000260479,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000260528,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000260658,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000260874,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000261316,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000261346,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000261514,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000261570,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000261617,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000261749,current_exact,15,15,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000261758,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000261761,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000261886,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000262294,current_exact,15,15,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000262362,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000262678,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000263244,current_exact,7,7,INSUFFICIENT_SEMANTICS_FOR_SCALAR_REDUCTION
ENSG00000263293,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000263400,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000263956,current_exact,7,7,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000264230,current_exact,2,2,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000264278,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000264515,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000264575,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000265179,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000265313,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000265374,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000265445,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000265547,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000265758,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000265843,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000265944,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000266013,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000266014,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000266256,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000266338,current_exact,7,7,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000266389,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000266473,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000266602,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000266604,current_exact,16,16,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000266743,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000266850,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000266904,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000266916,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000266978,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000267040,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000267051,current_exact,16,16,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000267057,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000267175,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000267198,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000267207,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000267280,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000267284,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000267339,current_exact,16,16,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000267394,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000267432,current_exact,7,7,INSUFFICIENT_SEMANTICS_FOR_SCALAR_REDUCTION
ENSG00000267498,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000267506,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000267532,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000267568,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000267662,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000267712,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000267723,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000267767,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000267786,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000268595,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000268883,current_exact,3,3,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000268902,current_exact,1,1,INSUFFICIENT_SEMANTICS_FOR_SCALAR_REDUCTION
ENSG00000269151,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000269293,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000269921,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000270069,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000270111,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000270164,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000270344,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000270820,current_exact,5,5,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000271086,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000271335,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000271614,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000271646,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000271727,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000271874,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000271889,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000271952,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000272145,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000272186,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000272274,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000272381,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000272438,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000272568,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000272721,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000272808,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000272865,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000272975,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000273084,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000273407,current_exact,6,6,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000274020,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000274070,current_exact,7,7,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000274265,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000274372,current_exact,3,3,INSUFFICIENT_SEMANTICS_FOR_SCALAR_REDUCTION
ENSG00000274583,current_exact,3,3,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000275443,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000275538,current_exact,7,7,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000276070,current_exact,5,5,INSUFFICIENT_SEMANTICS_FOR_SCALAR_REDUCTION
ENSG00000276095,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000276407,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000276562,current_exact,7,7,INSUFFICIENT_SEMANTICS_FOR_SCALAR_REDUCTION
ENSG00000277332,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000277350,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000277675,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000277688,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000277987,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000278156,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000279873,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000280145,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000280707,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000280734,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000280739,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000280989,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000281091,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000281849,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000282142,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000283215,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000283982,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000284237,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000284624,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000284657,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000284823,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000285090,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000285095,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000285412,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000285517,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000285567,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000285741,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000285838,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000286061,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000286206,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000286277,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000286288,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000286423,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000286513,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000286514,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000286680,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000286728,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000286734,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000286782,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000286791,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000286841,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000286922,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000286971,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000286984,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
