belief_factor_r2,factor,family,full_noisy_factor_r2,measured_genes,panel,synthetic_full_expected_factor_r2,view,visible_factor_r2
0.902696430683136,13,RANDOM_STRUCTURAL,0.9123201370239258,3277,P80,0.999675452709198,0,0.9026974439620972
0.8862461447715759,14,RANDOM_STRUCTURAL,0.90440434217453,3277,P80,0.9996501803398132,0,0.8862469792366028
0.8946306109428406,15,RANDOM_STRUCTURAL,0.9089164137840271,3277,P80,0.9996601343154907,0,0.8946306705474854
0.9131993055343628,16,RANDOM_STRUCTURAL,0.9296056628227234,3277,P80,0.9996871948242188,0,0.9132013916969299
0.908804178237915,17,RANDOM_STRUCTURAL,0.920025646686554,3277,P80,0.9997584223747253,0,0.9088047742843628
0.8894573450088501,18,RANDOM_STRUCTURAL,0.9053320288658142,3277,P80,0.9995671510696411,0,0.8894545435905457
0.9081928730010986,19,RANDOM_STRUCTURAL,0.9226025938987732,3277,P80,0.9995852708816528,0,0.9081921577453613
0.9066551923751831,20,RANDOM_STRUCTURAL,0.9227639436721802,3277,P80,0.9997418522834778,0,0.9066505432128906
0.9012228846549988,21,RANDOM_STRUCTURAL,0.9148358106613159,3277,P80,0.999735414981842,0,0.9012194871902466
0.899881899356842,22,RANDOM_STRUCTURAL,0.9105627536773682,3277,P80,0.9997698068618774,0,0.89988112449646
0.911676287651062,23,RANDOM_STRUCTURAL,0.9233300089836121,3277,P80,0.9997262358665466,0,0.9116753935813904
0.9435108304023743,24,RANDOM_STRUCTURAL,0.9536994099617004,3277,P80,0.9998651742935181,0,0.943509578704834
0.9170517921447754,25,RANDOM_STRUCTURAL,0.9281983375549316,3277,P80,0.9996996521949768,0,0.9170507788658142
0.8975441455841064,26,RANDOM_STRUCTURAL,0.918828010559082,3277,P80,0.9997177124023438,0,0.8975425362586975
0.9012592434883118,27,RANDOM_STRUCTURAL,0.9161288738250732,3277,P80,0.9997807145118713,0,0.9012576341629028
0.9072046279907227,28,RANDOM_STRUCTURAL,0.92210453748703,3277,P80,0.9997812509536743,0,0.9072011709213257
0.9117258787155151,29,RANDOM_STRUCTURAL,0.9294819831848145,3277,P80,0.9995689392089844,0,0.9117257595062256
0.9133995771408081,30,RANDOM_STRUCTURAL,0.9260779619216919,3277,P80,0.999765932559967,0,0.9134005904197693
0.9190682172775269,31,RANDOM_STRUCTURAL,0.9279899001121521,3277,P80,0.999787449836731,0,0.9190691113471985
0.8856379985809326,0,RANDOM_STRUCTURAL,0.9268490076065063,2458,P60,0.9997069239616394,0,0.8856347799301147
0.9031991958618164,1,RANDOM_STRUCTURAL,0.931910514831543,2458,P60,0.999603271484375,0,0.9031923413276672
0.8822009563446045,2,RANDOM_STRUCTURAL,0.9176177382469177,2458,P60,0.9996935725212097,0,0.8822005391120911
0.8818116784095764,3,RANDOM_STRUCTURAL,0.9206533432006836,2458,P60,0.9996938705444336,0,0.8818098306655884
0.9016391634941101,4,RANDOM_STRUCTURAL,0.9355778694152832,2458,P60,0.9997249245643616,0,0.901640772819519
0.8847846984863281,5,RANDOM_STRUCTURAL,0.9159445762634277,2458,P60,0.9998182058334351,0,0.8847827315330505
0.900230884552002,6,RANDOM_STRUCTURAL,0.9256373047828674,2458,P60,0.999753475189209,0,0.9002308249473572
0.9168859720230103,7,RANDOM_STRUCTURAL,0.9399712085723877,2458,P60,0.9998337030410767,0,0.9168866872787476
0.8827607035636902,8,RANDOM_STRUCTURAL,0.9220522046089172,2458,P60,0.9998118877410889,0,0.8827463388442993
0.8880249857902527,9,RANDOM_STRUCTURAL,0.9183292388916016,2458,P60,0.999756395816803,0,0.8880247473716736
0.893079400062561,10,RANDOM_STRUCTURAL,0.9208675026893616,2458,P60,0.9998034834861755,0,0.8930781483650208
0.8869692087173462,11,RANDOM_STRUCTURAL,0.9248294830322266,2458,P60,0.9997077584266663,0,0.8869710564613342
0.8408242464065552,12,RANDOM_STRUCTURAL,0.9009741544723511,2458,P60,0.9995116591453552,0,0.8408248424530029
0.8714487552642822,13,RANDOM_STRUCTURAL,0.9123201370239258,2458,P60,0.999675452709198,0,0.8714464902877808
0.859532356262207,14,RANDOM_STRUCTURAL,0.90440434217453,2458,P60,0.9996501803398132,0,0.8595308661460876
0.8623467683792114,15,RANDOM_STRUCTURAL,0.9089164137840271,2458,P60,0.9996601343154907,0,0.8623467683792114
0.8868893384933472,16,RANDOM_STRUCTURAL,0.9296056628227234,2458,P60,0.9996871948242188,0,0.8868865966796875
0.8876844644546509,17,RANDOM_STRUCTURAL,0.920025646686554,2458,P60,0.9997584223747253,0,0.8876870274543762
0.8665834069252014,18,RANDOM_STRUCTURAL,0.9053320288658142,2458,P60,0.9995671510696411,0,0.866578996181488
0.8854634165763855,19,RANDOM_STRUCTURAL,0.9226025938987732,2458,P60,0.9995852708816528,0,0.8854649662971497
0.8862369060516357,20,RANDOM_STRUCTURAL,0.9227639436721802,2458,P60,0.9997418522834778,0,0.8862336874008179
0.8777402639389038,21,RANDOM_STRUCTURAL,0.9148358106613159,2458,P60,0.999735414981842,0,0.8777390718460083
0.8764132857322693,22,RANDOM_STRUCTURAL,0.9105627536773682,2458,P60,0.9997698068618774,0,0.876413106918335
0.8914849758148193,23,RANDOM_STRUCTURAL,0.9233300089836121,2458,P60,0.9997262358665466,0,0.8914869427680969
0.9140655994415283,24,RANDOM_STRUCTURAL,0.9536994099617004,2458,P60,0.9998651742935181,0,0.9140656590461731
0.891840934753418,25,RANDOM_STRUCTURAL,0.9281983375549316,2458,P60,0.9996996521949768,0,0.8918410539627075
0.8753147721290588,26,RANDOM_STRUCTURAL,0.918828010559082,2458,P60,0.9997177124023438,0,0.875317394733429
0.8773164749145508,27,RANDOM_STRUCTURAL,0.9161288738250732,2458,P60,0.9997807145118713,0,0.8773075938224792
0.8918424844741821,28,RANDOM_STRUCTURAL,0.92210453748703,2458,P60,0.9997812509536743,0,0.8918417096138
0.8896753787994385,29,RANDOM_STRUCTURAL,0.9294819831848145,2458,P60,0.9995689392089844,0,0.8896755576133728
0.8988052606582642,30,RANDOM_STRUCTURAL,0.9260779619216919,2458,P60,0.999765932559967,0,0.898807942867279
0.9002089500427246,31,RANDOM_STRUCTURAL,0.9279899001121521,2458,P60,0.999787449836731,0,0.9002089500427246
0.8484071493148804,0,RANDOM_STRUCTURAL,0.9268490076065063,1638,P40,0.9997069239616394,0,0.8484152555465698
0.8703699707984924,1,RANDOM_STRUCTURAL,0.931910514831543,1638,P40,0.999603271484375,0,0.8703608512878418
0.8461793661117554,2,RANDOM_STRUCTURAL,0.9176177382469177,1638,P40,0.9996935725212097,0,0.8461802005767822
0.8557095527648926,3,RANDOM_STRUCTURAL,0.9206533432006836,1638,P40,0.9996938705444336,0,0.8557108640670776
0.875527560710907,4,RANDOM_STRUCTURAL,0.9355778694152832,1638,P40,0.9997249245643616,0,0.875537633895874
0.8630004525184631,5,RANDOM_STRUCTURAL,0.9159445762634277,1638,P40,0.9998182058334351,0,0.862994909286499
0.8758016228675842,6,RANDOM_STRUCTURAL,0.9256373047828674,1638,P40,0.999753475189209,0,0.875805675983429
0.8855314254760742,7,RANDOM_STRUCTURAL,0.9399712085723877,1638,P40,0.9998337030410767,0,0.8855329751968384
0.8384311199188232,8,RANDOM_STRUCTURAL,0.9220522046089172,1638,P40,0.9998118877410889,0,0.8384226560592651
0.8563086986541748,9,RANDOM_STRUCTURAL,0.9183292388916016,1638,P40,0.999756395816803,0,0.8563083410263062
0.8616984486579895,10,RANDOM_STRUCTURAL,0.9208675026893616,1638,P40,0.9998034834861755,0,0.8616960048675537
0.8525047302246094,11,RANDOM_STRUCTURAL,0.9248294830322266,1638,P40,0.9997077584266663,0,0.8525034189224243
0.7958028316497803,12,RANDOM_STRUCTURAL,0.9009741544723511,1638,P40,0.9995116591453552,0,0.7958070635795593
0.8273136615753174,13,RANDOM_STRUCTURAL,0.9123201370239258,1638,P40,0.999675452709198,0,0.8273124098777771
0.8160756826400757,14,RANDOM_STRUCTURAL,0.90440434217453,1638,P40,0.9996501803398132,0,0.8160772323608398
0.799403190612793,15,RANDOM_STRUCTURAL,0.9089164137840271,1638,P40,0.9996601343154907,0,0.7994062900543213
0.8555650115013123,16,RANDOM_STRUCTURAL,0.9296056628227234,1638,P40,0.9996871948242188,0,0.8555606603622437
0.847667932510376,17,RANDOM_STRUCTURAL,0.920025646686554,1638,P40,0.9997584223747253,0,0.8476705551147461
0.841530442237854,18,RANDOM_STRUCTURAL,0.9053320288658142,1638,P40,0.9995671510696411,0,0.8415323495864868
0.8462472558021545,19,RANDOM_STRUCTURAL,0.9226025938987732,1638,P40,0.9995852708816528,0,0.8462467789649963
0.8619892597198486,20,RANDOM_STRUCTURAL,0.9227639436721802,1638,P40,0.9997418522834778,0,0.8619836568832397
0.8282597064971924,21,RANDOM_STRUCTURAL,0.9148358106613159,1638,P40,0.999735414981842,0,0.8282613158226013
0.837658703327179,22,RANDOM_STRUCTURAL,0.9105627536773682,1638,P40,0.9997698068618774,0,0.837653398513794
0.8474300503730774,23,RANDOM_STRUCTURAL,0.9233300089836121,1638,P40,0.9997262358665466,0,0.8474329710006714
0.8658696413040161,24,RANDOM_STRUCTURAL,0.9536994099617004,1638,P40,0.9998651742935181,0,0.865863025188446
0.856747031211853,25,RANDOM_STRUCTURAL,0.9281983375549316,1638,P40,0.9996996521949768,0,0.8567491769790649
0.8417313098907471,26,RANDOM_STRUCTURAL,0.918828010559082,1638,P40,0.9997177124023438,0,0.8417356610298157
0.8384417295455933,27,RANDOM_STRUCTURAL,0.9161288738250732,1638,P40,0.9997807145118713,0,0.838441789150238
0.868293046951294,28,RANDOM_STRUCTURAL,0.92210453748703,1638,P40,0.9997812509536743,0,0.8682833909988403
0.8373332023620605,29,RANDOM_STRUCTURAL,0.9294819831848145,1638,P40,0.9995689392089844,0,0.8373363614082336
0.867206871509552,30,RANDOM_STRUCTURAL,0.9260779619216919,1638,P40,0.999765932559967,0,0.8672037720680237
0.8651110529899597,31,RANDOM_STRUCTURAL,0.9279899001121521,1638,P40,0.999787449836731,0,0.8651078939437866
0.7719073295593262,0,RANDOM_STRUCTURAL,0.9268490076065063,819,P20,0.9997069239616394,0,0.7719144821166992
0.7934556007385254,1,RANDOM_STRUCTURAL,0.931910514831543,819,P20,0.999603271484375,0,0.793415904045105
0.7493735551834106,2,RANDOM_STRUCTURAL,0.9176177382469177,819,P20,0.9996935725212097,0,0.7493938207626343
0.760432243347168,3,RANDOM_STRUCTURAL,0.9206533432006836,819,P20,0.9996938705444336,0,0.7604321837425232
0.830711841583252,4,RANDOM_STRUCTURAL,0.9355778694152832,819,P20,0.9997249245643616,0,0.8307206630706787
0.7958266735076904,5,RANDOM_STRUCTURAL,0.9159445762634277,819,P20,0.9998182058334351,0,0.7958360910415649
0.8017677068710327,6,RANDOM_STRUCTURAL,0.9256373047828674,819,P20,0.999753475189209,0,0.8017716407775879
0.8462544679641724,7,RANDOM_STRUCTURAL,0.9399712085723877,819,P20,0.9998337030410767,0,0.8462527394294739
0.7942519187927246,8,RANDOM_STRUCTURAL,0.9220522046089172,819,P20,0.9998118877410889,0,0.7942290902137756
0.7866328954696655,9,RANDOM_STRUCTURAL,0.9183292388916016,819,P20,0.999756395816803,0,0.7866312861442566
0.7998558282852173,10,RANDOM_STRUCTURAL,0.9208675026893616,819,P20,0.9998034834861755,0,0.7998536825180054
0.7807338833808899,11,RANDOM_STRUCTURAL,0.9248294830322266,819,P20,0.9997077584266663,0,0.7807396650314331
0.7044838666915894,12,RANDOM_STRUCTURAL,0.9009741544723511,819,P20,0.9995116591453552,0,0.7044812440872192
0.692625880241394,13,RANDOM_STRUCTURAL,0.9123201370239258,819,P20,0.999675452709198,0,0.6926219463348389
0.7338889241218567,14,RANDOM_STRUCTURAL,0.90440434217453,819,P20,0.9996501803398132,0,0.7338778376579285
0.6948368549346924,15,RANDOM_STRUCTURAL,0.9089164137840271,819,P20,0.9996601343154907,0,0.694859504699707
0.7776941657066345,16,RANDOM_STRUCTURAL,0.9296056628227234,819,P20,0.9996871948242188,0,0.7776748538017273
0.7739933729171753,17,RANDOM_STRUCTURAL,0.920025646686554,819,P20,0.9997584223747253,0,0.7740097045898438
0.7400549054145813,18,RANDOM_STRUCTURAL,0.9053320288658142,819,P20,0.9995671510696411,0,0.7400403022766113
0.771117091178894,19,RANDOM_STRUCTURAL,0.9226025938987732,819,P20,0.9995852708816528,0,0.7711360454559326
0.7649376392364502,20,RANDOM_STRUCTURAL,0.9227639436721802,819,P20,0.9997418522834778,0,0.7649324536323547
0.706641435623169,21,RANDOM_STRUCTURAL,0.9148358106613159,819,P20,0.999735414981842,0,0.7066500186920166
0.7327423095703125,22,RANDOM_STRUCTURAL,0.9105627536773682,819,P20,0.9997698068618774,0,0.732742428779602
0.7254345417022705,23,RANDOM_STRUCTURAL,0.9233300089836121,819,P20,0.9997262358665466,0,0.7254416346549988
0.766185998916626,24,RANDOM_STRUCTURAL,0.9536994099617004,819,P20,0.9998651742935181,0,0.7661893963813782
0.7978103160858154,25,RANDOM_STRUCTURAL,0.9281983375549316,819,P20,0.9996996521949768,0,0.7978132963180542
0.7439157962799072,26,RANDOM_STRUCTURAL,0.918828010559082,819,P20,0.9997177124023438,0,0.7439217567443848
0.759809672832489,27,RANDOM_STRUCTURAL,0.9161288738250732,819,P20,0.9997807145118713,0,0.7598457336425781
0.7584398984909058,28,RANDOM_STRUCTURAL,0.92210453748703,819,P20,0.9997812509536743,0,0.7584317922592163
0.7072458267211914,29,RANDOM_STRUCTURAL,0.9294819831848145,819,P20,0.9995689392089844,0,0.7072576284408569
0.7643111348152161,30,RANDOM_STRUCTURAL,0.9260779619216919,819,P20,0.999765932559967,0,0.764323353767395
0.7681995630264282,31,RANDOM_STRUCTURAL,0.9279899001121521,819,P20,0.999787449836731,0,0.7682019472122192
0.9268513917922974,0,RANDOM_STRUCTURAL,0.9268490076065063,4096,FULL,0.9997069239616394,1,0.9268490076065063
0.9319185018539429,1,RANDOM_STRUCTURAL,0.931910514831543,4096,FULL,0.999603271484375,1,0.931910514831543
0.9176194667816162,2,RANDOM_STRUCTURAL,0.9176177382469177,4096,FULL,0.9996935725212097,1,0.9176177382469177
0.9206535816192627,3,RANDOM_STRUCTURAL,0.9206533432006836,4096,FULL,0.9996938705444336,1,0.9206533432006836
0.9355761408805847,4,RANDOM_STRUCTURAL,0.9355778694152832,4096,FULL,0.9997249245643616,1,0.9355778694152832
0.915949285030365,5,RANDOM_STRUCTURAL,0.9159445762634277,4096,FULL,0.9998182058334351,1,0.9159445762634277
0.9256362915039062,6,RANDOM_STRUCTURAL,0.9256373047828674,4096,FULL,0.999753475189209,1,0.9256373047828674
0.9399718642234802,7,RANDOM_STRUCTURAL,0.9399712085723877,4096,FULL,0.9998337030410767,1,0.9399712085723877
0.9220575094223022,8,RANDOM_STRUCTURAL,0.9220522046089172,4096,FULL,0.9998118877410889,1,0.9220522046089172
0.9183302521705627,9,RANDOM_STRUCTURAL,0.9183292388916016,4096,FULL,0.999756395816803,1,0.9183292388916016
0.9208657741546631,10,RANDOM_STRUCTURAL,0.9208675026893616,4096,FULL,0.9998034834861755,1,0.9208675026893616
0.924828052520752,11,RANDOM_STRUCTURAL,0.9248294830322266,4096,FULL,0.9997077584266663,1,0.9248294830322266
0.9009763598442078,12,RANDOM_STRUCTURAL,0.9009741544723511,4096,FULL,0.9995116591453552,1,0.9009741544723511
0.912318766117096,13,RANDOM_STRUCTURAL,0.9123201370239258,4096,FULL,0.999675452709198,1,0.9123201370239258
0.9044028520584106,14,RANDOM_STRUCTURAL,0.90440434217453,4096,FULL,0.9996501803398132,1,0.90440434217453
0.9089157581329346,15,RANDOM_STRUCTURAL,0.9089164137840271,4096,FULL,0.9996601343154907,1,0.9089164137840271
0.9296060800552368,16,RANDOM_STRUCTURAL,0.9296056628227234,4096,FULL,0.9996871948242188,1,0.9296056628227234
0.9200258851051331,17,RANDOM_STRUCTURAL,0.920025646686554,4096,FULL,0.9997584223747253,1,0.920025646686554
0.9053352475166321,18,RANDOM_STRUCTURAL,0.9053320288658142,4096,FULL,0.9995671510696411,1,0.9053320288658142
0.9226025342941284,19,RANDOM_STRUCTURAL,0.9226025938987732,4096,FULL,0.9995852708816528,1,0.9226025938987732
0.922766923904419,20,RANDOM_STRUCTURAL,0.9227639436721802,4096,FULL,0.9997418522834778,1,0.9227639436721802
0.9148374795913696,21,RANDOM_STRUCTURAL,0.9148358106613159,4096,FULL,0.999735414981842,1,0.9148358106613159
0.9105603098869324,22,RANDOM_STRUCTURAL,0.9105627536773682,4096,FULL,0.9997698068618774,1,0.9105627536773682
0.9233307242393494,23,RANDOM_STRUCTURAL,0.9233300089836121,4096,FULL,0.9997262358665466,1,0.9233300089836121
0.9537020325660706,24,RANDOM_STRUCTURAL,0.9536994099617004,4096,FULL,0.9998651742935181,1,0.9536994099617004
0.9281997680664062,25,RANDOM_STRUCTURAL,0.9281983375549316,4096,FULL,0.9996996521949768,1,0.9281983375549316
0.9188319444656372,26,RANDOM_STRUCTURAL,0.918828010559082,4096,FULL,0.9997177124023438,1,0.918828010559082
0.9161304235458374,27,RANDOM_STRUCTURAL,0.9161288738250732,4096,FULL,0.9997807145118713,1,0.9161288738250732
0.9221045970916748,28,RANDOM_STRUCTURAL,0.92210453748703,4096,FULL,0.9997812509536743,1,0.92210453748703
0.929480791091919,29,RANDOM_STRUCTURAL,0.9294819831848145,4096,FULL,0.9995689392089844,1,0.9294819831848145
0.926078736782074,30,RANDOM_STRUCTURAL,0.9260779619216919,4096,FULL,0.999765932559967,1,0.9260779619216919
0.9279900193214417,31,RANDOM_STRUCTURAL,0.9279899001121521,4096,FULL,0.999787449836731,1,0.9279899001121521
0.9133795499801636,0,RANDOM_STRUCTURAL,0.9268490076065063,3277,P80,0.9997069239616394,1,0.9133751392364502
0.9246758222579956,1,RANDOM_STRUCTURAL,0.931910514831543,3277,P80,0.999603271484375,1,0.9246699810028076
0.9003787040710449,2,RANDOM_STRUCTURAL,0.9176177382469177,3277,P80,0.9996935725212097,1,0.9003767967224121
0.9145978689193726,3,RANDOM_STRUCTURAL,0.9206533432006836,3277,P80,0.9996938705444336,1,0.9145987629890442
0.9209694862365723,4,RANDOM_STRUCTURAL,0.9355778694152832,3277,P80,0.9997249245643616,1,0.9209710359573364
0.9007114171981812,5,RANDOM_STRUCTURAL,0.9159445762634277,3277,P80,0.9998182058334351,1,0.9007092118263245
0.9104804992675781,6,RANDOM_STRUCTURAL,0.9256373047828674,3277,P80,0.999753475189209,1,0.9104818105697632
0.9226296544075012,7,RANDOM_STRUCTURAL,0.9399712085723877,3277,P80,0.9998337030410767,1,0.922629177570343
0.9016031622886658,8,RANDOM_STRUCTURAL,0.9220522046089172,3277,P80,0.9998118877410889,1,0.9016010761260986
0.9059736728668213,9,RANDOM_STRUCTURAL,0.9183292388916016,3277,P80,0.999756395816803,1,0.9059734344482422
0.9062165021896362,10,RANDOM_STRUCTURAL,0.9208675026893616,3277,P80,0.9998034834861755,1,0.906215250492096
0.9132134318351746,11,RANDOM_STRUCTURAL,0.9248294830322266,3277,P80,0.9997077584266663,1,0.9132153987884521
0.8810036182403564,12,RANDOM_STRUCTURAL,0.9009741544723511,3277,P80,0.9995116591453552,1,0.8810021877288818
0.8966350555419922,13,RANDOM_STRUCTURAL,0.9123201370239258,3277,P80,0.999675452709198,1,0.8966377377510071
0.8741544485092163,14,RANDOM_STRUCTURAL,0.90440434217453,3277,P80,0.9996501803398132,1,0.8741580247879028
0.8877768516540527,15,RANDOM_STRUCTURAL,0.9089164137840271,3277,P80,0.9996601343154907,1,0.8877747654914856
0.9149633646011353,16,RANDOM_STRUCTURAL,0.9296056628227234,3277,P80,0.9996871948242188,1,0.9149624705314636
0.904534637928009,17,RANDOM_STRUCTURAL,0.920025646686554,3277,P80,0.9997584223747253,1,0.9045341610908508
0.8892337083816528,18,RANDOM_STRUCTURAL,0.9053320288658142,3277,P80,0.9995671510696411,1,0.8892303705215454
0.9113520979881287,19,RANDOM_STRUCTURAL,0.9226025938987732,3277,P80,0.9995852708816528,1,0.9113478660583496
0.915536642074585,20,RANDOM_STRUCTURAL,0.9227639436721802,3277,P80,0.9997418522834778,1,0.9155345559120178
0.8926643133163452,21,RANDOM_STRUCTURAL,0.9148358106613159,3277,P80,0.999735414981842,1,0.8926600813865662
0.8807277083396912,22,RANDOM_STRUCTURAL,0.9105627536773682,3277,P80,0.9997698068618774,1,0.8807265758514404
0.9001622796058655,23,RANDOM_STRUCTURAL,0.9233300089836121,3277,P80,0.9997262358665466,1,0.9001612663269043
0.9424189925193787,24,RANDOM_STRUCTURAL,0.9536994099617004,3277,P80,0.9998651742935181,1,0.9424185156822205
0.9136009216308594,25,RANDOM_STRUCTURAL,0.9281983375549316,3277,P80,0.9996996521949768,1,0.9135995507240295
0.9058929681777954,26,RANDOM_STRUCTURAL,0.918828010559082,3277,P80,0.9997177124023438,1,0.9058927893638611
0.8995301723480225,27,RANDOM_STRUCTURAL,0.9161288738250732,3277,P80,0.9997807145118713,1,0.8995277285575867
0.9130057096481323,28,RANDOM_STRUCTURAL,0.92210453748703,3277,P80,0.9997812509536743,1,0.9130055904388428
0.9176441431045532,29,RANDOM_STRUCTURAL,0.9294819831848145,3277,P80,0.9995689392089844,1,0.9176453351974487
0.9080508947372437,30,RANDOM_STRUCTURAL,0.9260779619216919,3277,P80,0.999765932559967,1,0.908054769039154
0.9044562578201294,31,RANDOM_STRUCTURAL,0.9279899001121521,3277,P80,0.999787449836731,1,0.9044567346572876
0.891372561454773,0,RANDOM_STRUCTURAL,0.9268490076065063,2458,P60,0.9997069239616394,1,0.8913662433624268
0.9072487354278564,1,RANDOM_STRUCTURAL,0.931910514831543,2458,P60,0.999603271484375,1,0.9072405695915222
0.8762133717536926,2,RANDOM_STRUCTURAL,0.9176177382469177,2458,P60,0.9996935725212097,1,0.8762139678001404
0.8970338106155396,3,RANDOM_STRUCTURAL,0.9206533432006836,2458,P60,0.9996938705444336,1,0.8970338106155396
0.9049005508422852,4,RANDOM_STRUCTURAL,0.9355778694152832,2458,P60,0.9997249245643616,1,0.9049015641212463
