vocabulary_index,canonical_ensembl_gene_id,canonical_hgnc_symbol,eligible_study_family_fraction,training_donor_measurement_fraction,donor_balanced_detection_rate,donor_balanced_expression_variability,broad_cell_class_coverage,cross_study_rank_stability,missingness_entropy,technical_flags,selection_score,vocabulary_eligible,selection_reason,vocabulary_hash
1887,ENSG00000167654,ATCAY,1.0,1.0,0.5503460690654404,0.013429524465304479,1.0,0.8691848082351255,0.0,,0.7555161885676528,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1888,ENSG00000136100,VPS36,1.0,1.0,0.5317050695501561,0.0034328062568909044,1.0,0.9731811604640224,0.0,,0.7555132312950978,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1889,ENSG00000101901,ALG13,1.0,1.0,0.532137389405069,0.005058081014888653,1.0,0.9666149668343454,0.0,,0.755513120060774,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1890,ENSG00000177463,NR2C2,1.0,1.0,0.5312715426244247,0.003262545917244624,1.0,0.975314393671515,0.0,,0.7555078186573101,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1891,ENSG00000215301,DDX3X,1.0,1.0,0.5264274745297639,0.007192865784048181,1.0,0.983012993306033,0.0,,0.7555073692634264,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1892,ENSG00000106049,HIBADH,1.0,1.0,0.5287551919494436,0.006269748176141207,1.0,0.9762475305165174,0.0,,0.7554980174197905,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1893,ENSG00000174842,GLMN,1.0,1.0,0.5551891295675054,0.01047834868941924,1.0,0.8573344204819765,0.0,,0.755460000654596,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1894,ENSG00000167037,SGSM1,1.0,1.0,0.5542330507419196,0.014093281510247557,1.0,0.8505136411716501,0.0,,0.7554569053930325,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1895,ENSG00000148082,SHC3,1.0,1.0,0.54395340070714,0.019249428172519605,1.0,0.8762524517339829,0.0,,0.7554361855790451,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1896,ENSG00000160271,RALGDS,1.0,1.0,0.5340496840870834,0.0050778152927362,1.0,0.9568218016041997,0.0,,0.7554088511002119,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1897,ENSG00000137486,ARRB1,1.0,1.0,0.5412867259257946,0.006111871998996388,1.0,0.9240080654346098,0.0,,0.7553689600481291,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1898,ENSG00000163558,PRKCI,1.0,1.0,0.5488942635119043,0.005558362408530312,1.0,0.8950292146336523,0.0,,0.7553594591032243,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1899,ENSG00000097033,SH3GLB1,1.0,1.0,0.5294104180844275,0.002631077557044449,1.0,0.9816098775449524,0.0,,0.7553562034672262,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1900,ENSG00000188177,ZC3H6,1.0,1.0,0.5335397751405115,0.008064014093113596,1.0,0.9485952258918909,0.0,,0.7553376422173388,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1901,ENSG00000119684,MLH3,1.0,1.0,0.5324494546668759,0.005753235735212745,1.0,0.9582852104724475,0.0,,0.7552622002602422,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1902,ENSG00000153823,PID1,1.0,1.0,0.5595275294084507,0.017447770151974934,0.9523809523809524,0.9101283230313546,0.0,,0.7552223021586701,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1903,ENSG00000115233,PSMD14,1.0,1.0,0.5326071988871429,0.0029917288586783206,1.0,0.9644313440499019,0.0,,0.7551904277471044,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1904,ENSG00000136560,TANK,1.0,1.0,0.5305499932231564,0.005225447102618609,1.0,0.965966044041801,0.0,,0.7551880434086035,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1905,ENSG00000105993,DNAJB6,1.0,1.0,0.5291485801968924,0.011445975259610296,1.0,0.9529228623405502,0.0,,0.7551733262786622,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1906,ENSG00000182732,RGS6,1.0,1.0,0.5273053703920847,0.04790783331689504,1.0,0.8566467229383493,0.0,,0.7551510505340133,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1907,ENSG00000163995,ABLIM2,1.0,1.0,0.5559391759933089,0.014115235863154635,1.0,0.8371617181932055,0.0,,0.755133736481366,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1908,ENSG00000153558,FBXL2,1.0,1.0,0.5524640004385208,0.006756529850387297,1.0,0.8711880679115805,0.0,,0.7550588813120417,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1909,ENSG00000175931,UBE2O,1.0,1.0,0.5494098692548582,0.0068908262432273845,1.0,0.8827030983837417,0.0,,0.7550436789278762,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1910,ENSG00000102858,MGRN1,1.0,1.0,0.5287123588034998,0.005068252253211641,1.0,0.9706243842907979,0.0,,0.7550300951659776,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1911,ENSG00000179399,GPC5,1.0,1.0,0.5179055555075361,0.04174372210469258,1.0,0.9083404682306966,0.0,,0.7550087858688797,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1912,ENSG00000068366,ACSL4,1.0,1.0,0.5319028739335318,0.005648629228206415,1.0,0.9554097689314429,0.0,,0.7549935984484671,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1913,ENSG00000125944,HNRNPR,1.0,1.0,0.5269756764251458,0.004199692745613474,1.0,0.979384817732086,0.0,,0.7549916955348964,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1914,ENSG00000087086,FTL,1.0,1.0,0.5192333751204962,0.03427611975576498,1.0,0.9232661400417471,0.0,,0.7549810123585691,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1915,ENSG00000170759,KIF5B,1.0,1.0,0.5237514234027171,0.003716513478289714,1.0,0.9934980953880997,0.0,,0.754980602272451,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1916,ENSG00000116580,GON4L,1.0,1.0,0.5317116499921429,0.004911130033405329,1.0,0.9579488902882373,0.0,,0.7549728438191645,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1917,ENSG00000082293,COL19A1,1.0,1.0,0.5566585534322956,0.017788675967223718,1.0,0.8201890703582257,0.0,,0.754962829642481,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1918,ENSG00000154845,PPP4R1,1.0,1.0,0.5306492042628775,0.0029787960262698866,1.0,0.9677223587057171,0.0,,0.7549614511608913,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1919,ENSG00000167972,ABCA3,1.0,1.0,0.542433147754516,0.007327489809205746,1.0,0.9075736238837476,0.0,,0.7549564389854101,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1920,ENSG00000086015,MAST2,1.0,1.0,0.5420660394832264,0.003485546541440262,1.0,0.9204019634065285,0.0,,0.7549543220228248,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1921,ENSG00000174282,ZBTB4,1.0,1.0,0.5301188881609213,0.005143256382999182,1.0,0.9628949707079899,0.0,,0.7549360669659234,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1922,ENSG00000084112,SSH1,1.0,1.0,0.5347328536842223,0.003131891950098302,1.0,0.9495366010693543,0.0,,0.7548917178643527,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1923,ENSG00000128000,ZNF780B,1.0,1.0,0.5436403499241189,0.006856257810329869,1.0,0.9025294174490521,0.0,,0.7548759763040661,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1924,ENSG00000115677,HDLBP,1.0,1.0,0.5264933818450701,0.003396843226263604,1.0,0.9811545375526364,0.0,,0.7548642048082903,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1925,ENSG00000075420,FNDC3B,1.0,1.0,0.5178564560243105,0.011591729254791438,1.0,0.9910779709596784,0.0,,0.7548440248697559,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1926,ENSG00000164466,SFXN1,1.0,1.0,0.5386014700153603,0.005372168194730191,1.0,0.9263013099964266,0.0,,0.7548368788354373,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1927,ENSG00000100888,CHD8,1.0,1.0,0.5295025405171838,0.00440333210664321,1.0,0.9654012420541387,0.0,,0.7548281743726005,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1928,ENSG00000182149,IST1,1.0,1.0,0.5253251251848777,0.004703116824412698,1.0,0.9793260930114444,0.0,,0.7547334948464375,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1929,ENSG00000063601,MTMR1,1.0,1.0,0.537695598611608,0.007440219528928402,1.0,0.9215593065606651,0.0,,0.7547248757735217,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1930,ENSG00000163629,PTPN13,1.0,1.0,0.526691476697745,0.010668299078527092,1.0,0.9559742231372601,0.0,,0.7547203596729568,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1931,ENSG00000100266,PACSIN2,1.0,1.0,0.5117396058402363,0.02370542473337445,1.0,0.9778305265392258,0.0,,0.7547129210393461,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1932,ENSG00000083720,OXCT1,1.0,1.0,0.53947409854095,0.005475460521041313,1.0,0.9195149506060343,0.0,,0.7546874137060631,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1933,ENSG00000148358,GPR107,1.0,1.0,0.5259078334056918,0.0045296725436658435,1.0,0.976458286776453,0.0,,0.7546808680895729,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1934,ENSG00000115761,NOL10,1.0,1.0,0.5387550888245011,0.004908972735880389,1.0,0.9233393947035005,0.0,,0.754650736366251,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1935,ENSG00000164144,ARFIP1,1.0,1.0,0.5289238125420628,0.004965486534491251,1.0,0.9623681944033993,0.0,,0.7546443150739376,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1936,ENSG00000153250,RBMS1,1.0,1.0,0.5266495895609553,0.008375378476588693,1.0,0.9612356553394386,0.0,,0.754637572800105,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1937,ENSG00000196313,POM121,1.0,1.0,0.5404104810537075,0.004929541216914377,1.0,0.915727798038397,0.0,,0.7546042901190216,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1938,ENSG00000167615,LENG8,1.0,1.0,0.548371545719841,0.008430241608216647,1.0,0.8734786308589269,0.0,,0.7546022057001175,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1939,ENSG00000126653,NSRP1,1.0,1.0,0.5293324549305809,0.004189612897939264,1.0,0.9621332306548478,0.0,,0.7545989725100426,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1940,ENSG00000162989,KCNJ3,1.0,1.0,0.5848355046392014,0.01621931608439733,0.9523809523809524,0.7989367056117709,0.0,,0.7545460987252626,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1941,ENSG00000174482,LINGO2,1.0,1.0,0.5638326648956243,0.03617912057192715,1.0,0.730696585102645,0.0,,0.7545387463679905,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1942,ENSG00000111879,FAM184A,1.0,1.0,0.5365097572216987,0.007651804088875239,1.0,0.9212906997183382,0.0,,0.7545055412194943,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1943,ENSG00000136193,SCRN1,1.0,1.0,0.529412514351294,0.007333085588176286,1.0,0.9506063286813163,0.0,,0.7545047747398836,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1944,ENSG00000149403,GRIK4,1.0,1.0,0.5324770595854783,0.011390668158214256,1.0,0.9261958231245511,0.0,,0.7544945603884778,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1945,ENSG00000127314,RAP1B,1.0,1.0,0.5248621551012449,0.004237105883270642,1.0,0.9777789495839552,0.0,,0.754494262784211,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1946,ENSG00000105784,RUNDC3B,1.0,1.0,0.5592628266116824,0.007831786009444354,1.0,0.8291157292807814,0.0,,0.7544739906536196,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1947,ENSG00000070269,TMEM260,1.0,1.0,0.5282606089256651,0.007682702285014662,1.0,0.9530692487484708,0.0,,0.7544492034790339,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1948,ENSG00000061938,TNK2,1.0,1.0,0.5299302644642624,0.011414128644864152,1.0,0.9337862790210384,0.0,,0.7543681643323314,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1949,ENSG00000152102,FAM168B,1.0,1.0,0.5314361339133377,0.005436241344339866,1.0,0.9451599452488605,0.0,,0.75435625130683,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1950,ENSG00000050165,DKK3,1.0,1.0,0.5454937288716242,0.007271332162224521,1.0,0.8829521711637741,0.0,,0.7543291805676178,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1951,ENSG00000110435,PDHX,1.0,1.0,0.5430591900808982,0.0049472332293332075,1.0,0.898928945537989,0.0,,0.7542967170831895,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1952,ENSG00000260230,FRRS1L,1.0,1.0,0.5519331907513502,0.012321754845503005,1.0,0.841425032012675,0.0,,0.7542836563295421,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1953,ENSG00000161082,CELF5,1.0,1.0,0.5600906587520942,0.013111589373817433,1.0,0.8062211762234346,0.0,,0.7542704756349241,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1954,ENSG00000198822,GRM3,1.0,1.0,0.5134573652527907,0.025982964392730252,1.0,0.9551854634307613,0.0,,0.7542494883008366,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1955,ENSG00000177614,PGBD5,1.0,1.0,0.5526655418755752,0.009586610050772798,1.0,0.8453833439015371,0.0,,0.7542266125149377,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1956,ENSG00000108587,GOSR1,1.0,1.0,0.5258499611137712,0.003027641724281275,1.0,0.9718237972321591,0.0,,0.7542139575012604,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1957,ENSG00000101333,PLCB4,1.0,1.0,0.5124445662627887,0.02757017249572671,1.0,0.9535967363319917,0.0,,0.7541933179138184,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1958,ENSG00000120798,NR2C1,1.0,1.0,0.5319800364700454,0.006821717716904339,1.0,0.9350116207630587,0.0,,0.7541629129103167,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1959,ENSG00000175155,YPEL2,1.0,1.0,0.5278294581719489,0.0052051758235536726,1.0,0.9561851064115042,0.0,,0.7541518802948957,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1960,ENSG00000272886,DCP1A,1.0,1.0,0.5307996372854289,0.004596871968486808,1.0,0.9459839731121794,0.0,,0.7541455017271458,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1961,ENSG00000178105,DDX10,1.0,1.0,0.536607630301671,0.005712220423792683,1.0,0.9192055710212135,0.0,,0.7541337710548451,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1962,ENSG00000278311,GGNBP2,1.0,1.0,0.5270410436978461,0.006807000349659653,1.0,0.9539512594373288,0.0,,0.7541199184665678,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1963,ENSG00000115993,TRAK2,1.0,1.0,0.5358945210563067,0.004642904164035933,1.0,0.924208045940831,0.0,,0.7540825235924219,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1964,ENSG00000105737,GRIK5,1.0,1.0,0.5748332343518886,0.01281994330950003,1.0,0.7443370004824431,0.0,,0.7540821477940285,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1965,ENSG00000022840,RNF10,1.0,1.0,0.5320834172810133,0.004786469603922608,1.0,0.9382449904305897,0.0,,0.7540434832451849,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1966,ENSG00000144331,ZNF385B,1.0,1.0,0.5785732860482963,0.02282217405913235,0.9523809523809524,0.7948502052013626,0.0,,0.7540422043323713,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1967,ENSG00000129116,PALLD,1.0,1.0,0.5275536221596556,0.0076433534241683206,1.0,0.9477018301641622,0.0,,0.7540336222976459,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1968,ENSG00000108018,SORCS1,1.0,1.0,0.5380950913425414,0.015872644517855094,1.0,0.8813498904346032,0.0,,0.7540302088140726,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1969,ENSG00000186432,KPNA4,1.0,1.0,0.5214156786258708,0.004105659627675655,1.0,0.9823802348732087,0.0,,0.7540154782854139,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1970,ENSG00000196935,SRGAP1,1.0,1.0,0.5163677591310623,0.01025034873151417,1.0,0.9840108665340228,0.0,,0.7539960469262118,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1971,ENSG00000197892,KIF13B,1.0,1.0,0.5243889885086875,0.00668903347220631,1.0,0.9611481968611536,0.0,,0.7539318956852931,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1972,ENSG00000174473,GALNTL6,1.0,1.0,0.5513826553987311,0.030073130522478786,1.0,0.7847858336607354,0.0,,0.7538950939472315,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1973,ENSG00000188312,CENPP,1.0,1.0,0.528387805099311,0.014073477499394327,1.0,0.922641790635653,0.0,,0.753891375073338,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1974,ENSG00000138399,FASTKD1,1.0,1.0,0.5319375915416051,0.008832320087407053,1.0,0.9237194833350082,0.0,,0.7538867414528563,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1975,ENSG00000118263,KLF7,1.0,1.0,0.5178227833305379,0.005911323116858183,1.0,0.9878712268854519,0.0,,0.7538396057192384,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1976,ENSG00000136111,TBC1D4,1.0,1.0,0.5253205440566225,0.009876760289999106,1.0,0.946069741807778,0.0,,0.7538346204949662,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1977,ENSG00000163536,SERPINI1,1.0,1.0,0.5367123485375661,0.017189986054482815,1.0,0.8788921485387224,0.0,,0.7538219997580724,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1978,ENSG00000134874,DZIP1,1.0,1.0,0.5665571937944234,0.006681583116435127,0.9523809523809524,0.8851235935218088,0.0,,0.753801299054063,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1979,ENSG00000132970,WASF3,1.0,1.0,0.5300385396518786,0.004709203810695727,1.0,0.9415260134504981,0.0,,0.7537870782761208,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1980,ENSG00000151461,UPF2,1.0,1.0,0.5210139007853479,0.006312871031117116,1.0,0.9726862896582431,0.0,,0.7537780849442172,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1981,ENSG00000141429,GALNT1,1.0,1.0,0.5259772720198718,0.0040181512919694965,1.0,0.9595035508153353,0.0,,0.7537709424999037,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1982,ENSG00000167552,TUBA1A,1.0,1.0,0.5296257573097397,0.02869749648873682,1.0,0.8725808394053183,0.0,,0.7537387321211906,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1983,ENSG00000146243,IRAK1BP1,1.0,1.0,0.5354118892639366,0.008263439366974708,1.0,0.9072797847118386,0.0,,0.7536757242748547,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1984,ENSG00000177058,SLC38A9,1.0,1.0,0.5224397848506127,0.006670070353764782,1.0,0.9636977812792022,0.0,,0.7536667273289871,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
1985,ENSG00000175029,CTBP2,1.0,1.0,0.5265649235998463,0.007321619446863069,1.0,0.9451425005905316,0.0,,0.7536603701944494,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
