joint_scale,mean_predicted_variance,mean_squared_error,nll,stratum,update
0.8382679224014282,0.296122282743454,0.23962205818863502,0.7082473635673523,ORDINARY_RANDOM_40,0
0.931624710559845,0.3534606099128723,0.2866724765498894,0.830615222454071,ORDINARY_BLOCK_40,0
0.3924783170223236,0.29231521487236023,0.11610785883038598,0.4786085784435272,STRUCTURAL_RANDOM_P80,0
0.8193504810333252,0.296122282743454,0.23413299141473828,0.6987886428833008,STRUCTURAL_RANDOM_P60,0
1.3124442100524902,0.30021101236343384,0.36647466769307563,0.9524114727973938,STRUCTURAL_RANDOM_P40,0
0.5191586017608643,0.34286585450172424,0.16576689248700383,0.6126109957695007,STRUCTURAL_COHERENT_P80,0
0.9657540321350098,0.3534606099128723,0.29787710907358395,0.8476800322532654,STRUCTURAL_COHERENT_P60,0
1.344158411026001,0.36616894602775574,0.4183505471932689,1.049772024154663,STRUCTURAL_COHERENT_P40,0
0.8305498361587524,0.29445692896842957,0.2364113609596864,0.7021130919456482,ORDINARY_RANDOM_40,25
0.948675274848938,0.3484930992126465,0.2905326330787695,0.8346511125564575,ORDINARY_BLOCK_40,25
0.39417946338653564,0.2902323305606842,0.1163992194784313,0.4765680432319641,STRUCTURAL_RANDOM_P80,25
0.846729576587677,0.2944541871547699,0.2416200294200843,0.7101990580558777,STRUCTURAL_RANDOM_P60,25
1.3330103158950806,0.299021452665329,0.37099632037884406,0.9610969424247742,STRUCTURAL_RANDOM_P40,25
0.5184907913208008,0.3372976779937744,0.16106388502682079,0.6068364381790161,STRUCTURAL_COHERENT_P80,25
0.950383186340332,0.34849604964256287,0.29037718977357113,0.8355078101158142,STRUCTURAL_COHERENT_P60,25
1.3257982730865479,0.3620982766151428,0.4106886057099168,1.03725266456604,STRUCTURAL_COHERENT_P40,25
0.8195498585700989,0.28774020075798035,0.2288878708584563,0.6868065595626831,ORDINARY_RANDOM_40,50
0.9793861508369446,0.33147189021110535,0.29395599463821914,0.8325908780097961,ORDINARY_BLOCK_40,50
0.38703006505966187,0.2821780741214752,0.1110800445733803,0.46099695563316345,STRUCTURAL_RANDOM_P80,50
0.8399601578712463,0.2877458930015564,0.23439343109865593,0.6970206499099731,STRUCTURAL_RANDOM_P60,50
1.3255963325500488,0.29403233528137207,0.3641780814950417,0.9502711296081543,STRUCTURAL_RANDOM_P40,50
0.5296773910522461,0.31903931498527527,0.1624988267022138,0.5921182036399841,STRUCTURAL_COHERENT_P80,50
0.9723954200744629,0.3314586281776428,0.29116461947378947,0.8290807604789734,STRUCTURAL_COHERENT_P60,50
1.3214850425720215,0.34738680720329285,0.40437646262670274,1.0216026306152344,STRUCTURAL_COHERENT_P40,50
1.0286306142807007,0.23193387687206268,0.23904093561597267,0.6944712996482849,ORDINARY_RANDOM_40,100
1.1849398612976074,0.24928238987922668,0.28784449187130046,0.8104608654975891,ORDINARY_BLOCK_40,100
0.49254584312438965,0.22435760498046875,0.11301409318758263,0.4104383587837219,STRUCTURAL_RANDOM_P80,100
1.0192631483078003,0.2319439947605133,0.23611078265979255,0.6898078322410583,STRUCTURAL_RANDOM_P60,100
1.5087289810180664,0.2434946745634079,0.35676719173635896,0.9576382637023926,STRUCTURAL_RANDOM_P40,100
0.6617538928985596,0.23939095437526703,0.1567911534075475,0.5294274687767029,STRUCTURAL_COHERENT_P80,100
1.2020645141601562,0.2492833137512207,0.29228153705684534,0.8190251588821411,STRUCTURAL_COHERENT_P60,100
1.5914428234100342,0.26465359330177307,0.40572282814657135,1.0420738458633423,STRUCTURAL_COHERENT_P40,100
0.9783459901809692,0.2348581850528717,0.22940144255519193,0.6753634810447693,ORDINARY_RANDOM_40,150
1.1960294246673584,0.25371789932250977,0.2963229245613121,0.8244240880012512,ORDINARY_BLOCK_40,150
0.500969409942627,0.22666220366954803,0.11634928255017543,0.41967296600341797,STRUCTURAL_RANDOM_P80,150
0.9860240817070007,0.23482875525951385,0.23085332349656756,0.6791439056396484,STRUCTURAL_RANDOM_P60,150
1.522127389907837,0.24700747430324554,0.3629685615347711,0.9711006283760071,STRUCTURAL_RANDOM_P40,150
0.6878973245620728,0.2428281307220459,0.16564493315427697,0.5493942499160767,STRUCTURAL_COHERENT_P80,150
1.174358606338501,0.253728449344635,0.29086730100127006,0.8136088252067566,STRUCTURAL_COHERENT_P60,150
1.5595144033432007,0.27021798491477966,0.40492843709109005,1.0357977151870728,STRUCTURAL_COHERENT_P40,150
