vocabulary_index,canonical_ensembl_gene_id,canonical_hgnc_symbol,matrices_measuring_gene,datasets_measuring_gene,train_donors_with_potential_support,train_cells_from_supporting_matrices,technology_diversity,tissue_diversity,support_bin,foundation_support,limited_foundation_support,dataset_pair_overlap_contribution,connectivity_interpretation
61,ENSG00000055609,KMT2C,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
62,ENSG00000163625,WDFY3,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
63,ENSG00000189283,FHIT,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
64,ENSG00000182247,UBE2E2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
65,ENSG00000123636,BAZ2B,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
66,ENSG00000038382,TRIO,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
67,ENSG00000169862,CTNND2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
68,ENSG00000135250,SRPK2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
69,ENSG00000004534,RBM6,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
70,ENSG00000071054,MAP4K4,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
71,ENSG00000166833,NAV2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
72,ENSG00000133812,SBF2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
73,ENSG00000143776,CDC42BPA,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
74,ENSG00000151240,DIP2C,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
75,ENSG00000151322,NPAS3,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
76,ENSG00000138814,PPP3CA,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
77,ENSG00000132466,ANKRD17,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
78,ENSG00000092964,DPYSL2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
79,ENSG00000074054,CLASP1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
80,ENSG00000185420,SMYD3,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
81,ENSG00000073921,PICALM,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
82,ENSG00000007168,PAFAH1B1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
83,ENSG00000088538,DOCK3,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
84,ENSG00000054267,ARID4B,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
85,ENSG00000169554,ZEB2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
86,ENSG00000153707,PTPRD,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
87,ENSG00000186566,GPATCH8,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
88,ENSG00000082805,ERC1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
89,ENSG00000144357,UBR3,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
90,ENSG00000171634,BPTF,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
91,ENSG00000129003,VPS13C,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
92,ENSG00000109046,WSB1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
93,ENSG00000066084,DIP2B,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
94,ENSG00000102908,NFAT5,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
95,ENSG00000172915,NBEA,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
96,ENSG00000108848,LUC7L3,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
97,ENSG00000145743,FBXL17,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
98,ENSG00000108654,DDX5,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
99,ENSG00000103657,HERC1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
100,ENSG00000112137,PHACTR1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
101,ENSG00000182670,TTC3,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
102,ENSG00000149294,NCAM1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
103,ENSG00000142192,APP,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
104,ENSG00000197555,SIPA1L1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
105,ENSG00000131018,SYNE1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
106,ENSG00000067798,NAV3,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
107,ENSG00000170921,TANC2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
108,ENSG00000154229,PRKCA,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
109,ENSG00000182667,NTM,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
110,ENSG00000140718,FTO,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
111,ENSG00000071242,RPS6KA2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
112,ENSG00000005483,KMT2E,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
113,ENSG00000169306,IL1RAPL1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
114,ENSG00000174373,RALGAPA1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
115,ENSG00000129636,ITFG1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
116,ENSG00000066032,CTNNA2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
117,ENSG00000115306,SPTBN1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
118,ENSG00000100154,TTC28,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
119,ENSG00000113269,RNF130,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
120,ENSG00000204842,ATXN2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
121,ENSG00000181722,ZBTB20,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
122,ENSG00000109339,MAPK10,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
123,ENSG00000152601,MBNL1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
124,ENSG00000115977,AAK1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
125,ENSG00000151422,FER,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
126,ENSG00000145687,SSBP2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
127,ENSG00000132549,VPS13B,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
128,ENSG00000075539,FRYL,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
129,ENSG00000137478,FCHSD2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
130,ENSG00000164190,NIPBL,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
131,ENSG00000184903,IMMP2L,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
132,ENSG00000075711,DLG1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
133,ENSG00000153317,ASAP1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
134,ENSG00000167522,ANKRD11,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
135,ENSG00000185737,NRG3,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
136,ENSG00000112701,SENP6,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
137,ENSG00000198947,DMD,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
138,ENSG00000173273,TNKS,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
139,ENSG00000114861,FOXP1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
140,ENSG00000135541,AHI1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
141,ENSG00000144724,PTPRG,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
142,ENSG00000131051,RBM39,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
143,ENSG00000177565,TBL1XR1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
144,ENSG00000048991,R3HDM1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
145,ENSG00000189337,KAZN,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
146,ENSG00000075413,MARK3,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
147,ENSG00000168675,LDLRAD4,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
148,ENSG00000140386,SCAPER,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
149,ENSG00000225470,JPX,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
150,ENSG00000157764,BRAF,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
151,ENSG00000179912,R3HDM2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
152,ENSG00000164808,SPIDR,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
153,ENSG00000005810,MYCBP2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
154,ENSG00000132424,PNISR,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
155,ENSG00000104517,UBR5,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
156,ENSG00000119522,DENND1A,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
157,ENSG00000108100,CCNY,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
158,ENSG00000198899,MT-ATP6,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
159,ENSG00000068305,MEF2A,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
160,ENSG00000065883,CDK13,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
161,ENSG00000183826,BTBD9,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
162,ENSG00000141027,NCOR1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
163,ENSG00000113742,CPEB4,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
164,ENSG00000021645,NRXN3,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
165,ENSG00000156113,KCNMA1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
166,ENSG00000172264,MACROD2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
167,ENSG00000122566,HNRNPA2B1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
168,ENSG00000087460,GNAS,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
169,ENSG00000180357,ZNF609,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
170,ENSG00000054282,SDCCAG8,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
171,ENSG00000148948,LRRC4C,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
172,ENSG00000138081,FBXO11,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
173,ENSG00000046653,GPM6B,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
174,ENSG00000188994,ZNF292,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
175,ENSG00000009413,REV3L,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
176,ENSG00000053254,FOXN3,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
177,ENSG00000114857,NKTR,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
178,ENSG00000168137,SETD5,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
179,ENSG00000171877,FRMD5,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
180,ENSG00000132670,PTPRA,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
181,ENSG00000185630,PBX1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
182,ENSG00000140396,NCOA2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
183,ENSG00000133318,RTN3,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
184,ENSG00000151532,VTI1A,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
185,ENSG00000142875,PRKACB,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
186,ENSG00000182621,PLCB1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
187,ENSG00000135090,TAOK3,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
188,ENSG00000121741,ZMYM2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
189,ENSG00000150625,GPM6A,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
190,ENSG00000061987,MON2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
191,ENSG00000148634,HERC4,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
192,ENSG00000127914,AKAP9,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
193,ENSG00000001629,ANKIB1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
194,ENSG00000100320,RBFOX2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
195,ENSG00000148053,NTRK2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
196,ENSG00000172765,TMCC1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
197,ENSG00000156110,ADK,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
198,ENSG00000151746,BICD1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
199,ENSG00000141447,OSBPL1A,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
200,ENSG00000109756,RAPGEF2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
201,ENSG00000139746,RBM26,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
202,ENSG00000116754,SRSF11,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
203,ENSG00000064042,LIMCH1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
204,ENSG00000144674,GOLGA4,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
205,ENSG00000008294,SPAG9,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
206,ENSG00000163697,APBB2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
207,ENSG00000179915,NRXN1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
208,ENSG00000160551,TAOK1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
209,ENSG00000182985,CADM1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
210,ENSG00000134769,DTNA,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
211,ENSG00000082701,GSK3B,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
212,ENSG00000198589,LRBA,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
213,ENSG00000060237,WNK1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
214,ENSG00000151320,AKAP6,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
215,ENSG00000145996,CDKAL1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
216,ENSG00000198668,CALM1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
217,ENSG00000257923,CUX1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
218,ENSG00000078403,MLLT10,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
219,ENSG00000175198,PCCA,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
220,ENSG00000198964,SGMS1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
221,ENSG00000052841,TTC17,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
222,ENSG00000181555,SETD2,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
223,ENSG00000118473,SGIP1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
224,ENSG00000078369,GNB1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
225,ENSG00000033170,FUT8,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
226,ENSG00000058272,PPP1R12A,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
227,ENSG00000182771,GRID1,36,13,1924,6351753,6,13,10+,True,False,78,measurement-network bridge; not biological hub or regulator
