completion_fraction,condition,counterfactual_delta_r2,final_mean_factor_r2,optimizer_updates,peak_allocated_bytes,peak_reserved_bytes,training_seconds
-1.107824095330182,RLC_BASE,0.39402616024017334,-0.04582317918539047,100,6028228096,6150946816,243.32376560010016
-1.1271893222715432,RLC_CF,0.3920551538467407,-0.05329729989171028,100,11795333120,11995709440,473.7349006002769
-0.8161841071165759,RLC_CAUSAL_DAG,-12.039870262145996,0.06673695147037506,100,11809122816,12010389504,487.55886870017275
