status,donor_fold,matrix_id,study_id,n_cells,raw_measured_scalar_ceiling_r2,projected_global_state_recovery_r2,paired_view_identity_baseline_r2,paired_view_projected_r2,gap_to_raw_measured_scalar_ceiling
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,2,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,HVS,26,1.0,0.1710580483567128,-0.5646362061269716,0.12116399015438217,0.8289419516432872
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,2,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,HVS,26,1.0,0.2738105771208056,-0.34575339642825487,0.19164174457171657,0.7261894228791944
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,2,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,HVS,26,1.0,0.22537218354754485,-0.5023346035561418,0.15196553846341265,0.7746278164524552
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,2,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,HVS,26,1.0,0.30674654296379855,-0.3863682149129575,0.19692654050543845,0.6932534570362014
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,2,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,HVS,36,1.0,0.29470405368329045,-0.26655848195713894,0.22109942092015966,0.7052959463167096
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,2,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,HVS,26,1.0,0.2434787261100414,-0.47064692256527363,0.15194318772303017,0.7565212738899586
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,2,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,HVS,26,1.0,0.23371658986955712,-0.43848411064467907,0.15135336757754192,0.7662834101304429
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,2,HVS::e813d04b-7833-4b02-b14f-0247d6128516,HVS,26,1.0,0.27326337518727095,-0.4315577877738317,0.18506381899600732,0.726736624812729
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,2,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,HVS,35,1.0,0.2935376725080189,-0.28992096030249814,0.21778782248468898,0.7064623274919811
STAGE81A3R_CORRECTED_REAL_TRAIN_GLOBAL_STATE_AUDIT_COMPLETE_NOT_FROZEN,2,NPH52::matrix::Astro_data_arranged_updatedId_final_batches.qs,NPH52,14,1.0,0.5280484866629784,-0.022554002101894843,0.39263597612053625,0.47195151333702157
