nph_unresolved_identity_index,source_feature_id_raw,source_feature_symbol_raw,source_ensembl_or_gene_id,source_ncbi_gene_id,source_refseq_id,source_transcript_id,materialized_rows,source_objects,source_object_count,coordinates_present,assembly_known,biotype_present,multiple_anchors_present,no_exact_anchor_present,exact_anchor_types
607,AC104387.1,AC104387.1,,,,,3,ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs,3,False,False,False,False,True,
608,AC104405.1,AC104405.1,,,,,2,Astro_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs,2,False,False,False,False,True,
609,AC104417.1,AC104417.1,,,,,1,Oligo_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
610,AC104448.1,AC104448.1,,,,,4,Astro_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,4,False,False,False,False,True,
611,AC104457.1,AC104457.1,,,,,1,Astro_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
612,AC104458.1,AC104458.1,,,,,1,Astro_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
613,AC104782.3,AC104782.3,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
614,AC104802.1,AC104802.1,,,,,2,Astro_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs,2,False,False,False,False,True,
615,AC104841.1,AC104841.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
616,AC104841.2,AC104841.2,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
617,AC104986.1,AC104986.1,,,,,3,ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,3,False,False,False,False,True,
618,AC105081.1,AC105081.1,,,,,3,ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,3,False,False,False,False,True,
619,AC105227.1,AC105227.1,,,,,1,ExN_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
620,AC105247.1,AC105247.1,,,,,3,ExN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs,3,False,False,False,False,True,
621,AC105316.1,AC105316.1,,,,,2,ExN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,2,False,False,False,False,True,
622,AC105339.2,AC105339.2,,,,,3,Astro_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,3,False,False,False,False,True,
623,AC105344.2,AC105344.2,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
624,AC105381.1,AC105381.1,,,,,4,Astro_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,4,False,False,False,False,True,
625,AC105941.1,AC105941.1,,,,,1,ExN_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
626,AC106732.1,AC106732.1,,,,,1,ExN_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
627,AC106753.1,AC106753.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
628,AC106827.2,AC106827.2,,,,,5,Astro_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,5,False,False,False,False,True,
629,AC106899.1,AC106899.1,,,,,1,InN_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
630,AC107020.1,AC107020.1,,,,,4,ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,4,False,False,False,False,True,
631,AC107021.1,AC107021.1,,,,,6,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,6,False,False,False,False,True,
632,AC107622.1,AC107622.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
633,AC107871.1,AC107871.1,,,,,5,Astro_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,5,False,False,False,False,True,
634,AC107890.1,AC107890.1,,,,,1,ExN_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
635,AC108004.5,AC108004.5,,,,,5,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs,5,False,False,False,False,True,
636,AC108057.1,AC108057.1,,,,,2,ExN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,2,False,False,False,False,True,
637,AC108078.1,AC108078.1,,,,,1,ExN_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
638,AC108105.1,AC108105.1,,,,,1,Oligo_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
639,AC108218.1,AC108218.1,,,,,6,Astro_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,6,False,False,False,False,True,
640,AC108456.1,AC108456.1,,,,,5,Astro_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,5,False,False,False,False,True,
641,AC108488.3,AC108488.3,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
642,AC108868.1,AC108868.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
643,AC109135.1,AC109135.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
644,AC109335.1,AC109335.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
645,AC109496.1,AC109496.1,,,,,2,ExN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,2,False,False,False,False,True,
646,AC109583.1,AC109583.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
647,AC109994.1,AC109994.1,,,,,1,ExN_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
648,AC110056.1,AC110056.1,,,,,2,Astro_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs,2,False,False,False,False,True,
649,AC110084.1,AC110084.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
650,AC110086.1,AC110086.1,,,,,1,InN_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
651,AC110298.1,AC110298.1,,,,,3,ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,3,False,False,False,False,True,
652,AC110611.1,AC110611.1,,,,,2,Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs,2,False,False,False,False,True,
653,AC110771.1,AC110771.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
654,AC110792.1,AC110792.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
655,AC110794.1,AC110794.1,,,,,1,Astro_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
656,AC110810.1,AC110810.1,,,,,1,ExN_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
657,AC110813.1,AC110813.1,,,,,4,ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,4,False,False,False,False,True,
658,AC111194.1,AC111194.1,,,,,3,ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,3,False,False,False,False,True,
659,AC111200.1,AC111200.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
660,AC112205.1,AC112205.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
661,AC112219.1,AC112219.1,,,,,2,Astro_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,2,False,False,False,False,True,
662,AC112229.7,AC112229.7,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
663,AC112249.1,AC112249.1,,,,,2,Astro_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs,2,False,False,False,False,True,
664,AC112504.1,AC112504.1,,,,,4,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,4,False,False,False,False,True,
665,AC113171.1,AC113171.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
666,AC113607.1,AC113607.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
667,AC114494.1,AC114494.1,,,,,2,InN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,2,False,False,False,False,True,
668,AC114765.3,AC114765.3,,,,,1,ExN_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
669,AC114798.1,AC114798.1,,,,,1,Oligo_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
670,AC114877.1,AC114877.1,,,,,1,Astro_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
671,AC114969.1,AC114969.1,,,,,1,ExN_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
672,AC115618.1,AC115618.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
673,AC116038.1,AC116038.1,,,,,1,Oligo_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
674,AC116407.2,AC116407.2,,,,,6,Astro_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,6,False,False,False,False,True,
675,AC116533.1,AC116533.1,,,,,2,ExN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,2,False,False,False,False,True,
676,AC116533.2,AC116533.2,,,,,1,Astro_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
677,AC116533.3,AC116533.3,,,,,4,Astro_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,4,False,False,False,False,True,
678,AC116562.1,AC116562.1,,,,,1,ExN_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
679,AC116562.2,AC116562.2,,,,,6,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,6,False,False,False,False,True,
680,AC117395.1,AC117395.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
681,AC117479.1,AC117479.1,,,,,3,Endo_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,3,False,False,False,False,True,
682,AC117481.1,AC117481.1,,,,,1,ExN_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
683,AC117834.1,AC117834.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
684,AC118063.1,AC118063.1,,,,,1,Oligo_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
685,AC118278.1,AC118278.1,,,,,6,Astro_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,6,False,False,False,False,True,
686,AC118344.1,AC118344.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
687,AC118345.2,AC118345.2,,,,,3,Astro_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs,3,False,False,False,False,True,
688,AC119673.1,AC119673.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
689,AC119674.1,AC119674.1,,,,,1,Oligo_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
690,AC120120.1,AC120120.1,,,,,2,ExN_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs,2,False,False,False,False,True,
691,AC120194.1,AC120194.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
692,AC121332.1,AC121332.1,,,,,2,ExN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,2,False,False,False,False,True,
693,AC121336.1,AC121336.1,,,,,4,ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,4,False,False,False,False,True,
694,AC121757.1,AC121757.1,,,,,4,Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,4,False,False,False,False,True,
695,AC122714.1,AC122714.1,,,,,3,ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,3,False,False,False,False,True,
696,AC122720.1,AC122720.1,,,,,1,ExN_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
697,AC123767.1,AC123767.1,,,,,3,Astro_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,3,False,False,False,False,True,
698,AC123768.4,AC123768.4,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
699,AC124861.2,AC124861.2,,,,,1,Oligo_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
700,AC124890.1,AC124890.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
701,AC126614.1,AC126614.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
702,AC128653.1,AC128653.1,,,,,1,ExN_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
703,AC129929.5,AC129929.5,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
704,AC131011.1,AC131011.1,,,,,2,ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs,2,False,False,False,False,True,
705,AC131012.1,AC131012.1,,,,,5,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,5,False,False,False,False,True,
706,AC131025.8,AC131025.8,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
707,AC131056.3,AC131056.3,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
708,AC131056.5,AC131056.5,,,,,6,Astro_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,6,False,False,False,False,True,
709,AC131094.1,AC131094.1,,,,,1,ExN_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
710,AC131160.1,AC131160.1,,,,,2,ExN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,2,False,False,False,False,True,
711,AC131213.1,AC131213.1,,,,,1,MG_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
712,AC131935.1,AC131935.1,,,,,4,Astro_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,4,False,False,False,False,True,
713,AC131951.1,AC131951.1,,,,,4,Astro_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,4,False,False,False,False,True,
714,AC132068.1,AC132068.1,,,,,1,Oligo_data_arranged_updatedId_final_batches.qs,1,False,False,False,False,True,
715,AC132186.1,AC132186.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
716,AC132192.1,AC132192.1,,,,,7,Astro_data_arranged_updatedId_final_batches.qs|Endo_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|OPC_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,7,False,False,False,False,True,
717,AC132803.1,AC132803.1,,,,,5,Astro_data_arranged_updatedId_final_batches.qs|ExN_data_arranged_updatedId_final_batches.qs|InN_data_arranged_updatedId_final_batches.qs|MG_data_arranged_updatedId_final_batches.qs|Oligo_data_arranged_updatedId_final_batches.qs,5,False,False,False,False,True,
