coordinate,family,hidden_genes,maximum_decomposition_error,measurement_noise_fraction,measurement_noise_variance,oracle_generator_label_diagnostic_only,prior_mean,prior_variance,view,visible_genes
17,RANDOM_40,1638,1.0547118733938987e-14,0.10160152614116669,0.016551952809095383,False,6.208817460162663e-09,0.16291047632694244,2,2458
18,RANDOM_40,1638,1.0547118733938987e-14,0.10757150501012802,0.018116075545549393,False,-2.4059167991197228e-09,0.16840961575508118,2,2458
19,RANDOM_40,1638,1.0547118733938987e-14,0.12121965736150742,0.022220414131879807,False,5.587935447692871e-09,0.18330702185630798,2,2458
20,RANDOM_40,1638,1.0547118733938987e-14,0.11998705565929413,0.023501554504036903,False,-1.459072063170197e-08,0.1958674192428589,2,2458
21,RANDOM_40,1638,1.0547118733938987e-14,0.15455228090286255,0.025928625836968422,False,7.489386000258946e-09,0.1677660495042801,2,2458
22,RANDOM_40,1638,1.0547118733938987e-14,0.15803742408752441,0.0289603378623724,False,-1.1874362826347351e-08,0.18324987590312958,2,2458
23,RANDOM_40,1638,1.0547118733938987e-14,0.15648706257343292,0.031224112957715988,False,-2.110997954218874e-08,0.19953158497810364,2,2458
24,RANDOM_40,1638,1.0547118733938987e-14,0.18551111221313477,0.03182174637913704,False,1.1719142989363718e-08,0.17153552174568176,2,2458
25,RANDOM_40,1638,1.0547118733938987e-14,0.22842156887054443,0.04409189149737358,False,-4.967053879312289e-09,0.19302858412265778,2,2458
26,RANDOM_40,1638,1.0547118733938987e-14,0.24229919910430908,0.04619692638516426,False,6.596868384889376e-09,0.19066067039966583,2,2458
27,RANDOM_40,1638,1.0547118733938987e-14,0.3319157361984253,0.0631483644247055,False,-8.847564458847046e-09,0.19025421142578125,2,2458
28,RANDOM_40,1638,1.0547118733938987e-14,0.37888404726982117,0.07500390708446503,False,1.505638280718813e-08,0.1979600489139557,2,2458
29,RANDOM_40,1638,1.0547118733938987e-14,0.4004226326942444,0.086864173412323,False,6.51925802230835e-09,0.21693122386932373,2,2458
30,RANDOM_40,1638,1.0547118733938987e-14,0.4381897449493408,0.10360301285982132,False,-9.313225746154785e-09,0.23643413186073303,2,2458
31,RANDOM_40,1638,1.0547118733938987e-14,0.43961381912231445,0.10777211934328079,False,2.60770320892334e-08,0.2451518028974533,2,2458
32,RANDOM_40,1638,1.0547118733938987e-14,0.45725107192993164,0.12642927467823029,False,1.5522044094495868e-08,0.27649858593940735,2,2458
33,RANDOM_40,1638,1.0547118733938987e-14,0.5128574967384338,0.1200379878282547,False,-9.623667196478891e-09,0.23405718803405762,2,2458
34,RANDOM_40,1638,1.0547118733938987e-14,0.48278218507766724,0.124844491481781,False,3.880511023623967e-09,0.2585938274860382,2,2458
35,RANDOM_40,1638,1.0547118733938987e-14,0.4970207214355469,0.13009467720985413,False,-3.2441072050914954e-08,0.2617489993572235,2,2458
36,RANDOM_40,1638,1.0547118733938987e-14,0.48111629486083984,0.12165964394807816,False,-2.9802322387695312e-08,0.25286951661109924,2,2458
37,RANDOM_40,1638,1.0547118733938987e-14,0.49701085686683655,0.12738065421581268,False,-2.041148761122713e-08,0.25629350543022156,2,2458
38,RANDOM_40,1638,1.0547118733938987e-14,0.4900657534599304,0.1354568600654602,False,1.4280280069556284e-08,0.2764054834842682,2,2458
39,RANDOM_40,1638,1.0547118733938987e-14,0.45622318983078003,0.12948624789714813,False,1.6763806343078613e-08,0.2838221490383148,2,2458
40,RANDOM_40,1638,1.0547118733938987e-14,0.5128657817840576,0.13126645982265472,False,1.1796752907855534e-08,0.2559469938278198,2,2458
41,RANDOM_40,1638,1.0547118733938987e-14,0.4832881689071655,0.12393129616975784,False,-1.3504177331924438e-08,0.25643354654312134,2,2458
42,RANDOM_40,1638,1.0547118733938987e-14,0.5400129556655884,0.13381819427013397,False,-3.414849514271623e-09,0.24780553579330444,2,2458
43,RANDOM_40,1638,1.0547118733938987e-14,0.5377964973449707,0.14289170503616333,False,-2.110997954218874e-08,0.26569846272468567,2,2458
44,RANDOM_40,1638,1.0547118733938987e-14,0.49916544556617737,0.1338677853345871,False,-1.3659398057086491e-08,0.2681832015514374,2,2458
45,RANDOM_40,1638,1.0547118733938987e-14,0.5498144626617432,0.130342498421669,False,-1.4901161193847656e-08,0.2370663434267044,2,2458
46,RANDOM_40,1638,1.0547118733938987e-14,0.5254985690116882,0.1344049870967865,False,-1.7384689243726825e-08,0.2557666003704071,2,2458
47,RANDOM_40,1638,1.0547118733938987e-14,0.5412915945053101,0.1402028650045395,False,-1.6298145055770874e-08,0.25901541113853455,2,2458
48,RANDOM_40,1638,1.0547118733938987e-14,0.5290918350219727,0.14867760241031647,False,1.614292521878724e-08,0.28100529313087463,2,2458
49,RANDOM_40,1638,1.0547118733938987e-14,0.5370569229125977,0.139026939868927,False,1.8005570368018198e-08,0.25886815786361694,2,2458
50,RANDOM_40,1638,1.0547118733938987e-14,0.5363830924034119,0.14258436858654022,False,5.587935447692871e-09,0.26582562923431396,2,2458
51,RANDOM_40,1638,1.0547118733938987e-14,0.5483172535896301,0.1358625888824463,False,1.0244548320770264e-08,0.24778097867965698,2,2458
52,RANDOM_40,1638,1.0547118733938987e-14,0.5554197430610657,0.1455342024564743,False,-1.0865430333240056e-08,0.2620256245136261,2,2458
53,RANDOM_40,1638,1.0547118733938987e-14,0.5313624143600464,0.14383246004581451,False,1.862645149230957e-09,0.27068617939949036,2,2458
54,RANDOM_40,1638,1.0547118733938987e-14,0.5547698736190796,0.14647920429706573,False,-6.674478747470403e-09,0.2640359699726105,2,2458
55,RANDOM_40,1638,1.0547118733938987e-14,0.5513384342193604,0.14764404296875,False,2.1730860666480112e-08,0.2677920460700989,2,2458
56,RANDOM_40,1638,1.0547118733938987e-14,0.5488659739494324,0.14172017574310303,False,2.4835269396561444e-09,0.25820544362068176,2,2458
57,RANDOM_40,1638,1.0547118733938987e-14,0.5793318748474121,0.14691831171512604,False,-3.725290298461914e-09,0.2535995543003082,2,2458
58,RANDOM_40,1638,1.0547118733938987e-14,0.6085793375968933,0.14315606653690338,False,-9.623667196478891e-09,0.23522992432117462,2,2458
59,RANDOM_40,1638,1.0547118733938987e-14,0.5373061895370483,0.14280855655670166,False,-1.3969838619232178e-09,0.26578617095947266,2,2458
60,RANDOM_40,1638,1.0547118733938987e-14,0.5350560545921326,0.14669311046600342,False,-2.4835269840650653e-08,0.27416399121284485,2,2458
61,RANDOM_40,1638,1.0547118733938987e-14,0.5350115299224854,0.15323506295681,False,2.3283064365386963e-09,0.2864145040512085,2,2458
62,RANDOM_40,1638,1.0547118733938987e-14,0.5157572627067566,0.15157878398895264,False,2.5456150964942026e-08,0.29389557242393494,2,2458
63,RANDOM_40,1638,1.0547118733938987e-14,0.5830507278442383,0.15043014287948608,False,-1.5522044094495868e-08,0.2580052316188812,2,2458
64,RANDOM_40,1638,1.0547118733938987e-14,0.5307838916778564,0.15555520355701447,False,-4.8118335982394456e-09,0.29306691884994507,2,2458
65,RANDOM_40,1638,1.0547118733938987e-14,0.5968371033668518,0.15211538970470428,False,1.1175870895385742e-08,0.2548691928386688,2,2458
66,RANDOM_40,1638,1.0547118733938987e-14,0.5512931942939758,0.14142662286758423,False,8.53712389670136e-09,0.2565361261367798,2,2458
67,RANDOM_40,1638,1.0547118733938987e-14,0.46538349986076355,0.14643101394176483,False,-1.862645149230957e-08,0.314645916223526,2,2458
68,RANDOM_40,1638,1.0547118733938987e-14,0.5110502243041992,0.13026514649391174,False,7.761022047247934e-09,0.25489696860313416,2,2458
69,RANDOM_40,1638,1.0547118733938987e-14,0.5620239973068237,0.14699621498584747,False,-5.587935447692871e-09,0.26154792308807373,2,2458
70,RANDOM_40,1638,1.0547118733938987e-14,0.5163283944129944,0.14644663035869598,False,1.1796752907855534e-08,0.2836307883262634,2,2458
71,RANDOM_40,1638,1.0547118733938987e-14,0.5591465830802917,0.14822201430797577,False,6.208817460162663e-09,0.2650861442089081,2,2458
72,RANDOM_40,1638,1.0547118733938987e-14,0.5291625261306763,0.1534794569015503,False,2.0489096641540527e-08,0.2900421917438507,2,2458
73,RANDOM_40,1638,1.0547118733938987e-14,0.5176507234573364,0.14255234599113464,False,9.158005909171152e-09,0.27538326382637024,2,2458
74,RANDOM_40,1638,1.0547118733938987e-14,0.5164101719856262,0.14277690649032593,False,-2.2351741790771484e-08,0.27647966146469116,2,2458
75,RANDOM_40,1638,1.0547118733938987e-14,0.5620988607406616,0.15002664923667908,False,-2.2351741790771484e-08,0.26690438389778137,2,2458
76,RANDOM_40,1638,1.0547118733938987e-14,0.5142745971679688,0.15789544582366943,False,-7.916241884231567e-09,0.3070255517959595,2,2458
77,RANDOM_40,1638,1.0547118733938987e-14,0.5760563611984253,0.1440761238336563,False,1.909211277961731e-08,0.25010767579078674,2,2458
78,RANDOM_40,1638,1.0547118733938987e-14,0.5605688095092773,0.15881673991680145,False,-7.761022047247934e-09,0.2833135426044464,2,2458
79,RANDOM_40,1638,1.0547118733938987e-14,0.5577341318130493,0.15123628079891205,False,-1.2417634920325327e-08,0.2711619734764099,2,2458
80,RANDOM_40,1638,1.0547118733938987e-14,0.5638614296913147,0.14478400349617004,False,-4.346172310931706e-09,0.25677230954170227,2,2458
81,RANDOM_40,1638,1.0547118733938987e-14,0.5534409880638123,0.16504178941249847,False,-6.3640377412355065e-09,0.2982102632522583,2,2458
82,RANDOM_40,1638,1.0547118733938987e-14,0.5775104761123657,0.14744937419891357,False,9.623667196478891e-09,0.2553189694881439,2,2458
83,RANDOM_40,1638,1.0547118733938987e-14,0.5634569525718689,0.1516525000333786,False,-4.967053879312289e-09,0.26914656162261963,2,2458
84,RANDOM_40,1638,1.0547118733938987e-14,0.6355884075164795,0.15492357313632965,False,1.055498977109437e-08,0.243748277425766,2,2458
85,RANDOM_40,1638,1.0547118733938987e-14,0.5607635974884033,0.16610008478164673,False,4.0978193283081055e-08,0.2962034046649933,2,2458
86,RANDOM_40,1638,1.0547118733938987e-14,0.5769234895706177,0.15529099106788635,False,-1.5522043650406658e-09,0.2691708505153656,2,2458
87,RANDOM_40,1638,1.0547118733938987e-14,0.5824508666992188,0.15586835145950317,False,-7.683411240577698e-09,0.267607718706131,2,2458
88,RANDOM_40,1638,1.0547118733938987e-14,0.5607649087905884,0.15633751451969147,False,1.3659398057086491e-08,0.2787933349609375,2,2458
89,RANDOM_40,1638,1.0547118733938987e-14,0.5570988059043884,0.15692277252674103,False,2.1886080503463745e-08,0.28167852759361267,2,2458
90,RANDOM_40,1638,1.0547118733938987e-14,0.5591758489608765,0.15674421191215515,False,-2.4835269840650653e-08,0.2803129255771637,2,2458
91,RANDOM_40,1638,1.0547118733938987e-14,0.5775519609451294,0.152849018573761,False,7.140140034778142e-09,0.26464980840682983,2,2458
92,RANDOM_40,1638,1.0547118733938987e-14,0.5583142042160034,0.16289517283439636,False,-9.313225746154785e-09,0.2917625308036804,2,2458
93,RANDOM_40,1638,1.0547118733938987e-14,0.5406508445739746,0.15813159942626953,False,-1.9868215517249155e-08,0.29248377680778503,2,2458
94,RANDOM_40,1638,1.0547118733938987e-14,0.5868030190467834,0.1499091535806656,False,1.614292521878724e-08,0.25546759366989136,2,2458
95,RANDOM_40,1638,1.0547118733938987e-14,0.5679712891578674,0.15202151238918304,False,3.725290298461914e-09,0.2676570415496826,2,2458
96,RANDOM_40,1638,1.0547118733938987e-14,0.5708974599838257,0.164187490940094,False,-2.7939677238464355e-09,0.2875954210758209,2,2458
97,RANDOM_40,1638,1.0547118733938987e-14,0.5172478556632996,0.1571166217327118,False,-1.1331091620547795e-08,0.303754985332489,2,2458
98,RANDOM_40,1638,1.0547118733938987e-14,0.5365535020828247,0.15837576985359192,False,9.313225746154785e-10,0.2951723635196686,2,2458
99,RANDOM_40,1638,1.0547118733938987e-14,0.5942874550819397,0.15888383984565735,False,-1.4901161193847656e-08,0.26735183596611023,2,2458
100,RANDOM_40,1638,1.0547118733938987e-14,0.6404198408126831,0.16246280074119568,False,9.468446471316838e-09,0.2536817193031311,2,2458
101,RANDOM_40,1638,1.0547118733938987e-14,0.5668021440505981,0.16524268686771393,False,-4.967053879312289e-09,0.29153504967689514,2,2458
102,RANDOM_40,1638,1.0547118733938987e-14,0.513701856136322,0.16257798671722412,False,-1.8005570368018198e-08,0.31648316979408264,2,2458
103,RANDOM_40,1638,1.0547118733938987e-14,0.612291157245636,0.16502031683921814,False,3.414849514271623e-09,0.2695128321647644,2,2458
104,RANDOM_40,1638,1.0547118733938987e-14,0.5806093811988831,0.15955670177936554,False,9.313225746154785e-09,0.2748090326786041,2,2458
105,RANDOM_40,1638,1.0547118733938987e-14,0.57047438621521,0.15730515122413635,False,2.669791498988161e-08,0.2757444679737091,2,2458
106,RANDOM_40,1638,1.0547118733938987e-14,0.5829975605010986,0.16442039608955383,False,1.5522043650406658e-09,0.28202587366104126,2,2458
107,RANDOM_40,1638,1.0547118733938987e-14,0.5324693918228149,0.16134007275104523,False,8.692344621863413e-09,0.3030034601688385,2,2458
108,RANDOM_40,1638,1.0547118733938987e-14,0.5943443775177002,0.17033380270004272,False,1.1020651058402109e-08,0.2865910828113556,2,2458
109,RANDOM_40,1638,1.0547118733938987e-14,0.5403110384941101,0.15796706080436707,False,5.898376453927767e-09,0.2923631966114044,2,2458
110,RANDOM_40,1638,1.0547118733938987e-14,0.580771803855896,0.15950220823287964,False,-1.4280280069556284e-08,0.2746383547782898,2,2458
111,RANDOM_40,1638,1.0547118733938987e-14,0.5304677486419678,0.16457822918891907,False,1.5522044094495868e-08,0.3102511465549469,2,2458
112,RANDOM_40,1638,1.0547118733938987e-14,0.6274164915084839,0.16065029799938202,False,7.761022047247934e-09,0.2560504972934723,2,2458
113,RANDOM_40,1638,1.0547118733938987e-14,0.5714541673660278,0.16515406966209412,False,-3.414849514271623e-09,0.28900668025016785,2,2458
114,RANDOM_40,1638,1.0547118733938987e-14,0.5724908113479614,0.17274700105190277,False,3.725290298461914e-09,0.30174633860588074,2,2458
115,RANDOM_40,1638,1.0547118733938987e-14,0.6590845584869385,0.1616753786802292,False,-7.761021825203329e-10,0.2453029304742813,2,2458
116,RANDOM_40,1638,1.0547118733938987e-14,0.5639778971672058,0.16452065110206604,False,1.4901161193847656e-08,0.29171472787857056,2,2458
117,RANDOM_40,1638,1.0547118733938987e-14,0.6253717541694641,0.17012794315814972,False,2.421438694000244e-08,0.2720429003238678,2,2458
118,RANDOM_40,1638,1.0547118733938987e-14,0.5671634674072266,0.15202590823173523,False,-2.2041302116804218e-08,0.2680460214614868,2,2458
119,RANDOM_40,1638,1.0547118733938987e-14,0.6062848567962646,0.1670430451631546,False,2.3283064365386963e-08,0.27551907300949097,2,2458
120,RANDOM_40,1638,1.0547118733938987e-14,0.5919188261032104,0.17113631963729858,False,-2.173086155465853e-09,0.28912127017974854,2,2458
121,RANDOM_40,1638,1.0547118733938987e-14,0.5859981775283813,0.16308239102363586,False,-2.173086155465853e-09,0.2782984673976898,2,2458
122,RANDOM_40,1638,1.0547118733938987e-14,0.6021375060081482,0.1632220596075058,False,1.5211602644171762e-08,0.27107107639312744,2,2458
123,RANDOM_40,1638,1.0547118733938987e-14,0.585611879825592,0.15582841634750366,False,-2.918144126340394e-08,0.26609504222869873,2,2458
124,RANDOM_40,1638,1.0547118733938987e-14,0.599586546421051,0.17256680130958557,False,-3.7563346211300086e-08,0.28780966997146606,2,2458
125,RANDOM_40,1638,1.0547118733938987e-14,0.6238182783126831,0.17377442121505737,False,-2.7318796114172983e-08,0.27856576442718506,2,2458
126,RANDOM_40,1638,1.0547118733938987e-14,0.6105086803436279,0.15947087109088898,False,2.173086155465853e-09,0.2612098455429077,2,2458
127,RANDOM_40,1638,1.0547118733938987e-14,0.6024506688117981,0.16735564172267914,False,-8.692344621863413e-09,0.27779144048690796,2,2458
128,RANDOM_40,1638,1.0547118733938987e-14,0.5932405591011047,0.16979242861270905,False,3.414849558680544e-08,0.286211758852005,2,2458
129,RANDOM_40,1638,1.0547118733938987e-14,0.6516623497009277,0.16928856074810028,False,-1.1796752907855534e-08,0.25977957248687744,2,2458
130,RANDOM_40,1638,1.0547118733938987e-14,0.5911292433738708,0.1679777354001999,False,-2.4835269396561444e-09,0.2841641306877136,2,2458
131,RANDOM_40,1638,1.0547118733938987e-14,0.5740669965744019,0.17262226343154907,False,3.1044086745701804e-10,0.3007005453109741,2,2458
132,RANDOM_40,1638,1.0547118733938987e-14,0.6002053618431091,0.16971458494663239,False,2.2351741790771484e-08,0.2827608585357666,2,2458
133,RANDOM_40,1638,1.0547118733938987e-14,0.59213787317276,0.1773611307144165,False,-1.0632599689586186e-08,0.29952675104141235,2,2458
134,RANDOM_40,1638,1.0547118733938987e-14,0.5811218619346619,0.1605137586593628,False,8.07146260939362e-09,0.2762135863304138,2,2458
135,RANDOM_40,1638,1.0547118733938987e-14,0.5932422280311584,0.16674691438674927,False,-1.2417634920325327e-08,0.2810772955417633,2,2458
136,RANDOM_40,1638,1.0547118733938987e-14,0.5807489156723022,0.16703537106513977,False,1.3814618782248544e-08,0.2876206338405609,2,2458
137,RANDOM_40,1638,1.0547118733938987e-14,0.5637438893318176,0.1709105670452118,False,1.3737007975578308e-08,0.3031705915927887,2,2458
138,RANDOM_40,1638,1.0547118733938987e-14,0.6443669199943542,0.16421197354793549,False,-4.470348358154297e-08,0.2548423409461975,2,2458
139,RANDOM_40,1638,1.0547118733938987e-14,0.6386348009109497,0.16681872308254242,False,1.6763806343078613e-08,0.26121145486831665,2,2458
140,RANDOM_40,1638,1.0547118733938987e-14,0.5994808077812195,0.15861764550209045,False,-2.762923756449709e-08,0.26459169387817383,2,2458
141,RANDOM_40,1638,1.0547118733938987e-14,0.643836498260498,0.16946473717689514,False,1.2417634920325327e-08,0.26321083307266235,2,2458
142,RANDOM_40,1638,1.0547118733938987e-14,0.6047767400741577,0.17866629362106323,False,1.0865430333240056e-08,0.2954252064228058,2,2458
143,RANDOM_40,1638,1.0547118733938987e-14,0.6040191650390625,0.17490512132644653,False,-9.934107758624577e-09,0.28956884145736694,2,2458
144,RANDOM_40,1638,1.0547118733938987e-14,0.58132004737854,0.16746097803115845,False,3.570070017389071e-09,0.2880702018737793,2,2458
145,RANDOM_40,1638,1.0547118733938987e-14,0.6456618905067444,0.17635349929332733,False,1.3659398057086491e-08,0.2731359899044037,2,2458
146,RANDOM_40,1638,1.0547118733938987e-14,0.6422003507614136,0.1663900911808014,False,-1.7074247571358114e-09,0.2590937316417694,2,2458
147,RANDOM_40,1638,1.0547118733938987e-14,0.5719929933547974,0.17324887216091156,False,-2.514570951461792e-08,0.30288636684417725,2,2458
148,RANDOM_40,1638,1.0547118733938987e-14,0.634299099445343,0.17859017848968506,False,6.208817460162663e-09,0.2815551459789276,2,2458
149,RANDOM_40,1638,1.0547118733938987e-14,0.5885689854621887,0.17241980135440826,False,2.421438694000244e-08,0.2929474711418152,2,2458
150,RANDOM_40,1638,1.0547118733938987e-14,0.5853111743927002,0.17528530955314636,False,1.1796752907855534e-08,0.29947370290756226,2,2458
151,RANDOM_40,1638,1.0547118733938987e-14,0.6441736817359924,0.17869676649570465,False,-2.359350581571107e-08,0.27740463614463806,2,2458
152,RANDOM_40,1638,1.0547118733938987e-14,0.6390515565872192,0.17632117867469788,False,2.173086155465853e-09,0.27591073513031006,2,2458
153,RANDOM_40,1638,1.0547118733938987e-14,0.6254273653030396,0.16993433237075806,False,1.3969838619232178e-08,0.271709144115448,2,2458
154,RANDOM_40,1638,1.0547118733938987e-14,0.6513909101486206,0.17492808401584625,False,8.07146260939362e-09,0.2685454785823822,2,2458
155,RANDOM_40,1638,1.0547118733938987e-14,0.6977973580360413,0.17722392082214355,False,-3.1044087300813317e-09,0.2539761960506439,2,2458
156,RANDOM_40,1638,1.0547118733938987e-14,0.6299760341644287,0.16995587944984436,False,-3.1044086745701804e-10,0.2697815001010895,2,2458
157,RANDOM_40,1638,1.0547118733938987e-14,0.6362862586975098,0.17233969271183014,False,2.4835269396561444e-09,0.2708524465560913,2,2458
158,RANDOM_40,1638,1.0547118733938987e-14,0.6148229837417603,0.1812850534915924,False,1.1796752907855534e-08,0.29485732316970825,2,2458
159,RANDOM_40,1638,1.0547118733938987e-14,0.5857625007629395,0.17418316006660461,False,2.2351741790771484e-08,0.2973614037036896,2,2458
0,RANDOM_40,1638,1.0547118733938987e-14,0.020894160494208336,0.003644900396466255,False,-9.313225746154785e-10,0.17444588243961334,3,2458
1,RANDOM_40,1638,1.0547118733938987e-14,0.01902785897254944,0.003087396267801523,False,2.7939677238464355e-09,0.1622566282749176,3,2458
2,RANDOM_40,1638,1.0547118733938987e-14,0.026952600106596947,0.004482990596443415,False,2.4835269396561444e-09,0.16632868349552155,3,2458
3,RANDOM_40,1638,1.0547118733938987e-14,0.027340980246663094,0.004736030474305153,False,-1.5522043372850902e-10,0.1732209473848343,3,2458
4,RANDOM_40,1638,1.0547118733938987e-14,0.03993479162454605,0.006874538026750088,False,9.313225746154785e-10,0.1721440851688385,3,2458
5,RANDOM_40,1638,1.0547118733938987e-14,0.043098509311676025,0.0077402591705322266,False,4.346172310931706e-09,0.17959459125995636,3,2458
6,RANDOM_40,1638,1.0547118733938987e-14,0.04544249176979065,0.007366143632680178,False,8.692344621863413e-09,0.16209813952445984,3,2458
7,RANDOM_40,1638,1.0547118733938987e-14,0.04621387645602226,0.007960869930684566,False,4.967053879312289e-09,0.17226146161556244,3,2458
8,RANDOM_40,1638,1.0547118733938987e-14,0.046061910688877106,0.008364981040358543,False,3.1044086745701804e-10,0.18160299956798553,3,2458
9,RANDOM_40,1638,1.0547118733938987e-14,0.04557756707072258,0.007789997383952141,False,-8.226683334555673e-09,0.1709173619747162,3,2458
10,RANDOM_40,1638,1.0547118733938987e-14,0.049934446811676025,0.008523793891072273,False,3.1044087300813317e-09,0.17069967091083527,3,2458
11,RANDOM_40,1638,1.0547118733938987e-14,0.05684300884604454,0.008993169292807579,False,1.5522043650406658e-09,0.1582106500864029,3,2458
12,RANDOM_40,1638,1.0547118733938987e-14,0.06224282458424568,0.008832640014588833,False,-4.656612873077393e-10,0.14190615713596344,3,2458
13,RANDOM_40,1638,1.0547118733938987e-14,0.06317026168107986,0.011018598452210426,False,-1.2417634698280722e-09,0.17442698776721954,3,2458
14,RANDOM_40,1638,1.0547118733938987e-14,0.0697551742196083,0.011776531115174294,False,-1.862645149230957e-09,0.168826624751091,3,2458
15,RANDOM_40,1638,1.0547118733938987e-14,0.07125361263751984,0.012892438098788261,False,9.623667196478891e-09,0.18093733489513397,3,2458
16,RANDOM_40,1638,1.0547118733938987e-14,0.07889600843191147,0.015293345786631107,False,-9.313225746154785e-09,0.193841814994812,3,2458
17,RANDOM_40,1638,1.0547118733938987e-14,0.0948881059885025,0.015860827639698982,False,-3.1044087300813317e-09,0.16715295612812042,3,2458
18,RANDOM_40,1638,1.0547118733938987e-14,0.10761219263076782,0.01789870299398899,False,1.1641532182693481e-09,0.16632597148418427,3,2458
19,RANDOM_40,1638,1.0547118733938987e-14,0.11037872731685638,0.022108912467956543,False,6.208817460162663e-09,0.20030048489570618,3,2458
20,RANDOM_40,1638,1.0547118733938987e-14,0.11707226186990738,0.02087780460715294,False,-1.3969838619232178e-09,0.1783326268196106,3,2458
21,RANDOM_40,1638,1.0547118733938987e-14,0.13768264651298523,0.025175336748361588,False,-1.7074247571358114e-09,0.18285048007965088,3,2458
22,RANDOM_40,1638,1.0547118733938987e-14,0.15708133578300476,0.030018296092748642,False,8.07146260939362e-09,0.1911003440618515,3,2458
23,RANDOM_40,1638,1.0547118733938987e-14,0.1775268018245697,0.03210604563355446,False,-5.005858838558197e-09,0.18085181713104248,3,2458
24,RANDOM_40,1638,1.0547118733938987e-14,0.17696379125118256,0.03152288869023323,False,3.259629011154175e-09,0.1781318634748459,3,2458
25,RANDOM_40,1638,1.0547118733938987e-14,0.2206355482339859,0.04113699868321419,False,-3.1044087300813317e-09,0.18644773960113525,3,2458
26,RANDOM_40,1638,1.0547118733938987e-14,0.2500925362110138,0.04606512188911438,False,-4.03573130469681e-09,0.18419229984283447,3,2458
27,RANDOM_40,1638,1.0547118733938987e-14,0.299176424741745,0.0655812993645668,False,-4.967053879312289e-09,0.21920610964298248,3,2458
28,RANDOM_40,1638,1.0547118733938987e-14,0.3464459180831909,0.07223061472177505,False,-1.2417634698280722e-09,0.2084903120994568,3,2458
29,RANDOM_40,1638,1.0547118733938987e-14,0.39639711380004883,0.08489249646663666,False,4.656612873077393e-10,0.2141602337360382,3,2458
30,RANDOM_40,1638,1.0547118733938987e-14,0.4212556779384613,0.09494354575872421,False,-9.313225746154785e-09,0.2253822386264801,3,2458
31,RANDOM_40,1638,1.0547118733938987e-14,0.47374722361564636,0.09847936034202576,False,1.3969838619232178e-09,0.20787322521209717,3,2458
32,RANDOM_40,1638,1.0547118733938987e-14,0.4693835973739624,0.11687582731246948,False,7.761022047247934e-09,0.24899853765964508,3,2458
33,RANDOM_40,1638,1.0547118733938987e-14,0.48979392647743225,0.13522067666053772,False,-1.2417634698280722e-09,0.27607667446136475,3,2458
34,RANDOM_40,1638,1.0547118733938987e-14,0.507291853427887,0.12923596799373627,False,3.414849514271623e-09,0.2547566294670105,3,2458
35,RANDOM_40,1638,1.0547118733938987e-14,0.5239143967628479,0.1241130456328392,False,-6.51925802230835e-09,0.23689565062522888,3,2458
36,RANDOM_40,1638,1.0547118733938987e-14,0.5024493336677551,0.12882709503173828,False,-1.3659398057086491e-08,0.25639817118644714,3,2458
37,RANDOM_40,1638,1.0547118733938987e-14,0.5116028785705566,0.13060013949871063,False,-2.6387473539557504e-08,0.2552764117717743,3,2458
38,RANDOM_40,1638,1.0547118733938987e-14,0.5275793075561523,0.12828931212425232,False,-1.3348957494940805e-08,0.24316592514514923,3,2458
39,RANDOM_40,1638,1.0547118733938987e-14,0.47739702463150024,0.1275692731142044,False,-1.4745941134819418e-09,0.2672184109687805,3,2458
40,RANDOM_40,1638,1.0547118733938987e-14,0.4999937117099762,0.13401947915554047,False,-1.862645149230957e-09,0.26804232597351074,3,2458
41,RANDOM_40,1638,1.0547118733938987e-14,0.4976626932621002,0.1372631937265396,False,3.725290298461914e-09,0.2758157253265381,3,2458
42,RANDOM_40,1638,1.0547118733938987e-14,0.529964029788971,0.14016546308994293,False,-7.450580596923828e-09,0.2644810974597931,3,2458
43,RANDOM_40,1638,1.0547118733938987e-14,0.5028765797615051,0.13822543621063232,False,-2.4835269396561444e-09,0.27486950159072876,3,2458
44,RANDOM_40,1638,1.0547118733938987e-14,0.46936115622520447,0.14289623498916626,False,-1.1951973633017587e-08,0.30444836616516113,3,2458
45,RANDOM_40,1638,1.0547118733938987e-14,0.5122401118278503,0.13560976088047028,False,-8.226683334555673e-09,0.26473864912986755,3,2458
46,RANDOM_40,1638,1.0547118733938987e-14,0.5254895091056824,0.14026392996311188,False,-1.5987705381803607e-08,0.2669205069541931,3,2458
47,RANDOM_40,1638,1.0547118733938987e-14,0.5324196219444275,0.14387661218643188,False,1.6763806343078613e-08,0.27023160457611084,3,2458
48,RANDOM_40,1638,1.0547118733938987e-14,0.49593180418014526,0.14397388696670532,False,2.623225370257387e-08,0.2903098464012146,3,2458
49,RANDOM_40,1638,1.0547118733938987e-14,0.5458924770355225,0.14416895806789398,False,0.0,0.2640977203845978,3,2458
50,RANDOM_40,1638,1.0547118733938987e-14,0.5119826197624207,0.14560985565185547,False,1.6763806343078613e-08,0.284403920173645,3,2458
51,RANDOM_40,1638,1.0547118733938987e-14,0.5015684962272644,0.13055847585201263,False,-1.8005570368018198e-08,0.2603003978729248,3,2458
52,RANDOM_40,1638,1.0547118733938987e-14,0.5235248804092407,0.1489160805940628,False,-8.07146260939362e-09,0.28444892168045044,3,2458
