status,operator_family,train_cells_across_operators,cell_address_observations,measured_scalar_cell_address_observations,measured_collision_unresolved_cell_address_observations,structurally_unmeasured_cell_address_observations,fraction_measured_scalar,fraction_measured_collision_unresolved,fraction_structurally_unmeasured,bounded_train_cells_for_count_mass,bounded_collision_source_count_mass_fraction,count_mass_scope
SCALAR_OBSERVABILITY_CLOSURE_HUMAN_REVIEW,HVS,308499,12721881762,5780037264,0,6941844498,0.45433823172801785,0.0,0.5456617682719822,0,0.0,BOUNDED_TRAIN_DIAGNOSTIC_ONLY_DOES_NOT_SELECT_AGGREGATION
SCALAR_OBSERVABILITY_CLOSURE_HUMAN_REVIEW,NPH52,288116,11881327608,9586107576,156313938,2138906094,0.8068212486242219,0.013156268655932848,0.18002248271984522,246,0.011356650750646,BOUNDED_TRAIN_DIAGNOSTIC_ONLY_DOES_NOT_SELECT_AGGREGATION
SCALAR_OBSERVABILITY_CLOSURE_HUMAN_REVIEW,SEA_AD,5777853,238267102014,202663971828,4102275630,31500854556,0.8505747126436781,0.01721712983170862,0.13220815752461323,1408,0.0402286986308893,BOUNDED_TRAIN_DIAGNOSTIC_ONLY_DOES_NOT_SELECT_AGGREGATION
