conditional_fraction,conditional_variance,coordinate,empirical_predictable_fraction,excess_kurtosis,family,fraction_within_1_96_sigma,fraction_within_one_sigma,measurement_noise_variance,noise_fraction,prior_variance,severe_non_gaussian,skewness,standardized_error_mean,standardized_error_variance,view
0.07015339108377266,0.010145806467296493,80,0.9298466089162274,0.25256750093347424,RANDOM_40,0.2421875,0.134765625,0.18258046845682102,1.262456469004858,0.14462317944375666,False,-0.16885761559691098,-0.3097211874334766,32.410471816412866,0
0.0682803375417311,0.009860901219713301,81,0.9317196624582689,0.2790100682762744,RANDOM_40,0.306640625,0.15234375,0.19160964079420817,1.3267723363381148,0.14441787452627317,False,-0.12003440102424118,-0.42991105776056593,32.04781107970815,0
0.06893463738423114,0.010410484650915828,82,0.9310653626157689,0.415784203848518,RANDOM_40,0.302734375,0.150390625,0.1958440505330936,1.2968117297180963,0.1510196476829112,False,-0.044106703517082346,0.6407811584733285,28.82290900443646,0
0.07893203389565741,0.009308704646200011,83,0.9210679661043426,0.10940932116756841,RANDOM_40,0.3203125,0.140625,0.1797735949012928,1.5243684299389186,0.1179331658741426,False,0.050022736431445884,0.20619814162643196,29.230634963402377,0
0.06770998423662677,0.009559737474056001,84,0.9322900157633732,1.571215108483564,RANDOM_40,0.328125,0.16015625,0.18984600268769108,1.3446467420528734,0.14118652635699175,False,0.1602117305614436,-0.31295915688987785,29.409896292114215,0
0.07632086772490684,0.009859756387058102,85,0.9236791322750931,0.4302971186095217,RANDOM_40,0.259765625,0.119140625,0.1946690602469682,1.506863964381763,0.12918821131065877,False,-0.25157067232417735,-0.20646032958768556,34.6108239434469,0
0.07970492640611988,0.01017018452892177,86,0.9202950735938801,-0.0539045304243273,RANDOM_40,0.234375,0.1171875,0.18753937050362895,1.4697679950381928,0.12759794140078254,False,-0.005815236696755585,-0.3747072701121905,31.668733048519506,0
0.07880001769323777,0.009518186842092883,87,0.9211999823067623,0.15219752570621337,RANDOM_40,0.30859375,0.15625,0.1918273614992162,1.5881175407627963,0.12078914600179952,False,-0.059836472903432025,-0.3191919682180164,30.214665907467896,0
0.07409978466047441,0.009701538558916327,88,0.9259002153395256,0.7580333621347695,RANDOM_40,0.306640625,0.166015625,0.19440254455041156,1.4848352765030763,0.13092532729168951,False,-0.07217222099160715,0.17346218848057415,31.958395442100848,0
0.07345477631072489,0.011390747346015579,89,0.926545223689275,0.6897635840725753,RANDOM_40,0.34765625,0.193359375,0.2057671694673635,1.3269174485380193,0.15507156808743086,False,0.10245944418261874,-0.09484123131791344,25.924575665734025,0
